Block,Time,KHSTPP-II,KUDGI,NJPC,NLCIIST2,PARBATI3,SASAN,SINGRAULI,SINGRAULI_HYDRO,TALA,ANTA_CRF,AURY_RF,DADRI_GF,DHAULIGNGA,RSTPSU7,TALST2,ANTA_RF,AURY_GF,BSIUL,CHAMERA1,KGSU3AND4,KOLDAM,TANAKPUR,TEHRI,TelanganaSTPP,DADRI_CRF,CHAMERA2,DADRT2,JHAJJAR,KGSU1AND2,KOTESHWR,NNTPP,PARBATI2,RAPPB,SIMHST2,AURY_LF,BRBCL,KKNP,RIHAND3,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,DADRI_RF,CHAMERA3,KISHANGANGA,MAPS,NLCEXP,NLCTS2EXP,RIHAND1,ANTA_LF,DADRI_LF,DULHASTI,KKNPPU2,RAMPUR,RSTPSU1TO6,SALAL,SEWA2,SIMHST1,UNCHAHAR2,URI2,AURY_CRF,FSTPP I & II,KHSTPP-I,NAPP,NLCIIST1,NTPL,RAPPC,RIHAND2,UNCHAHAR3,URI
58,14:15-14:30,148.3,0,53.69,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,2.12,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

59,14:30-14:45,148.3,0,53.69,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.61,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,96.98,0,0,39.62,0,2.12,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

60,14:45-15:00,148.3,0,82.89,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,96.98,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

61,15:00-15:15,148.3,0,82.89,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

62,15:15-15:30,148.3,0,82.89,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

63,15:30-15:45,148.3,0,82.89,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,0,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.83,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

64,15:45-16:00,148.3,0,82.89,0,16.86,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,12.01,0,0,1.54,0,0,0,0,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,0,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

65,16:00-16:15,148.3,0,82.89,0,4.29,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,12.01,0,0,0.51,12.98,0,0,4.11,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,11.65,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

66,16:15-16:30,148.3,0,82.89,0,4.29,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,51.09,0,6.52,14.05,0,0,0.51,12.98,0,0,16.25,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,11.65,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

67,16:30-16:45,148.3,0,82.89,0,4.29,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,50.83,0,13.04,28.1,0,0,2.05,25,0,0,16.25,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,11.65,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

68,16:45-17:00,148.3,0,82.89,0,4.29,416.25,150.25,0.91,0,0,85.35,0,12.64,0,0,50.83,0,13.04,28.1,0,0,2.05,25.96,0,0,16.25,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,11.65,8.56,0,0,0,88.98,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

69,17:00-17:15,148.3,0,82.89,0,4.29,416.25,150.25,0.94,0,0,85.35,0,12.64,0,0,50.83,0,13.04,42.15,0,0,2.05,25.88,0,0,32.52,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,11.65,8.56,0,0,0,92.98,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

70,17:15-17:30,148.3,0,82.89,0,4.29,416.25,150.25,0.94,0,0,85.35,0,12.64,0,0,50.83,0,13.04,42.15,0,0,2.05,38.94,0,0,32.52,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

71,17:30-17:45,148.3,0,82.89,0,4.29,416.25,150.25,0.94,0,0,85.35,0,12.64,0,0,51.74,0,13.04,42.15,0,1.92,2.05,38.94,0,0,48.74,688.87,670.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

72,17:45-18:00,148.3,0,82.89,0,4.29,416.25,150.25,0.94,0,0,85.35,0,12.64,0,0,51.61,0,13.04,42.15,0,3.85,2.05,38.94,0,0,48.74,688.87,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

73,18:00-18:15,148.3,0,82.89,0,4.29,416.25,150.25,0.94,0,0,85.35,0,12.64,0,0,52.14,0,13.04,42.15,0,5.76,2.05,38.94,0,0,48.74,688.87,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

74,18:15-18:30,148.3,0,82.89,0,7.67,416.25,150.25,0.94,0,0,85.35,0,21.86,0,0,52.14,0,13.04,42.15,0,7.69,2.05,38.94,0,0,48.74,684.54,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,39.62,0,3.27,0,40.09,18.88,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,39.75

75,18:30-18:45,148.3,0,110.53,0,39.84,416.25,150.25,0.94,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,20.07,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,113.13,27.67,39.75

76,18:45-19:00,148.3,0,110.53,0,39.84,416.25,150.25,0.94,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,20.07,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,113.13,27.67,39.75

77,19:00-19:15,148.3,0,110.53,0,39.84,416.25,150.25,0.94,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,20.07,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,112.13,27.67,39.75

78,19:15-19:30,148.3,0,110.53,0,39.84,416.25,150.25,0.94,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,20.07,0,44.97,38.05,0,15.29,45.83,51.6,0,0,69.1,113.13,27.67,34.78

79,19:30-19:45,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,90.98,0,0,59.43,0,4.3,0,40.09,20.07,0,20.18,38.05,0,15.29,45.83,51.6,0,0,69.1,107.13,27.67,34.78

80,19:45-20:00,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,90.98,0,0,59.43,0,4.3,0,40.09,20.07,0,20.18,38.05,0,15.29,45.83,51.6,0,0,69.1,107.13,27.67,34.78

81,20:00-20:15,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,20.07,0,20.18,38.05,0,15.29,45.83,51.6,0,0,69.1,123.13,27.67,34.78

82,20:15-20:30,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,52.14,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,20.07,0,20.18,38.05,0,15.29,45.83,51.6,0,0,69.1,107.13,27.67,34.78

83,20:30-20:45,148.3,0,110.53,0,7.67,416.25,150.25,0.98,0,0,85.35,0,21.86,0,0,52.14,0,14.3,42.15,0,7.69,2.05,38.94,0,0,48.74,684.54,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,18.88,0,20.18,38.05,0,15.29,45.83,51.6,0,0,69.1,107.13,27.67,34.78

84,20:45-21:00,148.3,0,110.53,0,7.67,416.25,150.25,0.98,0,0,85.35,0,21.86,0,0,52.14,0,14.3,42.15,0,7.69,2.05,38.94,0,0,48.74,684.54,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.56,0,0,0,90.98,0,0,59.43,0,4.3,0,40.09,18.88,0,20.18,38.05,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

85,21:00-21:15,148.3,0,110.53,0,7.67,416.25,150.25,0.98,0,0,85.35,0,21.86,0,0,53.05,0,14.3,42.15,0,7.69,2.05,38.94,0,0,48.74,684.54,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,18.88,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

86,21:15-21:30,148.3,0,110.53,0,7.67,416.25,150.25,0.98,0,0,85.35,0,21.86,0,0,53.05,0,14.3,42.15,0,7.69,2.05,38.94,0,0,48.74,684.54,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,40.09,18.88,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

87,21:30-21:45,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,53.05,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,20.07,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

88,21:45-22:00,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,53.05,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,20.07,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

89,22:00-22:15,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,53.31,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,20.07,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

90,22:15-22:30,148.3,0,110.53,0,39.84,416.25,150.25,0.98,0,0,85.35,0,43.72,0,0,53.31,0,19.56,42.15,0,9.52,2.05,38.94,0,0,48.74,684.54,420.51,0,11.57,0,29.98,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,34.98,8.61,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,20.07,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

91,22:30-22:45,148.3,0,110.53,0,22.99,416.25,150.25,0.98,0,0,85.35,0,32.79,0,0,53.31,0,19.56,42.15,0,7.69,2.05,38.94,0,0,48.74,684.54,420.51,0,10.41,0,14.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,18.88,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,35.88

92,22:45-23:00,148.3,0,110.53,0,22.99,416.25,150.25,0.98,0,0,85.35,0,21.86,0,0,53.31,0,19.56,42.15,0,5.48,2.05,38.94,0,0,48.74,684.54,470.51,0,10.41,0,11.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,18.88,0,20.18,35.29,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,35.88

93,23:00-23:15,148.3,0,110.53,0,16.86,416.25,150.25,0.98,0,0,85.35,0,10.93,0,0,53.31,0,19.56,42.15,0,3.37,1.79,38.94,0,0,48.74,684.54,470.51,0,10.41,0,11.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,18.88,0,20.18,36.1,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

94,23:15-23:30,148.3,0,110.53,0,16.86,416.25,150.25,0.98,0,0,85.35,0,0,0,0,53.31,0,19.56,42.15,0,1.92,1.79,26.11,0,0,48.74,684.54,470.51,0,10.41,0,11.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,18.88,0,20.18,36.1,0,15.29,45.83,51.6,0,0,69.1,124.53,27.67,34.78

95,23:30-23:45,148.3,0,110.53,0,16.86,416.25,150.25,0.94,0,0,85.35,0,0,0,0,53.31,0,19.56,42.15,0,0,1.79,24.68,0,0,48.74,684.54,520.51,0,10.41,0,11.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,18.88,0,20.18,36.1,0,15.29,45.83,51.6,0,0,69.1,113.13,27.67,34.78

96,23:45-24:00,148.3,0,110.53,0,16.86,416.25,150.25,0.94,0,0,85.35,0,0,0,0,53.31,0,19.56,42.15,0,0,1.79,12.34,0,0,48.74,684.54,520.51,0,10.41,0,11.24,0,0,0,20,0,130.75,5.65,21.63,3.18,0,0,74.38,23.3,8.56,0,0,0,97.18,0,0,59.43,0,4.3,0,51.13,18.88,0,20.18,36.1,0,15.29,45.83,51.6,0,0,69.1,113.13,27.67,34.78

