Column1,Time,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2025/09/01/2039,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/09/01/2909,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/09/01/7452,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/1044,GNA/NR/2025/09/01/5590,GNA/NR/2025/09/01/7215,GNA/NR/2025/07/01/8128,GNA/NR/2025/09/01/6485,GNA/NR/2025/09/01/9418,GNA/NR/2025/09/01/8071,GNA/NR/2025/09/01/9239,GNA/NR/2025/09/01/7691,GNA/NR/2025/09/01/6755,GNA/NR/2025/09/01/5084,GNA/NR/2025/09/01/7205,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/07/5932,GNA/NR/2025/09/01/4314,GNA/NR/2025/09/01/4602,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/WR/2025/08/25/1832,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08
65,16:00-16:15,9.35,0,20.48,9.35,0,0,0,20.48,0,70.28,7.22,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,50,25,71.67,43.01,33,33,128.96,39.75,45,25.79,50,0,26,24.9,24.9,74.7,24,62.33,62.34,22.67

66,16:15-16:30,9.13,0,20.48,9.13,0,0,0,20.48,0,70.28,7.05,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,43,22,62.1,43.01,33,33,116.49,33.96,40,23.3,47,0,23,25.2,25.2,75.6,16,62.33,62.34,22.67

67,16:30-16:45,7.58,0,20.48,7.58,0,0,0,20.48,0,70.28,5.85,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,37,18,53.91,43.01,33,33,103.79,27.43,36,20.76,38,0,18,25.05,25.05,75.15,8,63.67,63.66,22.67

68,16:45-17:00,5.15,0,20.48,5.15,0,0,0,20.48,0,70.28,3.99,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,30,15,48.7,43.01,33,32.3,91.57,21.53,31,18.31,33,0,17,24.6,24.6,73.8,5,65.33,65.34,22.33

69,17:00-17:15,2.46,0,20.48,2.46,0,0,0,20.48,0,70.28,1.91,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,25,13,43.76,43.01,26.4,21.87,78.96,16.21,27,15.79,30,0,12,24.3,24.3,72.9,2,66.67,66.66,22.33

70,17:15-17:30,2.51,0,20.48,2.51,0,0,0,20.48,0,70.28,1.94,15.27,149.86,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,20,10,38.28,43.01,18.73,13.52,66.69,11.31,22,13.34,27,0,8,23.85,23.85,71.55,0,68.33,68.34,22.33

71,17:30-17:45,1.84,0,20.48,1.84,0,0,0,20.48,0,70.28,1.43,15.27,169.64,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,15,8,32.51,43.01,11.64,7.54,54.06,9.68,18,10.81,18,0,7,23.4,23.4,70.2,0,66.33,66.34,22.33

72,17:45-18:00,1.28,0,20.48,1.28,0,0,0,20.48,0,70.28,0.99,15.27,207.16,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,19.27,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,12,6,25.71,43.01,5.96,3.76,41.64,5.74,13,8.33,15,0,7,22.95,22.95,68.85,0,66,66,22.33

73,18:00-18:15,0.81,0,20.48,0.81,0,0,0,20.48,0,70.28,0.63,0,245.7,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,9,4,18.97,43.01,0,0,31.82,2.52,9,6.37,10,0,5,23.1,23.1,69.3,0,63.33,63.34,20.67

74,18:15-18:30,0.46,0,20.48,0.46,0,0,0,20.48,0,70.28,0.35,0,271.04,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,143.43,-0,20.48,0,5,3,12.27,43.01,0,0,22.87,0.49,6,4.57,7,0,3,22.05,22.05,66.15,0,60.33,60.34,20.33

75,18:30-18:45,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,47.81,3.71,0,84.13,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,183.21,-0,20.48,0,3,2,6.92,43.01,0,0,14.1,0,3,2.82,3,0,1,20.55,20.55,61.65,0,54.67,54.66,19.67

76,18:45-19:00,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,2,1,1.85,43.01,0,0,6.49,0,1,1.3,2,0,1,19.05,19.05,57.15,0,49.33,49.34,19.67

77,19:00-19:15,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,1,0,0.52,43.01,0,0,0.83,0,1,0.17,1,0,0,17.4,17.4,52.2,0,44,44,20.33

78,19:15-19:30,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0.01,0,0,0,0,0,0,15.9,15.9,47.7,0,39.33,39.34,20.33

79,19:30-19:45,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,14.55,14.55,43.65,0,37.33,37.34,20.33

80,19:45-20:00,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,13.2,13.2,39.6,0,35.33,35.34,19.67

81,20:00-20:15,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,11.1,11.1,33.3,0,33.67,33.66,16.67

82,20:15-20:30,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,9.75,9.75,29.25,0,32,32,16

83,20:30-20:45,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,8.7,8.7,26.1,0,27.67,27.66,16.67

84,20:45-21:00,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,7.65,7.65,22.95,0,23.67,23.66,16

85,21:00-21:15,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,7.2,7.2,21.6,0,20.33,20.34,15.67

86,21:15-21:30,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,7.05,7.05,21.15,0,17,17,14.67

87,21:30-21:45,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,6.9,6.9,20.7,0,16.67,16.66,15

88,21:45-22:00,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,6.75,6.75,20.25,0,16.33,16.34,16

89,22:00-22:15,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,7.2,7.2,21.6,0,16.33,16.34,14

90,22:15-22:30,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,7.5,7.5,22.5,0,16,16,14

91,22:30-22:45,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,7.95,7.95,23.85,0,16.33,16.34,14

92,22:45-23:00,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,68.98,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,200.81,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,8.25,8.25,24.75,0,16.67,16.66,14

93,23:00-23:15,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,47.81,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,145.21,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,8.7,8.7,26.1,0,17,17,14

94,23:15-23:30,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,249.31,47.81,3.71,0,100.4,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,145.21,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,9.15,9.15,27.45,0,17.67,17.66,14

95,23:30-23:45,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,49.06,3.71,0,71.49,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,165.46,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,9.6,9.6,28.8,0,17.33,17.34,13.67

96,23:45-24:00,0,0,20.48,0,0,0,0,20.48,0,64.29,0,0,271.04,47.81,3.71,0,55.22,6.65,0,36.86,12.29,9.9,20.48,0,28.67,28.98,14.6,20.48,0,14.6,165.46,-0,20.48,0,0,0,0,43.01,0,0,0,0,0,0,0,0,0,10.05,10.05,30.15,0,17,17,13.33

