Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/6187,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/08/3642,GNA/NR/2025/08/01/3698,GNA/NR/2025/06/07/5932,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6209,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/5784,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6475,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
65,16:00-16:15,24,60,63,30,79.91,26.64,0,142.61,33,33,63.34,28.33,26.64,63.33,33.94,14.54,11.82,52,25.01,29,28.52,64.11,8.84,70,10.71,129.86,10.77,28.27,10.84,99.99,15.21,0,14.54,-0,14.33,10.77,3.7,8.33,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,76.1,269.94

66,16:15-16:30,16,53,57,27,79.43,26.47,0,132.62,33,33,62.66,28,26.47,62.67,28.55,14.54,11.82,48,26.01,25,26.52,58.1,8.84,70,10.71,129.86,10.31,28.27,10.84,99.99,15.21,0,14.54,-0,14.33,10.31,3.7,7.96,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,76.1,269.94

67,16:30-16:45,8,47,50,23,78.92,26.31,0,115.43,33,33,61.66,27.67,26.31,61.67,23.08,14.54,11.82,42,22.41,20,23.09,55.96,8.84,70,10.71,129.86,9.38,28.27,10.84,99.99,15.21,0,14.54,-0,14.33,9.38,3.7,7.25,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,76.1,269.94

68,16:45-17:00,5,40,43,20,78.43,26.14,0,101.27,33,33,60.79,27,26.14,60.79,18.11,14.54,11.82,36,22.01,19,20.25,49.47,8.84,64.03,10.71,129.86,7.82,28.27,10.84,99.99,15.21,0,14.54,-0,14.33,7.82,3.7,6.04,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,76.1,269.94

69,17:00-17:15,2,33,38,17,87.49,29.17,0,89.24,33,32.6,64.04,31.94,29.17,64.03,22.35,14.54,11.82,30,21.41,16,17.85,34.09,9.31,64.03,10.71,129.86,6.73,28.27,10.46,99.99,15.21,0,14.54,-0,14.51,6.73,5.88,5.19,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,76.1,269.94

70,17:15-17:30,0,28,33,14,85.99,28.67,0,76.17,26.99,26.2,63.02,31.13,28.67,63.02,17.87,14.54,11.82,25,20.61,12,15.23,28.89,9.31,64.03,10.71,129.86,5.69,29.27,10.46,99.99,15.21,0,14.54,-0,14.51,5.69,5.88,4.4,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,76.1,269.94

71,17:30-17:45,0,23,25,11,84.49,28.17,0,57.24,19.98,19.4,62.15,30.72,28.17,62.16,14.15,14.54,11.82,18,23.01,9,11.45,23.79,9.31,72.49,10.71,129.86,4.66,30.28,10.46,99.99,15.21,0,14.54,-0,18.01,4.66,5.88,3.6,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,86.57,269.94

72,17:45-18:00,0,17,17,9,82.5,27.5,0,44.45,13.6,13.2,61.19,30.32,27.5,61.2,10.57,14.54,11.82,15,22.81,7,8.89,18.64,9.31,80.96,10.71,129.86,3.42,30.28,10.46,99.99,15.21,0,14.54,-0,18.01,3.42,5.88,2.63,9.66,19.2,20.4,81.58,26.95,40.79,81.58,26.95,20.71,6.52,20.4,86.57,269.94

73,18:00-18:15,0,13,12,7,89.44,29.81,0,32.72,0,0,63.78,31.82,29.81,63.78,7.16,14.54,11.15,10,19.81,5,6.54,14.36,9.31,115.17,10.71,129.86,2.58,30.28,10.46,99.99,0,40.31,14.54,-0,18.01,2.58,5.88,1.98,9.66,0,20.4,33.59,26.54,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

74,18:15-18:30,0,9,7,5,85.28,28.42,0,22.02,0,0,62.86,30.96,28.42,62.87,4.31,14.54,11.15,7,19.81,3,4.41,10.78,9.31,115.17,10.71,129.86,1.92,30.28,10.46,99.99,0,40.31,14.54,-0,18.01,1.92,5.88,1.48,9.66,0,20.4,33.59,26.54,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

75,18:30-18:45,0,6,3,3,80.32,26.77,0,14.2,0,0,65,29.98,26.77,65,1.74,14.54,11.15,4,15.4,1,2.84,5.57,9.31,115.17,10.71,129.86,0.14,30.28,0,99.99,0,40.31,14.54,-0,18.01,0.14,5.88,0.11,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

76,18:45-19:00,0,3,2,2,76.01,25.34,0,8.37,0,0,62.34,28.92,25.34,62.33,0,14.54,11.15,3,15.72,1,1.67,2.69,9.31,115.17,10.71,129.86,0.07,30.28,0,99.99,0,40.31,14.54,-0,18.01,0.07,5.88,0.05,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

77,19:00-19:15,0,1,1,1,70.95,23.66,0,3.78,0,0,58.68,27.25,23.66,58.68,0,14.54,11.15,1,16.04,0,0.76,1.55,9.31,115.17,0,129.86,0.05,30.28,0,99.99,0,40.31,14.54,-0,18.01,0.05,5.88,0.03,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

78,19:15-19:30,0,0,0,0,65.47,21.82,0,0.04,0,0,54.54,25.49,21.82,54.53,0,14.54,11.15,0,16.21,0,0.01,0.66,9.31,115.17,0,129.86,0.02,30.28,0,99.99,0,40.31,14.54,-0,18.01,0.02,5.88,0.02,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

79,19:30-19:45,0,0,0,0,59.66,19.89,0,0,0,0,50.6,23.68,19.89,50.6,0,14.54,11.15,0,11.1,0,0,0.16,9.31,115.17,10.71,129.86,0.02,28.27,0,99.99,0,40.31,14.54,-0,18.01,0.02,5.88,0.02,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

80,19:45-20:00,0,0,0,0,56.31,18.77,0,0,0,0,46.38,21.89,18.77,46.38,0,14.54,11.15,0,11.1,0,0,0,9.31,115.17,10.71,129.86,0,28.27,0,99.99,0,40.31,14.54,-0,18.01,0,5.88,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

81,20:00-20:15,0,0,0,0,42.72,14.24,0,0,0,0,42.58,19.47,14.24,42.58,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

82,20:15-20:30,0,0,0,0,38.85,12.96,0,0,0,0,40,16.96,12.96,40,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

83,20:30-20:45,0,0,0,0,51.77,17.26,0,0,0,0,55,20.52,17.26,55,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

84,20:45-21:00,0,0,0,0,47.43,15.81,0,0,0,0,54.34,18.01,15.81,54.33,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

85,21:00-21:15,0,0,0,0,44.61,14.88,0,0,0,0,53.34,16.28,14.88,53.33,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

86,21:15-21:30,0,0,0,0,42.41,14.14,0,0,0,0,51.66,14.87,14.14,51.67,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

87,21:30-21:45,0,0,0,0,40.62,13.55,0,0,0,0,49.34,16.67,13.55,49.33,0,14.54,11.15,0,9,0,0,0,0,110.09,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

88,21:45-22:00,0,0,0,0,38.57,12.85,0,0,0,0,47.34,16.49,12.85,47.33,0,14.54,11.15,0,9,0,0,0,0,110.09,10.71,129.86,0,28.27,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

89,22:00-22:15,0,0,0,0,30.23,10.07,0,0,0,0,44.45,15.55,10.07,44.46,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,27.25,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

90,22:15-22:30,0,0,0,0,30.28,10.1,0,0,0,0,43.95,14.97,10.1,43.96,0,14.54,11.15,0,9,0,0,0,0,115.17,10.71,129.86,0,27.25,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

91,22:30-22:45,0,0,0,0,31.85,10.62,0,0,0,0,39.48,14.6,10.62,39.47,0,14.54,11.15,0,9,0,0,0,0,110.93,10.71,129.86,0,28.26,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

92,22:45-23:00,0,0,0,0,35.2,11.73,0,0,0,0,35.47,14.36,11.73,35.48,0,14.54,11.15,0,9,0,0,0,0,110.93,10.71,129.86,0,28.26,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

93,23:00-23:15,0,0,0,0,43.25,14.41,0,0,0,0,38.99,13.72,14.41,38.99,0,14.54,11.15,0,9,0,0,0,0,110.93,10.71,129.86,0,27.25,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

94,23:15-23:30,0,0,0,0,42.26,14.09,0,0,0,0,38.99,12.93,14.09,38.99,0,14.54,11.15,0,9,0,0,0,0,110.93,10.71,129.86,0,27.25,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

95,23:30-23:45,0,0,0,0,41.09,13.69,0,0,0,0,38.93,12.11,13.69,38.94,0,14.54,11.15,0,9,0,0,0,0,110.93,10.71,129.86,0,27.25,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

96,23:45-24:00,0,0,0,0,39.74,13.25,0,0,0,0,38.91,11.28,13.25,38.9,0,14.54,11.15,0,9,0,0,0,0,110.93,10.71,129.86,0,27.25,10.46,99.99,0,40.31,14.54,-0,18.01,0,3.7,0,9.66,0,20.4,33.59,30,40.79,81.58,30,20.71,6.52,20.4,86.57,269.94

