Block,Time,BSIUL,DULHASTI,KKNP,NLCIIST1,NTPL,RAPPC,SALAL,SEWA2,TALA,UNCHAHAR2,UNCHAHAR4,BRBCL,NJPC,PARBATI3,SASAN,TANDA2,VALLURNTECL,AURY_GF,CHAMERA2,FSTPP I & II,NLCIIST2,RAPPB,RIHAND2,TANAKPUR,URI2,ANTA_GF,DADRI_RF,DHAULIGNGA,MAPS,NNTPP,UNCHAHAR1,DADRI_CRF,CHAMERA1,DADRT2,RIHAND1,RSTPSU1TO6,RSTPSU7,ANTA_RF,CHAMERA3,KGSU3AND4,KHSTPP-I,KHSTPP-II,KUDGI,NAPP,NLCTS2EXP,RIHAND3,SINGRAULI_HYDRO,URI,ANTA_CRF,AURY_LF,DADRI_LF,KGSU1AND2,KISHANGANGA,KOTESHWR,NLCEXP,RAMPUR,SIMHST1,SINGRAULI,TEHRI,TelanganaSTPP,ANTA_LF,AURY_RF,DADRI_GF,JHAJJAR,KKNPPU2,KOLDAM,SIMHST2,TALST2,UNCHAHAR3,AURY_CRF
63,15:30-15:45,0,44.91,0,0,0,51.64,26.14,0,10.64,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

64,15:45-16:00,0,44.91,0,0,0,51.64,26.14,0,10.21,42.4,0,15,37.88,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,5.38,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,41.16,0,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

65,16:00-16:15,0,44.91,0,0,0,51.64,26.14,0,10.49,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,6.72,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,40.11,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

66,16:15-16:30,0,44.91,0,0,0,51.64,26.14,0,10.09,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,6.72,0,65.76,9.11,0,0,20.56,0,0,341.57,46,0,0,40.11,0,0,44.92,148.3,0,41.01,0,124.32,0,5.52,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

67,16:30-16:45,0,44.91,0,0,0,51.64,26.14,0,9.88,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,6.72,0,65.76,18.23,0,0,20.56,0,0,341.57,46,0,0,40.11,9.68,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

68,16:45-17:00,0,44.91,0,0,0,51.64,26.14,0,9.67,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,6.72,0,65.76,18.23,0,0,20.56,0,0,341.57,46,0,0,40.11,9.68,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,0,0,0,68.42,0,554.31,0,0,0,0,0,0

69,17:00-17:15,0,44.91,0,0,0,51.64,26.14,0,9.11,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,6.72,0,65.76,18.23,0,0,20.56,0,0,341.57,46,0,0,40.11,9.68,0,44.92,148.3,0,41.01,0,124.32,0,11.04,0,0,21.92,0,0,8.87,0,0,0,138.75,14.93,0,0,68.42,0,554.31,0,0,0,0,0,0

70,17:15-17:30,0,44.91,0,0,0,51.64,26.14,0,9,42.4,0,15,70.17,0,399.38,0,0,0,2.4,20.8,0,0,118.76,11.27,6.72,0,65.76,27.48,0,0,20.56,0,0,341.57,46,0,0,40.11,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,14.93,0,0,68.42,0,554.31,0,0,0,0,0,0

71,17:30-17:45,1.1,44.91,0,0,0,51.64,26.14,0,8.73,42.4,0,15,93.56,0,399.38,0,0,0,11.33,20.8,0,0,118.76,11.27,6.72,0,65.76,27.48,0,0,20.56,0,0,341.57,46,0,0,40.11,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,29.87,0,0,68.42,0,554.31,0,0,0,0,0,0

72,17:45-18:00,6.52,44.91,0,0,0,51.64,26.14,0,8.47,42.4,0,15,116.95,3.56,399.38,0,0,0,11.33,20.8,0,0,118.76,11.27,6.72,0,65.76,27.48,0,0,20.56,0,14.05,341.57,46,0,0,40.11,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

73,18:00-18:15,6.52,44.91,0,0,0,51.64,40.68,2.67,8.29,42.4,0,15,116.95,7.64,399.38,0,0,0,26.34,20.8,0,0,118.76,11.27,6.72,0,65.76,27.48,0,0,20.56,0,28.1,341.57,46,0,0,40.63,19.36,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,17.75,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

74,18:15-18:30,19.56,49.43,0,0,0,51.64,79.38,7.19,8.33,42.4,0,15,140.34,33.1,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,40.63,30.56,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

75,18:30-18:45,19.56,49.43,0,0,0,51.64,79.38,12,8.47,42.4,0,15,140.34,33.1,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,40.63,30.56,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

76,18:45-19:00,19.56,49.43,0,0,0,51.64,79.38,12,8.61,42.4,0,15,140.34,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,40.95,30.56,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

77,19:00-19:15,19.56,49.43,0,0,0,51.64,79.38,12,8.61,42.4,0,15,140.34,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,41.16,30.56,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

78,19:15-19:30,19.56,49.43,0,0,0,51.64,38.35,15.81,8.76,42.4,0,15,140.34,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,41.16,30.56,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

79,19:30-19:45,19.56,49.43,0,0,0,51.64,26.14,15.81,8.91,42.4,0,15,140.34,49.01,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,41.16,30.56,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

80,19:45-20:00,19.56,49.43,0,0,0,51.64,26.14,15.81,9.06,42.4,0,15,140.34,6.36,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,41.16,30.56,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

81,20:00-20:15,19.56,49.43,0,0,0,51.64,26.14,12,9.2,42.4,0,15,140.34,3.56,399.38,0,0,0,40.79,20.8,0,0,118.76,12.94,6.72,0,65.76,37.65,0,0,20.56,0,42.15,341.57,46,0,0,41.16,30.56,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,26.62,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

82,20:15-20:30,6.52,44.91,0,0,0,51.64,26.14,8,9.35,42.4,0,15,116.95,0,399.38,0,0,0,26.26,20.8,0,0,118.76,11.53,6.72,0,65.76,36.55,0,0,20.56,0,42.15,341.57,46,0,0,41.16,19.36,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,9.86,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

83,20:30-20:45,6.52,44.91,0,0,0,51.64,26.14,8,9.85,42.4,0,15,93.56,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,7.4,0,65.76,27.48,0,0,20.56,0,28.1,341.57,46,0,0,41.16,9.68,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

84,20:45-21:00,6.52,44.91,0,0,0,51.64,26.14,8,9.85,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,7.4,0,65.76,18.23,0,0,20.56,0,28.1,341.57,46,0,0,41.16,9.68,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

85,21:00-21:15,6.52,44.91,0,0,0,51.64,26.14,8,10,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,28.1,341.57,46,0,0,41.16,9.68,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

86,21:15-21:30,6.52,44.91,0,0,0,51.64,26.14,8,10,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,28.1,341.57,46,0,0,41.16,9.68,0,44.92,148.3,0,41.01,0,124.32,0,8.83,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

87,21:30-21:45,6.52,44.91,0,0,0,51.64,26.14,8,10.14,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,28.1,341.57,46,0,0,41.16,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

88,21:45-22:00,6.52,44.91,0,0,0,51.64,26.14,8,10.29,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,28.1,341.57,46,0,0,41.16,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

89,22:00-22:15,0,44.91,0,0,0,51.64,26.14,8,10.44,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,42.15,341.57,46,0,0,41.68,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

90,22:15-22:30,0,44.91,0,0,0,51.64,26.14,8,10.58,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,42.15,341.57,46,0,0,41.68,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

91,22:30-22:45,0,44.91,0,0,0,51.64,26.14,8,10.73,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,13.46,0,65.76,18.23,0,0,20.56,0,42.15,341.57,46,0,0,41.68,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,62.24,0,0,68.42,0,554.31,0,0,0,0,0,0

92,22:45-23:00,0,44.91,0,0,0,51.64,26.14,8,10.73,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,13.46,0,65.76,18.23,0,0,20.56,0,42.15,341.57,46,0,0,41.68,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

93,23:00-23:15,0,44.91,0,0,0,51.64,26.14,0,11.03,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,28.1,341.57,46,0,0,42.74,9.68,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

94,23:15-23:30,0,44.91,0,0,0,51.64,26.14,0,11.03,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,18.23,0,0,20.56,0,14.05,341.57,46,0,0,42.74,9.68,0,44.92,148.3,0,41.01,0,124.32,0,48.57,0,0,21.92,0,0,8.87,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

95,23:30-23:45,0,44.91,0,0,0,51.64,26.14,0,11.03,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,9.11,0,0,20.56,0,14.05,341.57,46,0,0,42.74,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

96,23:45-24:00,0,44.91,0,0,0,51.64,26.14,0,11.03,42.4,0,15,70.17,0,399.38,0,0,0,12,20.8,0,0,118.76,11.53,10.76,0,65.76,9.11,0,0,20.56,0,14.05,341.57,46,0,0,42.74,9.68,0,44.92,148.3,0,41.01,0,124.32,0,6.63,0,0,21.92,0,0,8.87,0,0,0,138.75,46.69,0,0,68.42,0,554.31,0,0,0,0,0,0

