Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/1906,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/4651,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/9482,GNA/WR/2025/01/01/8625,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/8036,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/01/01/9606,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668
76,18:45-19:00,0.03,29.77,31.43,0.04,0.78,31.43,86.52,259.56,3.95,99.93,1.3,0.04,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,1.07,100,6.4,0,0,0,0,0,15,50.66,0,18,18,50.67,54,0,0.02,0,0,0,0,0.13

77,19:00-19:15,0,29.77,31.43,0,0.78,31.43,86.52,259.56,3.86,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,1,100,6.4,0,0,0,0,0,23.33,51,0,24.17,24.17,51,72.49,0,0,0,0,0,0,0.33

78,19:15-19:30,0,29.77,31.43,0,0.78,31.43,86.52,259.56,3.86,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,1,100,6.4,0,0,0,0,0,23.33,51.34,0,23.83,23.83,51.33,71.51,0,0,0,0,0,0,0.33

79,19:30-19:45,0,29.27,31.43,0,0.78,31.43,86.52,259.56,3.86,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,1,100,6.4,0,0,0,0,0,22.67,60,0,26.67,26.67,60,79.99,0,0,0,0,0,0,0

80,19:45-20:00,0,28.77,31.43,0,0.78,31.43,86.52,259.56,3.86,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,1,100,6.4,0,0,0,0,0,22.67,60,0,26.33,26.33,60,79.01,0,0,0,0,0,0,0

81,20:00-20:15,0,28.77,32,0,0.78,32,86.52,259.56,3.76,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0.96,100,6.4,0,0,0,0,0,22,70,0,26,26,70,78,0,0,0,0,0,0,0

82,20:15-20:30,0,28.77,32,0,0.78,32,86.52,259.56,3.76,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0.96,100,6.4,0,0,0,0,0,22,70,0,25.5,25.5,70,76.5,0,0,0,0,0,0,0

83,20:30-20:45,0,28.77,5.95,0,0.78,32,86.52,259.56,3.76,99.93,1.3,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0.96,100,6.4,0,0,0,0,0,21.67,76.66,0,30,30,76.67,90,0,0,0,0,0,0,0

84,20:45-21:00,0,28.26,21.56,0,0.78,32,86.52,259.56,3.76,99.93,1.26,0,22.06,114.72,271.21,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0.96,100,6.4,0,0,0,0,0,21.67,76.66,0,29.67,29.67,76.67,88.99,0,0,0,0,0,0,0

85,21:00-21:15,0,28.26,25.56,0,0.93,32,86.52,259.56,3.76,99.93,1.26,0,22.06,114.72,271.21,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0.96,100,6.4,0,0,0,0,0,27.67,75,0,29.5,29.5,75,88.5,0,0,0,0,0,0,0

86,21:15-21:30,0,28.26,25.65,0,0.93,32,86.52,259.56,3.76,99.93,1.26,0,22.06,114.72,271.21,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0.96,100,6.4,0,0,0,0,0,27.67,74.66,0,29.17,29.17,74.67,87.49,0,0,0,0,0,0,0

87,21:30-21:45,0,28.26,25.65,0,0.93,32,86.52,259.56,3.76,99.93,1.26,0,22.06,114.72,271.21,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0.96,100,6.4,0,0,0,0,0,29.33,80,0,28.67,28.67,80,85.99,0,0,0,0,0,0,0

88,21:45-22:00,0,28.26,25.65,0,0.93,32,86.52,259.56,3.76,99.93,1.26,0,22.06,114.72,271.21,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0.96,100,6.4,0,0,0,0,0,29.33,80,0,28.17,28.17,80,84.49,0,0,0,0,0,0,0

89,22:00-22:15,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,99.93,1.26,0,22.06,84.63,271.21,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,0.92,100,6.4,0,0,0,0,0,31.67,80,0,35.83,35.83,80,107.51,0,0,0,0,0,0,0

90,22:15-22:30,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,99.93,1.26,0,22.06,84.63,271.21,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,0.92,100,6.4,0,0,0,0,0,31.67,80,0,35.83,35.83,80,107.51,0,0,0,0,0,0,0

91,22:30-22:45,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,99.93,1.26,0,22.06,84.63,271.21,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,0.92,100,6.4,0,0,0,0,0,33.33,81.66,0,35.83,35.83,81.67,107.51,0,0,0,0,0,0,0

92,22:45-23:00,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,99.93,1.26,0,22.06,84.63,271.21,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,0.92,100,6.4,0,0,0,0,0,33.33,81.66,0,35.83,35.83,81.67,107.51,0,0,0,0,0,0,0

93,23:00-23:15,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,95.93,1.26,0,22.06,76.16,271.21,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,0.92,100,6.4,0,0,0,0,0,36.67,81.66,0,35.83,35.83,81.67,107.51,0,0,0,0,0,0,0

94,23:15-23:30,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,85.27,1.26,0,22.06,69.95,271.21,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,0.92,100,6.4,0,0,0,0,0,36.67,81.66,0,35.83,35.83,81.67,107.51,0,0,0,0,0,0,0

95,23:30-23:45,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,74.62,1.26,0,22.06,69.95,271.21,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,0.92,100,6.4,0,0,0,0,0,36.67,50,0,35.83,35.83,50,107.51,0,0,0,0,0,0,0

96,23:45-24:00,0,28.26,26.87,0,0.85,26.87,86.52,259.56,3.67,63.96,1.26,0,22.06,69.95,271.21,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,0.92,100,6.4,0,0,0,0,0,36.67,50,0,35.83,35.83,50,107.51,0,0,0,0,0,0,0

