Block,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01122023/15122023/HP-15,NR/01102023/23072042/L_NR_2012_04,NR/08122023/15122023/HP-19,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NER/13122023/13122023/DD20231213AR21752,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16
71,17:30-17:45,100.300000,29.690000,0.100000,58.610000,259.130000,95.760000,0.100000,0.000000,0.100000,1.700000,65.120000,29.690000,1.240000,0.000000,269.320000,230.480000,1.220000,24.900000,17.27,1,0.000000,1,0,0.11,5.49,11.97,5.76,1.39,8.97,1,0,0,0,0,18.82,18.82,0,1.1,47.88,5.76,0

72,17:45-18:00,100.300000,29.690000,0.050000,58.610000,259.130000,95.760000,0.050000,0.000000,0.050000,1.700000,65.120000,29.690000,1.240000,0.000000,269.320000,230.480000,1.220000,24.900000,18.13,0,0.000000,0,0,0,0.78,12.04,6.04,0.08,8.74,1,0,0,0,0,18.98,18.98,0,0.15,47.88,6.05,0

73,18:00-18:15,100.300000,30.160000,0.000000,58.610000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,30.160000,1.240000,0.000000,269.320000,127.340000,1.370000,24.900000,24.08,0,0.000000,0,0,0,0,12.31,8.03,0,8.53,1,0,0,0,0,19.82,19.82,0,0,47.88,8.01,0

74,18:15-18:30,100.300000,30.160000,0.000000,58.610000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,30.160000,1.240000,0.000000,269.320000,127.340000,1.370000,24.900000,24.74,0,0.000000,0,0,0,0,12.92,8.25,0,8.36,1,0,0,0,0,20.48,20.48,0,0,47.88,8.24,0

75,18:30-18:45,100.300000,30.160000,0.000000,58.610000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,30.160000,1.240000,0.000000,269.320000,127.340000,1.370000,24.900000,30.08,0,0.000000,0,0,0,0,11.13,10.03,0,8.1,1,0,0,0,0,22.88,22.88,0,0,47.88,10.01,0

76,18:45-19:00,100.300000,30.160000,0.000000,58.610000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,30.160000,1.240000,0.000000,269.320000,127.340000,1.370000,24.900000,30.8,0,0.000000,0,0,0,0,11.04,10.27,0,7.92,0,0,0,0,0,23.37,23.37,0,0,47.88,10.25,0

77,19:00-19:15,100.300000,30.640000,0.000000,53.490000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,30.640000,1.240000,0.000000,269.320000,127.340000,1.220000,24.900000,41.26,0,0.000000,0,0,0,0,11.27,13.75,0,9.63,0,0,0,0,0,23.47,23.47,0,0,47.88,13.77,0

78,19:15-19:30,100.300000,30.640000,0.000000,53.490000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,30.640000,1.240000,0.000000,269.320000,127.340000,1.220000,24.900000,42.1,0,0.000000,0,0,0,0,11.92,14.03,0,9.4,0,0,0,0,0,23.32,23.32,0,0,47.88,14.03,0

79,19:30-19:45,100.300000,30.640000,0.000000,53.490000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,0.000000,1.240000,0.000000,269.320000,127.340000,1.220000,24.900000,42.04,0,0.000000,0,0,0,0,12.65,14.01,0,9.21,0,0,0,0,0,22.7,22.7,0,0,47.88,14.02,0

80,19:45-20:00,100.300000,30.640000,0.000000,53.490000,259.130000,95.760000,0.000000,0.000000,0.000000,1.700000,65.120000,0.000000,1.240000,0.000000,269.320000,127.340000,1.220000,24.900000,41.85,0,0.000000,0,0,0,0,13.13,13.95,0,9.02,0,0,0,0,0,22.73,22.73,0,0,47.88,13.94,0

81,20:00-20:15,100.300000,23.250000,0.000000,53.490000,259.130000,95.760000,0.000000,0.000000,0.000000,1.660000,65.120000,23.250000,1.240000,0.000000,269.320000,127.340000,1.220000,24.900000,27.33,0,0.000000,0,0,0,0,14.13,9.11,0,8.77,0,0,0,0,0,22.34,22.34,0,0,47.88,9.1,0

82,20:15-20:30,100.300000,23.250000,0.000000,53.490000,259.130000,95.760000,0.000000,0.000000,0.000000,1.660000,57.200000,23.250000,1.240000,0.000000,269.320000,127.340000,1.220000,24.900000,26.97,0,0.000000,0,0,0,0,14.65,8.99,0,8.58,0,0,0,0,0,22.36,22.36,0,0,47.88,8.99,0

83,20:30-20:45,100.300000,23.250000,0.000000,53.490000,239.320000,95.760000,0.000000,0.000000,0.000000,1.660000,57.200000,23.250000,1.160000,0.000000,269.320000,127.340000,1.450000,24.900000,26.55,0,0.000000,0,0,0,0,15.75,8.85,0,5.34,0,0,0,0,0,15.17,15.17,0,0,47.88,8.85,0

84,20:45-21:00,100.300000,23.250000,0.000000,53.490000,224.000000,95.760000,0.000000,0.000000,0.000000,1.660000,57.200000,23.250000,1.160000,0.000000,269.320000,127.340000,1.450000,24.900000,26.05,0,0.000000,0,0,0,0,16.18,8.68,0,5.34,0,0,0,0,0,14.54,14.54,0,0,47.88,8.69,0

85,21:00-21:15,100.300000,23.250000,0.000000,32.850000,224.000000,95.760000,0.000000,0.000000,0.000000,1.660000,57.360000,23.250000,1.160000,0.000000,269.320000,127.340000,1.370000,24.900000,25.76,0,0.000000,0,0,0,0,16.03,8.59,0,5.34,0,0,0,0,0,13.78,13.78,0,0,47.88,8.58,0

86,21:15-21:30,100.300000,23.250000,0.000000,32.850000,224.000000,95.760000,0.000000,0.000000,0.000000,1.660000,57.360000,23.250000,1.160000,0.000000,269.320000,127.340000,1.370000,24.900000,25.18,0,0.000000,0,0,0,0,15.97,8.39,0,5.34,0,0,0,0,0,13.21,13.21,0,0,47.88,8.4,0

87,21:30-21:45,100.300000,23.250000,0.000000,32.850000,224.000000,95.760000,0.000000,0.000000,0.000000,1.660000,57.360000,23.250000,1.160000,0.000000,269.320000,127.340000,1.370000,24.900000,24.36,0,0.000000,0,0,0,0,15.66,8.12,0,5.34,0,0,0,0,0,16.41,16.41,0,0,47.88,8.12,0

88,21:45-22:00,100.300000,23.250000,0.000000,32.850000,224.000000,95.760000,0.000000,0.000000,0.000000,1.660000,57.360000,23.250000,1.160000,0.000000,269.320000,127.340000,1.370000,24.900000,23.2,0,0.000000,0,0,0,0,15.46,7.73,0,5.34,0,0,0,0,0,15.67,15.67,0,0,47.88,7.74,0

89,22:00-22:15,100.300000,25.850000,0.000000,32.850000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,229.820000,127.340000,1.370000,23.940000,22.29,0,0.000000,0,0,0,0,15.12,7.43,0,5.34,0,0,0,0,0,15,15,0,0,47.88,7.43,0

90,22:15-22:30,100.300000,25.850000,0.000000,32.850000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,191.520000,127.340000,1.370000,23.940000,22,0,0.000000,0,0,0,0,15.18,7.33,0,5.34,0,0,0,0,0,14,14,0,0,47.88,7.34,0

91,22:30-22:45,100.300000,25.850000,0.000000,32.850000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,148.120000,127.340000,1.370000,23.940000,22,0,0.000000,0,0,0,0,16.11,7.33,0,5.34,0,0,0,0,0,12.33,12.33,0,0,47.88,7.34,0

92,22:45-23:00,100.300000,25.850000,0.000000,32.850000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,148.120000,127.340000,1.370000,23.940000,22,0,0.000000,0,0,0,0,15.97,7.33,0,5.34,0,0,0,0,0,12.33,12.33,0,0,47.88,7.34,0

93,23:00-23:15,100.300000,25.850000,0.000000,34.910000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,148.120000,127.340000,1.290000,23.940000,22,0,0.000000,0,0,0,0,19.14,7.33,0,5.34,0,0,0,0,0,12.33,12.33,0,0,47.88,7.34,0

94,23:15-23:30,100.300000,25.850000,0.000000,34.910000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,148.120000,127.340000,1.290000,23.940000,22,0,0.000000,0,0,0,0,18.14,7.33,0,5.34,0,0,0,0,0,12.33,12.33,0,0,47.88,7.34,0

95,23:30-23:45,100.300000,25.850000,0.000000,34.910000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,148.120000,127.340000,1.290000,23.940000,22,0,0.000000,0,0,0,0,16.14,7.33,0,5.34,0,0,0,0,0,12.33,12.33,0,0,47.88,7.34,0

96,23:45-24:00,100.300000,25.850000,0.000000,34.910000,240.280000,95.760000,0.000000,0.000000,0.000000,1.610000,45.050000,25.850000,1.080000,57.030000,148.120000,127.340000,1.290000,23.940000,22,0,0.000000,0,0,0,0,14.13,7.33,0,5.34,0,0,0,0,0,12.33,12.33,0,0,47.88,7.34,0

