Column1,Time,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,GNA/WR/2025/01/01/8625,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/4863,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/SR/2025/02/01/6460,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/9969,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/5886,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2143,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59
80,19:45-20:00,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,16.81,271.95,50,32,200,36.55,8.66,1.57,0,75,1.3,0,36.55,260.26,8.66,25.74,50,36.55,100.2,0,66.02,24.45,0.96,86.75,0

81,20:00-20:15,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.61,271.95,50,32,150,31.74,8.66,1.47,0,75,1.3,0,31.74,260.26,8.66,25.74,50,31.74,100.2,0,66.02,26.42,0.96,86.75,0.78

82,20:15-20:30,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.61,271.95,50,32,150,31.74,8.66,1.47,0,75,1.3,0,31.74,260.26,8.66,25.74,50,31.74,100.2,0,66.02,26.42,0.96,86.75,0.7

83,20:30-20:45,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.41,271.95,50,26.99,150,31.74,8.66,1.47,0,75,1.3,0,31.74,260.26,8.66,25.74,50,31.74,100.2,0,66.02,26.99,0.96,86.75,0.7

84,20:45-21:00,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.01,271.95,50,26.99,150,31.74,8.66,1.47,0,75,1.3,0,31.74,260.26,8.66,25.74,50,31.74,100.2,0,70.16,26.99,0.96,86.75,0.7

85,21:00-21:15,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.01,271.95,50,26.99,150,31.74,8.66,1.57,0,75,1.3,0,31.74,260.26,8.66,25.74,50,31.74,100.2,0,70.16,26.99,0,86.75,0.7

86,21:15-21:30,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.01,271.95,50,26.99,150,31.74,8.66,1.57,0,75,1.3,0,31.74,260.26,8.66,25.23,50,31.74,100.2,0,70.16,26.99,0,86.75,0.7

87,21:30-21:45,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,18.81,271.95,50,26.99,150,31.74,8.66,1.57,0,75,1.3,0,31.74,260.26,8.66,25.23,50,31.74,100.2,0,70.16,26.99,0.92,74.57,0.7

88,21:45-22:00,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,18.21,271.95,50,26.99,150,31.74,8.66,1.57,0,75,1.3,0,31.74,260.26,8.66,25.23,50,31.74,100.2,0,70.16,26.99,0.92,61.47,0.7

89,22:00-22:15,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.61,271.95,50,26.99,150,25.97,8.66,1.47,0,75,1.25,0,25.97,229.78,8.66,25.23,50,25.97,100.2,0,70.16,26.99,0.92,61.47,0.65

90,22:15-22:30,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,17.01,271.95,50,26.99,150,25.97,8.66,1.47,0,75,1.25,0,25.97,229.78,8.66,24.73,50,25.97,100.2,0,70.16,26.99,0.92,61.47,0.65

91,22:30-22:45,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,16.61,271.95,50,26.99,150,25.97,8.66,1.47,0,75,1.25,0,25.97,205.08,8.66,24.73,50,25.97,100.2,0,70.16,26.99,0.92,59.47,0.65

92,22:45-23:00,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,16.01,271.95,50,26.99,150,25.97,8.66,1.47,0,75,1.25,0,25.97,195.47,8.66,24.73,50,25.97,100.2,0,70.16,26.99,0.92,59.47,0.65

93,23:00-23:15,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,15.81,271.95,50,26.99,150,23.08,8.66,1.47,0,75,1.25,0,23.08,195.47,8.66,24.73,50,23.08,100.2,0,70.16,26.99,0.92,59.47,0.65

94,23:15-23:30,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,15.61,271.95,50,26.99,150,23.08,8.66,1.47,0,75,1.25,0,23.08,195.47,8.66,24.73,50,23.08,100.2,0,70.16,26.99,0.92,59.47,0.65

95,23:30-23:45,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,15.61,271.95,50,26.99,150,23.08,8.66,1.47,0,75,1.25,0,23.08,195.47,8.66,24.73,50,23.08,100.2,0,70.16,26.99,0.92,59.47,0.65

96,23:45-24:00,0,0,0,0,0,0,0,0,14.67,0,0,7.17,14.66,7.17,0,21.49,6.67,0,0,0,15.41,271.95,50,26.99,150,23.08,8.66,1.47,0,75,1.25,0,23.08,164.47,8.66,24.73,50,23.08,100.2,0,70.16,26.99,0.92,59.47,0.65

