Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/08/24/6404,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/31082024/SKS-Raigarh,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/08/24/7149,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/22052037/LT-59,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/jitpl,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/APL-Raigarh_august,NR/30092023/26122029/SH-06,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30092024/LT_MEJA_DELHI
74,18:15-18:30,8,2,3,0,19.48,36.02,34.5,0,34.5,77.33,77.33,0,3.89,6,0,0,2.05,103.5,37,5,14,30.28,273.05,5.94,26.9066,0,100.61,12.44,66.22,1.23,0,0,21.25,0,0,0,24.14,1.26,24.68,96.57,15.95,87.11,225.54,1.23,96.57,26.9066,48.28,5.32

75,18:30-18:45,6,1,1,0,12.11,36.62,33.66,0,33.67,81.67,81.67,0,2.42,3,0,0,0.83,101,36.34,3,7,30.28,273.05,5.94,26.9066,0,100.61,12.44,66.22,0.58,0,0,21.25,0,0,0,24.14,0.6,24.68,96.57,15.95,87.11,262.19,0.58,96.57,26.9066,48.28,6.11

76,18:45-19:00,4,0,0,0,6.9,37.22,32.66,0,32.67,81,81,0,1.38,1,0,0,0,98,35.66,2,4,30.28,273.05,5.94,26.9066,0,100.61,12.44,66.22,0.34,0,0,21.25,0,0,0,24.14,0.35,24.68,96.57,15.95,87.11,262.19,0.34,96.57,26.9066,48.28,6.9

77,19:00-19:15,2,0,0,0,3.53,36.82,31.66,0,31.67,85,85,0,0.7,0,0,0,0,95,38.34,1,1,30.28,273.05,5.85,32,96.57,100.61,12.44,74.73,0.07,0,125.54,21.25,0,0,0,24.14,0.07,24.68,96.57,15.95,76.57,237.16,0.07,96.57,19.97,48.28,7.03

78,19:15-19:30,1,0,0,0,1.55,36.22,30.84,0,30.83,83.67,83.67,0,0.31,0,0,0,0,92.5,37.34,0,1,30.79,273.05,5.85,32,96.57,100.61,12.44,83.24,0.01,0,125.54,21.25,0,0,0,24.14,0.01,24.68,96.57,15.95,76.57,237.16,0.01,96.57,19.97,48.28,7.03

79,19:30-19:45,0,0,0,0,0.06,35.62,33.34,0,33.33,83.33,83.33,0,0.01,0,0,0,0,100,36,0,0,30.79,273.05,5.85,24.3834,96.57,100.61,12.44,91.75,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,76.57,262.19,0,96.57,24.3834,48.28,7.03

80,19:45-20:00,0,0,0,0,0,35.22,33,0,33,82,82,0,0,0,0,0,0,99,35,0,0,30.79,273.05,5.85,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,76.57,262.19,0,96.57,24.3834,48.28,7.03

81,20:00-20:15,0,0,0,0,0,34.82,32.66,0,32.67,81.33,81.33,0,0,0,0,0,0,98,34,0,0,30.79,273.05,5.57,32,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,76.57,262.19,0,96.57,19.9796,48.28,7.03

82,20:15-20:30,0,0,0,0,0,34.62,32,0,32,77.67,77.67,0,0,0,0,0,0,96,33.34,0,0,30.79,273.05,5.57,32,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,76.57,262.19,0,96.57,19.9796,48.28,7.03

83,20:30-20:45,0,0,0,0,0,34.22,31.34,0,31.33,75.33,75.33,0,0,0,0,0,0,94,32.66,0,0,30.28,273.05,5.57,32,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,19.9796,48.28,7.03

84,20:45-21:00,0,0,0,0,0,33.82,30.84,0,30.83,75,75,0,0,0,0,0,0,92.5,32,0,0,30.28,273.05,5.57,32,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,19.9796,48.28,7.03

85,21:00-21:15,0,0,0,0,0,32.82,30,0,30,76,76,0,0,0,0,0,0,90,30.34,0,0,29.77,273.05,5.39,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

86,21:15-21:30,0,0,0,0,0,31.62,29.16,0,29.17,74,74,0,0,0,0,0,0,87.5,28.66,0,0,29.77,273.05,5.39,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

87,21:30-21:45,0,0,0,0,0,30.82,28.34,0,28.33,73.67,73.67,0,0,0,0,0,0,85,28,0,0,29.27,273.05,5.39,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

88,21:45-22:00,0,0,0,0,0,29.62,29.16,0,29.17,72.67,72.67,0,0,0,0,0,0,87.5,26.66,0,0,29.27,273.05,5.39,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

89,22:00-22:15,0,0,0,0,0,29.22,27.5,0,27.5,68.53,68.53,0,0,0,0,0,0,82.5,22,0,0,30.27,273.05,5.21,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

90,22:15-22:30,0,0,0,0,0,28.81,27.34,0,27.33,67.12,67.12,0,0,0,0,0,0,82,22,0,0,29.27,273.05,5.21,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

91,22:30-22:45,0,0,0,0,0,28.41,27.16,0,27.17,65.6,65.6,0,0,0,0,0,0,81.5,22.66,0,0,30.28,273.05,5.21,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

92,22:45-23:00,0,0,0,0,0,28.01,27,0,27,64.08,64.08,0,0,0,0,0,0,81,23.34,0,0,29.77,273.05,5.21,24.3834,96.57,100.61,12.44,115.4,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,24.3834,48.28,7.03

93,23:00-23:15,0,0,0,0,0,28.01,24.16,0,24.17,55,55,0,0,0,0,0,0,72.5,23.66,0,0,29.77,273.05,5.01,26.9071,96.57,100.61,12.44,66.22,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,26.9071,48.28,7.03

94,23:15-23:30,0,0,0,0,0,27.81,24.66,0,24.67,56,56,0,0,0,0,0,0,74,24.34,0,0,29.77,273.05,5.01,26.9071,96.57,100.61,12.44,66.22,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,26.9071,48.28,7.03

95,23:30-23:45,0,0,0,0,0,27.81,25,0,25,56.67,56.67,0,0,0,0,0,0,75,24.34,0,0,29.77,273.05,5.01,26.9071,96.57,100.61,12.44,66.22,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,26.9071,48.28,7.03

96,23:45-24:00,0,0,0,0,0,27.61,25.34,0,25.33,57.33,57.33,0,0,0,0,0,0,76,24.66,0,0,29.77,273.05,5.01,26.9071,96.57,100.61,12.44,66.22,0,0,125.54,21.25,0,0,0,24.14,0,24.68,96.57,15.95,87.11,262.19,0,96.57,26.9071,48.28,7.03

