Column1,Time,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/4503,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/9042,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9061,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/1868,NR/01102023/30042040/GNA_LT_35,L_NR_2019_19,NR/30092023/26122029/SH-06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17
81,20:00-20:15,0,50,200,65.26,8.64,25.23,31.69,0,227.39,1.16,19.21,0,0,31.69,0,1.53,31.69,35.02,0,2.2,1.66,100.05,8.64,0,0,0,18,0,7.33,7.33,22.01,7.33,18,17.61,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,50,200,65.26,8.64,25.23,31.69,0,227.39,1.16,19.21,0,0,31.69,0,1.53,31.69,35.02,0,2.2,1.66,100.05,8.64,0,0,0,17.66,0,7.33,7.33,22.01,7.33,17.67,17.01,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,50,200,65.26,8.64,25.23,31.69,0,227.39,1.16,19.21,0,0,31.69,0,1.53,31.69,35.02,0,2.2,1.66,100.05,8.64,0,0,0,17.34,0,7.33,9.33,22.01,7.33,17.33,23.01,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,50,200,65.26,8.64,25.23,31.69,0,225.56,1.16,19.21,0,0,31.69,0,1.53,31.69,35.02,0,2.2,1.66,100.05,8.64,0,0,0,16.66,0,7.33,9,22.01,7.33,16.67,22.01,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,50,200,65.26,8.64,25.23,25.93,0,211.15,1.16,17.29,0,0,25.93,0,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,15,0,7.33,8.67,22.01,7.33,15,31.01,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,0,25.93,0,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,14.66,0,7.33,8.33,22.01,7.33,14.67,30.41,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,0,25.93,0,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,13.34,0,7.33,8.33,22.01,7.33,13.33,34.41,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,0,25.93,0,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,13.34,0,7.33,8.33,22.01,7.33,13.33,34.01,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,13.34,0,7.33,8,22.01,7.33,13.33,33.81,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,13.34,0,7.33,7.67,22.01,7.33,13.33,33.01,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.33,25.93,35.02,0,2.2,1.66,100.05,8.64,0,0,0,13.34,0,7.33,7.67,22.01,7.33,13.33,32.41,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.33,25.93,35.02,0,2.2,1.66,71.24,8.64,0,0,0,13.34,0,7.33,7.33,22.01,7.33,13.33,31.61,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.3,25.93,35.02,0,2.11,1.66,52.82,8.64,0,0,0,13.34,0,7.33,7.33,22.01,7.33,13.33,30.01,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.3,25.93,35.02,0,2.11,1.66,52.82,8.64,0,0,0,13.34,0,7.33,7.33,22.01,7.33,13.33,29.01,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.3,25.93,35.02,0,2.11,1.66,52.82,8.64,0,0,0,13.34,0,7.33,7.33,22.01,7.33,13.33,28.61,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,50,200,65.26,8.64,25.23,25.93,0,192.91,1.16,17.29,0,142.69,25.93,47.56,1.3,25.93,35.02,0,2.11,1.66,52.82,8.64,0,0,0,13.34,0,7.33,7.33,22.01,7.33,13.33,28.01,0,0,0,0,0,0,0,0,0,0

