Block,Time Block,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,DADRI_RF,DADRI_LF,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,VALLURNTECL,URI,UNCHAHAR4,URI2,ANTA_LF,AURY_LF,DADRI_GF,ANTA_RF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,BRBCL,BSIUL,CHAMERA1,KGSU1AND2,JHAJJAR,DHAULIGNGA,FSTPP I & II,KGSU3AND4,DADRT2,DULHASTI,CHAMERA3,CHAMERA2,TALA,TEHRI,UNCHAHAR2,UNCHAHAR1,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,NLCTS2EXP,NTPL,PARBATI2,NNTPP,SIMHST2,RAMPUR,RIHAND3,SINGRAULI,RAPPC,SALAL,SEWA2,PARBATI3,RIHAND2,RIHAND1,RAPPB,SASAN,RSTPSU1TO6,SINGRAULI_HYDRO,RAPPD,RSTPSU7,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,70.12,0,24.44,0,0,27.95,0,0,78.55,0,0,0,0,8.31,0,36.14,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,0,0,221.18,0,9.91,0,94.98,57.3,22.47,31.33,5.66,0,24.27,13.08,3.69,0,1.11,0,16.32,0,0,10.86,0,0,2.78,91.88,110.07,66.51,69.38,6.07,0,95.91,51.5,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

55,13:30-13:45,0,0,133.21,0,24.44,0,0,27.95,0,0,78.55,0,0,0,0,8.31,0,48.91,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,0,0,221.18,0,9.91,0,94.98,57.3,11.24,31.33,5.66,0,24.27,13.08,3.69,0,1.11,0,16.32,0,0,10.86,0,0,5.3,91.88,110.07,66.51,69.38,0,0,95.91,51.5,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

56,13:45-14:00,0,0,159.85,0,24.44,0,0,27.95,0,0,78.55,0,0,0,0,8.31,0,48.91,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,0,0,221.18,0,9.91,0,94.98,57.3,11.24,31.33,5.66,0,24.27,13.08,3.69,0,1.11,0,16.32,0,0,10.86,0,0,6.26,91.88,110.07,66.51,69.38,0,0,95.91,51.5,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

57,14:00-14:15,0,0,159.85,0,24.44,0,0,29.43,0,10.04,92.52,0,0,0,0,8.31,0,48.91,0.96,38.67,0,0,0,0,0,0,0,0,0,0,19.26,6.28,0,0,221.18,0,9.91,0,94.98,57.3,11.24,31.33,5.66,0,24.1,13.08,3.14,0,1.11,0,16.32,0,0,10.86,0,0,6.26,91.88,123.77,66.51,69.38,0,0,95.91,61.06,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

58,14:15-14:30,0,0,159.85,0,24.44,0,0,29.43,0,10.04,94.83,0,0,0,0,8.31,0,48.91,0.96,38.67,0,0,0,0,0,0,0,0,0,0,19.26,6.28,12.17,0,221.18,0,9.91,0,94.98,57.3,11.24,31.33,5.66,0,24.1,13.08,3.14,0,1.11,0,16.32,0,0,10.86,0,0,6.26,91.88,128.62,66.51,74.97,0,0,95.91,63.79,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

59,14:30-14:45,0,0,159.85,0,24.44,0,0,29.43,0,10.04,94.83,0,0,0,0,8.31,0,48.91,0.96,38.67,0,0,0,0,0,0,0,0,0,0,19.26,6.28,24.34,0,221.18,0,10.93,0,94.98,57.3,11.24,31.33,5.66,19.71,24.08,13.08,2.93,0,1.11,0,16.32,0,0,10.86,0,0,6.26,125.95,128.62,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

60,14:45-15:00,0,0,159.85,0,24.44,0,0,29.43,0,10.04,114.57,0,0,0,0,8.31,0,48.91,0.96,38.67,0,0,0,0,0,0,0,0,0,0,19.26,6.28,25.71,0,221.18,0,10.93,0,94.98,57.3,11.24,31.33,5.66,19.71,24.08,13.08,2.93,0,1.11,0,16.32,0,0,10.86,0,0,6.26,125.95,128.62,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

61,15:00-15:15,0,0,159.85,0,24.44,0,0,34.23,0,10.04,114.57,0,0,0,0,8.31,0,48.37,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,27.06,0,221.18,0,12.46,0,94.98,57.3,11.24,31.33,5.66,29.68,33.49,16.23,2.93,0,1.11,0,20.03,0,0,10.86,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

62,15:15-15:30,0,0,159.85,0,24.44,0,0,35.18,0,10.04,114.57,0,0,0,0,8.31,0,48.37,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,27.06,0,221.18,0,13.39,0,94.98,57.3,11.24,31.33,5.66,29.68,33.49,16.23,2.93,0,1.11,0,20.03,0,0,10.86,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

63,15:30-15:45,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,0,8.31,0,48.37,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,40.59,0,288.59,0,13.39,0,0,57.3,11.24,31.33,5.09,29.68,27.71,13.84,2.93,0,4.19,0,16.32,0,0,10.86,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

64,15:45-16:00,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,1.94,8.31,0,48.37,0.96,34.03,0,0,0,0,0,0,0,0,0,0,19.26,6.28,40.59,0,288.59,0,13.39,0,94.98,57.3,11.24,15.67,5.09,29.68,27.71,13.84,2.93,0,4.19,0,16.32,0,0,10.86,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

65,16:00-16:15,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,1.94,8.31,0,51.03,0.96,36.69,0,0,0,0,0,0,0,0,0,0,19.26,6.28,40.59,0,288.59,0,13.39,0,94.98,57.3,11.24,15.67,5.09,0,33.49,15.93,2.93,0,4.19,0,20.03,0,0,10.86,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

66,16:15-16:30,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,1.94,8.31,0,51.03,0.96,36.69,0,0,0,0,0,0,0,0,0,0,19.26,6.28,40.59,0,288.59,0,13.39,0,94.98,57.3,11.24,15.67,5.09,0,33.49,16.23,2.93,0,4.19,0,20.03,0,0,3.62,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

67,16:30-16:45,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,3.74,8.31,0,51.03,0.96,36.69,0,0,0,0,0,0,0,0,0,0,19.26,6.28,40.59,0,288.59,0,13.39,0,94.98,57.3,11.24,15.67,3.68,0,33.49,16.23,2.93,0,4.19,0,20.03,0,0,3.62,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

68,16:45-17:00,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,3.74,8.31,0,51.03,0.96,36.69,0,0,0,0,0,0,0,0,0,0,19.26,10.59,40.59,0,356,0,13.39,0,94.98,57.3,11.24,15.67,3.68,29.68,27.71,13.84,2.93,0,4.19,0,16.32,0,0,3.62,0,0,6.26,125.95,143.25,66.51,74.97,0,0,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

69,17:00-17:15,0,0,159.85,0,24.44,0,0,39.98,0,10.04,123.23,0,0,0,6.49,8.31,0,51.03,0.96,36.69,0,0,0,0,0,0,0,0,0,0,19.26,10.59,40.59,0,356,0,13.39,0,94.98,57.3,11.24,15.67,3.68,29.68,33.49,16.23,2.93,0,4.19,0,20.03,0,0,3.62,0,0,6.26,92.17,143.25,66.51,74.97,0,4.44,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

70,17:15-17:30,0,0,159.85,0,24.44,0,0,39.98,0,10.04,123.23,0,0,0,6.49,8.31,0,51.03,0.83,36.69,0,0,0,0,0,0,0,0,0,0,19.26,10.59,40.59,0,356,0,13.39,0,94.98,57.3,11.24,15.67,3.68,29.68,33.49,16.23,2.93,0,4.19,0,20.03,0,0,14.46,0,0,6.26,92.17,143.25,66.51,74.97,0,19.2,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

71,17:30-17:45,0,0,159.85,0,24.44,0,0,39.98,0,10.04,123.23,0,0,0,6.49,8.31,0,51.03,0.83,36.69,0,0,0,0,0,0,0,0,0,0,19.26,10.59,40.59,0,356,0,13.39,0,94.98,57.3,11.24,15.67,3.68,29.68,33.49,16.23,2.93,0,4.19,0,20.03,0,0,21.71,0,0,6.26,92.17,143.25,66.51,74.97,0,19.2,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

72,17:45-18:00,0,0,159.85,0,24.44,0,0,39.98,0,10.04,123.23,0,0,0,6.58,8.31,0,51.03,0.83,36.69,0,0,0,0,0,0,0,0,0,0,19.26,10.59,40.59,0,356,10.54,13.39,0,94.98,57.3,11.24,15.67,3.68,29.68,33.49,16.23,2.93,0,4.19,0,20.03,0,0,28.95,0,0,6.26,92.17,143.25,66.51,74.97,0,19.2,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

73,18:00-18:15,0,0,159.85,0,24.44,0,0,37.07,0,10.04,114.57,0,0,0,9.24,8.31,0,51.03,0.95,38.67,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,384.51,10.54,13.39,0,94.98,57.3,11.24,15.67,3.68,29.68,33.82,16.56,3.37,0,4.82,0,20.56,0,0,36.18,0,0,6.26,92.17,143.25,66.51,74.97,0,7.39,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

74,18:15-18:30,0,0,159.85,0,24.44,0,0,37.07,0,10.04,114.57,0,0,0,9.24,8.31,0,51.03,0.95,38.67,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,384.51,21.07,13.39,0,137.18,57.3,11.24,31.33,3.68,29.68,33.82,16.56,3.86,0,4.82,0,20.56,0,0,36.18,0,0,6.26,92.17,143.25,66.51,74.97,6.07,8.86,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

75,18:30-18:45,0,0,159.85,0,24.44,0,0,36.8,0,20.08,114.57,0,0,0,9.24,8.31,0,51.03,0.95,38.67,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,227.7,42.16,13.39,0,137.18,57.3,22.47,47,3.68,29.68,33.82,16.56,3.86,0,3.58,0,20.56,0,0,43.41,0,0,6.26,92.17,143.25,66.51,74.97,12.14,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

76,18:45-19:00,0,0,175.83,0,24.44,0,0,36.8,0,33.47,114.57,0,0,0,9.24,8.36,0,51.03,0.95,38.67,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,331.66,42.16,13.39,0,163.32,58,35.48,49.16,3.68,29.68,33.82,16.56,3.86,0,3.58,0,20.56,0,0,50.65,0,0,6.89,92.17,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

77,19:00-19:15,0,0,175.83,0,24.44,0,0,36.8,0,33.47,114.57,0,0,0,9.24,8.36,0,48.37,0.95,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,410.6,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,3.86,0,3.58,0,20.56,0,0,57.31,0,0,6.89,92.17,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

78,19:15-19:30,0,0,175.83,0,24.44,0,0,36.8,0,33.47,114.57,0,0,0,9.24,8.36,0,48.37,0.95,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,410.6,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,3.86,0,3.58,0,20.56,0,0,57.31,0,0,6.89,92.17,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

79,19:30-19:45,0,0,175.83,0,24.44,0,0,35.18,0,33.47,114.57,0,0,0,9.24,8.36,0,48.37,0.95,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,410.6,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,3.86,0,3.58,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

80,19:45-20:00,0,0,175.83,0,24.44,0,0,35.18,0,33.47,114.57,0,0,0,9.24,8.36,0,48.37,0.95,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,410.6,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,3.86,0,3.58,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

81,20:00-20:15,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,409.71,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,5.31,0,0.99,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

82,20:15-20:30,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,409.71,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

83,20:30-20:45,0,0,159.85,0,24.44,0,0,43.85,0,30.12,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,429.38,42.16,13.39,0,167.41,58,33.73,47,3.68,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,43.41,0,0,6.26,92.17,143.25,66.51,74.97,18.2,65.01,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

84,20:45-21:00,0,0,159.85,0,24.44,0,0,43.85,0,30.12,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,429.38,42.16,13.39,0,167.41,57.3,33.73,47,3.68,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,43.41,0,0,6.26,92.17,143.25,66.51,74.97,18.2,65.01,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

85,21:00-21:15,0,0,159.85,0,24.44,0,0,43.85,0,30.12,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,429.38,42.16,13.39,0,167.41,57.3,33.73,47,3.68,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,43.41,0,0,6.26,92.17,143.25,66.51,74.97,18.2,70.93,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

86,21:15-21:30,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,429.38,42.16,13.39,0,167.41,58,35.48,49.16,3.68,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,50.65,0,0,6.89,92.17,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

87,21:30-21:45,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,429.38,42.16,13.39,0,167.41,58,35.48,49.16,2.83,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

88,21:45-22:00,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,429.38,42.16,13.39,0,167.41,58,35.48,49.16,2.83,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

89,22:00-22:15,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,429.38,42.16,13.39,0,167.41,58,35.48,49.16,2.83,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

90,22:15-22:30,0,0,175.83,0,24.44,0,0,43.85,0,33.47,142.81,0,0,0,9.24,8.36,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,19.7,41.54,0,429.38,42.16,13.39,0,167.41,58,35.48,49.16,2.83,29.68,33.82,16.56,5.32,0,0.99,0,20.56,0,0,50.65,0,0,6.89,91.66,143.25,66.51,74.97,19.35,75.91,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

91,22:30-22:45,0,0,159.85,0,24.44,0,0,43.85,0,20.08,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,18.84,40.59,0,440.97,42.16,16.15,0,167.41,57.3,33.73,47,2.83,29.68,42.38,21.13,5.32,0,0.99,0,26.66,0,0,28.95,0,0,6.26,91.66,143.25,66.51,74.97,18.2,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

92,22:45-23:00,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,18.84,40.59,0,440.97,42.16,17.48,0,167.41,57.3,33.73,47,2.83,29.68,42.38,21.13,5.32,0,0.99,0,26.66,0,0,21.71,0,0,6.26,91.66,143.25,66.51,74.97,18.2,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

93,23:00-23:15,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,18.84,40.59,0,440.97,10.54,17.49,0,167.41,57.3,33.73,47,2.83,29.68,37.42,19.86,5.32,0,0.99,0,24.75,0,0,21.71,0,0,6.26,91.66,143.25,66.51,73.85,18.2,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

94,23:15-23:30,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,18.84,40.59,0,440.97,10.54,17.49,0,167.41,57.3,33.73,47,2.83,29.68,37.42,19.86,5.32,0,0.99,0,24.75,0,0,21.71,0,0,6.26,91.66,143.25,66.51,73.85,12.14,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

95,23:30-23:45,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,440.97,10.54,17.49,0,167.41,57.3,33.73,47,2.83,29.68,37.42,19.86,5.32,0,0.49,0,24.75,0,0,21.71,0,0,6.26,91.66,143.25,66.51,73.85,12.14,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

96,23:45-24:00,0,0,159.85,0,24.44,0,0,43.85,0,10.04,142.81,0,0,0,9.24,8.31,0,48.37,1.64,36.69,0,0,0,0,0,0,0,0,0,0,19.26,12.56,40.59,0,440.97,10.54,17.49,0,167.41,57.3,33.73,47,2.83,29.68,37.42,19.86,5.32,0,0.49,0,24.75,0,0,21.71,0,0,6.26,91.66,143.25,66.51,73.85,12.14,22.17,119.97,92.63,0,398.68,0,0.94,20.86,0,0,0,0,0,0,0

