Column1,Time,GNA/WR/2025/04/01/4420,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/9334,NR/01102023/06022042/L_NR_2012_07,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/11/4172,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/11/3573,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/7960,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/04/11/9952,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/5285,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024
67,16:30-16:45,50,27,3.46,7.68,0,2.89,52.62,57.43,105,26.55,45,132.74,43,23,48,22,32.66,27.67,82.99,32.67,32.67,27.67,55,57.75,7.8,55,33.33,0,9.62,1.92,9.62,7.11,0,4.03,115.09,48.12,8.04,0,30.28,7.11,4.15,100.27,43.75,81.66,27,0,2.89,2.89,272.15,7.11,9.62,6.91

68,16:45-17:00,50,27,3.46,7.68,0,2.89,52.62,49.86,88,22.89,37,114.42,33,19,41,17,32.66,26.33,79.01,32.67,32.67,26.33,52.33,48.43,7.8,52.33,32,0,9.62,1.92,9.62,5.96,0,4.03,115.09,48.12,8.04,0,30.28,5.96,4.15,100.27,43.75,81.66,27,0,2.89,2.89,272.15,5.96,9.62,6.91

69,17:00-17:15,50,27,3.73,7.68,0,2.89,63.12,42.2,70,19.22,30,96.11,27,14,35,13,32,24.5,73.5,33,33,24.5,52,34.32,8.4,52,30,0,9.62,1.92,9.62,4.79,0,4.27,115.09,48.12,8.04,0,31.29,4.79,4.15,100.27,43.75,100.28,27,0,2.89,2.89,272.15,4.79,9.62,7

70,17:15-17:30,50,27,3.73,7.68,0,2.89,86.82,34.74,53,15.24,22,76.19,18,10,28,9,16,22.83,68.51,32.99,28.6,22.83,52,25.47,9.2,52,27,0,9.62,1.92,9.62,3.55,0,4.27,115.09,48.12,8.04,0,31.29,3.55,4.15,100.27,43.75,130.23,27,0,2.89,2.89,272.15,3.55,9.62,7

71,17:30-17:45,50,27,3.73,7.68,0,2.89,86.82,26.08,35,12.21,15,61.05,9,8,20,5,7,21.17,63.49,21.03,17.6,21.17,52.67,17.69,10,52.67,24,0,9.62,1.92,9.62,2.65,0,4.27,115.09,48.12,8.04,0,31.29,2.65,4.15,100.27,43.75,130.23,27,0,2.89,2.89,272.15,2.65,9.62,7

72,17:45-18:00,50,27,3.73,7.68,0,2.89,86.82,17.54,18,9.15,7,45.75,5,7,13,2,1,19.33,58.01,11.58,8.6,19.33,53.67,10.83,11,53.67,21.33,0,9.62,1.92,9.62,1.88,0,4.27,115.09,48.12,8.04,0,31.29,1.88,4.15,100.27,43.75,130.23,27,0,2.89,2.89,272.15,1.88,9.62,7

73,18:00-18:15,50,32,4.11,7.68,0,2.89,86.82,9.75,7,7.1,3,35.47,2,5,8,1,0,16,48,0,0,16,47.67,5.91,12.41,47.67,13.67,0,9.62,1.92,9.62,1.25,48.12,4.5,115.09,48.12,8.04,0,31.29,1.25,4.37,100.27,43.75,130.23,32,0,2.89,2.89,272.15,1.25,9.62,7.28

74,18:15-18:30,50,32,4.11,7.68,0,2.89,86.82,5.06,4,4.65,1,23.23,0,5,5,0,0,15.83,47.51,0,0,15.83,45.67,1.82,13.41,45.67,11.33,0,9.62,1.92,9.62,0.74,48.12,4.5,115.09,48.12,8.04,0,31.29,0.74,4.37,100.27,43.75,130.23,32,0,2.89,2.89,272.15,0.74,9.62,7.28

75,18:30-18:45,50,32,4.11,7.68,0,2.89,86.82,2.89,1,2.71,0,13.52,0,3,2,0,0,14.67,43.99,0,0,14.67,45.33,0,13.41,45.33,10.67,0,9.62,1.92,9.62,0,48.12,4.5,115.09,48.12,8.04,0,31.29,0,4.37,100.27,43.75,130.23,32,0,2.89,2.89,272.15,0,9.62,7.28

76,18:45-19:00,50,32,4.11,7.68,0,2.89,86.82,1.49,0,0.93,0,4.67,0,1,1,0,0,13.83,41.51,0,0,13.83,46,0,13.81,46,10.67,0,9.62,1.92,9.62,0,48.12,4.5,115.09,48.12,8.04,0,31.29,0,4.37,100.27,43.75,130.23,32,0,2.89,2.89,272.15,0,9.62,7.28

77,19:00-19:15,50,32,4.11,7.68,0,2.89,86.82,0.59,0,0,0,0,0,0,0,0,0,13.67,40.99,0,0,13.67,46.67,0,12.41,46.67,11,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,0,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.56

78,19:15-19:30,50,32,4.11,7.68,0,2.89,86.82,0.35,0,0,0,0,0,0,0,0,0,13.83,41.51,0,0,13.83,47.67,0,11,47.67,11.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,0,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.56

79,19:30-19:45,50,32,4.11,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,14,42,0,0,14,48.33,0,9.4,48.33,12,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,0,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.56

80,19:45-20:00,50,32,4.11,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,14.17,42.49,0,0,14.17,49.33,0,8,49.33,12.67,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,0,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.56

81,20:00-20:15,50,32,4.11,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,15.33,46.01,0,0,15.33,53.67,0,6.6,53.67,13.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

82,20:15-20:30,50,32,4.11,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,16.33,49.01,0,0,16.33,56,0,5.6,56,14,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

83,20:30-20:45,50,32,4.11,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,17,51,0,0,17,56.67,0,5,56.67,14.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

84,20:45-21:00,50,32,4.11,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,17.83,53.51,0,0,17.83,57,0,4.6,57,15,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

85,21:00-21:15,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,18.17,54.49,0,0,18.17,57,0,4.8,57,15,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

86,21:15-21:30,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,18.67,55.99,0,0,18.67,58,0,4.8,58,15.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

87,21:30-21:45,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,19.17,57.49,0,0,19.17,58,0,4.6,58,15.67,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

88,21:45-22:00,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,19.5,58.5,0,0,19.5,60,0,4.6,60,16,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,61.6,31.29,0,4.37,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

89,22:00-22:15,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,23.67,70.99,0,0,23.67,62,0,4.6,62,16.67,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

90,22:15-22:30,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,25,75,0,0,25,64.67,0,4.6,64.67,17.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

91,22:30-22:45,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,26,78,0,0,26,65.67,0,4.6,65.67,18.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

92,22:45-23:00,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,27,81,0,0,27,68.67,0,4.4,68.67,19.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

93,23:00-23:15,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,27,81,0,0,27,66.67,0,4.4,66.67,19.67,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

94,23:15-23:30,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,27,81,0,0,27,62.33,0,4.2,62.33,20,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

95,23:30-23:45,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,27,81,0,0,27,60.67,0,4,60.67,20.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

96,23:45-24:00,50,32,4.01,7.68,0,2.89,86.82,0,0,0,0,0,0,0,0,0,0,27,81,0,0,27,60,0,4,60,20.33,0,9.62,1.92,9.62,0,48.12,4.81,115.09,48.12,8.04,109.72,31.29,0,4.23,100.27,43.75,130.23,32,38.5,2.89,2.89,272.15,0,9.62,7.83

