Block,Time,CHAMERA2,MAPS,NLCIIST1,NLCTS2EXP,NNTPP,NTPL,RIHAND3,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,TEHRIPSP,UNCHAHAR1,NLCIIST2,RAMPUR,RAPPD,RIHAND1,SEWA2,UNCHAHAR2,URI2,ANTA_CRF,BRBCL,CHAMERA3,DADRT2,DULHASTI,KHSTPP-I,KKNP,SIMHST1,VALLURNTECL,ANTA_LF,CHAMERA1,DHAULIGNGA,FSTPP I & II,KISHANGANGA,NAPP,PARBATI3,RAPPB,TALA,TALST2,TelanganaSTPP,AURY_LF,JHAJJAR,KKNPPU2,NJPC,UNCHAHAR4,URI,AURY_GF,DADRI_GF,DADRI_LF,BSIUL,KGSU1AND2,KOTESHWR,KUDGI,NLCEXP,PARBATI2,SALAL,TANAKPUR,ANTA_RF,DADRI_RF,KGSU3AND4,KHSTPP-II,KOLDAM,RAPPC,RIHAND2,SASAN,SIMHST2,ANTA_GF,AURY_CRF,DADRI_CRF,RSTPSU1TO6,TANDA2,TEHRI,UNCHAHAR3,AURY_RF
55,13:30-13:45,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,3.33,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,2.94,0,0,0,266.21,0,83.12,3.98,52.99,0,0,0,6.52,0,10.44,0,0,30.16,72.05,3.45,49.3,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

56,13:45-14:00,48.9,0,0,0,0,0,132.37,0,155.58,1.16,0,21.83,0,4.44,26.14,99.81,0,45.62,38.16,0,20,35.09,690.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,2.94,0,0,0,278.09,0,110.82,3.98,52.99,0,0,0,6.52,0,10.44,0,0,30.16,72.05,3.45,49.3,76.68,0,148.3,0,68.39,126.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

57,14:00-14:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,2.94,0,0,0,278.09,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,0,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

58,14:15-14:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,39.35,0,2.94,0,0,0,289.98,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,0,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

59,14:30-14:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,16.9,0,2.94,0,0,0,301.86,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,0,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

60,14:45-15:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,16.9,0,2.94,0,0,0,313.75,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,0,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

61,15:00-15:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,16.9,0,2.94,0,0,0,325.63,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,0,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

62,15:15-15:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,16.9,0,2.94,0,0,0,337.52,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,2.42,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

63,15:30-15:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.44,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,4.3,0,2.65,0,0,0,349.4,0,110.82,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,4.84,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

64,15:45-16:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,5.55,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.71,25.29,4.3,0,2.65,0,0,0,361.28,0,138.54,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,48.64,76.68,0,148.3,7.26,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

65,16:00-16:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,5.55,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.76,25.29,3.08,0,2.65,0,0,0,380.3,0,138.54,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,47.99,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

66,16:15-16:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.72,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.76,25.29,3.08,0,2.65,0,0,0,404.07,0,117.78,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,47.99,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

67,16:30-16:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.72,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.76,25.29,0,0,1.59,0,0,0,427.84,0,117.78,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,47.32,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,0,27.99,78.22

68,16:45-17:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,4.72,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,0,0,18.2,8.76,25.29,0,0,1.59,0,0,0,447.23,0,117.78,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,72.05,3.45,47.32,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,9.41,27.99,78.22

69,17:00-17:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,7.04,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,14.05,0,18.2,8.76,25.29,0,0,1.47,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,6.52,0,10.44,0,0,7.54,80.18,3.45,47.32,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,9.41,27.99,78.22

70,17:15-17:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,7.04,26.14,64.81,0,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,10.87,18.2,8.76,25.29,0,0,1.29,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,13.04,0,10.44,0,0,7.54,80.18,3.45,47.32,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,9.41,27.99,78.22

71,17:30-17:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,7.04,26.14,64.81,6.31,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,10.97,18.2,8.76,25.29,4.3,0,0.59,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,13.04,0,10.44,0,0,7.54,80.18,8.33,47.32,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,18.82,27.99,78.22

72,17:45-18:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,7.04,26.14,64.81,6.31,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,10.97,18.2,8.76,25.29,4.3,0,0.45,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,13.04,0,10.44,0,0,7.54,80.18,8.33,47.32,76.68,0,148.3,9.69,68.39,96.8,418.77,0,0,0,0,0,7.07,18.82,27.99,78.22

73,18:00-18:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,7.04,26.14,64.81,12.62,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,10.97,18.2,8.76,25.29,4.3,0,0.26,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,13.04,0,10.44,0,0,7.54,80.18,6.27,47.32,76.68,0,148.3,9.69,68.39,96.8,337.5,0,0,0,0,0,7.07,18.82,27.99,78.22

74,18:15-18:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,0,21.83,0,7.04,26.14,64.81,18.93,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,10.97,18.2,8.76,25.29,4.3,0,0,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,13.04,0,10.44,0,0,22.62,80.18,6.27,47.32,76.68,0,148.3,9.69,68.39,96.8,337.5,0,0,0,0,0,7.07,18.82,27.99,78.22

75,18:30-18:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,18.93,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,21.95,18.2,8.76,25.29,4.3,0,0,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,6.52,0,10.44,0,0,37.7,80.18,6.27,47.32,76.68,0,148.3,9.69,68.39,96.8,337.5,0,0,0,0,0,7.07,18.82,27.99,78.22

76,18:45-19:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,18.93,45.62,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,28.1,21.95,18.2,8.76,25.29,9.22,0,0,0,0,0,447.23,0,181.16,3.98,51.34,0,0,0,6.52,0,10.44,0,0,45.24,80.18,6.27,47.32,76.68,0,148.3,10.57,68.39,96.8,337.5,0,0,0,0,0,7.07,18.82,27.99,78.22

77,19:00-19:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,18.93,45.12,38.16,0,20,35.09,490.85,58.79,45.83,0,0,0,0,42.15,21.95,18.2,8.76,25.29,15.37,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,6.52,0,10.44,0,0,52.78,80.18,1.41,47.6,76.68,0,148.3,10.65,68.39,96.8,337.5,0,0,0,0,0,6.87,28.23,27.99,78.22

78,19:15-19:30,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.11,40.23,0,20,36.89,490.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.4,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.6,76.68,0,148.3,10.65,68.39,96.8,337.5,0,0,0,0,0,6.63,28.23,27.99,78.22

79,19:30-19:45,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.1,40.23,0,20,36.89,490.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.39,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.99,76.68,0,148.3,10.65,68.39,96.8,337.5,0,0,0,0,0,6.63,28.23,27.99,78.22

80,19:45-20:00,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.11,40.23,0,20,36.89,490.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.4,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.99,76.68,0,148.3,10.65,68.39,96.8,337.5,0,0,0,0,0,6.63,28.23,27.99,78.22

81,20:00-20:15,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.1,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.41,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.99,76.68,0,148.3,10.65,68.39,96.8,337.5,0,0,0,0,0,6.63,28.23,27.99,78.22

82,20:15-20:30,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.1,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0.18,0,0,0,447.23,0,182.87,2.41,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.99,76.68,0,148.3,10.65,68.39,96.8,337.5,0,0,0,0,0,6.63,28.23,27.99,78.22

83,20:30-20:45,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.11,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.4,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.99,76.68,0,148.3,10.65,68.39,96.8,357.75,0,0,0,0,0,6.63,28.23,27.99,78.22

84,20:45-21:00,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.11,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.39,51.34,0,0,0,20.46,0,11.6,0,0,59.72,80.18,1.41,47.99,76.68,0,148.3,10.65,68.39,96.8,378,0,0,0,0,0,6.63,28.23,27.99,78.22

85,21:00-21:15,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.11,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.39,51.34,0,0,0,20.46,0,11.6,0,0,59.72,67.39,1.41,48.64,76.68,0,148.3,10.65,68.39,96.8,398.25,0,0,0,0,0,6.63,28.23,27.99,78.22

86,21:15-21:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,18.93,45.12,38.16,0,20,35.09,550.85,59.61,45.83,0,0,0,0,42.15,43.85,18.2,8.76,25.29,26.13,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,6.52,0,10.44,0,0,52.78,67.39,1.41,48.64,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

87,21:30-21:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,18.93,45.12,38.16,0,20,35.09,550.85,59.61,45.83,0,0,0,0,42.15,43.85,18.2,8.76,25.29,29.21,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,6.52,0,10.44,0,0,52.78,67.39,1.41,48.64,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

88,21:45-22:00,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.11,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.41,51.34,0,0,0,20.46,0,11.6,0,0,59.72,67.39,1.41,48.64,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.63,28.23,27.99,78.22

89,22:00-22:15,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.12,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.39,51.34,0,0,0,20.46,0,11.6,0,0,59.72,67.39,1.41,48.91,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.64,28.23,27.99,78.22

90,22:15-22:30,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.12,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.42,51.34,0,0,0,20.46,0,11.6,0,0,59.72,67.39,1.41,48.91,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.64,28.23,27.99,78.22

91,22:30-22:45,51.47,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.22,26.14,64.81,20.12,45.1,40.23,0,20,36.89,550.85,59.61,45.83,0,0,0,0,42.97,43.85,18.2,8.87,25.29,78.97,0,0,0,0,0,447.23,0,182.87,2.43,51.34,0,0,0,20.46,0,11.6,0,0,59.72,67.39,2.05,48.91,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.64,28.23,27.99,78.22

92,22:45-23:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,18.93,45.12,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,42.15,43.85,18.2,8.76,25.29,78.39,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,6.52,0,10.44,0,0,52.78,67.39,2.05,48.91,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

93,23:00-23:15,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,12.62,45.12,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,42.15,43.85,18.2,8.76,25.29,78.39,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,6.52,0,10.44,0,0,52.78,67.39,2.05,49.3,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

94,23:15-23:30,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,12.62,45.12,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,42.15,43.85,18.2,8.76,25.29,78.39,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,6.52,0,10.44,0,0,52.78,67.39,2.05,49.3,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

95,23:30-23:45,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,12.62,45.12,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,42.15,43.85,15.6,8.76,25.29,78.39,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,13.04,0,10.44,0,0,52.78,80.18,3.07,49.3,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

96,23:45-24:00,48.9,0,0,0,0,0,92.37,0,155.58,1.16,49.91,21.83,0,7.04,26.14,64.81,12.62,45.12,38.16,0,20,35.09,550.85,58.79,45.83,0,0,0,0,42.15,43.85,15.6,8.76,25.29,78.39,0,0,0,0,0,447.23,0,181.16,2.48,51.34,0,0,0,13.04,0,10.44,0,0,52.78,80.18,3.07,49.3,76.68,0,148.3,10.65,68.39,96.8,418.77,0,0,0,0,0,6.87,28.23,27.99,78.22

