Column1,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/6363,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/9252,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/8954,NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09
65,16:00-16:15,11.35,9.48,9.35,26.7,26.7,0,3.96,51,58,33,29,0,33,33,21.17,164.55,63.49,58,66.54,30,43.02,32.91,11.35,17.56,0,10.63,20.53,14.49,0,5.81,231.84,0,13.22,8.06,66.28,205.67,0,0,13.52,27.75,0,164.22,8.69,8.77,28.98,0,82.11,0,56.23,70.67,21.17,63.41,18.33,70.67

66,16:15-16:30,10.28,9.48,9.35,26.7,26.7,0,3.96,45,54,33,26,0,33,33,21.67,149.13,64.99,51,60.31,25,43.02,29.83,10.28,17.56,0,10.63,20.53,14.49,0,5.81,273.14,0,13.22,8.06,66.28,205.67,0,0,13.52,27.75,0,164.22,8.69,7.95,28.98,0,82.11,0,56.23,70.67,21.67,46.83,19,70.67

67,16:30-16:45,9.22,9.48,7.4,26.7,26.7,69.77,3.96,39,47,33,22,0,33,33,22.5,133.58,67.5,45,53.72,21,43.02,26.72,9.22,17.56,0,10.63,20.53,14.49,0,5.81,273.14,0,13.22,8.06,66.28,205.67,0,0,13.52,28.76,0,164.22,8.69,7.12,28.98,0,82.11,0,67.17,71,22.5,43.25,18.89,71

68,16:45-17:00,8.16,9.48,7.4,26.7,26.7,75.15,3.96,34,41,33,19,0,33,33,23.33,116.73,70.01,38,46.69,19,43.02,23.35,8.16,17.56,0,10.63,20.53,14.49,0,5.81,273.14,0,13.22,8.06,66.28,205.67,0,0,13.52,28.76,0,164.22,8.69,6.3,28.98,0,82.11,0,67.17,71.33,23.33,37.05,19.27,71.33

69,17:00-17:15,7.03,9.63,7.79,26.7,26.7,80.51,3.96,30,34,33,16,0,26,33,24.17,98.99,72.49,31,39.32,15,43.02,19.8,7.03,17.56,0,10.63,20.53,14.49,0,5.81,273.14,0,13.68,8.06,66.28,205.67,0,0,13.52,28.76,0,164.22,8.69,5.43,28.98,0,82.11,0,67.17,71.33,24.17,30.83,19.55,71.33

70,17:15-17:30,5.86,9.63,7.79,26.7,26.7,85.88,3.96,24,28,29.59,12,0,9,27.63,24.5,82.36,73.5,24,31.87,11,43.02,16.47,5.86,17.56,0,10.63,20.53,14.49,0,5.81,273.14,0,13.68,8.06,66.28,205.67,0,0,13.52,28.76,0,164.22,8.69,4.54,28.98,0,82.11,0,67.17,71.67,24.5,24.83,19.75,71.67

71,17:30-17:45,4.76,9.63,7.79,26.7,26.7,96.61,3.96,18,20,19.73,8,0,5,20.45,25,65.74,75,17,24.88,9,43.02,13.15,4.76,17.56,0,10.63,20.53,14.49,0,5.81,273.14,0,13.68,8.06,66.28,205.67,0,0,13.52,28.76,0,164.22,8.69,3.68,28.98,0,82.11,0,67.17,71.33,25,18.95,20.04,71.33

72,17:45-18:00,3.67,9.63,7.79,26.7,26.7,100.64,3.96,12,13,12.32,4,0,1,13.58,25.83,49.91,77.51,9,18.71,6,43.02,9.98,3.67,17.56,0,10.63,20.53,14.49,0,5.81,231.84,0,13.68,8.06,66.28,205.67,0,0,13.52,28.76,0,164.22,8.69,2.83,28.98,0,82.11,0,67.17,71.33,25.83,13.62,19.76,71.33

73,18:00-18:15,2.63,9.63,8.18,26.7,26.7,100.64,3.96,6,8,0,2,0,0,0,26.67,35.87,79.99,3,13.53,4,43.02,7.18,2.63,17.56,0,10.63,20.53,14.49,0,5.81,273.14,14.49,14.61,8.06,66.28,209.54,28.98,5.8,13.52,28.76,19.32,164.22,8.69,2.03,28.98,67.62,82.11,5.8,67.17,70,26.67,9.06,21,70

74,18:15-18:30,1.7,9.63,8.18,26.7,26.7,100.64,3.96,3,5,0,1,0,0,0,26.83,24.02,80.51,2,9.31,3,43.02,4.81,1.7,17.56,0,10.63,20.53,14.49,0,5.81,273.14,14.49,14.61,8.06,66.28,205.67,28.98,5.8,13.52,28.76,19.32,164.22,8.69,1.31,28.98,67.62,82.11,5.8,67.17,69.33,26.83,5.15,21.76,69.33

75,18:30-18:45,0.74,9.63,8.18,26.7,26.7,100.64,3.96,2,2,0,0,0,0,0,26.5,15.03,79.5,1,0.78,1,43.02,3.01,0.74,17.56,0,10.63,20.53,14.49,0,5.81,273.14,14.49,14.61,8.06,66.28,205.67,28.98,5.8,13.52,28.76,19.32,164.22,8.69,0.57,28.98,67.62,82.11,5.8,67.17,68.67,26.5,2.03,22.53,68.67

76,18:45-19:00,0,9.63,8.18,26.7,26.7,100.64,3.96,1,1,0,0,0,0,0,26.5,8.29,79.5,0,0.28,1,43.02,1.66,0,17.56,0,10.63,20.53,14.49,0,5.81,273.14,14.49,14.61,8.06,66.28,205.67,28.98,5.8,13.52,28.76,19.32,164.22,8.69,0,28.98,67.62,82.11,5.8,67.17,68.33,26.5,0,22.79,68.33

77,19:00-19:15,0,8.47,6.23,29,26,100.64,7.07,0,0,0,0,0,0,0,26.83,3.12,80.51,0,0,0,31.61,0.62,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,10.21,66.28,198.69,28.98,5.8,13.52,28.76,19.32,164.22,14.27,0,28.98,67.62,82.11,5.8,49.18,68.33,26.83,0,23.42,68.33

78,19:15-19:30,0,8.47,6.23,29,26,100.64,7.07,0,0,0,0,0,0,0,27.17,0.37,81.49,0,0,0,30.81,0.07,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,10.21,115.51,201.29,28.98,5.8,13.52,28.76,19.32,164.22,14.27,0,28.98,67.62,82.11,5.8,69.15,68.33,27.17,0,23.99,68.33

79,19:30-19:45,0,8.47,7.32,29,26,100.64,7.07,0,0,0,0,0,0,0,27.5,0.05,82.5,0,0,0,23.61,0.01,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,8.06,115.51,201.29,28.98,5.8,13.52,28.76,19.32,164.22,14.27,0,28.98,67.62,82.11,5.8,69.15,63.33,27.5,0,24.56,63.33

80,19:45-20:00,0,8.47,7.32,29,26,100.64,7.07,0,0,0,0,0,0,0,27.83,0,83.51,0,0,0,23.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,8.06,115.51,230.27,28.98,5.8,13.52,28.26,19.32,164.22,14.27,0,28.98,67.62,82.11,5.8,69.15,64.33,27.83,0,25.1,64.33

81,20:00-20:15,0,8.47,7.32,26.61,26.61,100.64,7.07,0,0,0,0,0,0,0,23.33,0,70.01,0,0,0,27.21,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,8.06,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,69.15,73.33,23.33,0,20.15,73.33

82,20:15-20:30,0,8.47,7.32,26.61,26.61,100.64,7.07,0,0,0,0,0,0,0,23.33,0,70.01,0,0,0,27.21,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,8.06,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,72.67,23.33,0,20.37,72.67

83,20:30-20:45,0,8.47,7.32,26.61,26.61,100.64,7.07,0,0,0,0,0,0,0,23.17,0,69.49,0,0,0,19.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,8.06,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,71.67,23.17,0,20.6,71.67

84,20:45-21:00,0,8.47,7.32,26.61,26.61,100.64,7.07,0,0,0,0,0,0,0,23.17,0,69.49,0,0,0,18.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,16,8.06,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,70,23.17,0,20.8,70

85,21:00-21:15,0,7.54,7.17,24.09,29.5,100.64,7.07,0,0,0,0,0,0,0,24.17,0,72.49,0,0,0,17.21,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,0,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,69.33,24.17,0,25,69.33

86,21:15-21:30,0,7.54,7.17,24.09,29.5,100.64,7.07,0,0,0,0,0,0,0,24.83,0,74.51,0,0,0,16.61,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,0,115.51,261.4,28.98,5.8,13.52,29.77,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,68.33,24.83,0,25,68.33

87,21:30-21:45,0,8.47,7.17,24.09,29.5,100.64,7.07,0,0,0,0,0,0,0,25.5,0,76.5,0,0,0,28.21,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,8.06,115.51,261.4,28.98,5.8,13.52,29.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,68.67,25.5,0,25,68.67

88,21:45-22:00,0,8.47,7.17,24.09,29.5,100.64,7.07,0,0,0,0,0,0,0,26.33,0,79.01,0,0,0,27.61,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.53,8.06,115.51,261.4,28.98,5.8,13.52,29.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,69.33,26.33,0,25,69.33

89,22:00-22:15,0,8.32,7.01,25.39,25.39,100.64,7.07,0,0,0,0,0,0,0,22.67,0,67.99,0,0,0,26.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.35,8.06,115.51,261.4,28.98,5.8,13.52,29.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,70,22.67,0,25,70

90,22:15-22:30,0,8.32,7.01,25.39,25.39,100.64,7.07,0,0,0,0,0,0,0,22.67,0,67.99,0,0,0,25.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.35,8.06,115.51,261.4,28.98,5.8,13.52,30.28,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,69.33,22.67,0,25,69.33

91,22:30-22:45,0,8.32,7.48,25.39,25.39,100.64,7.07,0,0,0,0,0,0,0,22.83,0,68.51,0,0,0,22.41,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.35,8.06,115.51,261.4,28.98,5.8,13.52,30.28,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,70,22.83,0,25,70

92,22:45-23:00,0,8.32,7.48,25.39,25.39,100.64,7.07,0,0,0,0,0,0,0,23.17,0,69.49,0,0,0,18.01,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.35,8.06,115.51,261.4,28.98,5.8,13.52,30.28,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,71.67,23.17,0,25,71.67

93,23:00-23:15,0,8.09,7.48,0,0,100.64,7.07,0,0,0,0,0,0,0,28.33,0,85.01,0,0,0,30.21,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.07,8.06,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,76.67,28.33,0,30,76.67

94,23:15-23:30,0,8.09,7.48,0,0,100.64,7.07,0,0,0,0,0,0,0,28.83,0,86.51,0,0,0,29.61,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.07,8.06,115.51,261.4,28.98,5.8,13.52,30.27,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,76.67,28.83,0,30,76.67

95,23:30-23:45,0,8.09,7.48,0,0,100.64,7.07,0,0,0,0,0,0,0,29.17,0,87.49,0,0,0,29.81,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.07,8.06,115.51,261.4,28.98,5.8,13.52,29.77,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,76.67,29.17,0,30,76.67

96,23:45-24:00,0,8.09,7.48,0,0,100.64,7.07,0,0,0,0,0,0,0,29.5,0,88.5,0,0,0,29.81,0,0,17.56,0,10.63,20.53,14.49,0,10.29,273.14,14.49,15.07,8.06,115.51,261.4,28.98,5.8,13.52,29.77,19.32,164.22,13.64,0,28.98,67.62,82.11,5.8,87.13,76.67,29.5,0,30,76.67

