Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/05/01/2069,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/9320,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/9252,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/5800,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9154,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8068,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/8954,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2474,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/9395,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/4138,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/6363
65,16:00-16:15,29.76,63.43,14.13,129.27,25,55,33,61.67,25.86,33,61.66,43,26.67,26.67,22,33,0,79.99,46,26.67,0,2.99,1.06,163.76,129.08,13.49,9.96,14.45,0,5.76,7.11,0,122.82,1.93,7.11,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.2,26.95,46.24,231.19,2.41,25.74,28.9,0,4.82,0

66,16:15-16:30,17.53,58.2,16.13,113.92,21,52,33,65,22.79,33,65,37,26.67,26.67,18,33,0,79.99,40,26.67,0,2.73,1.06,163.76,129.08,13.49,9.96,14.45,0,5.76,6.47,0,122.82,1.93,6.47,10.6,70.25,0,52.98,163.76,0,17.51,26.95,0,4.2,26.95,46.24,231.19,2.41,25.74,28.9,0,4.82,0

67,16:30-16:45,17.53,52.42,17.13,98.31,16,40,33,66.67,19.66,33,66.66,30,26.67,26.67,15,33,0,79.99,30,26.67,0,2.48,1.06,163.76,129.08,13.49,9.96,14.45,0,5.22,5.89,0,122.82,1.93,5.89,10.6,70.25,0,89.59,163.76,0,17.51,26.95,0,4.2,26.95,46.24,272.37,4.29,24.73,28.9,0,4.82,0

68,16:45-17:00,13.31,46.53,18.13,82.79,15,35,33,66.67,16.56,33,66.66,25,26.67,26.67,13,33,0,79.99,25,26.67,0,2.3,1.06,163.76,129.08,13.49,9.96,14.45,0,5.22,5.45,0,122.82,1.93,5.45,10.6,70.25,0,100.36,163.76,0,17.51,26.95,0,4.2,26.95,46.24,272.37,3.91,24.73,28.9,0,4.82,0

69,17:00-17:15,10.88,39.55,18.13,69.11,10,30,33,66.67,13.82,28,66.66,23,26.67,26.67,12,33,0,79.99,19,26.67,0,1.87,1.06,163.76,164.42,13.49,9.96,14.45,0,5.22,4.44,0,122.82,1.93,4.44,10.6,70.25,0,100.36,163.76,0,17.51,26.95,0,4.39,26.95,46.24,272.37,3.91,24.73,28.9,0,4.82,0

70,17:15-17:30,10.72,32.3,18.13,55.99,8,23,28.75,66.67,11.2,10,66.66,20,26.67,26.67,10,26,0,79.99,13,26.67,0,1.56,1.06,163.76,164.42,13.49,9.96,14.45,0,5.22,3.7,0,122.82,1.93,3.7,10.6,70.25,0,100.36,163.76,0,17.51,26.95,0,4.39,26.95,56.75,272.37,3.91,25.23,28.9,0,4.82,0

71,17:30-17:45,10.43,21.05,18.13,43.62,7,17,19.28,73.33,8.73,5,73.34,15,34,31.67,7,17.8,0,102,7,34,0,0.78,1.06,163.76,200.72,13.49,9.96,14.45,0,5.22,1.85,0,122.82,1.93,1.85,10.6,70.25,0,100.36,163.76,0,17.51,26.95,0,4.39,26.95,68.95,272.37,4.05,25.23,28.9,0,4.82,0

72,17:45-18:00,7.03,15.28,17.13,32.49,7,13,11.43,73.33,6.5,1,73.34,10,33,31.67,5,10.9,0,99,4,33,0,0.73,1.06,163.76,200.72,13.49,9.96,14.45,0,5.22,1.71,0,122.82,1.93,1.71,10.6,70.25,0,100.36,163.76,0,17.51,26.95,0,4.39,26.95,68.95,272.37,4.05,25.23,28.9,0,4.82,0

73,18:00-18:15,7.02,12.08,15.53,23.32,5,8,0,73.33,4.66,0,73.34,5,32.67,31.67,3,0,0,97.99,3,32.67,0,0.56,1.06,0,200.72,13.49,10.14,14.45,67.43,5.38,1.33,28.9,122.82,1.93,1.33,10.6,66.09,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.39,26.41,68.95,272.37,2.41,25.23,28.9,0,4.82,14.45

74,18:15-18:30,3.25,7.53,10.52,15.77,3,5,0,73.33,3.16,0,73.34,4,31.17,31.67,2,0,0,93.49,1,31.17,0,0.37,1.06,0,200.72,13.49,10.14,14.45,67.43,5.38,0.9,28.9,122.82,1.93,0.9,10.6,66.09,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.39,26.41,68.95,272.37,2.41,25.23,28.9,0,4.82,14.45

75,18:30-18:45,0.51,2.14,14.41,9.52,1,2,0,73.33,1.9,0,73.34,2,30,31.67,1,0,0,90,0,30,0,0.04,1.06,0,200.72,13.49,11.16,14.45,67.43,5.38,0.09,28.9,122.82,1.93,0.09,10.6,66.09,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.39,26.41,68.95,272.37,2.41,26.24,28.9,0,4.51,14.45

76,18:45-19:00,0,0.46,13.41,5.16,1,1,0,72.67,1.03,0,72.66,0,27.83,31.67,0,0,0,83.51,0,27.83,0,0.02,1.06,0,200.72,13.49,11.16,14.45,67.43,5.38,0.03,28.9,122.82,1.93,0.03,10.6,66.09,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.39,26.41,68.95,272.37,2.41,26.24,28.9,0,4.51,14.45

77,19:00-19:15,0,0.14,13.01,1.39,0,0,0,70.67,0.28,0,70.66,0,26,31,0,0,0,78,0,26,0,0.01,3.85,0,200.72,13.49,11.16,14.45,67.43,5.53,0.03,28.9,122.82,5.78,0.03,10.6,83.07,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,26.74,28.9,0,4.51,14.45

78,19:15-19:30,0,0.14,12.81,0.01,0,0,0,69.33,0,0,69.34,0,25.67,30.67,0,0,0,76.99,0,25.67,0,0,3.85,0,200.72,13.49,11.16,14.45,67.43,5.53,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,27.25,28.9,0,4.51,14.45

79,19:30-19:45,0,0,12.01,0,0,0,0,66.67,0,0,66.66,0,25.17,30.67,0,0,0,75.49,0,25.17,0,0,3.85,0,200.72,13.49,11.16,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,28.26,28.9,0,4.51,14.45

80,19:45-20:00,0,0,10.4,0,0,0,0,65,0,0,65,0,25,30.67,0,0,0,75,0,25,0,0,3.85,0,200.72,13.49,11.16,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,28.76,28.9,0,4.51,14.45

81,20:00-20:15,0,0,9.6,0,0,0,0,65,0,0,65,0,24.33,26.67,0,0,0,73.01,0,24.33,0,0,3.85,0,200.72,13.49,10.88,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,28.76,28.9,0,4.51,14.45

82,20:15-20:30,0,0,8.4,0,0,0,0,66.67,0,0,66.66,0,22.17,26,0,0,0,66.49,0,22.17,0,0,3.85,0,200.72,13.49,10.88,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,28.26,28.9,0,4.51,14.45

83,20:30-20:45,0,0,7.6,0,0,0,0,68.67,0,0,68.66,0,21.5,25.33,0,0,0,64.5,0,21.5,0,0,3.85,0,200.72,13.49,10.88,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,28.26,28.9,0,2.33,14.45

84,20:45-21:00,0,0,7.4,0,0,0,0,70.67,0,0,70.66,0,21.67,24.67,0,0,0,64.99,0,21.67,0,0,3.85,0,200.72,13.49,10.88,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,29.5,68.95,272.37,2.41,29.27,28.9,0,4.28,14.45

85,21:00-21:15,0,0,7.4,0,0,0,0,72.67,0,0,72.66,0,21.33,23.33,0,0,0,64.01,0,21.33,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.99,0,28.9,122.82,5.78,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,25.1,68.95,272.37,2.41,29.27,28.9,0,4.28,14.45

86,21:15-21:30,0,0,7.4,0,0,0,0,73.33,0,0,73.34,0,21.5,23.33,0,0,0,64.5,0,21.5,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.99,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,29.5,5.78,4.48,25.1,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

87,21:30-21:45,0,0,7.4,0,0,0,0,75,0,0,75,0,21.67,23.33,0,0,0,64.99,0,21.67,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.99,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.48,26,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

88,21:45-22:00,0,0,7.4,0,0,0,0,76.67,0,0,76.66,0,22,23.33,0,0,0,66,0,22,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.99,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.48,26,68.95,272.37,2.41,28.26,28.9,0,4.28,14.45

89,22:00-22:15,0,0,7.4,0,0,0,0,78.33,0,0,78.34,0,22.33,33.33,0,0,0,67.01,0,22.33,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.84,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,25.1,5.78,4.48,29.5,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

90,22:15-22:30,0,0,7.4,0,0,0,0,80,0,0,80,0,25.17,33.33,0,0,0,75.49,0,25.17,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.84,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,25.1,5.78,4.48,29.5,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

91,22:30-22:45,0,0,7.4,0,0,0,0,80,0,0,80,0,34.83,33.33,0,0,0,104.51,0,34.83,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.84,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.48,26,68.95,272.37,2.41,28.25,28.9,0,4.28,14.45

92,22:45-23:00,0,0,7.4,0,0,0,0,80,0,0,80,0,34.83,33.33,0,0,0,104.51,0,34.83,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.84,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.48,26,68.95,272.37,2.41,27.75,28.9,0,4.28,14.45

93,23:00-23:15,0,0,7.4,0,0,0,0,80,0,0,80,0,34.83,33.33,0,0,0,104.51,0,34.83,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.76,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.39,26,68.95,272.37,2.41,27.75,28.9,0,4.28,14.45

94,23:15-23:30,0,0,7.4,0,0,0,0,80,0,0,80,0,34.83,33.33,0,0,0,104.51,0,34.83,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.76,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.39,26,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

95,23:30-23:45,0,0,7.4,0,0,0,0,80,0,0,80,0,34.83,33.33,0,0,0,104.51,0,34.83,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.76,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.39,26,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

96,23:45-24:00,0,0,7.4,0,0,0,0,80,0,0,80,0,34.83,33.33,0,0,0,104.51,0,34.83,0,0,1.06,0,200.72,13.49,13.19,14.45,67.43,4.76,0,28.9,122.82,1.93,0,10.6,115.19,5.78,100.36,163.76,19.27,17.51,26,5.78,4.39,26,68.95,272.37,2.41,28.76,28.9,0,4.28,14.45

