Block,Time Block,FSTPP I & II,DULHASTI,MAPS,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,CHAMERA3,DHAULIGNGA,DADRT2,SEWA2,SINGRAULI,TALST2,TANAKPUR,TALA,SIMHST1,SINGRAULI_HYDRO,SIMHST2,JHAJJAR,KGSU3AND4,KGSU1AND2,KKNPPU2,KOLDAM,KKNP,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KOTESHWR,KUDGI,RSTPSU7,RIHAND3,SALAL,RIHAND2,SASAN,RSTPSU1TO6,KISHANGANGA,KHSTPP-I,KHSTPP-II,RIHAND1,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,NAPP,NTPL,RAPPC,PARBATI3,RAPPB,NLCEXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,20.16,52.13,0,26.75,74.53,1.49,14.94,0,0.86,20.04,0,0,30.62,0,0,0,0,0,0,0,0,0,0,0,0,10.36,29.3,480.85,0,128.35,0,11.17,7.77,0,0,0,237.87,0,0,0,3.89,0,6.32,14.54,13.02,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,0,0,0,0,0,0,0,0

58,14:15-14:30,20.16,52.13,0,26.75,74.53,1.49,14.94,0,0.86,20.04,0,0,30.62,0,0,0,0,0,0,0,0,0,0,0,0,10.36,29.3,480.85,0,128.35,0,11.17,7.77,0,0,0,237.87,0,0,0,3.89,0,6.32,14.54,13.02,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,0,0,0,0,0,0,0,0

59,14:30-14:45,20.16,52.13,0,34.24,74.53,1.49,14.94,0,0.86,20.04,0,0,30.63,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,480.85,0,128.35,0,11.17,7.77,0,0,0,237.87,0,0,0,3.89,0,6.32,14.54,13.02,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,0,0,0,0,0,0,0,0

60,14:45-15:00,20.16,52.13,0,34.24,74.53,1.49,14.94,0,0.86,20.04,0,0,30.63,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,480.85,0,128.35,0,11.17,7.77,0,0,0,237.87,0,0,0,3.89,0,6.32,14.54,26.75,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,0,0,0,0,0,0,0,0

61,15:00-15:15,20.16,52.13,0,34.24,74.53,1.49,14.94,0,0.86,20.04,0,0,30.63,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,480.85,0,128.35,0,11.17,7.36,0,0,0,237.87,0,0,0,3.89,0,6.32,14.54,26.75,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,0,0,0,0,0,0,0,0

62,15:15-15:30,20.16,52.13,0,34.24,74.53,1.49,17.69,0,0.86,20.04,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,480.85,0,128.35,0,11.17,7.36,0,0,0,297.27,0,0,0,3.89,0,6.32,14.54,26.75,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,0,0,0,0,0,0,0,0

63,15:30-15:45,20.16,52.13,0,34.24,74.53,1.49,14.94,0,0.86,20.04,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,480.85,0,128.35,0,11.17,6.36,0,0,0,321.5,0,0,0,3.89,0,6.32,14.54,26.75,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

64,15:45-16:00,20.16,52.13,0,34.24,74.53,1.49,14.94,0,0.86,20.04,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,480.85,0,128.35,0,11.17,6.36,0,0,0,331.2,0,0,0,3.89,0,6.32,14.54,26.75,0,28.09,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

65,16:00-16:15,20.16,52.13,0,26.75,74.53,1.49,14.94,0,0.86,20.04,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,529.31,0,128.35,0,11.42,6.41,0,0,0,403.89,0,0,0,3.89,0,6.32,14.54,26.75,0,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

66,16:15-16:30,20.16,52.13,0,26.75,74.53,1.49,14.94,0,0.86,20.04,0,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,529.31,0,128.35,0,11.42,6.41,0,0,0,403.89,0,0,0,3.89,0,6.32,14.54,26.75,0,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

67,16:30-16:45,20.16,52.13,0,34.24,74.53,1.49,16.72,0,0.86,20.04,0,0,41.08,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,540.81,0,128.35,0,11.42,6.27,0,0,0,425.9,0,0,0,3.89,0,6.32,14.54,26.75,0,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

68,16:45-17:00,20.16,52.13,0,34.24,74.53,1.49,16.72,0,0.86,20.04,0,0,41.08,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,557.29,0,128.35,0,11.42,6.27,0,0,0,425.9,0,0,0,3.89,0,6.32,14.54,26.75,0,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

69,17:00-17:15,20.16,52.13,0,34.24,74.53,1.49,20.31,0,1.12,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,626.36,4.26,128.35,0,11.42,6.14,0,0,0,391.48,0,0,0,3.89,0,1.07,14.54,26.75,0,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

70,17:15-17:30,20.16,52.13,0,34.24,74.53,1.49,20.31,0,1.57,20.04,0,0,42.36,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,664.94,4.4,128.35,0,11.42,6.24,0,0,0,391.48,0,0,0,3.89,0,1.07,14.54,26.75,13.62,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

71,17:30-17:45,20.16,52.13,0,28.89,74.53,2.68,20.31,0,1.57,20.04,0,0,42.36,0,0,0,0,0,0,0,0,0,0,0,0,20.71,29.3,664.94,4.96,128.35,0,11.42,6.1,0,0,0,391.48,0,0,0,3.89,0,1.07,14.54,26.75,13.62,37.45,0,0,123.67,49.56,117.96,149.37,0,0,42.64,95.82,45.87,0,123.84,0,2.66,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

72,17:45-18:00,20.16,52.13,0,28.89,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,20.71,39.16,664.94,9.94,128.35,0,11.42,6.1,0,0,0,391.48,0,0,0,3.89,0,12.64,14.54,26.75,39.05,37.45,0,0,123.67,49.56,117.96,149.37,0,0.14,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,5.45,0,0,0,0,0,0,0

73,18:00-18:15,20.16,52.13,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,10.8,128.35,0,11.42,5.95,0,0,0,389.87,0,0,0,3.89,0,12.64,14.54,26.75,39.05,37.45,0,0,123.67,49.56,117.96,149.37,0,1.4,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,10.89,0,0,0,0,0,0,0

74,18:15-18:30,20.16,52.13,0,26.75,74.53,2.71,20.31,0,1.57,21.48,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,16.84,128.35,0,11.42,5.82,0,0,0,389.87,0,0,0,3.89,0,12.64,14.54,42.86,40.85,37.45,0,0,123.67,49.56,117.96,149.37,0,2.79,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,52.44,0,0,0,0,0,0,0

75,18:30-18:45,20.16,53.38,0,48.68,74.53,2.71,20.31,0,1.57,35.23,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,12.29,5.68,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,76.94,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,52.44,0,0,0,0,0,0,0

76,18:45-19:00,20.16,53.38,0,48.68,74.53,2.71,20.31,0,1.57,35.23,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.52,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,76.94,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,52.44,0,0,0,0,0,0,0

77,19:00-19:15,20.16,53.38,0,26.75,74.53,2.71,20.31,0,1.57,21.48,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.38,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,76.94,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,52.44,0,0,0,0,0,0,0

78,19:15-19:30,20.16,53.38,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.38,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,76.94,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,52.44,0,0,0,0,0,0,0

79,19:30-19:45,20.16,53.38,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.52,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,37.73,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,52.44,0,0,0,0,0,0,0

80,19:45-20:00,20.16,53.38,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.56,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,37.73,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,17.71,0,0,0,0,0,0,0

81,20:00-20:15,20.16,53.38,0,48.68,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.61,0,0,0,389.87,0,0,0,3.89,0,12.64,14.54,44.24,40.85,41.62,0,0,123.67,37.73,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

82,20:15-20:30,20.16,53.38,0,48.68,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,128.35,0,11.54,5.68,0,0,0,389.87,0,0,0,3.89,0,12.64,14.54,44.24,40.85,41.62,0,0,123.67,37.73,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

83,20:30-20:45,20.16,52.13,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,16.84,128.35,0,10.68,0,0,0,0,389.87,0,0,0,3.89,0,1.07,14.54,42.86,39.05,37.45,0,0,123.67,37.73,117.96,149.37,0,1.67,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

84,20:45-21:00,20.16,52.13,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,16.84,128.35,0,10.68,0,0,0,0,389.87,0,0,0,3.89,0,1.07,14.54,42.86,39.05,37.45,0,0,123.67,37.73,117.96,149.37,0,1.67,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

85,21:00-21:15,20.16,52.13,0,19.26,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,16.84,128.35,0,9.44,0.28,0,0,0,389.87,0,0,0,3.89,0,1.07,14.54,42.86,39.05,37.45,0,0,123.67,37.73,117.96,149.37,0,1.67,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

86,21:15-21:30,20.16,52.13,0,19.26,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,16.84,128.35,0,9.44,0.28,0,0,0,389.87,0,0,0,3.89,0,1.07,14.54,42.86,39.05,37.45,0,0,123.67,37.73,117.96,149.37,0,1.67,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

87,21:30-21:45,20.16,52.13,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,16.84,128.35,0,9.44,0.28,0,0,0,389.87,0,0,0,3.89,0,1.07,14.54,42.86,39.05,37.45,0,0,123.67,37.73,117.96,149.37,0,1.67,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

88,21:45-22:00,20.16,52.13,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,37.32,664.94,16.84,124.58,0,9.44,0.28,0,0,0,389.87,0,0,0,3.89,0,2.13,14.54,42.86,40.85,37.45,0,0,123.67,37.73,117.96,149.37,0,1.8,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

89,22:00-22:15,20.16,53.38,0,48.68,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,120.79,0,10.3,0.57,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,37.73,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

90,22:15-22:30,20.16,53.38,0,48.68,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,117.02,0,10.3,0.57,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,37.73,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

91,22:30-22:45,20.16,53.38,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,113.25,0,12.29,0.57,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,49.56,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

92,22:45-23:00,20.16,53.38,0,26.75,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40.14,664.94,16.84,113.25,0,12.29,0.57,0,0,0,389.87,0,0,0,3.89,0,18.96,14.54,44.24,40.85,41.62,0,0,123.67,49.56,117.96,149.37,0,4.19,42.64,95.82,45.87,0,148.62,0,3.19,0,0,44.06,0,58.67,3.82,0,0,0,0,0,0,0

93,23:00-23:15,20.16,52.13,0,21.4,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,11.21,113.25,0,9.19,0.85,0,0,0,389.87,0,0,0,3.89,0,6.32,14.54,42.86,39.81,37.45,0,0,123.67,61.95,117.96,149.37,0,2.79,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,14.98,0,0,0,0,0,0,0

94,23:15-23:30,20.16,52.13,0,21.4,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,11.21,113.25,0,9.19,1,0,0,0,389.87,0,0,0,3.89,0,6.32,14.54,42.86,27.23,37.45,0,0,123.67,61.95,117.96,149.37,0,1.4,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,14.98,0,0,0,0,0,0,0

95,23:30-23:45,20.16,52.13,0,21.4,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,11.21,113.25,0,9.19,1.14,0,0,0,389.87,0,0,0,3.89,0,6.32,14.54,42.86,27.23,37.45,0,0,123.67,61.95,117.96,149.37,0,0.06,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,14.98,0,0,0,0,0,0,0

96,23:45-24:00,20.16,52.13,0,21.4,74.53,2.71,20.31,0,1.57,20.04,0,0,41.72,0,0,0,0,0,0,0,0,0,0,0,0,31.09,39.16,664.94,5.53,113.25,0,9.19,1.14,0,0,0,389.87,0,0,0,3.89,0,6.32,14.54,42.86,27.23,37.45,0,0,123.67,61.95,117.96,149.37,0,0,42.64,95.82,45.87,0,132.36,0,2.85,0,0,44.06,0,58.67,14.98,0,0,0,0,0,0,0

