Block,Time,DHAULIGNGA,RSTPSU1TO6,SIMHST1,TALA,UNCHAHAR4,URI,AURY_RF,DADRI_LF,FSTPP I & II,KKNP,NLCEXP,NTPL,UNCHAHAR2,VALLURNTECL,ANTA_CRF,DADRI_GF,BSIUL,KHSTPP-II,KISHANGANGA,KKNPPU2,NJPC,NLCIIST1,RAMPUR,SALAL,SIMHST2,TALST2,URI2,ANTA_GF,BRBCL,CHAMERA2,TEHRI,TelanganaSTPP,UNCHAHAR1,AURY_LF,DADRI_CRF,JHAJJAR,KOLDAM,NAPP,NLCTS2EXP,TANAKPUR,KHSTPP-I,KOTESHWR,KUDGI,PARBATI3,RAPPC,RSTPSU7,SINGRAULI,AURY_CRF,AURY_GF,CHAMERA3,DADRT2,DULHASTI,KGSU1AND2,NNTPP,RAPPB,RIHAND1,TANDA2,ANTA_LF,CHAMERA1,KGSU3AND4,MAPS,NLCIIST2,RIHAND2,RIHAND3,SASAN,SEWA2,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_RF,DADRI_RF
65,16:00-16:15,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,15.56,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

66,16:15-16:30,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.57,0,20,0,31.13,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

67,16:30-16:45,0,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,23.39,0,0,1.4,0,0,4.57,0,20,0,46.69,0,20.56,0,0,654.31,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

68,16:45-17:00,0,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,46.78,0,0,1.4,0,0,4.57,0,20,0,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,410.62,0,0,26.39,28.04,67.95

69,17:00-17:15,0,0,0,0,0,3.31,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,70.74,0,0,13.95,0,0,4.57,0,20,0,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,16.48,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.04,67.95

70,17:15-17:30,8.06,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,1.1,98.87,0,0,93.56,0,0,55.77,0,0,4.57,0,20,0,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,9.68,683.14,16.48,0,0,0,45,0,0,12.01,0,0,0,118.76,124.32,414,0,0,26.39,28.04,67.95

71,17:30-17:45,16.12,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,6.52,98.87,0,0,116.95,0,0,55.77,0,0,4.57,0,20,4,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,8.87,0,0,52.03,0,139.68,0,0,19.36,683.14,32.96,0,0,0,45,0,0,24.49,0,0,0,118.76,124.32,414,0,0,26.39,28.04,67.95

72,17:45-18:00,34.34,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,13.04,98.87,0,0,140.34,0,0,55.77,0,0,4.57,0,20,39.51,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,19.72,0,0,52.03,0,139.68,0,0,29.06,683.14,32.96,0,0,0,45,0,0,42.15,0,0,0,118.76,124.32,414,5.27,0,26.39,28.04,67.95

73,18:00-18:15,36.55,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,13.04,98.87,0,0,140.34,0,0,55.77,0,0,4.44,0,20,39.51,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,19.72,0,0,52.03,0,139.68,0,0,29.06,683.14,32.96,0,0,0,45,0,0,42.15,0,0,0,118.76,124.32,414,5.27,0,26.39,28.35,67.95

74,18:15-18:30,36.55,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,13.04,98.87,0,0,140.34,0,0,12.78,0,0,4.44,0,20,39.51,62.24,0,20.56,0,0,459.81,0,42.72,0,2.44,45.22,19.72,0,0,52.03,0,139.68,0,0,29.06,683.14,32.96,0,0,0,45,0,0,42.15,0,0,0,118.76,124.32,414,5.27,0,26.39,28.35,67.95

75,18:30-18:45,36.55,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,13.04,98.87,0,0,140.34,0,0,1.4,0,0,4.44,0,20,39.51,62.24,0,20.56,0,0,459.81,0,42.72,0,1.15,45.22,19.72,0,0,52.03,0,139.68,0,0,29.06,683.14,32.96,0,0,0,45,0,0,42.15,0,0,0,118.76,124.32,414,5.27,0,26.39,28.35,67.95

76,18:45-19:00,36.55,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,13.04,98.87,0,0,140.34,0,0,1.4,0,0,4.44,0,20,39.51,62.24,0,20.56,0,0,459.81,0,42.72,0,1.15,45.22,19.72,0,0,52.03,0,139.68,0,0,29.06,683.14,32.96,0,0,0,45,0,0,42.15,0,0,0,118.76,124.32,414,5.27,0,26.39,28.35,67.95

77,19:00-19:15,34.74,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,13.04,98.87,0,0,140.34,0,0,1.4,0,0,4.44,0,20,39.51,62.24,0,20.56,0,0,459.81,0,42.72,0,1.15,45.22,19.72,0,3.82,52.03,0,139.68,0,0,29.06,683.14,32.96,0,0,0,45,0,0,38.31,0,0,0,118.76,124.32,414,5.27,0,26.39,28.46,67.95

78,19:15-19:30,24.17,0,0,0,0,2.76,70.59,22.47,18.2,0,0,0,21.19,0,0,0,6.52,98.87,0,0,116.95,0,0,1.4,0,0,4.44,0,20,2,62.24,0,20.56,0,0,459.81,0,42.72,0,1.15,45.22,8.87,0,16.55,52.03,0,139.68,0,0,1.27,638.64,16.48,0,0,0,45,0,0,28.44,0,0,0,118.76,124.32,414,0,0,26.39,28.46,67.95

79,19:30-19:45,16.12,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,6.52,98.87,0,0,93.56,0,0,1.4,0,0,4.44,0,20,0,62.24,0,20.56,0,0,459.81,0,42.72,0,1.15,45.22,8.87,0,16.55,52.03,0,139.68,0,0,0,598.65,0,0,0,0,45,0,0,11.85,0,0,0,118.76,124.32,414,0,0,26.39,28.46,67.95

80,19:45-20:00,8.06,0,0,0,0,39.75,70.59,22.47,18.2,0,0,0,21.19,0,0,0,1.1,98.87,0,0,69.13,0,0,1.4,0,0,4.44,0,20,0,62.24,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,16.55,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.46,67.95

81,20:00-20:15,0,0,0,0,0,3.31,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,69.13,0,0,1.4,0,0,4.44,0,20,0,62.24,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,16.55,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.77,67.95

82,20:15-20:30,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,69.13,0,0,1.4,0,0,4.44,0,20,0,62.24,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,16.55,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.77,67.95

83,20:30-20:45,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,42.62,0,0,1.4,0,0,4.44,0,20,0,62.24,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,16.55,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.77,67.95

84,20:45-21:00,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,20.83,0,0,1.4,0,0,4.44,0,20,0,46.69,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,3.82,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.77,67.95

85,21:00-21:15,0,0,0,0,0,1.66,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,46.69,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

86,21:15-21:30,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,46.69,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

87,21:30-21:45,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,28.98,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

88,21:45-22:00,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,28.98,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,139.68,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

89,22:00-22:15,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,28.98,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

90,22:15-22:30,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,28.98,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

91,22:30-22:45,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,28.98,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

92,22:45-23:00,0,0,0,0,0,8.83,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,15.88,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

93,23:00-23:15,0,0,0,0,0,4.41,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,15.12,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

94,23:15-23:30,0,0,0,0,0,4.41,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

95,23:30-23:45,0,0,0,0,0,6.07,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

96,23:45-24:00,0,0,0,0,0,6.07,70.59,22.47,18.2,0,0,0,21.19,0,0,0,0,98.87,0,0,0,0,0,1.4,0,0,4.44,0,20,0,0,0,20.56,0,0,654.31,0,42.72,0,1.15,45.22,8.87,0,0,52.03,0,133.5,0,0,0,683.14,0,0,0,0,45,0,0,0,0,0,0,118.76,124.32,414,0,0,26.39,28.88,67.95

