Column1,Time,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/5886,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/9969,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/2143,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13
79,19:30-19:45,19.99,10,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,32,0,86.6,200,100.02,271.47,0.92,32,50,1.3,114.85,0,0,1.3,259.8,0,36.48,0.62,0,13.34,7,0,6.67,0,13.33,0,0,0,0

80,19:45-20:00,19.99,10.4,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,32,0,86.6,200,100.02,271.47,0.92,32,50,1.3,114.85,0,0,1.3,259.8,0,36.48,0.62,0,13.34,7,0,6.67,0,13.33,0,0,0,0

81,20:00-20:15,19.99,10.4,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,32,0,86.6,150,100.02,271.47,0.92,26.12,50,1.25,106.38,0,0,1.39,259.8,0,36.48,0.62,0,13.34,7.33,0,6.67,0,13.33,0,0,0,0

82,20:15-20:30,19.99,10.8,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,32,0,86.6,150,100.02,271.47,0.92,26.12,50,1.25,97.9,0,0,1.39,259.8,0,36.48,0.62,0,13.34,7.33,0,6.67,0,13.33,0,0,0,0

83,20:30-20:45,19.99,11.21,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,32,0,86.6,150,100.02,271.47,0.92,26.12,50,1.25,89.43,0,0,1.39,259.8,0,36.48,0.62,0,13.34,7.33,0,6.67,0,13.33,0,0,0,0

84,20:45-21:00,19.99,11.21,0,6.67,0,0,0,0,0,75,50,13.44,27.25,36.48,13.44,43.2,32,0,86.6,150,100.02,271.47,0.92,26.12,50,1.25,80.96,0,0,1.39,259.8,0,36.48,0.62,0,13.34,7.33,0,6.67,0,13.33,0,0,0,0

85,21:00-21:15,19.99,11.21,0,6.67,0,0,0,0,0,75,50,13.44,27.25,28.8,13.44,28.8,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,72.49,0,0,1.39,259.8,0,28.8,0.62,0,13.34,7.33,0,6.67,0,13.33,0,0,0,0

86,21:15-21:30,19.99,11.21,0,6.67,0,0,0,0,0,75,50,13.44,27.25,28.8,13.44,28.8,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.39,259.8,0,28.8,0.62,0,13.34,7.33,0,6.67,0,13.33,0,0,0,0

87,21:30-21:45,19.99,11.21,0,6.67,0,0,0,0,0,75,50,13.44,26.75,28.8,13.44,28.8,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.39,259.8,0,28.8,0.62,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0

88,21:45-22:00,19.99,11,0,6.67,0,0,0,0,0,75,50,13.44,26.24,28.8,13.44,28.8,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.39,259.8,0,28.8,0.62,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0

89,22:00-22:15,19.99,10.6,0,6.67,0,0,0,0,0,75,50,13.44,26.24,28.8,13.44,28.8,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,259.8,0,28.8,0.62,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0

90,22:15-22:30,19.99,10.2,0,6.67,0,0,0,0,0,75,50,13.44,26.24,28.8,13.44,28.8,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,259.8,0,28.8,0.62,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0

91,22:30-22:45,19.99,9.8,0,6.67,0,0,0,0,0,75,50,8.64,26.24,23.04,8.64,23.04,26.99,0,86.6,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,233.22,0,23.04,0,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0

92,22:45-23:00,19.99,9.6,0,6.67,0,0,0,0,0,75,50,8.64,26.24,23.04,8.64,23.04,26.99,0,74.44,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,229.38,0,23.04,0.62,0,13.34,6.67,0,6.67,0,13.33,0,0,0,0

93,23:00-23:15,19.99,9.4,0,6.67,0,0,0,0,0,75,50,8.64,25.74,23.04,8.64,23.04,26.99,0,63.96,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,229.38,0,23.04,0.62,0,18.34,6.67,0,6.67,0,18.33,0,0,0,0

94,23:15-23:30,19.99,9,0,6.67,0,0,0,0,0,75,50,8.64,25.74,23.04,8.64,23.04,26.99,0,63.96,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,229.38,0,23.04,0.62,0,20,6.67,0,6.67,0,20,0,0,0,0

95,23:30-23:45,19.99,8.8,0,6.67,0,0,0,0,0,75,50,8.64,25.74,23.04,8.64,23.04,26.99,0,63.96,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,229.38,0,23.04,0.62,0,21.66,6.67,0,6.67,0,21.67,0,0,0,0

96,23:45-24:00,19.99,8.4,0,6.67,0,0,0,0,0,75,50,8.64,25.74,23.04,8.64,23.04,26.99,0,63.96,150,100.02,271.47,0.92,26.99,50,1.25,70.04,0,0,1.3,229.38,0,23.04,0.62,0,22.66,6.67,0,6.67,0,22.67,0,0,0,0

