Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/05/16/9317,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/7791,GNA/SR/2025/05/16/7915,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6363,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,GNA/ER/2025/05/16/9578,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/5800,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/4138,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/2474,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/2069,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9395,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/3877
63,15:30-15:45,33,61.67,31.17,61.67,68.65,31.17,33,93.49,30,36,70,39.58,14.01,35,0,33,80.18,72,60,197.87,96.3,13.6,24.08,0,0,10.17,10.14,26.95,26.95,0,4.57,9.4,3.88,0,4.6,0,100.33,10.59,0,13.13,115.16,86.86,0,28.94,260.59,272.29,13.48,0,13.13,192.6,14.44,0,0,7.23,29.28,28.89

64,15:45-16:00,33,61.33,31.17,61.33,64.96,31.17,33,93.49,30.33,35,65,36.61,13.41,32,0,33,74.85,67,55,183.02,96.3,13.6,24.08,0,0,10.17,9.39,26.95,26.95,0,4.57,9.4,3.88,0,4.6,0,100.33,10.59,0,12.16,115.16,86.86,0,28.94,260.59,272.29,13.48,0,12.16,192.6,14.44,0,0,7.23,30.28,28.89

65,16:00-16:15,33,61,31.67,61,60.5,31.67,33,94.99,27.33,32,57,31.9,13.01,28,0,33,66.53,63,51,159.52,96.3,13.6,24.08,0,0,10.17,8.6,26.95,26.95,0,4.85,9.4,4.03,0,4.76,0,100.33,10.59,0,11.13,115.16,86.86,0,28.94,260.59,272.29,13.48,0,11.13,192.6,14.44,0,0,7.23,30.28,28.89

66,16:15-16:30,33,60.67,31.33,60.67,55.16,31.33,33,94.01,27,27,50,28.92,12.41,25,0,33,58.8,58,45,144.58,96.3,13.6,24.08,0,0,10.17,7.78,26.95,26.95,0,4.85,9.4,4.03,0,4.76,0,100.33,10.59,0,10.08,115.16,86.86,0,28.94,260.59,272.29,13.48,0,10.08,192.6,14.44,0,0,7.23,30.28,28.89

67,16:30-16:45,33,60,30.67,60,51.87,30.67,33,91.99,27,23,43,25.9,11.41,22,0,33,52.06,49,39,129.5,96.3,13.6,24.08,0,0,10.17,6.98,26.95,26.95,0,4.85,9.4,4.03,0,4.76,0,100.33,10.59,0,9.03,115.16,86.86,0,28.94,260.59,272.29,13.48,0,9.03,192.6,14.44,0,0,7.23,30.28,28.89

68,16:45-17:00,33,59.33,30.33,59.33,42.21,30.33,33,91.01,27,21,37,22.63,10,18,0,33,45.17,43,34,113.17,96.3,13.6,24.08,0,0,10.17,6.18,26.95,26.95,0,4.85,9.4,4.03,0,4.76,0,100.33,10.59,0,7.99,115.16,86.86,0,28.94,260.59,272.29,13.48,0,7.99,192.6,14.44,0,0,7.23,31.29,28.89

69,17:00-17:15,27.17,66,29.67,66,33.23,29.67,33,88.99,30,17,30,19.2,8.2,15,0,33,38.4,37,30,95.97,96.3,14.54,24.08,0,0,10.17,5.33,26.95,26.95,0,5.13,9.68,4.19,0,4.99,0,100.33,10.59,0,6.89,115.16,86.86,0,28.94,260.59,272.29,13.48,0,6.89,192.6,14.44,0,0,7.23,30.28,28.89

70,17:15-17:30,9.7,66,29.17,66,24.97,29.17,33,87.49,29.67,13,25,15.97,8.2,12,0,33,30.94,30,24,79.85,96.3,15.49,24.08,0,0,10.17,4.44,26.95,26.95,0,5.13,9.68,4.19,0,4.99,0,100.33,10.59,0,5.75,115.16,86.86,0,28.94,260.59,272.29,13.48,0,5.75,192.6,14.44,0,0,7.23,30.28,28.89

71,17:30-17:45,4.85,65.67,28.5,65.67,18.67,28.5,23.13,85.5,28.67,12,18,12.75,8.2,9,0,22.84,24.34,22,18,63.73,96.3,15.49,24.08,0,100,10.17,3.6,26.95,26.95,0,5.13,9.68,4.19,0,4.99,0,100.33,10.59,0,4.66,115.16,86.86,0,28.94,260.59,272.29,13.48,0,4.66,192.6,14.44,0,0,7.23,30.28,28.89

72,17:45-18:00,0.97,65.67,28,65.67,16.26,28,13.97,84,27.67,7,12,9.68,7.6,6,0,13.28,18.05,13,12,48.37,96.3,15.49,24.08,0,100,10.17,2.78,26.95,26.95,0,5.13,9.68,4.19,0,4.99,0,100.33,10.59,0,3.59,115.16,86.86,0,28.94,260.59,272.29,13.48,0,3.59,192.6,14.44,0,0,7.23,30.28,28.89

73,18:00-18:15,0,64.67,26.17,64.67,10.57,26.17,0,78.49,26.67,5,7,6.96,7,3,0,0,13.01,8,6,34.77,96.3,13.6,24.08,19.26,100,10.17,2,26.94,26.94,14.44,5.41,9.96,4.19,0,5.22,67.41,100.33,10.59,0,2.58,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,2.58,192.6,14.44,28.89,5.78,7.23,29.78,28.89

74,18:15-18:30,0,64.33,25.33,64.33,6.93,25.33,0,76.01,26,3,3,4.66,7,2,0,0,8.98,5,3,23.29,96.3,14.32,24.08,19.26,100,10.17,1.28,26.94,26.94,14.44,5.41,9.96,4.19,0,5.22,67.41,100.33,10.59,0,1.66,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,1.66,192.6,14.44,28.89,5.78,7.23,29.78,28.89

75,18:30-18:45,0,63.67,26.67,63.67,3.95,26.67,0,79.99,25.33,1,2,2.92,7,1,0,0,0.76,2,1,14.57,96.3,15.49,24.08,19.26,100,10.17,0.74,26.94,26.94,14.44,5.41,10.87,4.19,0,5.22,67.41,100.33,10.59,0,0.96,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0.96,192.6,14.44,28.89,5.78,7.23,29.78,28.89

76,18:45-19:00,0,63.33,25.83,63.33,1.22,25.83,0,77.51,25,1,0,1.61,7,0,0,0,0.29,1,0,8.04,96.3,15.49,24.08,19.26,100,10.17,0.33,25.99,25.99,14.44,5.41,10.87,4.19,0,5.22,67.41,100.33,10.59,0,0.44,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0.44,192.6,14.44,28.89,5.78,7.23,30.28,28.89

77,19:00-19:15,0,63,25.5,63,0,25.5,0,76.5,24,0,0,0.61,7.2,0,0,0,0.19,0,0,3.02,96.3,15.49,24.08,19.26,100,10.17,0,24.09,29.5,14.44,4.39,11.33,4.35,0,5.22,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,30.79,28.89

78,19:15-19:30,0,62,25.33,62,0,25.33,0,76.01,22.67,0,0,0.07,7.2,0,0,0,0,0,0,0.36,96.3,15.49,24.08,19.26,100,10.17,0,24.09,29.5,14.44,4.39,11.33,4.35,0,5.22,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,30.79,28.89

79,19:30-19:45,0,61.33,24.67,61.33,0,24.67,0,73.99,22,0,0,0.01,7.2,0,0,0,0,0,0,0.05,96.3,15.49,24.08,19.26,100,10.43,0,29,29,14.44,4.39,11.33,4.35,0,5.22,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,30.79,28.89

80,19:45-20:00,0,61,24.17,61,0,24.17,0,72.49,21.67,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29,29,14.44,4.39,11.33,4.35,0,5.22,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,30.28,28.89

81,20:00-20:15,0,58.33,23.67,58.33,0,23.67,0,70.99,21.33,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,12.33,14.44,4.39,11.8,4.35,0,4.99,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,31.29,28.89

82,20:15-20:30,0,56.67,23,56.67,0,23,0,69,21,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,12.33,14.44,4.39,11.8,4.35,0,4.99,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,31.29,28.89

83,20:30-20:45,0,50,22.5,50,0,22.5,0,67.5,20.67,0,0,0,11.61,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,12.33,14.44,4.39,11.33,4.35,0,4.76,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,30.79,28.89

84,20:45-21:00,0,48.33,22,48.33,0,22,0,66,20.33,0,0,0,11.21,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,12.33,14.44,4.39,11.33,4.35,0,4.76,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,30.28,28.89

85,21:00-21:15,0,41.67,21.67,41.67,0,21.67,0,64.99,20,0,0,0,10.8,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.2,11.33,4.35,0,4.76,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,29.28,28.89

86,21:15-21:30,0,42,21.67,42,0,21.67,0,64.99,20,0,0,0,10.4,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.2,11.33,4.35,0,4.76,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,29.28,28.89

87,21:30-21:45,0,42.67,17.67,42.67,0,17.67,0,52.99,16.67,0,0,0,10,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.2,11.33,4.35,0,4.76,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.76,28.89

88,21:45-22:00,0,43.33,18,43.33,0,18,0,54,16.67,0,0,0,9.6,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.2,11.33,4.35,0,4.76,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.76,28.89

89,22:00-22:15,0,40.67,17.5,40.67,0,17.5,0,52.5,16.67,0,0,0,8.8,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.76,28.89

90,22:15-22:30,0,41.67,17.67,41.67,0,17.67,0,52.99,16.67,0,0,0,8,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.76,28.89

91,22:30-22:45,0,50,19.17,50,0,19.17,0,57.49,21.67,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.26,28.89

92,22:45-23:00,0,51.67,19.33,51.67,0,19.33,0,58.01,22,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.26,28.89

93,23:00-23:15,0,52.67,19.67,52.67,0,19.67,0,58.99,22.33,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,29.27,28.89

94,23:15-23:30,0,55,20.33,55,0,20.33,0,61.01,22.67,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,29.27,28.89

95,23:30-23:45,0,56,20.83,56,0,20.83,0,62.51,23,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.76,28.89

96,23:45-24:00,0,56.67,21.33,56.67,0,21.33,0,64.01,23.33,0,0,0,7.2,0,0,0,0,0,0,0,96.3,15.49,24.08,19.26,100,10.43,0,29.5,4.5,14.44,4.02,10.87,4.35,0,4.6,67.41,100.33,10.59,0,0,115.16,86.86,5.78,28.94,260.59,272.29,13.48,0,0,192.6,14.44,28.89,5.78,7.23,28.76,28.89

