Column1,Block,NR/2025/30830/C,NR/2025/29167/A/86149,NR/2025/30832/C,NR/2025/29439/A/86007,NR/2025/29440/A/85890,NR/2025/30854/C,NR/2025/30833/C,NR/2025/30101/A/86419,NR/2025/30819/C,NR/2025/30791/C,NR/2025/27970/A/86331,NR/2025/27968/A/86330,NR/2025/30880/C,NR/2025/30889/C,NR/2025/30778/C,NR/2025/29915/A/86148,NR/2025/30882/C,NR/2025/30891/C,NR/2025/30882/C/Alternate/1,NR/2025/27962/A/86332,NR/2025/30067/A/86340,NR/2025/30847/C,NR/2025/30492/A/86009,NR/2025/30892/C,NR/2025/27964/A/86334,NR/2025/30191/A/85907,NR/2025/30851/C,NR/2025/30893/C,NR/2025/27963/A/86333,NR/2025/29353/A/86107,NR/2025/30883/C,NR/2025/30894/C,NR/2025/28725/A/86323,NR/2025/30881/C,NR/2025/30334/A/85906,NR/2025/30121/A/85909,NR/2025/30897/C,NR/2025/29985/A/86274,GNARE/NR/2024/12/20/3668,GNA/NR/2025/07/01/2236,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2786,NR/2025/29986/A/86276,GNA/NR/2025/07/01/8230,NR/2025/30105/A/86359,NR/2025/30082/A/86348,NR/2025/29992/A/85999,NR/2025/30083/A/86362,NR/2025/27978/A/86420,NR/2025/29628/A/86375,NR/2025/29352/A/86109,NR/2025/26975/A/86380,NR/2025/30086/A/86360,NR/2025/30084/A/86361,NR/2025/30217/A/86356,NR/2025/29910/A/86369,Total
46,11:15-11:30,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,172,91.26,81.81,26.96,0,15.26,19.25,20.76,134.99,26.96,16.49,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1736.2600000000002

47,11:30-11:45,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,172,92.11,81.81,26.96,0,15.26,19.25,20.76,134.99,26.96,16.49,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1737.1100000000001

48,11:45-12:00,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,172,92.63,81.81,26.96,0,15.26,19.25,20.76,134.99,26.96,16.49,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1737.63

49,12:00-12:15,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,179,92.09,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1744.0200000000002

50,12:15-12:30,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,179,91.24,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1743.17

51,12:30-12:45,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,179,100,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1751.9300000000003

52,12:45-13:00,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.45,179,100,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1751.9300000000003

53,13:00-13:15,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.94,179,100,81.81,0,0,15.26,19.25,20.76,134.99,0,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1698.48

54,13:15-13:30,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.94,179,100,81.81,0,0,15.26,19.25,20.76,134.99,0,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1698.48

55,13:30-13:45,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.94,179,100,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1752.42

56,13:45-14:00,143.17,0,0,0,0,16.59,0,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,10.59,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.94,168,91.67,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,16.4,26.25,0,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,1733.0900000000001

57,14:00-14:15,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.94,154,87.53,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2136.2000000000003

58,14:15-14:30,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.25,0,1.94,144,86.75,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2125.42

59,14:30-14:45,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,6.74,0,1.94,126,85.17,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2107.3300000000004

60,14:45-15:00,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,6.9,0,1.94,126,83.06,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2105.38

61,15:00-15:15,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,6.82,0,1.45,116,79.09,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2090.84

62,15:15-15:30,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,6.55,0,1.45,112,74.62,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2082.1000000000004

63,15:30-15:45,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,6.18,0,1.45,98,76.26,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2069.3700000000003

64,15:45-16:00,143.17,0,144.38,0,0,16.59,144.38,0,48.12,44.28,0,0,96.25,8.02,48.12,0,163.87,24.06,0,0,0,0.96,11.55,16.04,0,0,76.63,7.7,0,81.81,27.91,24.06,0,0,5.78,0,1.45,95,72.51,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,0,0,0,0,0,0,28.63,5.78,0,0,0,0,2062.2200000000003

65,16:00-16:15,0,0,0,25.1,0.96,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,11.55,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,5.26,6.74,1.45,88,62.49,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,2076.52

66,16:15-16:30,0,0,0,25.1,0.96,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,11.55,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,4.71,6.74,1.45,81,58.33,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,2064.8100000000004

67,16:30-16:45,0,0,0,25.1,0.96,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,3.67,6.74,1.45,49,53.23,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,2027.6299999999999

68,16:45-17:00,0,0,0,25.1,0.96,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,3.16,6.74,1.45,42,47.11,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,2013.9999999999998

69,17:00-17:15,0,0,0,25.1,0.87,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,1.41,35,40.7,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,1997.3

70,17:15-17:30,0,0,0,25.1,0.87,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,1.33,32,34.72,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,1988.24

71,17:30-17:45,0,0,0,25.1,0.87,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0.43,32,30.34,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,1983.9299999999996

72,17:45-18:00,0,0,0,25.1,0.87,0,0,0,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0.39,32,25.73,81.81,26.97,0,15.26,19.25,20.76,134.99,26.97,13.18,26.25,134.75,224.98,16.04,48.12,44.28,8.02,96.25,76.63,28.63,5.78,24.06,24.06,7.7,16.59,1979.28

73,18:00-18:15,0,0,0,25.1,0.87,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0.34,28,21.07,81.81,26.96,0,0,0,20.76,134.99,26.96,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,16.59,2028.2500000000002

74,18:15-18:30,0,0,0,25.1,0.87,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0.24,21,16.42,81.81,26.96,0,0,0,20.76,134.99,26.96,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,16.59,2016.5000000000002

75,18:30-18:45,0,0,0,25.1,0.87,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0.19,14,9.21,81.81,26.96,0,0,0,20.76,134.99,26.96,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,19.25,2004.9

76,18:45-19:00,0,0,0,25.1,0.87,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0.14,11,0.54,81.81,26.96,0,0,0,20.76,134.99,26.96,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,19.25,1993.1800000000003

77,19:00-19:15,0,0,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,5,0.24,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,19.25,1986.46

78,19:15-19:30,0,0,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,1,0.15,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,19.25,1982.37

79,19:30-19:45,0,0,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,19.25,1981.2199999999998

80,19:45-20:00,0,0,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,5.78,37.18,37.18,7.7,19.25,1981.2199999999998

81,20:00-20:15,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,25.99,37.18,37.18,7.7,19.25,2055.57

82,20:15-20:30,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,25.99,37.18,37.18,7.7,19.25,2055.57

83,20:30-20:45,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,25.99,37.18,37.18,7.7,19.25,2055.57

84,20:45-21:00,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,26.8,0,0,0,20.76,134.99,26.8,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,76.63,28.63,25.99,37.18,37.18,7.7,19.25,2055.57

85,21:00-21:15,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,25.24,0,0,0,20.76,134.99,25.24,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2081.7

86,21:15-21:30,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,25.24,0,0,0,20.76,134.99,25.24,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2081.7

87,21:30-21:45,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,21.1,0,0,0,20.76,134.99,21.1,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2073.42

88,21:45-22:00,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,21.1,0,0,0,20.76,134.99,21.1,17.78,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2073.42

89,22:00-22:15,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,0,0,0,0,20.76,134.99,0,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2028.46

90,22:15-22:30,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,163.87,0,0,0,0,0,13.48,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,0,0,0,0,20.76,134.99,0,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2028.46

91,22:30-22:45,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,75.82,0,88.05,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,0,0,0,0,20.76,134.99,0,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2027.4900000000002

92,22:45-23:00,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,76.23,0,87.64,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,0,0,0,0,20.76,134.99,0,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2027.4900000000002

93,23:00-23:15,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,76.23,0,87.64,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,0,0,0,0,20.76,134.99,0,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2027.4900000000002

94,23:15-23:30,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,77.86,0,86.01,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,0,0,0,0,20.76,134.99,0,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2027.4900000000002

95,23:30-23:45,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,79.07,0,84.8,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,9,0,0,0,20.76,134.99,29,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,25.99,37.18,37.18,7.7,19.25,2065.4900000000002

96,23:45-24:00,0,54.14,0,25.1,0.91,0,0,30.74,0,0,144.38,0,0,0,0,0,83.24,0,80.63,0,0,0,12.51,0,144.38,48.12,0,0,0,81.81,27.91,0,143.17,0,0,6.74,0,0,0,81.81,9,0,0,0,20.76,134.99,29,15.02,43.75,134.75,224.98,24.79,48.12,44.28,12.4,96.25,105.88,28.63,26.13,37.18,37.18,7.7,19.25,2065.63

