Time,Block,NR/2023/17423/C,NR/2023/17413/C,NR/2023/17421/C,NR/2023/16073/A,NR/2023/17403/C,NR/2023/17397/D,NR/2023/13383/A,NR/2023/16291/F,NR/2023/17415/C,NR/2023/13148/A,NR/2023/16185/A,NR/2023/13385/A,NR/2023/16077/A,NR/2023/17414/C,NR/2023/13254/A,NR/2023/17410/C,NR/2023/13168/A,NR/2023/17411/C,NR/2023/13150/A,NR/2023/15770/A,NR/2023/13387/A,NR/2023/17396/D,NR/2023/13253/A,NR/2023/13165/A,NR/2023/16191/A,Total
91,22:30-22:45,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,68.630000,36.470000,38.660000,50.020000,85.930000,7.070000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1365.81

92,22:45-23:00,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,91.830000,36.470000,38.660000,50.020000,85.930000,7.070000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1389.01

93,23:00-23:15,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,62.830000,36.470000,38.660000,50.020000,85.930000,6.050000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1358.99

94,23:15-23:30,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,45.430000,36.470000,38.660000,50.020000,85.930000,6.050000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1341.59

95,23:30-23:45,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,45.430000,36.470000,38.660000,50.020000,85.930000,6.050000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1341.59

96,23:45-24:00,338.310000,96.660000,193.320000,0.000000,0.000000,112.610000,36.830000,0.770000,45.430000,36.470000,38.660000,50.020000,85.930000,6.050000,19.610000,0.000000,34.800000,7.660000,63.020000,62.830000,0.000000,0,48.330000,22.230000,42.050000,1341.59

