Block,Time,LT-05,SH-07,L_NR_2012_04,L_NR_2012_07,LT-31,L_NR_2020_02,L_NR_2019_19,LT_MEJA_Delhi,LT-35,LT-59,L_NR_2012_02,SH-06,LT-36,L_NR_2023_04,L_NR_2019_11,L_NR_2012_01,L_NR_2022_09,L_NR_2020_06,L_NR_2021_14,L_NR_2022_08,L_NR_2018_61,L_NR_2021_16,L_NR_2020_05,L_NR_2019_07,L_NR_2019_06,L_NR_2021_15,L_NR_2021_12,L_NR_2022_10,L_NR_2019_05,L_NR_2020_07,L_NR_2021_17,L_NR_2021_13
92,22:45-23:00,66.390000,0.000000,232.030000,87.210000,0.000000,6.140000,0.000000,2.980000,0.000000,5.290000,261.620000,0.000000,0.000000,0.000000,5.990000,101.270000,72.51,39.2,0,10.06,9.35,0,117.61,0,0,0,0,72.51,0,39.21,0,0

93,23:00-23:15,66.390000,0.000000,232.030000,87.210000,0.000000,5.950000,0.000000,2.980000,0.000000,5.130000,261.620000,0.000000,0.000000,0.000000,5.990000,101.270000,72.62,39.25,0,10.21,9.12,0,117.74,0,0,0,0,72.62,0,39.24,0,0

94,23:15-23:30,66.390000,0.000000,232.030000,87.210000,0.000000,5.950000,0.000000,2.980000,0.000000,5.130000,261.620000,0.000000,0.000000,0.000000,5.990000,101.270000,72.53,39.29,0,8.62,8.94,0,117.86,0,0,0,0,72.53,0,39.29,0,0

95,23:30-23:45,66.390000,0.000000,232.030000,87.210000,0.000000,5.950000,0.000000,2.980000,0.000000,5.130000,261.620000,0.000000,0.000000,0.000000,5.990000,101.270000,72.62,39.32,0,8.41,8.65,0,117.96,0,0,0,0,72.62,0,39.31,0,0

96,23:45-24:00,66.390000,0.000000,232.030000,87.210000,0.000000,5.950000,0.000000,2.980000,0.000000,5.130000,261.620000,0.000000,0.000000,0.000000,5.990000,101.270000,72.35,39.33,0,8.45,8.5,0,118,0,0,0,0,72.35,0,39.33,0,0

