Column1,Time,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,GNA/WR/2025/03/01/6406,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/01/01/8625,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/1906,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/4651,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/6891,NR/01102023/22052037/LT-59,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668
76,18:45-19:00,1.45,11.81,0,114.79,14.4,86.57,50,50,31.51,99.99,100,30.78,31.51,259.72,0.04,0,43.19,0.04,0,0.04,1.54,22.96,271.38,3.68,22.96,0,1.39,7.8,12.17,36.49,14,0,0,41.33,0,41.34,0,12.17,1,0,0,0,0.23,0,1.17,0,0.38

77,19:00-19:15,1.53,11.81,0,114.79,14.4,86.57,50,50,31.46,99.99,100,31.29,31.46,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7.2,12.17,36.49,10.34,0,0,43.33,0,43.34,0,12.17,0,0,0,0,0.13,0,0.66,0,0

78,19:15-19:30,1.53,11.81,0,114.79,14.4,86.57,50,50,31.46,99.99,100,31.29,31.46,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,12.17,36.49,10.34,0,0,45.33,0,45.34,0,12.17,0,0,0,0,0.06,0,0.29,0,0

79,19:30-19:45,1.38,11.81,0,114.79,14.4,86.57,50,50,31,99.99,100,31.29,31,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,16.5,49.5,10.34,0,0,47.33,0,47.34,0,16.5,0,0,0,0,0.02,0,0.07,0,0

80,19:45-20:00,1.38,11.81,0,114.79,14.4,86.57,50,50,31,99.99,100,31.29,31,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,16.83,50.51,10.34,0,0,49.33,0,49.34,0,16.83,0,0,0,0,0,0,0,0,0

81,20:00-20:15,1.31,11.81,0,114.79,14.4,86.57,50,75,31,99.99,100,31.29,0,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.17,51.49,15,0,0,48.33,0,48.34,0,17.17,0,0,0,0,0,0,0,0,0

82,20:15-20:30,1.31,11.81,0,114.79,14.4,86.57,50,75,31,99.99,100,31.29,0,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.33,52.01,14.66,0,0,47,0,47,0,17.33,0,0,0,0,0,0,0,0,0

83,20:30-20:45,1.15,11.81,0,114.79,14.4,86.57,50,75,32,99.99,100,31.29,2.79,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.83,53.51,14,0,0,38.33,0,38.34,0,17.83,0,0,0,0,0,0,0,0,0

84,20:45-21:00,1.15,11.81,0,114.79,14.4,86.57,50,75,32,99.99,100,31.29,2.79,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,18,54,13.34,0,0,39.33,0,39.34,0,18,0,0,0,0,0,0,0,0,0

85,21:00-21:15,1.15,13.21,0,114.79,14.4,86.57,50,75,32,99.99,100,31.29,25.83,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.83,53.51,13.34,0,0,40,0,40,0,17.83,0,0,0,0,0,0,0,0,0

86,21:15-21:30,1.15,14.64,0,114.79,14.4,86.57,50,75,32,99.99,100,31.29,25.83,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.67,52.99,13.34,0,0,41,0,41,0,17.67,0,0,0,0,0,0,0,0,0

87,21:30-21:45,1.31,15.77,0,114.79,14.4,86.57,50,75,32,99.99,100,31.29,25.83,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.67,52.99,13.34,0,0,42.33,0,42.34,0,17.67,0,0,0,0,0,0,0,0,0

88,21:45-22:00,1.31,17.28,0,114.79,14.4,86.57,50,75,32,99.99,100,31.29,25.83,259.72,0,0,43.19,0,0,0,1.49,22.96,271.38,3.76,22.96,0,1.39,7,17.67,52.99,13.66,0,0,43.33,0,43.34,0,17.67,0,0,0,0,0,0,0,0,0

89,22:00-22:15,1.35,17.28,0,114.79,14.4,86.57,50,75,32,99.99,100,30.78,25.83,259.72,0,190.26,43.19,0,0,0,1.44,22.96,271.38,3.68,22.96,63.42,1.39,7,17,51,13.66,0,0,43.33,0,43.34,0,17,0,0,0,0,0,0,0,0,0

90,22:15-22:30,1.35,17.28,0,114.79,14.4,86.57,50,75,32,99.99,100,30.78,2.79,259.72,0,190.26,43.19,0,0,0,1.44,22.96,271.38,3.68,22.96,63.42,1.39,7,16.17,48.49,13.66,0,0,42.67,0,42.66,0,16.17,0,0,0,0,0,0,0,0,0

91,22:30-22:45,1.35,17.28,0,114.79,14.4,86.57,50,75,32,99.99,100,30.78,2.79,259.72,0,190.26,43.19,0,0,0,1.44,22.96,271.38,3.68,22.96,63.42,1.39,7,15.5,46.5,13.34,0,0,41.67,0,41.66,0,15.5,0,0,0,0,0,0,0,0,0

92,22:45-23:00,1.35,17.28,0,114.79,14.4,86.57,50,75,32,99.99,100,30.28,2.79,259.72,0,190.26,43.19,0,0,0,1.44,22.96,271.38,3.68,22.96,63.42,1.39,7,14.83,44.51,13,0,0,41.33,0,41.34,0,14.83,0,0,0,0,0,0,0,0,0

93,23:00-23:15,1.35,17.28,0,114.79,14.4,86.57,50,75,32,99.99,0,31.29,2.79,259.72,0,190.26,29.73,0,0,0,1.35,14.9,271.38,3.68,14.9,63.42,1.39,7,14.5,43.5,13,0,0,41,0,41,0,14.5,0,0,0,0,0,0,0,0,0

94,23:15-23:30,1.35,17.28,0,114.79,14.4,86.57,50,75,32,99.99,0,31.29,25.83,259.72,0,190.26,27.83,0,0,0,1.35,14.9,271.38,3.68,14.9,63.42,1.39,7,14,42,12.66,0,0,40.67,0,40.66,0,14,0,0,0,0,0,0,0,0,0

95,23:30-23:45,1.35,17.28,0,114.79,14.4,86.57,50,75,26.99,99.99,0,31.29,26.99,259.72,0,190.26,26.91,0,0,0,1.35,14.9,271.38,3.68,14.9,63.42,1.39,7,13.67,40.99,12.66,0,0,40.67,0,40.66,0,13.67,0,0,0,0,0,0,0,0,0

96,23:45-24:00,1.35,17.28,0,114.79,14.4,86.57,50,75,26.99,99.99,0,31.29,26.99,259.72,0,190.26,24.63,0,0,0,1.35,14.9,271.38,3.68,14.9,63.42,1.39,7,13.17,39.49,12.66,0,0,40.67,0,40.66,0,13.17,0,0,0,0,0,0,0,0,0

