Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2594,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/16/1380,GNA/NR/2025/02/01/5886,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,GNA/NR/2025/02/16/1676,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/2143,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12
79,19:30-19:45,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,12.81,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,28.26,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,12.61,0,7,13.34,21,6.67,7,0,13.33,0,200,260.1,50,0,75,0,8.65,100.14,271.78,114.98,0,86.7,1.38,28.26,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,12.61,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,27.76,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,12.61,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,27.76,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,12.41,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,27.76,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,12.41,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,27.76,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,8.4,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,28.26,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,8,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,28.26,0.62,27,27,22.11,23.07,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,7.8,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,28.26,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,7.6,0,7,14.34,21,6.67,7,0,14.33,0,150,260.1,50,0,75,0,8.65,100.14,271.78,65.98,0,86.7,1.47,28.26,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,7.4,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,28.26,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,28.26,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,28.26,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0.92,50,8.65,23.07,1.25,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,28.26,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0.92,50,8.65,23.07,1.2,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,27.25,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0.92,50,8.65,23.07,1.2,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,27.25,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0.92,50,8.65,23.07,1.2,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,27.25,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0.92,50,8.65,23.07,1.2,0,0,7,0,7,14.34,21,6.67,7,0,14.33,0,150,195.34,50,0,75,7.93,8.65,100.14,271.78,70.12,23.78,64.04,1.47,27.25,0.62,27,26.99,22.11,23.07,0,0,0,0,0,0,0

