Block,Time,BSIUL,URI2,NJPC,NAPP,KISHANGANGA,JHAJJAR,URI,RAMPUR,DULHASTI,RAPPC,ANTA_RF,RIHAND3,SALAL,UNCHAHAR3,AURY_RF,RIHAND2,DHAULIGNGA,DADRI_CRF,SINGRAULI_HYDRO,DADRI_GF,UNCHAHAR1,AURY_CRF,DADRT2,CHAMERA2,TEHRI,KOLDAM,ANTA_CRF,TANDA2,RAPPB,CHAMERA3,ANTA_LF,DADRI_RF,DADRI_LF,AURY_GF,CHAMERA1,RIHAND1,FSTPP I & II,KSTPS I&II,LARA-I,BRBCL,GANDHAR-RLNG,KAWAS-NAPM,VSTPS III,KAWAS-zLIQ,TAPS-II,GANDHAR-APM,GANDHAR-NAPM,VSTPS II,SEWA2,ANTA_GF,KHSTPP-II,TALA,KAWAS-RLNG,KHARGONE-I,SIPAT I,KAWAS-ComGas,PARBATI3,KHSTPP-I,GADARWARA-I,VSTPS IV,SINGRAULI,RSTPSU7,NLCTS2EXP,NLCIIST1,TANAKPUR,KGSU3AND4,KGSU1AND2,SIMHST2,KUDGI,UNCHAHAR4,UNCHAHAR2,TALST2,NLCIIST2,VALLURNTECL,GANDHAR-ComGas,AURY_LF,KSTPS7,SOLAPUR,MOUDA,SIPAT II,VSTPS I,SASAN,KAPS,KAWAS-APM,VSTPS V,NLCEXP,MAPS,NNTPP,KOTESHWR,MOUDA_II,RSTPSU1TO6,NTPL,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,48.920227,2.777447,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,28.653752,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,24.626090,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.017182,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,34.343804,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.11,3.64,1.55,0,0,0,0,0

84,20:45-21:00,12.626551,33.781225,121.796158,21.606281,2.457837,424.789535,48.920227,2.348576,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,19.102501,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,24.626090,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.018256,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,34.343804,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.88,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.292598,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.565174,3.382812,5.11,3.64,1.55,0,0,0,0,0

85,21:00-21:15,12.626551,33.781225,121.796158,21.606281,2.457837,424.789535,48.920227,2.348576,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,19.102501,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,24.626090,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.019331,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.81,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,332.699738,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.565174,3.382812,5.11,3.64,1.55,0,0,0,0,0

86,21:15-21:30,12.626551,33.781225,121.796158,21.606281,2.457837,424.789535,48.920227,2.348576,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,19.102501,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,24.626090,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.020404,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.81,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,332.699738,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.565174,3.382812,5.11,3.64,1.55,0,0,0,0,0

87,21:30-21:45,12.626551,33.781225,121.796158,21.606281,2.457837,430.125459,48.920227,2.348576,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,19.102501,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,23.328525,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.81,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,332.699738,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.565174,3.382812,5.11,3.64,1.55,0,0,0,0,0

88,21:45-22:00,12.626551,33.781225,121.796158,21.606281,2.457837,430.125459,48.920227,2.348576,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,28.653752,0.000000,1.016347,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,23.328525,0.000000,0.000000,40.601245,90.858439,16.867383,2.344256,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,126.230015,1.87,0.85,0.81,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,332.699738,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.565174,3.382812,5.11,3.64,1.55,0,0,0,0,0

89,22:00-22:15,18.939827,33.781225,146.155390,21.606281,2.513697,430.125459,48.920227,2.777447,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,28.653752,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,23.328525,0.000000,0.000000,40.601245,90.858439,16.867383,2.411306,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,131.348715,1.87,0.85,0.85,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.41,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,332.699738,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.11,3.64,1.55,0,0,0,0,0

90,22:15-22:30,18.939827,33.781225,146.155390,21.606281,2.513697,430.125459,48.920227,2.777447,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,28.653752,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,23.328525,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,132.203292,1.87,0.85,0.86,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.42,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,332.699738,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.11,3.64,1.55,0,0,0,0,0

91,22:30-22:45,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,48.920227,2.777447,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,28.653752,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,23.328525,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,31.282686,2.013006,2.585197,132.203292,1.87,0.85,0.86,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.42,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,335.797710,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.11,3.64,1.55,0,0,0,0,0

92,22:45-23:00,18.939827,33.781225,146.155390,21.606281,2.513697,424.789535,48.920227,2.777447,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,18.615869,116.260677,28.653752,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,23.328525,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,3.345001,31.282686,2.013006,2.585197,132.203292,1.87,0.85,0.82,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,24.769884,3.382812,5.11,3.64,1.55,0,0,0,0,0

93,23:00-23:15,18.939827,33.781225,109.271371,21.606281,2.457837,424.789535,48.920227,2.103508,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,47.514869,116.260677,19.102501,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,43.557825,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,32.084160,2.013006,2.585197,132.203292,1.87,0.85,0.82,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,16.786203,3.382812,5.11,3.64,1.55,0,0,0,0,0

94,23:15-23:30,18.939827,33.781225,98.620371,21.606281,2.457837,424.789535,48.920227,1.899283,51.927025,56.844293,8.987863,121.876716,51.490312,24.917296,47.514869,116.260677,8.997555,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,52.227525,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.412459,0.000000,16.056009,32.159770,2.013006,2.585197,132.203292,1.87,0.85,0.82,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,16.786203,3.382812,5.11,3.64,1.55,0,0,0,0,0

95,23:30-23:45,18.939827,33.781225,64.103242,21.606281,2.457837,424.789535,48.920227,1.238960,51.927025,56.844293,13.481794,121.876716,51.490312,24.917296,47.514869,116.260677,0.000000,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,52.227525,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.544849,0.000000,16.056009,32.159770,2.013006,2.585197,132.203292,1.87,0.85,0.82,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,16.786203,3.382812,5.11,3.64,1.55,0,0,0,0,0

96,23:45-24:00,18.939827,33.781225,42.998482,21.606281,2.457837,424.789535,48.920227,0.830511,51.927025,56.844293,13.481794,121.876716,51.490312,24.917296,47.514869,116.260677,0.000000,0.000000,1.035891,0.000000,20.235369,0.000000,664.050759,42.033750,28.381610,4.099670,0.000000,2.350548,0.000000,30.545986,0.000000,52.227525,0.000000,0.000000,40.601245,90.858439,16.867383,2.417513,4.101852,14.449498,0.021478,0.000000,1.887764,0.000000,2.690880,0.000000,0.000000,1.871655,16.548590,0.000000,142.101802,0.000000,0.019088,3.412459,3.568261,0.000000,3.345001,32.159770,2.013006,2.585197,132.203292,1.87,0.85,0.82,1.480785,2.10,1.92,1.78,5.99,1.361336,41.947839,2.92,0.40,2.29,0.000000,0.000000,1.240894,3.412458,1.866975,0.900795,2.265936,336.167618,0.799115,0.000000,1.278811,1.71,0.23,0.19,16.786203,3.382812,5.11,3.64,1.55,0,0,0,0,0

