Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/8090,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/9821,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/6566,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/7119,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/16/2535,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/7908,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19
81,20:00-20:15,8.5,8.8,4.94,29.26,23.28,0,2.42,0,6.39,6.77,24.19,115.66,273.62,23.28,17.5,223.54,0,86.03,96.77,0,0,31,0,0,0,0,0,81.29,0,9.84,29.5,0,0,0,0,8,9.83,0,31,0,0,7,0

82,20:15-20:30,8.5,8.8,4.94,29.26,23.28,0,2.42,0,6.39,6.77,24.19,115.66,273.62,23.28,17.5,223.54,0,86.03,96.77,0,0,31,0,0,0,0,0,81.29,0,10,30,0,0,0,0,7.66,10,0,31,0,0,7,0

83,20:30-20:45,8.5,8.8,4.94,29.26,23.28,4.38,2.42,0,6.39,6.07,24.19,115.66,273.62,23.28,17.5,223.54,0,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,8.34,25,0,0,0,0,6.66,8.33,0,23.33,0,0,7,0

84,20:45-21:00,8.5,8.8,4.94,28.26,23.28,4.38,2.42,0,6.39,6.07,24.19,115.66,273.62,23.28,17.5,223.54,0,86.03,96.77,0,0,22.33,0,0,0,0,0,81.29,0,8.34,25,0,0,0,0,6.66,8.33,0,22.33,0,0,7,0

85,21:00-21:15,8.5,8.8,4.94,27.75,26.87,3.52,2.42,0,6.23,6.07,24.19,115.66,273.62,26.87,17.5,223.54,0,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,8.66,26,0,0,0,0,6.66,8.67,0,23.33,0,0,7,0

86,21:15-21:30,8.5,8.8,4.94,27.25,26.87,3.52,2.42,0,6.23,6.07,24.19,115.66,273.62,26.87,17.5,223.54,0,86.03,96.77,0,0,22.67,0,0,0,0,0,81.29,0,8.66,26,0,0,0,0,6.66,8.67,0,22.67,0,0,7,0

87,21:30-21:45,8.5,8.8,4.94,26.74,26.87,3.52,2.42,0,6.23,6.07,24.19,115.66,273.62,26.87,17.5,223.54,0,86.03,96.77,0,0,22.33,0,0,0,0,0,81.29,0,8.66,26,0,0,0,0,6.66,8.67,0,22.33,0,0,7,0

88,21:45-22:00,8.5,8.8,4.94,26.74,26.87,3.52,2.42,0,6.23,6.07,24.19,115.66,273.62,26.87,17.5,223.54,0,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,8.34,25,0,0,0,0,6.66,8.33,0,23.33,0,0,7,0

89,22:00-22:15,8.41,8.8,4.74,27.25,24.08,3.52,2.42,0,6.08,5.91,24.19,115.66,273.62,24.08,17.5,223.54,163.3,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,8.16,24.5,0,0,0,0,6.66,8.17,0,23.33,0,0,7,0

90,22:15-22:30,8.41,8.8,4.74,27.25,24.08,3.52,2.42,0,6.08,5.91,24.19,115.66,273.62,24.08,17.5,223.54,163.3,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,8.16,24.5,0,0,0,0,6.66,8.17,0,23.33,0,0,7,0

91,22:30-22:45,8.41,8.8,4.74,28.26,24.08,3.52,2.42,0,6.08,5.91,24.19,115.66,273.62,24.08,17.5,223.54,163.3,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,8,24,0,0,0,0,6.66,8,0,23.33,0,0,7,0

92,22:45-23:00,8.41,8.8,4.74,28.26,24.08,3.52,2.42,0,6.08,5.91,24.19,115.66,273.62,24.08,17.5,223.54,163.3,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,7.84,23.5,0,0,0,0,6.66,7.83,0,23.33,0,0,7,0

93,23:00-23:15,8.23,8.8,4.56,27.75,24.08,3.52,2.42,0,5.92,5.91,24.19,115.66,273.62,24.08,17.5,223.54,163.3,86.03,96.77,0,0,23.33,0,0,0,0,0,81.29,0,7.5,22.5,0,0,0,0,6.66,7.5,0,23.33,0,0,7,0

94,23:15-23:30,8.23,8.8,4.56,27.75,24.08,3.52,2.42,0,5.92,5.91,24.19,115.66,273.62,24.08,17.5,223.54,163.3,86.03,96.77,0,0,23,0,0,0,0,0,81.29,0,7.5,22.5,0,0,0,0,6.66,7.5,0,23,0,0,7,0

95,23:30-23:45,8.23,8.8,4.56,27.75,18.98,3.52,2.42,0,5.92,5.91,24.19,115.66,273.62,18.98,17.5,223.54,163.3,86.03,96.77,0,0,21.67,0,0,0,0,0,81.29,0,7.34,22,0,0,0,0,7.34,7.33,0,21.67,0,0,7,0

96,23:45-24:00,8.23,8.8,4.56,27.75,18.98,3.52,2.42,0,5.92,5.91,24.19,115.66,273.62,18.98,17.5,223.54,163.3,86.03,96.77,0,0,20.67,0,0,0,0,0,81.29,0,7.16,21.5,0,0,0,0,7.34,7.17,0,20.67,0,0,7,0

