Block,Time,L_NR_2021_14,L_NR_2020_06,L_NR_2022_10,L_NR_2019_05,L_NR_2019_06,L_NR_2018_61,L_NR_2020_07,L_NR_2022_09,L_NR_2021_13,L_NR_2020_05,L_NR_2022_08,L_NR_2019_07,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2021_12,LT-59,L_NR_2019_11,SH-07,L_NR_2012_07,SH-06,L_NR_2019_19,L_NR_2012_02,LT-36,L_NR_2023_04,LT-31,LT_MEJA_Delhi,LT-05,LT-35,L_NR_2012_01,L_NR_2020_02,L_NR_2012_04
92,22:45-23:00,0,34.83,71.54,0,0,30.56,34.85,71.54,0,104.5,34.01,0,0,0,0,0,9.190000,8.850000,30.970000,87.290000,0.000000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.630000,132.770000

93,23:00-23:15,0,34.9,71.53,0,0,29.67,34.9,71.53,0,104.69,34.12,0,0,0,0,0,9.190000,8.470000,30.970000,87.290000,0.000000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.350000,132.770000

94,23:15-23:30,0,34.91,71.56,0,0,29.14,34.91,71.56,0,104.74,34.15,0,0,0,0,0,9.190000,8.470000,30.970000,87.290000,0.000000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.350000,132.770000

95,23:30-23:45,0,34.23,71.6,0,0,28.48,34.21,71.6,0,102.68,34.26,0,0,0,0,0,9.190000,8.470000,30.970000,87.290000,0.000000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.350000,132.770000

96,23:45-24:00,0,34.38,71.43,0,0,28.08,34.37,71.43,0,103.13,34.41,0,0,0,0,0,9.190000,8.470000,30.970000,87.290000,0.000000,0.000000,261.640000,0.000000,0.000000,0.000000,3.840000,116.160000,0.000000,101.370000,11.350000,132.770000

