Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2025/08/01/6475,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/1196,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/6187,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/4125,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/3698,GNA/NR/2025/07/01/8128,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2952,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/09/3786,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1044
67,16:30-16:45,25.79,61.67,21.01,61.66,25.55,46.19,39.39,25.79,77.38,109.43,43,0,36,40,20,21.89,20,32.37,33,8,20.71,6.85,24,19.2,8.86,8.86,9.12,95.98,8,-0,95.98,8,6.68,10.71,4.4,10.84,70,47.99,24,15.21,149.26,0,18.47,26.24,37.93,26.95,26.95,50.67,7.91,54.06,3.19

68,16:45-17:00,25.48,60,20.81,60,25.68,40.3,34.04,25.48,76.41,95.97,37,0,31,37,19,19.19,18,26.52,33,5,20.71,5.71,24,19.2,7.39,7.39,9.12,95.98,8,-0,95.98,8,6.68,10.71,4.4,10.84,70,47.99,24,15.21,149.26,0,18.47,26.24,37.93,26.95,26.95,50.67,7.91,54.06,3.19

69,17:00-17:15,24.89,58.33,22.01,58.34,24.86,34.57,29.24,24.89,74.67,83.14,27,0,25,30,16,16.63,15,20.93,33,2,20.71,4.91,24,19.2,6.35,6.35,9.12,95.98,8,-0,95.98,8,6.46,10.71,2.02,10.46,70,47.99,24,15.21,149.26,0,18.47,26.24,38.39,26.95,26.95,52.79,8.38,53.75,3.19

70,17:15-17:30,24.37,56.67,21.81,56.66,23.63,27.09,24.45,24.37,73.11,70.33,22,0,21,23,12,14.07,12,15.63,33,0,20.71,4.16,24,19.2,5.37,5.37,9.12,95.98,8,-0,95.98,8,6.46,10.71,2.02,10.46,70,47.99,24,15.21,149.26,0,18.47,26.24,38.39,26.95,26.95,52.79,8.38,53.75,3.19

71,17:30-17:45,23.78,58.67,17.01,58.66,22.14,21.81,17.5,23.78,71.32,57.52,17,0,16,20,9,11.51,10,10.89,33,0,20.71,3.4,24,19.2,4.41,4.41,9.12,95.98,8,-0,95.98,8,6.41,10.71,2.02,10.46,70,47.99,24,15.21,149.26,0,18.47,26.24,38.39,26.95,26.95,52.79,8.38,53.75,3.19

72,17:45-18:00,23.04,55,16.61,55,20.55,13.89,13.23,23.04,69.11,45.27,13,0,12,17,7,9.05,9,6.98,27.94,0,20.71,2.49,24,19.2,3.23,3.23,9.12,95.98,8,-0,95.98,8,6.41,10.71,2.02,10.46,70,47.99,24,15.21,149.26,0,18.47,26.24,38.39,26.95,26.95,52.79,8.38,53.75,3.19

73,18:00-18:15,19.11,53.38,11,53.38,19.76,9.25,10.56,19.11,57.32,35.29,10,0,9,13,5,7.06,7,0,0,0,20.71,1.88,24,0,2.43,2.43,9.12,47.99,8,-0,95.98,8,8.46,10.71,6.52,10.46,70,47.99,24,0,149.26,86.38,18.47,26.75,38.39,26.17,30,52.79,8.84,53.75,3.7

74,18:15-18:30,18.69,52.36,10.8,52.35,19.15,5.39,7.89,18.69,56.09,26.18,7,0,7,9,3,5.24,5,0,0,0,20.71,1.4,24,0,1.81,1.81,9.12,47.99,8,-0,95.98,8,9.66,10.71,6.52,10.46,70,47.99,24,0,149.26,86.38,18.47,26.24,38.39,26.17,30,71.98,8.84,72.31,3.7

75,18:30-18:45,21.41,51.57,9.4,51.58,20.46,2.12,5.23,21.41,64.2,17.22,3,0,4,6,1,3.44,3,0,0,0,20.71,0,24,0,0,0,9.12,47.99,8,-0,95.98,8,9.66,10.71,6.52,10.46,70,47.99,24,0,149.26,86.38,18.47,26.24,38.39,26.17,30,99.99,8.84,72.31,3.7

76,18:45-19:00,20.24,50.63,8.4,50.64,19.86,0,2.56,20.24,60.73,9.63,2,0,3,3,1,1.93,2,0,0,0,20.71,0,24,0,0,0,9.12,47.99,8,-0,95.98,8,9.66,10.71,6.52,10.46,70,47.99,24,0,149.26,86.38,18.47,26.75,38.39,21.64,30,99.99,8.84,72.31,3.7

77,19:00-19:15,19.22,49.58,8.01,49.58,24.13,0,1.44,19.22,57.68,2.2,1,0,1,1,0,0.44,1,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,9.66,10.71,6.52,10.46,70,47.99,24,0,149.26,86.38,18.65,27.76,37.43,21.64,30,52.79,9.31,54.71,3.7

78,19:15-19:30,18.22,48.45,8.01,48.44,22.38,0,0.64,18.22,54.66,0.97,0,0,0,0,0,0.2,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,9.66,10.71,6.52,10.46,70,47.99,24,0,149.26,86.38,18.65,27.76,37.43,21.64,30,52.79,9.31,54.71,3.7

79,19:30-19:45,17.07,47.21,8.01,47.21,20.53,0,0.16,17.07,51.22,0.25,0,0,0,0,0,0.05,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,27.76,37.43,21.64,30,52.79,9.31,54.71,3.7

80,19:45-20:00,15.78,46.06,8.01,46.05,18.68,0,0,15.78,47.34,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,27.76,37.43,21.64,30,52.79,9.31,54.71,3.7

81,20:00-20:15,19.95,48.4,8.41,48.4,17.49,0,0,19.95,59.86,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,25.74,55.3,21.64,30,52.79,8.84,84.58,3.7

82,20:15-20:30,19.32,46.53,8.81,46.53,16.6,0,0,19.32,57.94,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,25.74,55.3,21.64,30,52.79,8.84,84.58,3.7

83,20:30-20:45,22.51,54.45,8.81,54.46,22.46,0,0,22.51,67.55,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,24.72,66.73,21.64,30,99.99,8.84,102.18,3.7

84,20:45-21:00,21.71,52.98,8.81,52.98,21.5,0,0,21.71,65.14,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,24.72,66.73,21.64,30,99.99,8.84,102.18,3.7

85,21:00-21:15,21.2,52.28,8.61,52.28,20.69,0,0,21.2,63.62,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,24.72,55.3,21.64,30,99.99,8.38,102.18,3.7

86,21:15-21:30,20.81,51.88,8.61,51.89,19.94,0,0,20.81,62.42,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,24.72,55.3,21.64,30,99.99,8.38,102.18,3.7

87,21:30-21:45,20.4,51.61,8.61,51.6,19.3,0,0,20.4,61.19,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,24.72,55.3,21.64,30,99.99,8.38,102.18,3.7

88,21:45-22:00,20.12,51.36,8.61,51.37,18.72,0,0,20.12,60.34,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.65,24.72,55.3,21.64,30,99.99,8.38,102.18,3.7

89,22:00-22:15,19.17,46.58,8.61,46.57,18.05,0,0,19.17,57.49,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.47,23.72,55.3,21.64,30,99.99,8.09,102.18,3.7

90,22:15-22:30,18.33,46.98,8.21,46.99,17.41,0,0,18.33,55.01,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.47,23.72,55.3,21.64,30,99.99,8.09,102.18,3.7

91,22:30-22:45,17.5,47.45,9.01,47.46,16.8,0,0,17.5,52.5,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.47,24.72,55.3,21.64,30,71.2,7.86,83.61,3.7

92,22:45-23:00,16.67,47.93,9.01,47.92,16.18,0,0,16.67,49.99,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.47,24.72,55.3,21.64,30,52.79,7.86,83.61,3.7

93,23:00-23:15,16.33,47.8,12.01,47.79,16.23,0,0,16.33,49.01,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.28,24.72,55.3,26.17,30,52.79,7.45,102.18,3.7

94,23:15-23:30,16.18,47.41,11.61,47.41,16.2,0,0,16.18,48.54,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.28,24.72,55.3,26.17,30,52.79,7.45,102.18,3.7

95,23:30-23:45,15.87,46.91,11.01,46.91,16.16,0,0,15.87,47.59,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.28,24.72,55.3,26.17,30,52.79,7.45,102.18,3.7

96,23:45-24:00,15.91,46.38,10.41,46.37,16.1,0,0,15.91,47.75,0,0,0,0,0,0,0,0,0,0,0,20.71,0,24,0,0,0,16.59,47.99,14.54,-0,95.98,14.54,12.62,10.71,8.49,10.46,70,47.99,24,0,149.26,86.38,18.28,24.72,55.3,26.17,30,52.79,7.45,102.18,3.7

