Time,Block,NR/2023/13704/A,NR/2023/14114/F,NR/2023/14113/F,NR/2023/14316/C,NR/2023/13983/F,NR/2023/11205/A,NR/2023/14120/F,NR/2023/14294/D,NR/2023/11315/A,NR/2023/11954/A,NR/2023/14136/F,NR/2023/14301/C,NR/2023/13283/A,NR/2023/13859/A,NR/2023/13573/A,NR/2023/14116/F,NR/2023/11458/A,NR/2023/14119/F,NR/2023/11892/A,NR/2023/11697/A,NR/2023/14121/F,NR/2023/11739/A,NR/2023/13983/F/II,NR/2023/11469/A,NR/2023/13858/A,NR/2023/14118/F,NR/2023/11470/A,NR/2023/11203/A,NR/2023/14284/D,NR/2023/13573/A/II,NR/2023/14115/F,NR/2023/13284/A,NR/2023/14307/C,NR/2023/12646/A,NR/2023/14117/F,NR/2023/11328/A,NR/2023/11204/A,NR/2023/11325/A,NR/2023/14285/D,NR/2023/11264/A,NR/2023/13283/A/II,NR/2023/13704/A/II,NR/2023/14187/F,NR/2023/14295/C,NR/2023/11654/A,ER/2023/8735/C,NR/2023/14286/D,NR/2023/14288/D,NR/2023/14289/D,Total
44,10:45-11:00,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,13.630000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,4.21,66,154,1525.71

45,11:00-11:15,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,13.630000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,6.8,66,154,1528.3

46,11:15-11:30,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,13.630000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,7.5,66,154,1529

47,11:30-11:45,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,13.630000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,5.02,66,154,1526.52

48,11:45-12:00,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,13.630000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,5.83,66,154,1527.33

49,12:00-12:15,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,13.630000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,3.54,66,154,1525.04

50,12:15-12:30,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.480000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,6.86,66,154,1530.21

51,12:30-12:45,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.330000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,9.24,66,154,1534.44

52,12:45-13:00,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.330000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,7.61,66,154,1532.81

53,13:00-13:15,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,6.02,66,154,1529.83

54,13:15-13:30,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,5.35,66,154,1529.16

55,13:30-13:45,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,4.66,66,154,1528.47

56,13:45-14:00,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,90.990000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,4.88,66,154,1528.69

57,14:00-14:15,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,5.13,66,154,1567.59

58,14:15-14:30,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,5.91,66,154,1568.37

59,14:30-14:45,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,8.15,66,154,1570.61

60,14:45-15:00,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,0.000000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,4.63,66,154,1567.09

61,15:00-15:15,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,1.4,60,140,1582.58

62,15:15-15:30,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,1.29,58.5,136.5,1577.47

63,15:30-15:45,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,4.18,57,133,1575.36

64,15:45-16:00,6.780000,0.520000,0.380000,4.840000,0.970000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,6.2,52.8,123.2,1563.38

65,16:00-16:15,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,4.59,48,112,1545.62

66,16:15-16:30,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,1.85,40.8,95.2,1518.88

67,16:30-16:45,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0.89,34.5,80.5,1496.92

68,16:45-17:00,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,24.200000,30.000000,24.200000,142.300000,0.000000,0.970000,106.480000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,15.940000,23.160000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,1.08,30,70,1482.11

69,17:00-17:15,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,0.000000,30.000000,24.200000,142.300000,0.000000,0.970000,48.400000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.700000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,1.45,26.1,60.9,1365.8

70,17:15-17:30,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,0.000000,30.000000,24.200000,142.300000,0.000000,0.970000,48.400000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.700000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,1.08,21,49,1348.43

71,17:30-17:45,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,0.000000,30.000000,24.200000,142.300000,0.000000,0.970000,48.400000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.700000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0.48,15,35,1327.83

72,17:45-18:00,6.780000,0.520000,0.380000,4.840000,0.820000,15.810000,0.610000,38.720000,22.260000,0.000000,0.000000,30.000000,24.200000,142.300000,0.000000,0.970000,48.400000,1.020000,0.000000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.700000,0.000000,0.980000,48.400000,7.740000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0.19,13.5,31.5,1322.54

73,18:00-18:15,6.780000,0.520000,0.380000,4.840000,0.870000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,30.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.880000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,13.5,31.5,1408.16

74,18:15-18:30,6.780000,0.520000,0.380000,4.840000,0.870000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,30.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.880000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,10.5,24.5,1398.16

75,18:30-18:45,6.780000,0.520000,0.380000,4.840000,0.870000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,30.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.880000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,9,21,1393.16

76,18:45-19:00,6.780000,0.520000,0.380000,4.840000,0.870000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,30.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,17.880000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,6,14,1383.16

77,19:00-19:15,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.060000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,3,7,1343.39

78,19:15-19:30,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.060000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,1.8,4.2,1339.39

79,19:30-19:45,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.060000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0.6,1.4,1335.39

80,19:45-20:00,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,38.720000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.980000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.060000,0.000000,0.980000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1333.39

81,20:00-20:15,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.250000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1294.7

82,20:15-20:30,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.250000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1294.7

83,20:30-20:45,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.250000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1294.7

84,20:45-21:00,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,48.400000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.250000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1294.7

85,21:00-21:15,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.440000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1338.45

86,21:15-21:30,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.440000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1338.45

87,21:30-21:45,6.780000,0.520000,0.380000,4.840000,0.920000,15.830000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.440000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1338.45

88,21:45-22:00,6.780000,0.520000,0.380000,4.840000,0.920000,15.870000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,0.000000,0.610000,42.580000,0.000000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,0.000000,18.440000,0.000000,0.930000,48.400000,14.280000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1338.49

89,22:00-22:15,6.780000,0.520000,0.380000,4.840000,0.660000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.260000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,77.920000,18.620000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.68

90,22:15-22:30,6.780000,0.520000,0.380000,4.840000,0.660000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.260000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,77.920000,18.620000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.68

91,22:30-22:45,6.780000,0.520000,0.380000,4.840000,0.660000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.260000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,77.920000,18.620000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.68

92,22:45-23:00,6.780000,0.520000,0.380000,4.840000,0.660000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.000000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.260000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,29.040000,0.950000,77.920000,18.620000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.000000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.68

93,23:00-23:15,6.680000,0.520000,0.380000,4.840000,0.000000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.440000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.870000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,28.600000,0.950000,77.920000,18.710000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.100000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.72

94,23:15-23:30,6.680000,0.520000,0.380000,4.840000,0.000000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.440000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.870000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,28.600000,0.950000,77.920000,18.710000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.100000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.72

95,23:30-23:45,6.680000,0.520000,0.380000,4.840000,0.000000,232.430000,0.610000,0.000000,22.260000,36.520000,0.000000,0.000000,0.000000,142.300000,0.440000,0.970000,91.960000,1.020000,66.700000,33.400000,0.610000,42.580000,0.870000,85.160000,77.440000,0.870000,21.300000,63.160000,45.500000,28.600000,0.950000,77.920000,18.710000,23.160000,0.930000,48.400000,83.250000,24.200000,147.860000,21.590000,0.000000,0.100000,9.680000,18.390000,258.460000,18.000000,0,0,0,1758.72

