Block,Time,KOTESHWR,ANTA_RF,BSIUL,SINGRAULI_HYDRO,AURY_LF,TEHRI,AURY_GF,RIHAND1,DADRI_LF,URI,DHAULIGNGA,ANTA_CRF,TANAKPUR,UNCHAHAR1,DADRI_GF,CHAMERA1,AURY_CRF,RAMPUR,UNCHAHAR3,DADRI_CRF,DULHASTI,RAPPC,URI2,KISHANGANGA,PARBATI3,ANTA_LF,CHAMERA3,ANTA_GF,UNCHAHAR2,SEWA2,SALAL,GANDHAR-NAPM,UNCHAHAR4,AURY_RF,KHSTPP-I,LARA-I,NJPC,CHAMERA2,BRBCL,KAWAS-APM,RIHAND3,KHSTPP-II,RIHAND2,MOUDA_II,DADRI_RF,NAPP,FSTPP I & II,DADRT2,TAPS-II,JHAJJAR,SIPAT I,SOLAPUR,SINGRAULI,SIPAT II,SASAN,RAPPB,KOLDAM,TALA,KAWAS-ComGas,TANDA2,VSTPS II,NLCIIST2,NLCEXP,TALST2,KGSU1AND2,KHARGONE-I,KSTPS I&II,NNTPP,VSTPS I,NTPL,KSTPS7,GANDHAR-RLNG,RSTPSU1TO6,GANDHAR-ComGas,RSTPSU7,VSTPS III,KAWAS-RLNG,NLCTS2EXP,KAWAS-NAPM,VALLURNTECL,MOUDA,KGSU3AND4,SIMHST2,VSTPS IV,GANDHAR-APM,KKNP,MAPS,GADARWARA-I,KAPS,KAWAS-zLIQ,KUDGI,VSTPS V,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,34.334616,0.000000,19.065420,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,1.850212,9.367091,0.000000,40.584386,0.000000,3.934851,9.623897,0.000000,54.814796,62.541305,31.131890,4.068498,36.736688,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,1.657536,0.000000,40.036901,4.072013,127.918589,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,335.419571,1.311170,462.637438,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.92,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

84,20:45-21:00,26.823919,0.000000,6.355140,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,20.136529,0.000000,1.850212,15.160860,0.000000,38.034550,0.000000,3.147881,18.540832,0.000000,54.814796,62.541305,31.131890,4.068498,18.368344,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,102.334871,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,345.048571,1.311170,474.332051,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.92,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

85,21:00-21:15,26.823919,0.000000,6.355140,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,17.510025,0.000000,1.850212,10.788428,0.000000,38.034550,0.000000,3.147881,14.010291,0.000000,54.814796,62.541305,31.131890,4.068498,3.532374,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,102.334871,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,392.201784,1.311170,474.081697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.87,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

86,21:15-21:30,26.823919,0.000000,6.355140,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,8.317262,0.000000,1.850212,10.788428,0.000000,38.034550,0.000000,3.147881,14.010291,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,102.334871,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,421.088784,1.311170,474.081697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.87,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

87,21:30-21:45,26.823919,0.000000,6.355140,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,38.034550,0.000000,3.147881,14.010291,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,102.334871,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,443.235484,1.311170,474.081697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.87,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

88,21:45-22:00,26.823919,0.000000,6.355140,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,38.034550,0.000000,3.147881,14.010291,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,102.334871,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,459.604784,1.311170,474.081697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.87,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

89,22:00-22:15,27.896876,0.000000,19.065420,0.710222,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,15.160860,0.000000,40.584386,0.000000,3.934851,18.540832,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,127.918589,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,526.075986,1.311170,518.606578,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.89,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

90,22:15-22:30,27.896876,0.000000,19.065420,0.710222,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,15.160860,0.000000,40.584386,0.000000,3.934851,18.540832,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,127.918589,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,534.742086,1.311170,518.606578,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.90,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

91,22:30-22:45,27.896876,0.000000,19.065420,0.710222,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,40.584386,0.000000,3.934851,14.010291,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,127.918589,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,534.742086,1.311170,474.081697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.90,1.67,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

92,22:45-23:00,27.896876,0.000000,19.065420,0.710222,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,40.584386,0.000000,3.147881,14.010291,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,102.334871,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,476.191153,1.311170,474.081697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.88,1.67,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

93,23:00-23:15,26.823919,0.000000,12.710280,0.913142,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,15.213820,0.000000,2.360910,14.076132,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,76.751154,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,386.424384,1.311170,425.936697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.88,1.67,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

94,23:15-23:30,26.823919,0.000000,12.710280,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,15.213820,0.000000,2.360910,14.076132,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,76.751154,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,342.833116,1.311170,425.936697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.858043,0.88,1.67,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

95,23:30-23:45,26.823919,0.000000,12.710280,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,15.213820,0.000000,1.573941,14.076132,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,51.167436,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,342.840356,1.311170,425.936697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,5.151506,0.000000,0.000000,3.938161,1.858043,0.88,1.67,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

96,23:45-24:00,26.823919,0.000000,12.604361,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.850212,10.788428,0.000000,14.985613,0.000000,1.494103,14.076132,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,42.681567,17.436898,34.685584,0.000000,2.301331,0.000000,40.036901,4.072013,48.681568,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,342.840356,1.311170,425.936697,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,5.151506,0.000000,0.000000,3.938161,1.858043,0.88,1.67,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

