Column1,Time,GNA/NR/2025/03/01/4651,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/3469,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/8036,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/5143,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/1906,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/6891,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/2563,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14
75,18:30-18:45,6.75,115.26,0.05,6.75,0.05,2.79,1.87,272.49,36.62,100.4,0.05,0,5.91,31.29,32,36.62,260.78,17.35,86.93,0,0,36.62,2.69,50,100,50,0,36.49,13,0,0,12.17,12.17,36,36,0,0.19,12.01,3.28,1,1,9.32,1.87,0,0,0,2

76,18:45-19:00,6.75,115.26,0.04,6.75,0.04,2.79,1.87,272.49,36.62,100.4,0.04,0,5.91,31.29,31,36.62,260.78,17.35,86.93,0,0,36.62,2.69,50,100,50,0,36,11.66,0,0,12,12,36,36,0,0,11.61,0.5,0,0,1.75,0.35,0,0,0,1

77,19:00-19:15,6.75,115.26,0,6.75,0,2.79,1.87,272.49,36.62,100.4,0,0,6.09,31.29,31,36.62,260.78,17.35,86.93,0,0,36.62,2.92,50,100,50,0,36.49,11,0,0,12.17,12.17,41.34,41.33,0,0,11.21,0.17,0,0,0.53,0.11,0,0,0,0

78,19:15-19:30,6.75,115.26,0,6.75,0,2.79,1.87,272.49,36.62,100.4,0,0,6.09,31.29,31,36.62,260.78,17.35,86.93,0,0,36.62,2.92,50,100,50,0,36,10.66,0,0,12,12,41.34,41.33,0,0,11,0,0,0,0.31,0.06,0,0,0,0

79,19:30-19:45,6.75,115.26,0,6.75,0,2.79,1.87,272.49,36.62,100.4,0,0,6.09,31.29,31,36.62,260.78,17.35,86.93,0,0,36.62,2.92,50,100,50,0,37.01,10.34,0,0,12.33,12.33,41.66,41.67,0,0,10.8,0,0,0,0.07,0.02,0,0,0,0

80,19:45-20:00,6.75,115.26,0,6.75,0,2.79,1.87,272.49,36.62,100.4,0,0,6.09,31.29,31,36.62,260.78,17.35,86.93,0,0,36.62,2.92,50,100,50,0,36.49,10,0,0,12.17,12.17,42.34,42.33,0,0,10.4,0,0,0,0,0,0,0,0,0

81,20:00-20:15,6.75,115.26,0,6.75,0,2.79,1.77,272.49,36.62,100.4,0,0,6.27,31.29,0,36.62,260.78,17.35,86.93,0,0,36.62,2.92,50,100,75,0,42,13.2,0,0,14,14,42.66,42.67,0,0,9.6,0,0,0,0,0,0,0,0,0

82,20:15-20:30,6.75,115.26,0,6.75,0,2.79,1.77,272.49,36.62,100.4,0,0,6.27,31.29,0,36.62,260.78,17.35,86.93,0,0,36.62,2.92,50,100,75,0,40.99,13.2,0,0,13.67,13.67,43.34,43.33,0,0,9,0,0,0,0,0,0,0,0,0

83,20:30-20:45,6.75,115.26,0,6.75,0,3.11,1.77,272.49,36.62,100.4,0,0,6.27,31.29,9.25,36.62,260.78,17.35,86.93,0,9.25,36.62,3.07,50,100,75,0,40.01,13.2,0,0,13.33,13.33,43.66,43.67,0,0,8.4,0,0,0,0,0,0,0,0,0

84,20:45-21:00,6.75,115.26,0,6.75,0,3.11,1.77,272.49,36.62,100.4,0,0,6.27,31.29,9.25,36.62,260.78,17.35,86.93,0,9.25,36.62,3.07,50,100,75,0,40.01,13.2,0,0,13.33,13.33,43.66,43.67,0,0,8,0,0,0,0,0,0,0,0,0

85,21:00-21:15,6.75,115.26,0,6.75,0,3.11,1.69,272.49,36.62,100.4,0,0,6.46,31.29,21.85,36.62,260.78,17.35,86.93,0,21.85,36.62,2.92,50,100,75,0,40.01,13.2,0,0,13.33,13.33,45,45,0,0,7.2,0,0,0,0,0,0,0,0,0

86,21:15-21:30,6.75,115.26,0,6.75,0,3.11,1.69,272.49,36.62,100.4,0,0,6.46,31.29,21.85,36.62,260.78,17.35,86.93,0,21.85,36.62,2.92,50,100,75,0,41.51,13.2,0,0,13.83,13.83,44,44,0,0,7,0,0,0,0,0,0,0,0,0

87,21:30-21:45,6.75,115.26,0,6.75,0,2.95,1.69,272.49,36.62,100.4,0,0,6.46,31.29,21.85,36.62,260.78,17.35,86.93,0,21.85,36.62,2.92,50,100,75,0,42.49,13.2,0,0,14.17,14.17,42.66,42.67,0,0,7,0,0,0,0,0,0,0,0,0

88,21:45-22:00,6.75,115.26,0,6.75,0,2.95,1.69,272.49,36.62,100.4,0,0,6.46,31.29,21.85,36.62,260.78,17.35,86.93,0,21.85,36.62,2.92,50,100,75,0,43.5,14.08,0,0,14.5,14.5,41.34,41.33,0,0,7,0,0,0,0,0,0,0,0,0

89,22:00-22:15,6.75,115.26,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,31.29,21.85,36.62,260.78,17.35,86.93,79.27,21.85,36.62,2.84,50,100,75,0,45,12.86,0,0,15,15,40,40,0,0,7,0,0,0,0,0,0,0,0,0

90,22:15-22:30,6.75,115.26,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,31.29,17.05,36.62,260.78,17.35,86.93,79.27,17.05,36.62,2.84,50,100,75,0,45.49,13.3,0,0,15.17,15.17,40,40,0,0,7,0,0,0,0,0,0,0,0,0

91,22:30-22:45,6.75,115.26,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,31.29,17.05,36.62,260.78,17.35,86.93,79.27,17.05,36.62,3.23,50,100,75,0,45,13.73,0,0,15,15,41.34,41.33,0,0,7,0,0,0,0,0,0,0,0,0

92,22:45-23:00,6.75,115.26,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,31.29,17.05,36.62,260.78,17.35,86.93,79.27,17.05,36.62,3.23,50,100,75,0,45,14.18,0,0,15,15,41,41,0,0,7,0,0,0,0,0,0,0,0,0

93,23:00-23:15,6.75,66.13,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,30.78,26.99,36.62,260.78,17.35,86.93,79.27,26.99,36.62,3.07,50,0,75,0,45.49,14.18,0,0,15.17,15.17,40.66,40.67,0,0,7,0,0,0,0,0,0,0,0,0

94,23:15-23:30,6.75,66.13,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,30.28,26.99,36.62,260.78,17.35,86.93,79.27,26.99,36.62,3.07,50,0,75,0,46.01,14.18,0,0,15.33,15.33,40.34,40.33,0,0,7,0,0,0,0,0,0,0,0,0

95,23:30-23:45,6.75,66.13,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,30.28,26.99,36.62,260.78,17.35,86.93,79.27,26.99,36.62,3.07,50,0,75,0,46.99,13.73,0,0,15.67,15.67,41.34,41.33,0,0,7,0,0,0,0,0,0,0,0,0

96,23:45-24:00,6.75,66.13,0,6.75,0,2.95,1.59,272.49,36.62,100.4,0,237.82,6.55,30.28,26.99,36.62,260.78,17.35,86.93,79.27,26.99,36.62,3.07,50,0,75,0,47.51,13.73,0,0,15.83,15.83,42,42,0,0,7,0,0,0,0,0,0,0,0,0

