Block,Time Block,NAPP,NLCIIST2,NLCEXP,MAPS,NJPC,NLCIIST1,RSTPSU7,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KGSU1AND2,KGSU3AND4,CHAMERA2,JHAJJAR,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,AURY_GF,AURY_CRF,ANTA_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ANTA_CRF,ANTA_LF,ANTA_GF,RIHAND3,RSTPSU1TO6,NLCTS2EXP,RAMPUR,NTPL,RAPPC,RIHAND1,PARBATI3,RIHAND2,RAPPB,NNTPP,SEWA2,SINGRAULI,SASAN,SALAL,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,TANAKPUR,URI2,UNCHAHAR3,TALA,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,39.7,0,0,0,45.17,0,0,8.56,106.36,0,0,0,0,31.8,0,0,0,2.32,236.97,19.31,0,0,0,0,15.1,182.07,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,76.05,0,99.76,0,0,0,117.63,336.94,20.19,0,0,0,0,11.5,4.41,0,0,0,30.48,0,2.13,0,14.87,0,0,0,0,0,0,0

63,15:30-15:45,39.7,0,0,0,45.17,0,0,8.56,123.42,0,0,0,0,36.88,0,0,0,2.32,236.97,19.31,0,0,0,8.8,17.3,182.07,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,76.05,0,99.76,0,0,0,117.63,336.94,20.19,0,0,0,0,6.18,4.41,0,0,0,30.48,0,2.13,0,14.87,0,0,0,0,0,0,0

64,15:45-16:00,39.7,0,0,0,45.17,0,0,8.56,123.42,0,0,0,0,36.88,0,0,0,2.32,236.97,19.31,0,0,0,8.8,17.3,182.07,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,76.05,0,99.76,0,0,0,117.63,336.94,20.19,0,0,0,0,6.18,4.41,0,0,0,30.48,0,2.13,0,14.87,0,0,0,0,0,0,0

65,16:00-16:15,39.7,0,0,0,45.17,0,0,8.56,143.18,0,0,0,0,40.78,0,0,0,2.32,236.97,19.31,0,0,0,8.8,17.3,182.07,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,336.94,20.19,0,0,0,0,6.18,4.41,0,0,0,30.48,14.41,1.6,0,14.87,0,0,0,0,0,0,0

66,16:15-16:30,39.7,0,0,0,45.17,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,236.97,19.31,0,0,0,8.8,17.3,182.07,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,336.94,20.19,0,0,0,0,6.18,4.41,0,0,0,30.48,30.06,1.6,0,14.87,0,0,0,0,0,0,0

67,16:30-16:45,39.7,0,0,0,67.66,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,256.28,19.31,0,0,0,8.8,19.09,203.31,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,2.58,133.03,336.94,20.19,0,0,0,0,6.18,4.41,0,0,0,35.29,45.08,1.6,0,17.11,0,0,0,0,0,0,0

68,16:45-17:00,39.7,0,0,0,67.75,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,283.32,19.31,0,0,0,8.8,20.08,203.31,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,6.44,133.03,336.94,20.19,0,0,0,0,6.18,4.41,0,0,0,40.94,45.08,1.6,0,19.85,0,0,0,0,0,0,0

69,17:00-17:15,39.7,0,0,0,67.75,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,3.86,362.49,19.31,11.44,0,0,8.8,20.08,218.84,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,13.46,133.03,336.94,25.81,0,0,0,0,6.81,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

70,17:15-17:30,39.7,0,0,0,90.33,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,7.72,425.24,19.31,26.23,1.06,9.35,17.6,20.08,220.87,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,15.26,133.03,336.94,25.81,0,0,0,0,6.81,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

71,17:30-17:45,39.7,0,0,0,111.55,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,11.59,425.24,19.31,40.7,6.3,18.69,26.53,20.08,220.87,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,15.26,133.03,336.94,25.81,0,0,0,0,6.81,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

72,17:45-18:00,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,425.24,19.31,40.7,18.89,28.06,36.35,20.08,220.87,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,15.26,133.03,336.94,76.64,0,0,0,0,6.81,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

73,18:00-18:15,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,343.18,19.31,40.7,18.89,28.06,36.35,20.08,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,15.26,133.03,336.94,76.64,0,0,0,0,6.81,4.41,0,0,0,40.94,60.09,2.66,0,19.85,0,0,0,0,0,0,0

74,18:15-18:30,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,294.9,19.31,40.7,18.89,28.06,36.35,20.08,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,15.26,133.03,336.94,76.64,0,0,0,0,11.5,4.41,0,0,0,40.94,60.09,37.84,0,19.85,0,0,0,0,0,0,0

75,18:30-18:45,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,255.43,19.31,40.7,18.89,28.06,36.35,19.19,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,15.26,133.03,336.94,76.64,0,0,0,0,11.5,4.41,0,0,0,40.94,60.09,37.84,0,19.85,0,0,0,0,0,0,0

76,18:45-19:00,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,255.43,19.31,40.7,18.89,28.06,36.35,19.19,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,2.46,114.66,0,0,15.26,133.03,336.94,25.81,0,0,0,0,7.42,4.41,0,0,0,40.94,60.09,3.2,0,19.85,0,0,0,0,0,0,0

77,19:00-19:15,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,256.37,19.31,40.7,18.89,28.06,36.35,19.19,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,6.14,114.66,0,0,15.26,133.03,336.94,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

78,19:15-19:30,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,258.21,19.31,40.7,18.89,28.06,36.35,19.19,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,31.96,114.66,0,0,15.26,133.03,336.94,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

79,19:30-19:45,39.7,0,0,0,135.5,0,0,19.04,143.18,0,0,0,0,42.78,0,0,0,38.15,258.21,19.31,40.7,18.89,28.06,36.35,19.19,219.25,47.72,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,31.96,114.66,0,0,15.26,133.03,336.94,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

80,19:45-20:00,39.7,0,0,0,112.92,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,25.43,287.18,19.31,26.23,1.06,18.69,26.53,19.19,219.25,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,31.96,114.66,0,0,7.72,133.03,336.94,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

81,20:00-20:15,39.7,0,0,0,112.92,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,11.59,287.18,19.31,11.44,0,9.35,17.6,19.19,219.25,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,31.96,114.66,0,0,2.58,133.03,336.94,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,60.09,1.6,0,19.85,0,0,0,0,0,0,0

82,20:15-20:30,39.7,0,0,0,90.33,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,11.59,287.18,19.31,0,0,9.35,8.8,19.19,251.11,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,31.96,114.66,0,0,0,133.03,336.94,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,45.08,2.66,0,19.85,0,0,0,0,0,0,0

83,20:30-20:45,39.7,0,0,0,90.33,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,11.59,287.18,19.31,0,0,9.35,8.8,19.19,247.73,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,31.96,114.66,0,0,0,133.03,346.71,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,45.08,37.84,0,19.85,0,0,0,0,0,0,0

84,20:45-21:00,39.7,0,0,0,90.33,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,11.59,287.18,19.31,0,0,9.35,8.8,19.19,218.28,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,4.91,114.66,0,0,0,133.03,366.26,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,45.08,37.84,0,19.85,0,0,0,0,0,0,0

85,21:00-21:15,39.7,0,0,0,67.75,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,9.35,8.8,19.19,223.98,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,2.46,114.66,0,0,0,133.03,382.58,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,45.08,3.2,0,19.85,0,0,0,0,0,0,0

86,21:15-21:30,39.7,0,0,0,67.75,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,9.35,8.8,19.19,263.94,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,391.27,12.34,0,0,0,0,7.42,4.41,0,0,0,40.94,34.8,1.6,0,19.85,0,0,0,0,0,0,0

87,21:30-21:45,39.7,0,0,0,40.23,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,9.35,8.8,19.19,281.06,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,399.96,12.34,0,0,0,0,6.18,4.41,0,0,0,40.94,29.2,1.6,0,19.85,0,0,0,0,0,0,0

88,21:45-22:00,39.7,0,0,0,40.23,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,9.35,8.8,19.19,285.88,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.18,4.41,0,0,0,40.94,28.84,1.6,0,19.85,0,0,0,0,0,0,0

89,22:00-22:15,39.7,0,0,0,22.85,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,9.35,8.8,19.19,295.54,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.18,4.41,0,0,0,40.94,28.84,1.6,0,19.85,0,0,0,0,0,0,0

90,22:15-22:30,39.7,0,0,0,22.58,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,9.35,8.8,19.19,295.54,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.18,18.18,0,0,0,40.94,14.41,1.6,0,19.85,0,0,0,0,0,0,0

91,22:30-22:45,39.7,0,0,0,20.29,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,0,8.8,19.19,305.19,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.81,18.18,0,0,0,40.94,0,1.6,0,19.85,0,0,0,0,0,0,0

92,22:45-23:00,39.7,0,0,0,0,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,0,8.8,20.08,315.82,31.82,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.81,18.18,0,0,0,40.94,0,2.66,0,19.85,0,0,0,0,0,0,0

93,23:00-23:15,39.7,0,0,0,0,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,0,8.8,20.08,308.69,15.91,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.81,18.18,0,0,0,40.94,0,2.66,0,19.85,0,0,0,0,0,0,0

94,23:15-23:30,39.7,0,0,0,0,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,0,8.8,20.08,313.34,15.91,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.81,18.18,0,0,0,40.94,0,37.84,0,19.85,0,0,0,0,0,0,0

95,23:30-23:45,39.7,0,0,0,0,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,0,8.8,20.08,282.76,15.91,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.81,18.18,0,0,0,40.94,0,37.84,0,19.85,0,0,0,0,0,0,0

96,23:45-24:00,39.7,0,0,0,0,0,0,8.56,143.18,0,0,0,0,42.78,0,0,0,2.32,287.18,19.31,0,0,0,8.8,20.08,246.28,15.91,0,0,0,0,0,0,0,0,0,0,0,0,120.03,0,0,0,0,50.11,88.83,0,114.66,0,0,0,133.03,401.89,12.34,0,0,0,0,6.81,4.41,0,0,0,40.94,0,2.66,0,19.85,0,0,0,0,0,0,0

