Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/8090,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/7908,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/7119,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/16/2535,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/2171,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/6020,NR/01102023/31052040/LT-31,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/9821
81,20:00-20:15,94.63,8.8,273.62,32,32,21.77,0,223.54,66.36,17.5,6.15,6.77,81.29,8.59,0,4.94,0,0,2.42,29.26,96.77,0,0,0,0,0,0,0,45.33,0,0,0,12.88,0,12.66,45.33,7,12.89,0,0,38.65,24.19,0

82,20:15-20:30,94.63,8.8,273.62,32,32,21.77,0,223.54,66.36,17.5,6.15,6.77,81.29,8.59,0,4.94,0,0,2.42,29.26,96.77,0,0,0,0,0,0,0,44.67,0,0,0,12.34,0,12.66,44.67,7,12.34,0,0,37.03,24.19,0

83,20:30-20:45,94.63,8.8,273.62,32,32,21.77,0,223.54,115.66,17.5,6.15,6.77,81.29,8.59,0,4.94,0,0,2.42,29.26,96.77,0,0,0,0,0,0,0,44.67,0,0,0,11.31,0,12,44.67,7,11.32,0,0,33.95,24.19,0

84,20:45-21:00,94.63,8.8,273.62,32,32,21.77,0,223.54,115.66,17.5,6.15,6.77,81.29,8.59,0,4.94,0,0,2.42,29.26,96.77,0,0,0,0,0,0,0,43.33,0,0,0,11.18,0,11.34,43.33,7,11.17,0,0,33.51,24.19,0

85,21:00-21:15,94.63,8.8,273.62,32,32,21.77,0,223.54,110.92,17.5,6,6.62,81.29,8.5,0,4.94,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,42,0,0,0,11.01,0,10.66,42,7,11.03,0,0,33.08,24.19,0

86,21:15-21:30,94.63,8.8,273.62,32,32,21.77,0,223.54,110.92,17.5,6,6.62,81.29,8.5,0,4.94,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,42,0,0,0,10.9,0,9.34,42,7,10.89,0,0,32.67,24.19,0

87,21:30-21:45,94.63,8.8,273.62,0,32,21.77,0,223.54,110.92,17.5,6,6.62,81.29,8.5,0,4.94,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,27.33,0,0,0,10.76,0,8.34,27.33,7,10.77,0,0,32.3,24.19,0

88,21:45-22:00,94.63,8.8,273.62,0,32,21.77,0,223.54,110.92,17.5,6,6.62,81.29,8.5,0,4.94,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,26.67,0,0,0,10.64,0,7.34,26.67,7,10.64,0,0,31.92,24.19,0

89,22:00-22:15,94.63,8.8,273.62,0,24.08,21.77,3.78,223.54,102.39,17.5,5.84,6.23,81.29,8.41,163.3,4.74,0,0,2.42,29.27,96.77,0,0,0,0,0,0,0,26,0,0,0,10.24,0,7.34,26,7,10.25,0,0,30.75,24.19,0

90,22:15-22:30,94.63,8.8,273.62,0,24.08,21.77,3.78,223.54,93.86,17.5,5.84,6.23,81.29,8.41,163.3,4.74,0,0,2.42,29.27,96.77,0,0,0,0,0,0,0,25.33,0,0,0,9.73,0,7.34,25.33,7,9.74,0,0,29.22,24.19,0

91,22:30-22:45,94.63,8.8,273.62,0,24.08,21.77,3.78,223.54,70.54,17.5,5.84,6.23,81.29,8.41,163.3,4.74,0,0,2.42,29.27,96.77,0,0,0,0,0,0,0,24.67,0,0,0,9.34,0,7.34,24.67,7,9.36,0,0,28.07,24.19,0

92,22:45-23:00,94.63,8.8,273.62,0,24.08,21.77,3.78,223.54,70.54,17.5,5.84,6.23,81.29,8.41,163.3,4.74,0,0,2.42,29.27,96.77,0,0,0,0,0,0,0,23.67,0,0,0,8.99,0,7.34,23.67,7,8.98,0,0,26.94,24.19,0

93,23:00-23:15,94.63,8.8,273.62,0,24.08,21.77,3.78,199.02,70.54,17.5,5.78,6.23,81.29,8.31,163.3,4.65,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,22,0,0,0,8.74,0,7.34,22,7,8.72,0,0,26.17,24.19,0

94,23:15-23:30,94.63,8.8,273.62,0,24.08,21.77,3.78,199.02,70.54,17.5,5.78,6.23,81.29,8.31,163.3,4.65,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,21.67,0,0,0,8.53,0,7.34,21.67,7,8.52,0,0,25.57,24.19,0

95,23:30-23:45,94.63,8.8,273.62,0,24.08,21.77,3.78,199.02,70.54,17.5,5.78,6.23,81.29,8.31,163.3,4.65,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,20.33,0,0,0,8.33,0,7.34,20.33,7,8.33,0,0,24.99,24.19,0

96,23:45-24:00,94.63,8.8,273.62,0,24.08,21.77,3.78,199.02,70.54,17.5,5.78,6.23,81.29,8.31,163.3,4.65,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,18.33,0,0,0,9.45,0,7.34,18.33,7,9.45,0,0,28.34,24.19,0

