Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/1196,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/6452,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/6475,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/3698,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/5784,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/6187,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/4125,NR/01102023/27052033/DIAPL(L_NR_2023_04)
66,16:15-16:30,16,22.39,33,8,33,26.39,22.39,50.32,60.2,67.17,50.32,58,0,60,51,30,157.38,29,19.49,31.48,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,11.21,8.03,70.29,11.67,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,11.67,26.96,-183.84,9.01,1.93,8.03,26.23

67,16:30-16:45,8,22.65,33,8,33,25.77,22.65,52.67,54.7,67.95,52.66,52,0,55,45,27,141.23,27,18.52,28.25,3.2,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.91,20.8,11.21,8.03,70.29,10.43,15.28,3.52,81.92,53.01,20.48,54.34,212.04,10.76,15.94,10.43,26.96,-91.92,8.07,4.41,8.03,26.24

68,16:45-17:00,5,23.14,33,8,33,25.15,23.14,51.67,48.87,69.4,51.66,44,0,45,39,22,124.85,24,17.54,24.97,3.2,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.91,20.8,11.21,8.03,70.29,9.2,15.28,3.52,81.92,53.01,20.48,54.34,231.31,10.76,15.94,9.2,26.96,-0,7.11,4.41,8.03,26.24

69,17:00-17:15,2,22.87,33,9.4,31.9,24.51,22.87,50,42.92,68.63,50,37,0,38,34,19,116.16,22,16.57,23.23,3.2,56.5,40.96,81.92,19.28,10.5,20.48,26.96,6.79,20.8,9.81,8.03,70.29,7.96,15.28,3.52,81.92,53.01,20.48,83.25,271.07,10.76,15.94,7.96,26.96,-0,6.15,4.41,8.03,26.24

70,17:15-17:30,0,22.58,30.9,10.2,25,23.87,22.58,50.52,36.57,67.71,50.52,33,0,33,30,17,99.09,18,16.57,19.82,3.2,56.5,40.96,81.92,19.28,10.5,20.48,26.96,6.79,20.8,9.81,8.03,70.29,6.72,15.28,3.52,81.92,53.01,20.48,83.25,271.07,10.76,15.94,6.72,26.96,-0,5.18,4.41,8.03,26.24

71,17:30-17:45,0,21.99,23.2,10.4,18.1,23.25,21.99,52.67,25.27,65.99,52.66,23,0,28,24,14,82.53,15,16.57,16.51,3.2,56.5,40.96,81.92,19.28,10.5,20.48,26.96,6.85,20.8,9.81,8.03,70.29,5.47,15.28,3.52,81.92,80,20.48,101.53,271.07,10.76,15.94,5.47,26.96,-0,4.22,4.41,8.03,26.24

72,17:45-18:00,0,21.66,15.2,10.8,11.2,22.61,21.66,51.67,19.81,65,51.66,14,0,21,19,11,66.65,13,14.02,13.33,3.2,56.5,40.96,81.92,19.28,10.5,20.48,26.96,6.85,20.8,9.81,8.03,70.29,4.22,15.28,3.52,81.92,100.41,20.48,101.53,271.07,10.76,15.94,4.22,26.96,-0,3.27,4.41,8.03,27.25

73,18:00-18:15,0,18.47,0,10.4,0,21.53,18.47,50.67,15.05,55.39,50.66,10,0,17,13,9,52.32,9,9.69,10.46,3.24,67.01,40.96,33.73,0,10.5,20.48,26.95,6.85,20.8,10.09,14.6,70.29,3.39,0,3.52,81.92,100.41,20.48,101.53,271.07,10.76,28.98,3.39,26.95,-0,2.62,4.41,14.6,28.26

74,18:15-18:30,0,17.38,0,10.2,0,20.32,17.38,50,11.36,52.11,50,7,0,10,9,5,39.02,7,5.78,7.8,3.24,86.93,40.96,33.73,0,10.5,20.48,26.95,6.85,20.8,10.09,14.6,96.29,2.56,0,3.52,81.92,100.41,20.48,129.33,271.07,10.76,28.98,2.56,26.95,-0,1.97,4.41,14.6,28.77

75,18:30-18:45,0,17.98,0,15.81,0,19.13,17.98,53.33,6.3,53.96,53.34,3,0,7,6,3,26.22,5,2.32,5.25,3.24,86.93,40.96,33.73,0,10.5,20.48,26.95,6.79,20.8,10.09,14.6,115.65,1.71,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,1.71,26.95,-0,1.32,4.01,14.6,28.77

76,18:45-19:00,0,16.87,0,15.61,0,17.94,16.87,52.67,3.16,50.59,52.66,2,0,3,3,2,15.62,1,0.17,3.12,3.24,86.93,40.96,33.73,0,10.5,20.48,26.95,6.79,20.8,10.09,14.6,115.65,0.88,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0.88,26.95,-0,0.68,4.01,14.6,28.77

77,19:00-19:15,0,18.09,0,20.01,0,19.95,18.09,48.33,1.82,54.24,48.34,1,0,2,1,1,4.23,0,0,0.85,3.24,86.93,40.96,33.73,0,10.5,20.48,26.66,6.79,20.8,10.27,14.6,115.65,0.5,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0.5,29.5,-0,0.38,4.01,14.6,28.77

78,19:15-19:30,0,17.43,0,20.41,0,19.05,17.43,48.33,0.77,52.3,48.34,0,0,1,0,0,1.01,0,0,0.2,3.24,86.93,40.96,33.73,0,10.5,20.48,26.66,6.79,20.8,10.27,14.6,115.65,0.22,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0.22,29.5,-0,0.17,4.01,14.6,28.77

79,19:30-19:45,0,20.69,0,29.61,0,20.93,20.69,47.67,0.19,62.06,47.66,0,0,0,0,0,0.1,0,0,0.02,2.78,86.93,40.96,33.73,0,10.5,20.48,26.66,5.97,20.8,10.27,14.6,115.65,0.06,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0.06,29.5,-0,0.05,4.01,14.6,28.77

80,19:45-20:00,0,19.79,0,29.01,0,19.87,19.79,46.67,0,59.37,46.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,26.66,5.97,20.8,10.27,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,28.26

81,20:00-20:15,0,18.07,0,28.41,0,23.67,18.07,48.33,0,54.2,48.34,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,26.66,5.97,20.8,10.47,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.76

82,20:15-20:30,0,17.68,0,28.01,0,23.33,17.68,47.67,0,53.03,47.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,26.66,5.97,20.8,10.47,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.76

83,20:30-20:45,0,14.65,0,27.61,0,18.67,14.65,48.33,0,43.96,48.34,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,18.89,5.97,20.8,10.47,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.76

84,20:45-21:00,0,14.24,0,27.21,0,18.13,14.24,48.33,0,42.7,48.34,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,18.89,5.97,20.8,10.47,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.76

85,21:00-21:15,0,13.81,0,34.21,0,17.49,13.81,39.33,0,41.44,39.34,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,18.89,5.97,20.8,10.27,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.25

86,21:15-21:30,0,13.53,0,34.21,0,16.67,13.53,39,0,40.56,39,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,18.89,5.97,20.8,10.27,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.25

87,21:30-21:45,0,12.04,0,40.02,0,12.96,12.04,35.67,0,36.13,35.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,18.89,5.97,20.8,10.27,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.25

88,21:45-22:00,0,11.65,0,40.02,0,12.36,11.65,35,0,34.95,35,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,18.89,5.97,20.8,10.27,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,26.75

89,22:00-22:15,0,11.15,0,43.02,0,11.83,11.15,34.33,0,33.45,34.34,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,11.73,5.97,20.8,9.81,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,26.75

90,22:15-22:30,0,11.08,0,43.02,0,11.39,11.08,33.33,0,33.24,33.34,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,11.73,5.97,20.8,9.81,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,26.24

91,22:30-22:45,0,11,0,43.02,0,10.95,11,32.67,0,33.02,32.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,11.73,5.97,20.8,9.81,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,27.26

92,22:45-23:00,0,10.68,0,43.02,0,10.54,10.68,31.67,0,32.04,31.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,11.73,5.97,20.8,9.81,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,26.24

93,23:00-23:15,0,11.2,0,42.82,0,10.48,11.2,31.67,0,33.61,31.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,11.73,5.97,20.8,8.41,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,25.74

94,23:15-23:30,0,11.79,0,42.42,0,10.6,11.79,32.67,0,35.34,32.66,0,0,0,0,0,0,0,0,0,2.78,86.93,40.96,33.73,0,10.5,20.48,11.73,5.97,20.8,8.41,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,25.74

95,23:30-23:45,0,12.72,0,42.02,0,10.87,12.72,33.33,0,38.13,33.34,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,33.73,0,10.5,20.48,11.73,6.79,20.8,8.41,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,25.23

96,23:45-24:00,0,13.67,0,41.02,0,11.21,13.67,35,0,41,35,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,33.73,0,10.5,20.48,11.73,6.79,20.8,8.41,14.6,115.65,0,0,3.52,81.92,100.41,20.48,130.11,271.07,10.76,28.98,0,29.5,-0,0,4.01,14.6,25.23

