Block,Time,RIHAND2,RSTPSU1TO6,SASAN,TANDA2,AURY_RF,DADRI_RF,CHAMERA2,KKNP,KOLDAM,NAPP,RIHAND1,URI2,AURY_CRF,DADRI_LF,CHAMERA1,DADRT2,DULHASTI,NNTPP,RAPPB,SIMHST1,TANAKPUR,UNCHAHAR4,BSIUL,KISHANGANGA,NLCIIST1,NLCTS2EXP,PARBATI3,RIHAND3,SEWA2,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,URI,ANTA_RF,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,NLCIIST2,PARBATI2,TALST2,UNCHAHAR2,DHAULIGNGA,FSTPP I & II,KUDGI,RAMPUR,RAPPC,RSTPSU7,SALAL,SINGRAULI,TEHRI,UNCHAHAR3,AURY_GF,KKNPPU2,NLCEXP,NTPL,TALA,UNCHAHAR1,ANTA_GF,ANTA_LF,AURY_LF,BRBCL,CHAMERA3,KHSTPP-II,KOTESHWR,MAPS,NJPC,VALLURNTECL,ANTA_CRF,DADRI_CRF,DADRI_GF
59,14:30-14:45,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

60,14:45-15:00,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,50.83,450.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

61,15:00-15:15,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,0.51,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,52.36,50.83,450.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

62,15:15-15:30,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,0.51,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,52.36,50.83,450.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

63,15:30-15:45,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,1.28,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,52.36,50.83,500.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

64,15:45-16:00,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,1.28,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,52.36,50.83,500.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

65,16:00-16:15,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,1.28,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,49.68,50.83,500.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,12.58,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

66,16:15-16:30,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,1.28,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,49.68,50.83,500.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,12.58,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

67,16:30-16:45,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,59.43,0,0,0,1.28,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,49.68,50.83,500.51,0,0,45.53,0,7.49,0,44.97,0,20.8,0,1.99,69.26,0,41.83,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

68,16:45-17:00,124.53,0,418.77,5.65,85.35,92.11,0,0,1.76,25.73,46.48,37.71,0,0,12.64,688.87,59.43,0,0,0,1.28,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,49.68,50.83,610.51,0,0,45.53,0,7.49,0,44.97,0,20.8,0,4.3,69.26,0,79.38,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

69,17:00-17:15,124.53,0,418.77,5.65,85.35,92.11,0,0,4.76,25.73,46.48,37.22,0,0,12.64,688.87,59.43,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,49.68,50.83,610.51,0,0,45.53,0,7.49,0,44.97,10.93,20.8,0,4.3,69.26,0,79.38,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

70,17:15-17:30,124.53,0,418.77,5.65,85.35,92.11,0,0,5.76,25.73,46.48,37.22,0,0,24.09,688.87,59.43,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,6.21,0,0.98,0,49.68,50.83,610.51,0,0,45.53,0,7.49,0,44.97,10.93,20.8,0,4.3,69.26,0,79.38,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

71,17:30-17:45,124.53,0,418.77,5.65,85.35,92.11,0,0,7.14,25.73,46.48,37.22,0,0,24.09,688.87,59.43,0,0,0,1.79,3.18,6.52,8.56,0,0,4.29,130.75,6.21,0,0.98,0,52.36,51.35,610.51,0,0,45.53,0,7.49,0,44.97,10.93,18.2,0,4.3,69.26,0,79.38,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

72,17:45-18:00,124.53,0,418.77,5.65,85.35,92.11,0,0,9.52,25.73,46.48,37.22,0,0,38.71,688.87,59.43,0,0,0,1.79,2.21,6.52,8.56,0,0,4.29,130.75,12.59,0,0.98,0,52.36,51.35,670.51,0,0,45.53,0,7.49,0,44.97,10.93,18.2,0,4.3,69.26,0,41.83,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

73,18:00-18:15,124.53,0,418.77,5.65,85.35,92.11,0,0,9.52,25.73,46.48,37.22,0,0,42.15,688.87,59.43,0,0,0,1.79,2.28,6.52,8.56,0,0,8.58,130.75,12.59,0,0.98,0,52.36,51.35,428.51,0,0,45.53,0,11.24,0,44.97,10.93,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

74,18:15-18:30,124.53,0,418.77,5.65,85.35,92.11,9.86,0,9.52,25.73,46.48,37.22,0,0,42.15,684.5,59.43,0,0,0,1.79,2.28,6.52,8.56,0,0,12.87,130.75,18.88,0,0.98,0,52.36,51.35,428.51,0,0,45.53,0,14.98,0,44.97,21.86,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,110.53,0,0,0,0

75,18:30-18:45,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,39.63,0,0,42.15,684.5,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,11.65,148.3,11.57,0,110.53,0,0,0,0

76,18:45-19:00,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,39.63,0,0,42.15,684.5,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,11.65,148.3,11.57,0,110.53,0,0,0,0

77,19:00-19:15,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,39.63,0,0,42.15,684.53,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,11.65,148.3,11.57,0,110.53,0,0,0,0

78,19:15-19:30,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,39.63,0,0,42.15,684.53,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,11.65,148.3,11.57,0,110.53,0,0,0,0

79,19:30-19:45,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,11.57,0,110.53,0,0,0,0

80,19:45-20:00,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,11.57,0,110.53,0,0,0,0

81,20:00-20:15,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,11.57,0,110.53,0,0,0,0

82,20:15-20:30,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,1.79,2.28,19.56,8.61,0,0,59.76,130.75,20.07,0,0.98,0,50.23,51.87,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,11.57,0,110.53,0,0,0,0

83,20:30-20:45,124.53,0,418.77,5.65,85.35,92.11,32.49,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0.25,2.28,6.52,8.61,0,0,9.19,130.75,18.88,0,0.98,0,50.23,52.14,309.73,0,0,45.53,0,14.98,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,10.41,0,110.53,0,0,0,0

84,20:45-21:00,124.53,0,418.77,5.65,85.35,92.11,32.49,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0.25,2.28,6.52,8.61,0,0,7.67,130.75,18.88,0,0.98,0,50.23,52.14,309.73,0,0,45.53,0,14.98,0,44.97,21.86,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,10.41,0,110.53,0,0,0,0

85,21:00-21:15,124.53,0,418.77,5.65,85.35,92.11,32.49,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0.25,2.28,13.04,8.61,0,0,7.67,130.75,18.88,0,0.98,0,50.23,52.66,309.73,0,0,45.53,0,14.98,0,44.97,21.86,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,10.41,0,110.53,0,0,0,0

86,21:15-21:30,124.53,0,418.77,5.65,85.35,92.11,32.49,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0.25,2.28,13.04,8.61,0,0,9.19,130.75,18.88,0,0.98,0,50.23,52.66,309.73,0,0,45.53,0,14.98,0,44.97,21.86,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,23.3,148.3,10.41,0,110.53,0,0,0,0

87,21:30-21:45,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,0.25,2.28,19.56,8.61,0,0,39.84,130.75,20.07,0,0.98,0,50.23,52.66,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,11.57,0,110.53,0,0,0,0

88,21:45-22:00,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,0.25,2.28,19.56,8.61,0,0,39.84,130.75,20.07,0,0.98,0,50.23,52.66,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,11.57,0,110.53,0,0,0,0

89,22:00-22:15,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,0,2.28,19.56,8.61,0,0,39.84,130.75,20.07,0,0.98,0,52.36,53.05,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,11.57,0,110.53,0,0,0,0

90,22:15-22:30,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.53,59.43,0,0,0,0,2.28,19.56,8.61,0,0,39.84,130.75,20.07,0,0.98,0,52.36,53.05,428.51,0,0,45.53,0,28.47,0,44.97,43.72,18.2,0,4.3,69.26,0,39.51,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,11.57,0,110.53,0,0,0,0

91,22:30-22:45,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0,2.28,19.56,8.56,0,0,7.67,130.75,18.88,0,0.98,0,52.36,53.05,428.51,0,0,45.53,0,14.98,0,44.97,21.86,18.2,0,4.3,69.26,0,26.73,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,10.41,0,110.53,0,0,0,0

92,22:45-23:00,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0,2.28,19.56,8.56,0,0,4.29,130.75,18.88,0,0.98,0,52.36,53.05,438.51,0,0,45.53,0,14.98,0,44.97,10.93,18.2,0,4.3,69.26,0,26.73,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,10.41,0,110.53,0,0,0,0

93,23:00-23:15,124.53,0,418.77,5.65,85.35,92.11,48.74,0,9.52,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0,2.28,19.56,8.56,0,0,19.92,130.75,18.88,0,0.98,0,50.23,53.05,438.51,0,0,45.53,0,14.98,0,44.97,10.93,18.2,0,4.3,69.26,0,26.73,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,10.41,0,110.53,0,0,0,0

94,23:15-23:30,124.53,0,418.77,5.65,85.35,92.11,48.74,0,5.76,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0,2.28,19.56,8.56,0,0,19.92,130.75,18.88,0,0.98,0,50.23,53.05,438.51,0,0,45.53,0,14.98,0,44.97,10.93,18.2,0,4.3,69.26,0,26.73,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,10.41,0,110.53,0,0,0,0

95,23:30-23:45,124.53,0,418.77,5.65,85.35,92.11,48.74,0,3.85,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0,2.28,19.56,8.56,0,0,19.92,130.75,18.88,0,0.98,0,50.23,53.05,438.51,0,0,45.53,0,14.98,0,44.97,0,18.2,0,3.97,69.26,0,26.73,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,10.41,0,100.68,0,0,0,0

96,23:45-24:00,124.53,0,418.77,5.65,85.35,92.11,48.74,0,1.92,25.73,46.48,37.22,0,0,42.15,684.54,59.43,0,0,0,0,2.28,19.56,8.56,0,0,19.92,130.75,18.88,0,0.98,0,50.23,53.05,438.51,0,0,45.53,0,14.98,0,44.97,0,18.2,0,3.97,69.26,0,26.73,150.25,37.73,27.67,0,0,0,0,0,21.63,0,0,0,20,34.98,148.3,10.41,0,100.68,0,0,0,0

