Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/31122025/SH-07,WR/01102023/30052048/L_NR_2022_10,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/8036,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/9482,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/8625,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/5143,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/6891,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14
75,18:30-18:45,34.01,1,0,0,0,11.33,0,7,0,0.66,31.43,19.34,100,259.56,0,99.67,3.67,0,1.49,1.07,0.05,7.39,10.55,271.21,36.45,22.06,36.45,0.04,28.78,29.27,0,100,50,0,31.43,0.93,86.52,0,0.05,14.67,11.33,19.33,0,0,2.6,3.33,2

76,18:45-19:00,30.49,0,0,0,0,10.17,0,7,0,0,31.43,19,100,259.56,0,114.72,3.67,0,1.49,1.07,0.04,7.39,10.55,271.21,36.45,22.06,36.45,0.03,28.78,29.27,0,100,50,0,31.43,0.93,86.52,0,0.04,12.67,10.17,19,0,0,0.25,0.01,0

77,19:00-19:15,30,0,0,0,0,10,0,7,0,0,31.43,18.34,100,259.56,0,114.72,3.76,0,1.44,1,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,29.27,0,100,50,0,31.43,0.93,86.52,0,0,11,10,18.33,0,0,0.29,0,0

78,19:15-19:30,30,0,0,0,0,10,0,7,0,0,31.43,18,100,259.56,0,114.72,3.76,0,1.44,1,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,29.27,0,100,50,0,31.43,0.93,86.52,0,0,9.67,10,18,0,0,0,0,0

79,19:30-19:45,30,0,0,0,0,10,0,7,0,0,31,19.34,100,259.56,0,114.72,3.76,0,1.44,1,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,29.27,0,100,50,0,31,0.93,86.52,0,0,8,10,19.33,0,0,0,0,0

80,19:45-20:00,30,0,0,0,0,10,0,7,0,0,31,20.66,100,259.56,0,114.72,3.76,0,1.44,1,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,28.77,0,100,50,0,31,0.93,86.52,0,0,7.33,10,20.67,0,0,0,0,0

81,20:00-20:15,30,0,0,0,0,10,0,7,0,0,31,25.34,100,259.56,0,114.72,3.67,0,1.39,0.96,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,28.77,0,100,50,0,31,0.93,86.52,0,0,7,10,25.33,0,0,0,0,0

82,20:15-20:30,30,0,0,0,0,10,0,7,0,0,31,28.34,100,259.56,0,114.72,3.67,0,1.39,0.96,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,28.77,0,100,50,0,31,0.93,86.52,0,0,7.33,10,28.33,0,0,0,0,0

83,20:30-20:45,30,0,0,0,0,10,0,7,0,0,31.43,30.34,100,259.56,0,114.72,3.67,0,1.39,0.96,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,28.77,0,100,50,0,31.43,0.93,86.52,0,0,7.67,10,30.33,0,0,0,0,0

84,20:45-21:00,32.51,0,0,0,0,10.83,0,7,0,0,31.43,32,100,259.56,0,114.72,3.67,0,1.39,0.96,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,28.77,0,100,50,0,31.43,0.93,86.52,0,0,8,10.83,32,0,0,0,0,0

85,21:00-21:15,27.49,0,0,0,0,9.17,0,7,0,0,21.56,33,100,259.56,0,114.72,3.67,0,1.39,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.77,0,100,50,0,32,0.93,86.52,0,0,5.67,9.17,33,0,0,0,0,0

86,21:15-21:30,27.49,0,0,0,0,9.17,0,7,0,0,23.19,34.34,100,259.56,0,114.72,3.67,0,1.39,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.77,0,100,50,0,32,0.93,86.52,0,0,5.67,9.17,34.33,0,0,0,0,0

87,21:30-21:45,27.49,0,0,0,0,9.17,0,6.6,0,0,23.19,34.66,100,259.56,0,84.63,3.67,0,1.39,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,0,100,50,0,32,0.93,86.52,0,0,5.67,9.17,34.67,0,0,0,0,0

88,21:45-22:00,27.49,0,0,0,0,9.17,0,6.4,0,0,23.19,34.34,100,259.56,0,65.82,3.67,0,1.39,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,0,100,50,0,32,0.93,86.52,0,0,5.67,9.17,34.33,0,0,0,0,0

89,22:00-22:15,27.49,0,0,0,0,9.17,0,6.4,0,0,23.19,36,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,0,100,50,190.26,32,0.93,86.52,63.42,0,5.67,9.17,36,0,0,0,0,0

90,22:15-22:30,27.49,0,0,0,0,9.17,0,6.4,0,0,23.19,35.66,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,0,100,50,190.26,32,0.93,86.52,63.42,0,5.67,9.17,35.67,0,0,0,0,0

91,22:30-22:45,27.49,0,0,0,0,9.17,0,6.4,0,0,25.65,34.34,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,0,100,50,190.26,32,0.93,86.52,63.42,0,6.67,9.17,34.33,0,0,0,0,0

92,22:45-23:00,27.49,0,0,0,0,9.17,0,6.4,0,0,25.65,32.34,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,0,100,50,190.26,32,0.93,86.52,63.42,0,6.67,9.17,32.33,0,0,0,0,0

93,23:00-23:15,27.49,0,0,0,0,9.17,0,6.4,0,0,25.65,30,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.76,0,0,50,190.26,26.87,0.93,86.52,63.42,0,6.67,9.17,30,0,0,0,0,0

94,23:15-23:30,27.49,0,0,0,0,9.17,0,6.4,0,0,25.65,27.34,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.76,0,0,50,190.26,26.87,0.93,86.52,63.42,0,6.67,9.17,27.33,0,0,0,0,0

95,23:30-23:45,27.49,0,0,0,0,9.17,0,6.4,0,0,26.87,24.66,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,0,0,50,190.26,26.87,0.93,86.52,63.42,0,6.67,9.17,24.67,0,0,0,0,0

96,23:45-24:00,27.49,0,0,0,0,9.17,0,6,0,0,26.87,22,100,259.56,0,65.82,3.58,0,1.35,0.96,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,0,0,50,190.26,26.87,0.93,86.52,63.42,0,6.67,9.17,22,0,0,0,0,0

