Column1,Time,GNA/NR/2025/08/01/3698,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6209,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/5784,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/2952,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/2414,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/6452,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6187,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5126,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/07/5932,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/1196,NR/01102023/15082037/GNA_NR_2012_01
66,16:15-16:30,14.6,3.72,96.35,7.28,96.35,130.36,8.53,26.95,26.95,64.28,75.25,12.67,48.18,18.81,14.6,24.09,0,36.05,46,50,33,50.56,23,33,124.7,25,24.94,50,33.12,71.31,99.37,30.34,33.12,71.3,16,35.61,10.77,15.27,270.98,20.79,16.83,29.26,10.77,24.09,10.75,-0,10.88,8.33,19.27,100.38

67,16:30-16:45,14.6,5.91,96.35,7.28,96.35,130.36,8.53,26.95,26.95,64.28,75.3,12.67,48.18,18.81,14.6,24.09,0,34.1,40,45,33,45.9,18,33,114.69,22,22.94,48,33.54,71.46,100.64,30.15,33.54,71.45,8,23.21,9.72,15.27,270.98,20.79,16.83,29.26,9.72,24.09,10.75,-0,10.88,7.51,19.27,100.38

68,16:45-17:00,14.6,5.91,96.35,7.28,96.35,130.36,8.53,26.95,26.95,64.28,76.4,12.67,48.18,18.81,14.6,24.09,0,31.17,34,40,33,41.15,17,33,101.55,20,20.31,42,34.18,71.7,102.55,29.93,34.18,71.71,5,23.81,8.46,15.27,270.98,20.79,16.83,29.26,8.46,24.09,10.75,-0,10.88,6.53,19.27,100.38

69,17:00-17:15,14.6,5.91,96.35,8.41,96.35,130.36,8.53,26.95,26.95,64.23,86.91,12.67,48.18,19.18,14.6,24.09,0,27.28,28,35,33,35.93,14,28.5,91.9,18,18.38,37,33.73,75.58,101.19,31.73,33.73,75.58,2,22.01,7.16,15.27,270.98,20.79,16.83,29.26,7.16,24.09,10.75,-0,10.49,5.53,19.27,100.38

70,17:15-17:30,14.6,5.91,96.35,8.41,96.35,130.36,8.53,26.95,26.95,64.23,86.91,12.67,48.18,19.18,14.6,24.09,0,19.48,24,28,26.3,30.58,12,22.9,78.41,14,15.68,32,33.57,75.64,100.7,30.98,33.57,75.63,0,22.61,6.04,15.27,270.98,20.79,16.83,29.26,6.04,24.09,10.75,-0,10.49,4.67,19.27,100.38

71,17:30-17:45,14.6,5.91,96.35,8.41,96.35,130.36,8.53,26.95,26.95,64.23,86.91,12.67,48.18,19.18,14.6,24.09,0,16.56,19,23,19.1,25.31,9,17.3,71.22,11,14.25,23,32.63,74.67,97.89,30.31,32.63,74.68,0,23.01,4.87,15.27,270.98,20.79,16.83,29.26,4.87,24.09,10.75,-0,10.49,3.76,19.27,100.38

72,17:45-18:00,14.6,5.91,96.35,8.41,96.35,130.36,8.53,26.95,26.95,72.72,86.91,12.67,48.18,19.18,14.6,24.09,0,10.56,15,17,12,20.08,7,11.6,56.45,9,11.29,16,31.86,74.01,95.56,29.48,31.86,74.02,0,24.01,3.76,15.27,270.98,20.79,16.83,29.26,3.76,24.09,10.75,-0,10.49,2.9,19.27,100.38

73,18:00-18:15,14.6,5.91,48.18,8.41,96.35,130.36,8.53,30,26.17,81.23,86.91,12.67,48.18,19.18,14.6,24.09,0,7.08,10,13,0,15.69,5,0,42.71,7,8.54,12,29.96,73.44,89.89,29.11,29.96,73.44,0,25.01,2.8,0,270.98,20.79,16.83,29.26,2.8,24.09,10.75,-0,10.49,2.16,0,100.38

74,18:15-18:30,14.6,5.91,48.18,8.41,96.35,130.36,8.53,30,26.17,115.61,86.91,12.67,48.18,19.18,14.6,24.09,0,4.15,7,9,0,11.62,3,0,30.07,5,6.01,7,29.73,73.84,89.19,29,29.73,73.85,0,29.01,1.59,0,270.98,20.79,16.83,29.26,1.59,24.09,10.75,-0,10.49,1.23,0,100.38

75,18:30-18:45,14.6,5.91,48.18,8.41,96.35,130.36,8.53,30,26.17,115.61,86.91,12.67,48.18,19.18,14.6,24.09,0,1.45,4,6,0,8,1,0,19.83,3,3.97,3,29.66,70.5,88.97,29,29.66,70.5,0,32.61,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

76,18:45-19:00,14.6,3.72,48.18,8.41,96.35,130.36,6.54,30,26.17,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,3,3,0,4.57,1,0,11.62,2,2.33,2,29.51,69.48,88.52,29.31,29.51,69.48,0,32.81,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

77,19:00-19:15,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,1,1,0,2.64,0,0,2.54,1,0.51,1,28.03,67.87,84.1,28.66,28.03,67.88,0,36.01,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

78,19:15-19:30,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0.41,0,0,0.33,0,0.07,0,26.56,64.18,79.69,27.52,26.56,64.17,0,35.21,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

79,19:30-19:45,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0.11,0,0,0,0,0,0,26.67,64.37,79.99,27.57,26.67,64.36,0,34.41,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

80,19:45-20:00,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,25.83,61.36,77.51,26.47,25.83,61.35,0,34.01,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

81,20:00-20:15,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,24.3,58.72,72.89,25.37,24.3,58.73,0,33.81,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

82,20:15-20:30,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,23.25,55.95,69.73,24.18,23.25,55.94,0,33.41,0,0,270.98,20.79,16.83,29.26,0,24.09,10.75,-0,10.49,0,0,100.38

83,20:30-20:45,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,22.17,53.16,66.48,23,22.17,53.15,0,29.01,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

84,20:45-21:00,14.6,3.72,48.18,7.94,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,21.12,50.45,63.33,21.73,21.12,50.44,0,27.61,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

85,21:00-21:15,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,20.84,49.64,62.5,21.12,20.84,49.65,0,26.41,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

86,21:15-21:30,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,20.63,51.19,61.91,20.88,20.63,51.19,0,25.01,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

87,21:30-21:45,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,20.48,52.95,61.43,20.77,20.48,52.95,0,24.41,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

88,21:45-22:00,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,30,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,20.91,54.91,62.73,20.76,20.91,54.92,0,23.41,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

89,22:00-22:15,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,6,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,20.67,55.25,61.99,20.16,20.67,55.24,0,28.07,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

90,22:15-22:30,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,6,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,20,54.83,60,19.14,20,54.83,0,26.81,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

91,22:30-22:45,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,6,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,17.66,52.47,53,18,17.66,52.46,0,26.58,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

92,22:45-23:00,14.6,3.72,48.18,7.66,96.35,130.36,6.54,30,6,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,17.81,52.39,53.42,16.81,17.81,52.4,0,26.38,0,0,270.98,20.79,16.83,28.26,0,24.09,10.75,-0,10.49,0,0,100.38

93,23:00-23:15,14.6,3.72,48.18,0,96.35,130.36,6.54,30,19.39,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,17.83,52.59,53.51,17.01,17.83,52.59,0,34.85,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

94,23:15-23:30,14.6,3.72,48.18,0,96.35,130.36,6.54,30,19.39,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,17.93,52.92,53.81,17.8,17.93,52.93,0,34.44,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

95,23:30-23:45,14.6,3.72,48.18,0,96.35,130.36,6.54,24.7,24.7,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,18.12,53.16,54.35,18.81,18.12,53.15,0,34.29,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

96,23:45-24:00,14.6,3.72,48.18,0,96.35,130.36,6.54,24.7,24.7,115.61,86.91,9.69,48.18,19.18,14.6,24.09,0,0,0,0,0,0,0,0,0,0,0,0,19.06,53.95,57.16,19.96,19.06,53.94,0,34.36,0,0,270.98,20.79,16.83,27.25,0,24.09,10.75,-0,10.49,0,0,100.38

