Column1,Time,GNA/SR/2025/02/01/7432,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/02/01/6460,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2594,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/01/9969,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/5886,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNARE/SR/2025/01/13/4532,GNA/WR/2025/01/01/8625,NR/01102023/22052037/LT-59
81,20:00-20:15,50,1.38,75,0,0,0,19.17,57.49,49.33,0,0,0,0,0,49.34,0,0,16.67,0,0,0,19.17,0,28.85,8.66,28.85,0,28.85,0,8.66,98.07,260.26,0.96,50,0,32,150,86.75,100.2,271.95,32,1.3,24.01,0,0.63

82,20:15-20:30,50,1.38,75,0,0,0,19.17,57.49,51,0,0,0,0,0,51,0,0,16.67,0,0,0,19.17,0,28.85,8.66,28.85,0,28.85,0,8.66,89.59,260.26,0.96,50,0,32,150,86.75,100.2,271.95,32,1.3,23.61,0,0.63

83,20:30-20:45,50,1.38,75,0,0,0,15.5,46.5,29.67,0,0,0,0,0,29.66,0,0,16.67,0,0,0,15.5,0,25.97,8.66,25.97,0,25.97,0,8.66,81.1,260.26,0.96,50,0,32,150,86.75,100.2,271.95,32,1.3,23.41,0,0

84,20:45-21:00,50,1.38,75,0,0,0,15.17,45.49,32.33,0,0,0,0,0,32.34,0,0,16.67,0,0,0,15.17,0,25.97,8.66,25.97,0,25.97,0,8.66,70.16,260.26,0.96,50,0,32,150,86.75,100.2,271.95,32,1.3,23.21,0,0

85,21:00-21:15,50,1.38,75,0,0,0,15,45,36,0,0,0,0,0,36,0,0,14,0,0,0,15,0,25.97,8.66,25.97,0,25.97,0,8.66,70.16,260.26,0.96,50,0,32,150,86.75,100.2,271.95,26.12,1.3,23.21,0,0.63

86,21:15-21:30,50,1.38,75,0,0,0,14.83,44.51,34.67,0,0,0,0,0,34.66,0,0,13.67,0,0,0,14.83,0,25.97,8.66,25.97,0,25.97,0,8.66,70.16,260.26,0.96,50,0,32,150,86.75,100.2,271.95,26.12,1.3,22.81,0,0.63

87,21:30-21:45,50,1.38,75,0,0,0,14.5,43.5,34,0,0,0,0,0,34,0,0,13.33,0,0,0,14.5,0,25.97,8.66,25.97,0,25.97,0,8.66,70.16,260.26,0.96,50,0,32,150,86.75,100.2,271.95,26.12,1.3,21.41,0,0.63

88,21:45-22:00,50,1.38,75,0,0,0,14.17,42.49,36.67,0,0,0,0,0,36.66,0,0,12.67,0,0,0,14.17,0,23.08,8.66,23.08,0,23.08,0,8.66,70.16,260.26,0.96,50,0,32,150,86.75,100.2,271.95,26.12,1.3,20.21,0,0.63

89,22:00-22:15,50,1.29,75,0,0,0,10.5,31.5,32.67,0,0,0,0,0,32.66,0,0,6.67,0,0,0,10.5,0,23.08,8.66,23.08,0,23.08,0,8.66,70.16,260.26,0.92,50,0,26.99,150,64.08,100.2,271.95,26.99,1.3,19.81,0,0.63

90,22:15-22:30,50,1.29,75,0,0,0,10.83,32.51,35.67,0,0,0,0,0,35.66,0,0,7.33,0,0,0,10.83,0,23.08,8.66,23.08,0,23.08,0,8.66,70.16,225.95,0.92,50,0,26.99,150,64.08,100.2,271.95,26.99,1.3,19.61,0,0.63

91,22:30-22:45,50,1.29,75,0,0,0,11.17,33.49,32,0,0,0,0,0,32,0,0,7.33,0,0,0,11.17,0,26.93,8.66,26.93,0,26.93,0,8.66,70.16,195.47,0.92,50,0,26.99,150,64.08,100.2,271.95,26.99,1.3,19.21,0,0

92,22:45-23:00,50,1.29,75,0,0,0,11.83,35.51,32.33,0,0,0,0,0,32.34,0,0,7.67,0,0,0,11.83,0,26.93,8.66,26.93,0,26.93,0,8.66,70.16,195.47,0.92,50,0,26.99,150,64.08,100.2,271.95,26.99,1.3,18.81,0,0

93,23:00-23:15,50,1.29,75,0,0,0,10.67,31.99,23.33,0,0,0,0,0,23.34,0,0,8,0,0,0,10.67,0,26.93,8.66,26.93,0,26.93,0,8.66,70.16,195.47,0.92,50,0,26.99,150,64.08,68.62,271.95,26.99,1.3,18.21,0,0.63

94,23:15-23:30,50,1.29,75,0,0,0,10.67,31.99,23.33,0,0,0,0,0,23.34,0,0,8.33,0,0,0,10.67,0,26.93,8.66,26.93,0,26.93,0,8.66,70.16,195.47,0.92,50,0,26.99,150,64.08,50.88,271.95,26.99,1.3,17.81,0,0.63

95,23:30-23:45,50,1.29,75,0,0,0,10.67,31.99,23.33,0,0,0,0,0,23.34,0,0,8.33,0,0,0,10.67,0,26.93,8.66,26.93,0,26.93,0,8.66,70.16,195.47,0.92,50,0,26.99,150,64.08,50.88,271.95,26.99,1.3,15.81,0,0.63

96,23:45-24:00,50,1.29,75,0,0,0,10.67,31.99,23.33,0,0,0,0,0,23.34,0,0,8.33,0,0,0,10.67,0,26.93,8.66,26.93,0,26.93,0,8.66,70.16,195.47,0.92,50,0,26.99,150,64.08,50.88,271.95,26.99,1.3,14.01,0,0.63

