Column1,Block,NR/2025/29439/A/89832,NR/2025/31859/C,NR/2025/28728/A/90160,NR/2025/30191/A/89712,NR/2025/31887/C,NR/2025/31889/C,NR/2025/31890/C,NR/2025/31832/C,NR/2025/27975/A/90174,NR/2025/27973/A/90173,NR/2025/29353/A/90184,NR/2025/31825/C,NR/2025/27965/A/90170,NR/2025/30121/A/89714,NR/2025/27966/A/90172,NR/2025/31838/C,NR/2025/31868/C,NR/2025/31839/C,NR/2025/29352/A/90186,NR/2025/30084/A/90117,NR/2025/30101/A/90200,NR/2025/31860/C,NR/2025/31126/A/89792,NR/2025/29440/A/89763,NR/2025/31793/C,NR/2025/29167/A/89770,NR/2025/31136/A/90165,NR/2025/31136/A/90166,NR/2025/31137/A/90167,NR/2025/31137/A/90168,NR/2025/31138/A/90169,NR/2025/31138/A/90171,NR/2025/31347/A/89711,NR/2025/31419/A/89924,NR/2025/31420/A/89923,GNARE/NR/2024/12/20/3668,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/3109,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/16/5917,NR/30092023/31122025/SH-07,NR/2025/31892/C,NR/2025/30082/A/90208,NR/2025/29910/A/90123,NR/2025/31893/C,NR/2025/30083/A/90118,NR/2025/31874/C,NR/2025/31874/C/Alternate/1,NR/2025/30067/A/90298,NR/2025/29992/A/89845,NR/2025/29915/A/89769,NR/2025/31886/C,NR/2025/31895/C,NR/2025/30105/A/90115,NR/2025/29628/A/90128,NR/2025/30217/A/90114,NR/2025/31339/A/89847,NR/2025/31829/C,NR/2025/30086/A/90116,NR/2025/31877/C,NR/2025/27978/A/90204,NR/2025/31878/C,NR/2025/29985/A/89848,Total
41,10:00-10:15,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.48,0.19,0.38,0.1,0.19,0.1,9.61,1.44,1.63,40.77,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,7.83,109,1414.9600000000003

42,10:15-10:30,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.48,0.19,0.38,0.19,0.19,0.1,9.61,1.44,1.63,45.13,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,7.83,116,1426.41

43,10:30-10:45,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.18,0.29,0.14,0.1,0.08,0.1,9.61,1.44,1.63,49.46,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,11.53,112,1429.8000000000002

44,10:45-11:00,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.24,0.19,0.14,0.1,0.19,0.1,9.61,1.44,1.63,53.79,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,12.81,119,1442.4800000000002

45,11:00-11:15,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.36,0.19,0.21,0.1,0.28,0.1,9.61,1.44,1.63,43.42,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,14.07,126,1440.65

46,11:15-11:30,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.42,0.19,0.25,0.1,0.29,0.1,9.61,1.44,1.63,44.82,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,15.52,130,1447.6100000000004

47,11:30-11:45,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.37,0.29,0.3,0.1,0.29,0.1,9.61,1.44,1.63,48.3,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,16.89,116,1438.5600000000004

48,11:45-12:00,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,51.81,134.84,20.74,15.24,24.04,19.23,26.95,16.75,163.44,0,81.72,26.95,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,18.17,116,1443.6400000000003

49,12:00-12:15,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.19,0.29,0.1,9.61,1.44,1.63,45,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,19.35,116,1438.0200000000002

50,12:15-12:30,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,48.33,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,19.65,116,1441.5600000000004

51,12:30-12:45,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,45,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,19.91,105,1427.4900000000002

52,12:45-13:00,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,48.33,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,20.19,105,1431.1000000000004

53,13:00-13:15,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,40.14,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1404.5300000000002

54,13:15-13:30,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,41.21,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1405.6000000000001

55,13:30-13:45,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,48.68,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1413.0700000000002

56,13:45-14:00,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,0,48.07,0,28.6,0,0,16.57,10.58,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,52.51,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1416.9

57,14:00-14:15,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,70,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1627.6300000000003

58,14:15-14:30,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.58,0.29,0.38,0.1,0.38,0.1,9.61,1.44,1.63,70,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1627.7200000000003

59,14:30-14:45,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.58,0.29,0.38,0.1,0.38,0.1,9.61,1.44,1.63,68.29,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1626.0100000000002

60,14:45-15:00,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.67,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,65.49,134.84,20.74,15.24,24.04,19.23,26.96,16.65,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,8.81,98,1623.2100000000003

61,15:00-15:15,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.67,0.29,0.38,0.1,0.19,0.1,9.61,1.44,1.63,54.91,134.84,20.74,15.24,24.04,19.23,26.96,17.03,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,10.76,77,1593.8600000000004

62,15:15-15:30,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,52.1,134.84,20.74,15.24,24.04,19.23,26.96,17.03,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,10.76,74,1588.0600000000004

63,15:30-15:45,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,1.44,1.63,45,134.84,20.74,15.24,24.04,19.23,26.96,17.03,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,10.76,70,1576.9600000000003

64,15:45-16:00,0,76.55,0,0,8.01,24.04,16.03,81.72,0,0,81.72,44.22,0,0,0,96.14,48.07,96.14,28.6,0,0,16.57,11.54,0,48.07,0,0.67,0.29,0.38,0.1,0.19,0.1,9.61,1.44,1.63,43.33,134.84,20.74,15.24,24.04,19.23,26.96,17.03,163.44,0,81.72,26.96,24.04,0,0,7.69,0,108.02,0,0,0,0,6.73,0.96,0,0,0,0,48.07,0,33.65,0,10.76,70,1575.2800000000004

65,16:00-16:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,11.54,0.96,0,0,0.67,0.29,0.38,0.1,0.19,0.1,9.61,0,0,43.33,134.84,20.74,15.24,24.04,19.23,26.96,17.3,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,4.81,70,1871.55

66,16:15-16:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,11.54,0.96,0,0,0.58,0.29,0.38,0.1,0.29,0.1,9.61,0,0,41.67,134.84,20.74,15.24,24.04,19.23,26.96,17.3,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,4.81,70,1869.8999999999999

67,16:30-16:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,12.5,0.96,0,0,0.67,0.29,0.38,0.1,0.38,0.1,9.61,0,0,40,134.84,20.74,15.24,24.04,19.23,26.96,17.3,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,4.33,77,1875.8899999999999

68,16:45-17:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,12.5,0.96,0,0,0.67,0.29,0.38,0.1,0.29,0.1,9.61,0,0,38.74,134.84,20.74,15.24,24.04,19.23,26.96,17.3,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,4.04,70,1867.2499999999998

69,17:00-17:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,12.5,0.87,0,0,0,0,0,0,0,0,0,0,0,34.45,134.84,20.74,15.24,24.04,19.23,26.96,17.76,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,3.36,63,1844.2099999999998

70,17:15-17:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,12.5,0.87,0,0,0,0,0,0,0,0,0,0,0,30.01,134.84,20.74,15.24,24.04,19.23,26.96,17.76,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,3.65,56,1833.06

71,17:30-17:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,13.46,0.87,0,0,0.01,0.11,0.01,0.04,0.01,0.04,0,0,0,23.88,134.84,20.74,15.24,24.04,19.23,26.96,19.14,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,2.69,49,1821.53

72,17:45-18:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,24.04,48.07,0,13.46,0.87,0,0,0.13,0.08,0.1,0.03,0.07,0.03,0,0,0,19.85,134.84,20.74,15.24,24.04,19.23,26.96,19.14,163.44,0,81.72,26.96,0,48.07,16.57,0,8.01,162.04,0,0,44.22,0,0,0,16.03,76.55,7.69,134.6,0,24.04,28.84,96.14,2.4,35,1803.43

73,18:00-18:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.87,0,0,0.18,0.06,0.11,0.02,0.08,0.02,0,0,0,10,134.84,20.74,0,43.7,0,26.95,19.14,163.44,0,81.72,26.95,0,48.07,16.57,0,12.38,162.04,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,28.84,96.14,1.92,28,1796.5900000000004

74,18:15-18:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.87,0,0,0.18,0.04,0.11,0.01,0.05,0.01,0,0,0,10,134.84,20.74,0,43.7,0,26.95,19.14,163.44,0,81.72,26.95,0,48.07,16.57,0,12.38,162.04,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,28.84,96.14,1.83,18,1786.43

75,18:30-18:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.87,0,0,0.15,0.02,0.11,0.01,0.05,0.01,0,0,0,9.83,134.84,20.74,0,43.7,0,26.95,19.14,163.44,0,81.72,26.95,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,28.84,96.14,1.15,11,1781.1900000000005

76,18:45-19:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.87,0,0,0.15,0,0.1,0,0.08,0,0,0,0,5.31,134.84,20.74,0,43.7,0,26.95,19.14,163.44,0,81.72,26.95,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,28.84,96.14,0.77,7,1772.2700000000004

77,19:00-19:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,0,0,0,0,0,0,0,0,0,0,2.89,134.84,20.74,0,43.7,0,26.34,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,5,1770.1300000000003

78,19:15-19:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,0,0,0,0,0,0,0,0,0,0,1.86,134.84,20.74,0,43.7,0,26.34,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,1,1765.1000000000004

79,19:30-19:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,0,0,0,0,0,0,0,0,0,0,0.99,134.84,20.74,0,43.7,0,26.34,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,0,1763.2300000000005

80,19:45-20:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,0,0,0,0,0,0,0,0,0,0,0.39,134.84,20.74,0,43.7,0,26.34,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,0,1762.6300000000003

81,20:00-20:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0.01,134.84,20.74,0,43.7,0,29.5,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,0,1819.4900000000005

82,20:15-20:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,0,1819.4800000000005

83,20:30-20:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,0,1819.4800000000005

84,20:45-21:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,19.14,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,76.55,7.69,134.6,0,30.13,0,96.14,0,0,1819.4800000000005

85,21:00-21:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.68,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,0,96.14,0,0,1848.2200000000005

86,21:15-21:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.68,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,0,96.14,0,0,1848.2200000000005

87,21:30-21:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.68,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,0,96.14,0,0,1848.2200000000005

88,21:45-22:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.68,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,192.28,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,0,96.14,0,0,1848.2200000000005

89,22:00-22:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.5,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1846.6400000000003

90,22:15-22:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,13.46,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.5,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1846.6400000000003

91,22:30-22:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,12.5,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.5,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1845.6800000000003

92,22:45-23:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,12.5,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.5,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1845.6800000000003

93,23:00-23:15,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,12.5,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.22,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1845.4000000000003

94,23:15-23:30,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,12.5,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.22,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1845.4000000000003

95,23:30-23:45,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,12.5,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.22,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1845.4000000000003

96,23:45-24:00,25.07,0,81.72,48.07,0,0,0,0,96.14,0,81.72,0,0,6.73,96.14,0,0,0,28.6,30.13,48.07,0,12.5,0.91,0,54.08,0,0,0,0,0,0,0,0,0,0,134.84,20.74,0,43.7,0,29.5,18.22,163.44,0,81.72,29.5,0,48.07,19.23,0,12.38,162.04,0,0,44.22,0,0,0,24.77,105.75,7.69,134.6,0,30.13,28.84,96.14,0,0,1845.4000000000003

