Column1,Block,GNARE/NR/2024/12/20/3668,NR/2025/28129/C,NR/2025/26889/A/78260,NR/2025/27361/A/77953,NR/2025/28130/C,NR/2025/28042/C,NR/2025/26561/A/78238,NR/2025/27725/A/78216,NR/2025/28144/C,NR/2025/28049/C,NR/2025/27088/A/78267,NR/2025/28117/C,NR/2025/27393/A/77952,NR/2025/28146/C,NR/2025/28123/C,NR/2025/28147/C,NR/2025/27242/A/78193,NR/2025/28124/C,NR/2025/28148/C,NR/2025/27724/A/77923,NR/2025/28149/C,NR/2025/26085/A/77789,SR/2025/17372/C,NR/2025/26860/A/78161,NR/2025/28097/C,NR/2025/27360/A/77954,NR/2025/27727/A/78209,NR/2025/28095/C,NR/2025/27499/A/78259,NR/2025/28091/C,NR/2025/28092/C,NR/2025/26777/A/77915,NR/2025/26445/A/78271,NR/2025/28063/C,NR/2025/27167/A/78195,GNA/NR/2025/06/01/2868,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7782,NR/2025/26861/A/78237,GNA/NR/2025/06/01/9719,NR/2025/27728/A/78210,NR/2025/27462/A/77822,NR/2025/27359/A/77955,NR/2025/27726/A/78213,NR/2025/27281/A/78309,NR/2025/27782/A/78208,NR/2025/27157/A/77841,GNA/NR/2025/06/01/7786,NR/2025/27162/A/78218,NR/2025/26785/A/77843,NR/2025/26975/A/78220,NR/2025/26564/A/78240,NR/2025/26570/A/78242,GNA/NR/2025/06/01/2569,NR/2025/26563/A/78239,NR/2025/26569/A/78241,GNA/NR/2025/06/01/7762,NR/30092023/31122025/SH-07,NR/2025/26952/A/77848,GNA/NR/2025/06/01/4444,NR/2025/28131/C,NR/2025/27168/A/78198,GNA/NR/2025/06/01/5280,NR/30092023/26122029/SH-06,NR/2025/27356/A/77956,NR/2025/27622/A/77821,Total
41,10:00-10:15,84.37,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.35,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,168,11.58,1948.9

42,10:15-10:30,88.8,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.35,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,175,11.58,1960.33

43,10:30-10:45,92.76,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.35,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,182,11.58,1971.29

44,10:45-11:00,96.67,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.35,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,186,11.58,1979.2

45,11:00-11:15,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.25,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,189,12.55,1986.4

46,11:15-11:30,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.25,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,196,12.55,1993.4

47,11:30-11:45,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.25,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,200,12.55,1997.4

48,11:45-12:00,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,0,20.75,17.37,10.25,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.94,0,164.08,164.08,20.75,11.9,26.94,200,12.55,1997.4

49,12:00-12:15,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,200,12.55,2132.46

50,12:15-12:30,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,200,12.55,2132.46

51,12:30-12:45,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,200,12.55,2132.46

52,12:45-13:00,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,200,12.55,2132.46

53,13:00-13:15,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,11.58,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,200,12.55,2132.46

54,13:15-13:30,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,200,12.55,2133.4300000000003

55,13:30-13:45,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,196,12.55,2129.4300000000003

56,13:45-14:00,100,108.45,0,0,31.85,24.85,15.81,0,11.58,53.09,0,164.08,0,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,0,0,128.97,0,0,0,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,0,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.95,0,164.08,164.08,20.75,11.9,26.95,193,12.55,2126.4300000000003

57,14:00-14:15,100,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,175,11.58,2553.37

58,14:15-14:30,100,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,168,11.58,2546.37

59,14:30-14:45,91.01,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,161,11.58,2530.38

60,14:45-15:00,87.42,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,41.02,55.92,11.58,12.55,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.16,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,154,11.58,2519.79

61,15:00-15:15,83.44,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,33.78,55.92,11.58,13.51,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.43,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,147,8.69,2499.9100000000003

62,15:15-15:30,79.17,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,33.78,55.92,11.58,13.51,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.43,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,137,8.69,2485.6400000000003

63,15:30-15:45,74.22,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,33.78,55.92,11.58,13.51,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.43,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,123,8.69,2466.69

64,15:45-16:00,69.28,108.45,0,38.61,31.85,24.85,15.81,0,11.58,53.09,0,164.08,55.5,39.57,5.79,39.57,33.78,55.92,11.58,13.51,39.57,0.97,0,0,90.25,28.96,0,128.97,0,144.78,144.78,0,96.52,135.13,20.75,17.37,10.43,20.75,41.02,41.02,11.89,0,20.75,0,0,33.78,0,0,0,0,41.02,0,0,0,0,0,53.57,0,0,20.75,26.7,0,164.08,164.08,20.75,11.9,26.7,112,8.69,2450.75

65,16:00-16:15,61.58,108.45,0,38.61,31.85,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.71,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,53.09,5.79,144.78,144.78,53.57,0,0,20.75,26.7,135.13,164.08,0,20.75,11.9,26.7,102,5.79,2669.56

66,16:15-16:30,54.43,108.45,0,38.61,31.85,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.71,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,53.09,5.79,144.78,144.78,53.57,0,0,20.75,26.7,135.13,164.08,0,20.75,11.9,26.7,91,5.79,2651.41

67,16:30-16:45,48.19,108.45,0,38.61,31.85,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.71,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,53.09,5.79,144.78,144.78,53.57,0,0,20.75,26.7,135.13,164.08,0,20.75,11.9,26.7,81,5.79,2635.1699999999996

68,16:45-17:00,41.81,108.45,0,38.61,31.85,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.71,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,53.09,5.79,144.78,144.78,53.57,0,0,20.75,26.7,135.13,164.08,0,20.75,11.9,26.7,70,5.79,2617.79

69,17:00-17:15,35.55,162.68,0,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.9,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,26.7,135.13,164.08,0,20.75,11.9,26.7,56,0,2591.14

70,17:15-17:30,28.64,162.68,0,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,157.33,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.9,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,26.7,135.13,164.08,0,20.75,11.9,26.7,42,0,2727.56

71,17:30-17:45,22.53,162.68,0,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,142.85,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.9,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,135.13,164.08,0,20.75,11.9,29,28,0,2697.5700000000006

72,17:45-18:00,16.71,162.68,0,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,191.11,90.25,0,28.96,43.87,0,0,0,0,164.08,96.52,0,20.75,17.37,10.9,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,135.13,164.08,0,20.75,11.9,29,14,0,2726.01

73,18:00-18:15,12.04,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,193.04,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.27,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,11,0,2611.5800000000004

74,18:15-18:30,8.32,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,197.87,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.27,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,6,0,2607.6900000000005

75,18:30-18:45,0.71,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,207.52,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.27,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,1,0,2604.7300000000005

76,18:45-19:00,0.27,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,241.3,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.27,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,1,0,2638.07

77,19:00-19:15,0.18,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.54,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,0,0,2395.9500000000003

78,19:15-19:30,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.54,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,0,0,2395.7700000000004

79,19:30-19:45,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.54,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,0,0,2395.7700000000004

80,19:45-20:00,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,55.5,0,0,0,33.78,0,0,13.51,0,0.87,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.54,20.75,41.02,41.02,11.89,0,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,5.79,144.78,144.78,53.57,0,0,20.75,29,0,164.08,0,20.75,11.9,29,0,0,2395.7700000000004

81,20:00-20:15,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,13.51,0,0.92,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.82,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2473.84

82,20:15-20:30,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,13.51,0,0.92,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.82,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2473.84

83,20:30-20:45,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,13.51,0,0.92,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.82,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2473.84

84,20:45-21:00,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,13.51,0,0.92,0,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,11.82,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2473.84

85,21:00-21:15,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,12.55,0,0.92,259.64,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,12.19,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2732.8900000000003

86,21:15-21:30,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,12.55,0,0.92,250.95,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,12.19,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2724.2000000000003

87,21:30-21:45,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,12.55,0,0.92,231.65,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,12.19,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2704.9000000000005

88,21:45-22:00,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,12.55,0,0.92,231.65,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,12.19,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2704.9000000000005

89,22:00-22:15,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,11.58,0,0.82,202.69,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,13.22,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2675.9000000000005

90,22:15-22:30,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,11.58,0,0.82,178.56,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,13.22,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2651.7700000000004

91,22:30-22:45,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,11.58,0,0.82,159.26,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,13.22,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2632.4700000000007

92,22:45-23:00,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,11.58,0,0.82,130.3,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,13.22,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2603.510000000001

93,23:00-23:15,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,10.62,0,0.77,111,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,13.22,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2583.2000000000007

94,23:15-23:30,0,162.68,5.79,38.61,29.92,0,144.78,14.62,0,0,164.08,0,111,0,0,0,33.78,0,0,10.62,0,0.77,101.35,90.25,0,28.96,43.87,0,8.69,0,0,164.08,96.52,0,20.75,28.96,13.22,20.75,41.02,41.02,11.89,164.08,20.75,37.3,9.65,33.78,43.87,24.85,14.62,217.17,41.02,55.92,0,27.03,144.78,144.78,53.57,0,0,20.75,29.5,0,0,0,20.75,11.9,29.5,0,0,2573.5500000000006

