Column1,Time,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/08/01/4452,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/5784,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6209,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6187,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8128,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/1196,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532
69,17:00-17:15,22,28.98,9,43.75,36,2,20.86,30.3,25,0,37.59,25,75,78.6,29.88,78.59,15.3,-0,0,96.53,9.07,70.4,14.62,20.83,14.62,48.26,24.13,130.61,3.24,96.53,4.02,24.13,29.03,0,87.07,6.83,5.08,5.08,0,26.24,19.31,100.56,271.49,0,19.22,3.92,8.75,19,12,17.01

70,17:15-17:30,19,26.74,8,38.42,30,0,17.37,23.56,25,0,37.11,25,75,79.34,23.11,79.34,15.3,-0,0,96.53,9.07,70.4,14.62,20.83,14.62,48.26,24.13,130.61,3.24,96.53,4.02,24.13,29.03,0,87.07,5.98,4.2,4.2,0,26.24,19.31,100.56,271.49,0,19.22,3.24,7.68,15,9,16.61

71,17:30-17:45,16,20.49,7,44.08,20,0,13.42,16.57,24.5,0,35.84,24.5,73.5,77.06,16.25,77.06,15.3,-0,0,96.53,9.07,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,96.53,4.02,24.13,29.03,0,87.07,5.98,2.79,2.79,0,26.75,19.31,100.56,271.49,0,19.22,2.16,8.82,13,8,7.3

72,17:45-18:00,12,15.49,6,37.08,15,0,9.74,9.6,23.83,0,34.42,23.83,71.51,74.72,9.41,74.72,15.3,-0,0,96.53,9.07,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,96.53,4.02,24.13,29.03,0,87.07,5.98,2.14,2.14,0,26.75,19.31,100.56,271.49,0,19.22,1.65,7.42,12,7,6.75

73,18:00-18:15,9,11.94,5,29.49,10,0,5.85,0,24,0,32.78,24,72,68.6,0,68.6,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,87.07,5.98,1.57,1.57,0,26.75,0,100.56,271.49,0,19.22,1.21,5.9,10,5,6.41

74,18:15-18:30,6,8.41,4,21.9,7,0,1.95,0,23.67,0,31.17,23.67,70.99,68.3,0,68.29,0,-0,0,96.53,9.83,70.4,0,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,87.07,5.98,1.08,1.08,0,26.75,0,100.56,271.49,0,19.22,0.84,4.38,9,3,6.14

75,18:30-18:45,3,3.16,3,14.06,3,0,0.08,0,23,0,29.93,23,69,67.99,0,67.98,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,87.07,5.98,0,0,0,27.75,0,100.56,271.49,0,19.22,0,2.81,5,1,6.4

76,18:45-19:00,2,1.34,2,6.33,2,0,0,0,22.33,0,28.85,22.33,67.01,67.68,0,67.69,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,87.07,5.98,0,0,0,28.25,0,100.56,271.49,0,19.22,0,1.27,3,1,6.77

77,19:00-19:15,1,0.78,0,3.66,1,0,0,0,21.83,0,27.78,21.83,65.51,67.38,0,67.37,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,28.25,0,94.4,271.49,0,14.14,0,0.73,1,0,7.15

78,19:15-19:30,0,0.3,0,1.67,0,0,0,0,21.33,0,26.85,21.33,64.01,67.07,0,67.07,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,28.25,0,94.4,271.49,0,14.14,0,0.33,0,0,7.74

79,19:30-19:45,0,0.07,0,0.47,0,0,0,0,22.73,0,26.67,22.73,68.21,66.67,0,66.66,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,28.25,0,94.4,271.49,0,14.14,0,0.1,0,0,7.4

80,19:45-20:00,0,0,0,0,0,0,0,0,22.18,0,26,22.18,66.56,66,0,66,0,-0,0,96.53,9.83,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,28.25,0,94.4,271.49,0,14.14,0,0,0,0,7.4

81,20:00-20:15,0,0,0,0,0,0,0,0,21.27,0,25,21.27,63.79,65.59,0,65.58,0,-0,0,96.53,9.36,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,28.77,0,94.4,271.49,0,14.14,0,0,0,0,7.4

82,20:15-20:30,0,0,0,0,0,0,0,0,20.72,0,24,20.72,62.14,62.94,0,62.93,0,-0,0,96.53,9.36,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,28.77,0,94.4,271.49,0,14.14,0,0,0,0,7.4

83,20:30-20:45,0,0,0,0,0,0,0,0,20.35,0,23.33,20.35,61.05,60.95,0,60.95,0,-0,0,96.53,9.36,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,26.24,0,94.4,271.49,0,14.14,0,0,0,0,7.4

84,20:45-21:00,0,0,0,0,0,0,0,0,20.17,0,22.67,20.17,60.49,59.29,0,59.3,0,-0,0,96.53,9.36,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,26.24,0,94.4,271.49,0,14.14,0,0,0,0,7.4

85,21:00-21:15,0,0,0,0,0,0,0,0,20.17,0,21.67,20.17,60.49,57.31,0,57.3,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,26.24,0,94.4,271.49,0,14.14,0,0,0,0,7.4

86,21:15-21:30,0,0,0,0,0,0,0,0,20.17,0,20.67,20.17,60.49,55.65,0,55.65,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,25.23,0,94.4,271.49,0,14.14,0,0,0,0,7.4

87,21:30-21:45,0,0,0,0,0,0,0,0,20.17,0,20,20.17,60.49,54.68,0,54.68,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,25.23,0,94.4,271.49,0,14.14,0,0,0,0,6

88,21:45-22:00,0,0,0,0,0,0,0,0,20.17,0,19.33,20.17,60.49,53.19,0,53.2,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,25.23,0,94.4,271.49,0,14.14,0,0,0,0,6

89,22:00-22:15,0,0,0,0,0,0,0,0,18.52,0,18.33,18.52,55.54,52.19,0,52.2,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,24.22,0,94.4,271.49,0,14.14,0,0,0,0,8.11

90,22:15-22:30,0,0,0,0,0,0,0,0,17.78,0,17.33,17.78,53.36,51.12,0,51.12,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,24.22,0,94.4,271.49,0,14.14,0,0,0,0,8.46

91,22:30-22:45,0,0,0,0,0,0,0,0,17.6,0,16.67,17.6,52.8,50.52,0,50.51,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,25.23,0,94.4,271.49,0,14.14,0,0,0,0,8.4

92,22:45-23:00,0,0,0,0,0,0,0,0,17.6,0,15.92,17.6,52.8,49.68,0,49.67,0,-0,0,96.53,7.95,70.4,14.62,20.83,14.62,48.26,24.13,130.61,2.78,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,25.23,0,94.4,271.49,0,14.14,0,0,0,0,8.29

93,23:00-23:15,0,0,0,0,0,0,0,0,17.42,0,15.85,17.42,52.24,53.9,0,53.9,0,-0,0,96.53,7.67,70.4,14.62,20.83,14.62,48.26,24.13,130.61,3.25,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,24.73,0,94.4,271.49,0,14.14,0,0,0,0,7.98

94,23:15-23:30,0,0,0,0,0,0,0,0,17.23,0,15.66,17.23,51.71,54.85,0,54.85,0,-0,0,96.53,7.67,70.4,14.62,20.83,14.62,48.26,24.13,130.61,3.25,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,24.73,0,94.4,271.49,0,14.14,0,0,0,0,7.61

95,23:30-23:45,0,0,0,0,0,0,0,0,17.05,0,15.45,17.05,51.15,55.77,0,55.77,0,-0,0,96.53,7.67,70.4,14.62,20.83,14.62,48.26,24.13,130.61,3.23,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,24.23,0,94.4,271.49,0,14.14,0,0,0,0,8.08

96,23:45-24:00,0,0,0,0,0,0,0,0,16.87,0,15.22,16.87,50.59,56.91,0,56.92,0,-0,0,96.53,7.67,70.4,14.62,20.83,14.62,48.26,24.13,130.61,3.23,48.26,4.02,24.13,29.03,0,81.09,12.69,0,0,0,24.23,0,94.4,271.49,0,14.14,0,0,0,0,8.7

