Column1,Block,NR/2025/26335/A/72564,WR/2025/29275/C,NR/2025/26879/A/72836,NR/2025/26888/C,NR/2025/26941/C,NR/2025/26153/A/72429,NR/2025/26885/C,NR/2025/26291/A/72919,NR/2025/25967/A/72840,NR/2025/26336/A/72562,NR/2025/26082/A/72917,NR/2025/26919/C,NR/2025/26822/A/73002,NR/2025/26825/A/73001,NR/2025/26005/A/72462,NR/2025/26944/C,NR/2025/26829/A/72998,NR/2025/26828/A/72999,NR/2025/26884/C,NR/2025/26945/C,NR/2025/26827/A/73000,NR/2025/26232/A/72924,NR/2025/25861/A/72829,NR/2025/26931/C,NR/2025/26929/C,NR/2025/26950/C,NR/2025/25860/A/72828,NR/2025/26933/C,NR/2025/26202/A/72906,NR/2025/26289/A/72921,NR/2025/26951/C,NR/2025/25859/A/72827,NR/2025/26934/C,NR/2025/26191/A/72459,NR/2025/26953/C,NR/2025/26101/A/72502,NR/2025/26954/C,NR/2025/26265/A/72926,NR/2025/26233/A/72925,GNA/NR/2025/05/01/4138,NR/2025/26955/C,NR/2025/26917/C,NR/2025/26886/C,NR/2025/26379/A/72838,NR/2025/26887/C,NR/2025/26939/C,NR/2025/26785/A/72714,NR/2025/26689/A/72523,NR/2025/26085/A/72417,NR/2025/26004/A/72461,NR/2025/26958/C,GNARE/NR/2024/12/20/3668,NR/2025/26755/A/72382,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,Total
40,09:45-10:00,179,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,109.87,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,5.78,0.96,48.15,0,85.45,10.59,26.94,8.85,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2136.63

41,10:00-10:15,189,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,5.78,0.96,48.15,0,90.57,12.52,26.94,8.75,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2178.5300000000007

42,10:15-10:30,196,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,5.78,0.96,48.15,0,95.32,12.52,26.94,8.75,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2190.2800000000007

43,10:30-10:45,203,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,5.78,0.96,48.15,0,99.57,12.52,26.94,8.75,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2201.5300000000007

44,10:45-11:00,207,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,5.78,0.96,48.15,0,100,12.52,26.94,8.75,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2205.960000000001

45,11:00-11:15,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.94,8.57,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2210.7000000000007

46,11:15-11:30,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.94,8.57,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2210.7000000000007

47,11:30-11:45,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.94,8.57,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2210.7000000000007

48,11:45-12:00,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.94,8.57,26.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,28.94,10.59,0,0,14.44,2210.7000000000007

49,12:00-12:15,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.47,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.190000000001

50,12:15-12:30,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.47,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.190000000001

51,12:30-12:45,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.47,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.190000000001

52,12:45-13:00,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.47,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.190000000001

53,13:00-13:15,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.39,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.110000000001

54,13:15-13:30,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.39,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.110000000001

55,13:30-13:45,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.39,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.110000000001

56,13:45-14:00,210,0,0,4.82,96.3,9.92,48.15,0,192.6,0,47.19,52.68,0,0,48.15,54.1,0,0,96.3,19.26,0,0,0,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,0,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,6.74,0.96,48.15,0,100,13.48,26.95,8.39,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2199.110000000001

57,14:00-14:15,189,0,0,4.82,96.3,0,48.15,0,192.6,0,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,7.7,0,48.15,0,100,11.56,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2264.670000000001

58,14:15-14:30,182,0,0,4.82,96.3,0,48.15,0,192.6,0,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,7.7,0,48.15,0,100,11.56,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2257.670000000001

59,14:30-14:45,182,0,0,4.82,96.3,0,48.15,0,192.6,0,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,7.7,0,48.15,0,98.32,11.56,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2255.990000000001

60,14:45-15:00,168,0,0,4.82,96.3,0,48.15,0,192.6,0,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,7.7,0,48.15,0,94.44,11.56,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2238.110000000001

61,15:00-15:15,161,0,0,4.82,96.3,0,48.15,0,192.6,0,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,8.67,0,48.15,0,90.14,8.67,26.95,8.11,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2224.7100000000014

62,15:15-15:30,147,0,0,4.82,96.3,0,48.15,0,192.6,0,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,134.82,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,8.67,0,48.15,0,85.53,8.67,26.95,8.11,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2206.1000000000013

63,15:30-15:45,137,0,0,4.82,96.3,0,48.15,0,192.6,221.49,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,67.41,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,8.67,0,48.15,0,80.18,8.67,26.95,8.11,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2344.8300000000013

64,15:45-16:00,123,0,0,4.82,96.3,0,48.15,0,192.6,221.49,0,62.6,0,0,39.48,54.1,0,0,96.3,19.26,0,0,110.74,52.96,67.41,12.4,0,0,0,0,37.2,96.3,0,0,37.2,33.7,12.4,0,0,0,37.2,192.6,24.08,0,4.82,48.15,0,8.67,0,48.15,0,74.85,8.67,26.95,8.11,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2325.500000000001

65,16:00-16:15,112,0,0,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,54.1,37.2,12.4,0,19.26,37.2,4.82,110.74,0,67.41,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,52.96,8.67,0.82,48.15,0,63.2,5.78,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2356.820000000001

66,16:15-16:30,98,0,0,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,54.1,37.2,12.4,0,19.26,37.2,4.82,110.74,0,67.41,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,52.96,8.67,0.82,48.15,0,55.86,5.78,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2335.480000000001

67,16:30-16:45,84,0,0,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,54.1,37.2,12.4,0,19.26,37.2,4.82,110.74,0,67.41,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,52.96,8.67,0.82,48.15,0,49.45,5.78,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2315.070000000001

68,16:45-17:00,74,0,0,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,54.1,37.2,12.4,0,19.26,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,52.96,8.67,0.82,48.15,0,42.91,5.78,26.95,8.29,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2231.1200000000013

69,17:00-17:15,63,0,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,102.01,37.2,12.4,0,0,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,36.48,0,26.95,8.57,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2218.3900000000012

70,17:15-17:30,49,0,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,102.01,37.2,12.4,0,0,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,29.4,0,26.95,8.57,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2197.3100000000013

71,17:30-17:45,35,0,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,102.01,37.2,12.4,0,0,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,23.12,0,26.95,8.57,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2177.0300000000007

72,17:45-18:00,21,0,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,102.01,37.2,12.4,0,0,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,17.15,0,26.95,8.57,26.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,17.51,10.59,0,0,14.44,2157.060000000001

73,18:00-18:15,14,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,12.36,0,26.56,8.94,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2456.890000000001

74,18:15-18:30,4,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,0,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,8.53,0,26.56,8.94,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2443.060000000001

75,18:30-18:45,1,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,0.73,0,26.56,8.94,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2655.6800000000007

76,18:45-19:00,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.67,48.15,0,0.28,0,26.56,8.94,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2654.230000000001

77,19:00-19:15,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.72,48.15,0,0.18,0,29,9.31,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2656.9900000000007

78,19:15-19:30,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.72,48.15,0,0,0,29,9.31,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2656.8100000000004

79,19:30-19:45,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.72,48.15,0,0,0,29,9.31,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2656.8100000000004

80,19:45-20:00,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,9.63,0.72,48.15,0,0,0,29,9.31,29,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2656.8100000000004

81,20:00-20:15,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,0,0,0,29.5,9.68,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2657.2700000000004

82,20:15-20:30,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,223.42,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,0,0,0,29.5,9.68,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2657.2700000000004

83,20:30-20:45,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,0,0,0,29.5,9.68,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2638.0100000000007

84,20:45-21:00,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,162.31,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,0,96.3,48.15,0,96.3,0,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,0,0,0,29.5,9.68,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2638.0100000000007

85,21:00-21:15,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,108.2,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,8.4,0,0,29.5,11.15,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2721.8500000000013

86,21:15-21:30,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,108.2,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,8.4,0,0,29.5,11.15,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2721.8500000000013

87,21:30-21:45,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,108.2,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,8.4,0,0,29.5,11.15,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2721.8500000000013

88,21:45-22:00,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,108.2,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,8.67,0.77,48.15,8.4,0,0,29.5,11.15,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2721.8500000000013

89,22:00-22:15,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,108.2,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,7.7,0.77,48.15,8.4,0,0,29.5,11.06,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2720.790000000001

90,22:15-22:30,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,108.2,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,7.7,0.77,48.15,8.4,0,0,29.5,11.06,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2720.790000000001

91,22:30-22:45,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,102.01,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,7.7,0.77,48.15,8.4,0,0,29.5,11.06,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2714.600000000001

92,22:45-23:00,0,96.3,33.7,0,0,62.6,0,24.08,192.6,221.49,47.19,0,12.4,37.2,48.15,102.01,37.2,12.4,0,0,37.2,4.82,110.74,0,204.16,0,0,48.15,96.3,48.15,0,96.3,79.93,48.15,0,33.7,0,96.3,4.82,0,0,0,0,192.6,0,0,0,7.7,0.77,48.15,8.4,0,0,29.5,11.06,29.5,5.78,14.44,28.89,67.41,0,13.48,28.89,192.6,24.08,96.3,28.94,10.59,5.78,19.26,14.44,2714.600000000001

