Time,Block,NR/2023/15655/D,NR/2023/14745/A,NR/2023/12422/A,NR/2023/12167/A,NR/2023/15296/F,NR/2023/15057/F,NR/2023/15654/D,NR/2023/14898/A,NR/2023/15306/F,NR/2023/15674/C,NR/2023/12168/A,NR/2023/12592/A,NR/2023/12148/A,NR/2023/15673/C,NR/2023/15670/C,NR/2023/12347/A,NR/2023/15402/F,NR/2023/14737/A,NR/2023/15656/D,NR/2023/12591/A,NR/2023/15675/C,NR/2023/15412/F,NR/2023/12052/A,NR/2023/15304/F,NR/2023/13635/A,NR/2023/12053/A,NR/2023/15309/F,NR/2023/13862/A,NR/2023/14746/A,NR/2023/14895/A,NR/2023/15303/F,NR/2023/12431/A,NR/2023/15651/D,Total
67,16:30-16:45,29.030000,24.190000,0.000000,24.190000,0.970000,0.820000,0.000000,77.420000,0.930000,0.000000,46.640000,85.140000,22.260000,0.000000,12.730000,106.450000,6.770000,62.900000,18.390000,42.570000,10.090000,193.540000,63.140000,0.580000,21.290000,0.000000,4.840000,23.160000,0.000000,95.800000,0.910000,108.870000,1.74,1085.36

68,16:45-17:00,29.030000,24.190000,0.000000,24.190000,0.970000,0.820000,0.000000,77.420000,0.930000,0.000000,46.640000,85.140000,22.260000,0.000000,12.730000,106.450000,6.770000,62.900000,18.390000,42.570000,10.090000,193.540000,63.140000,0.580000,21.290000,0.000000,4.840000,23.160000,0.000000,95.800000,0.910000,108.870000,1.55,1085.17

69,17:00-17:15,0.000000,24.190000,0.000000,24.190000,0.970000,0.820000,0.000000,77.420000,0.930000,0.000000,46.640000,85.140000,22.260000,0.000000,12.730000,48.380000,0.000000,62.900000,18.390000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,0.000000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,1.45,967.03

70,17:15-17:30,0.000000,24.190000,0.000000,24.190000,0.970000,0.820000,0.000000,77.420000,0.930000,0.000000,46.640000,85.140000,22.260000,0.000000,12.730000,48.380000,0.000000,62.900000,18.390000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,0.000000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,1.08,966.66

71,17:30-17:45,0.000000,24.190000,0.000000,24.190000,0.970000,0.820000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,0.000000,12.730000,48.380000,0.000000,62.900000,18.390000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,0.000000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0.48,999.93

72,17:45-18:00,0.000000,24.190000,0.000000,24.190000,0.970000,0.820000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,0.000000,12.730000,48.380000,0.000000,62.900000,18.390000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,0.000000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0.19,999.64

73,18:00-18:15,0.000000,0.000000,0.000000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,34.840000,18.530000,48.380000,0.000000,62.900000,18.390000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1052.46

74,18:15-18:30,0.000000,0.000000,0.000000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,17.420000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1016.65

75,18:30-18:45,0.000000,0.000000,0.000000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,22.260000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1021.49

76,18:45-19:00,0.000000,0.000000,0.000000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,37.740000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1036.97

77,19:00-19:15,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,114.190000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1113.47

78,19:15-19:30,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,130.640000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1129.92

79,19:30-19:45,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,163.540000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1162.82

80,19:45-20:00,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,199.350000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,9.080000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1198.63

81,20:00-20:15,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,221.600000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1219.87

82,20:15-20:30,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,242.890000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1241.16

83,20:30-20:45,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,288.370000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1286.64

84,20:45-21:00,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,317.410000,18.530000,48.380000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1315.68

85,21:00-21:15,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,342.570000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1384.39

86,21:15-21:30,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,376.440000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1418.26

87,21:30-21:45,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,415.140000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,8.070000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1456.96

88,21:45-22:00,0.000000,0.000000,0.000000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,452.880000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,0.000000,0.000000,95.800000,0.910000,108.870000,0,1492.69

89,22:00-22:15,0.000000,0.000000,36.870000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,380.310000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1566.18

90,22:15-22:30,0.000000,0.000000,36.870000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,409.340000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1595.21

91,22:30-22:45,0.000000,0.000000,36.870000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,445.140000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1631.01

92,22:45-23:00,0.000000,0.000000,36.870000,24.190000,0.970000,0.920000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,465.460000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1651.33

93,23:00-23:15,0.000000,0.000000,36.870000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,475.140000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1660.96

94,23:15-23:30,0.000000,0.000000,36.870000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,468.370000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1654.19

95,23:30-23:45,0.000000,0.000000,36.870000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,449.010000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1634.83

96,23:45-24:00,0.000000,0.000000,36.870000,24.190000,0.970000,0.870000,0.000000,77.420000,0.930000,33.870000,46.640000,85.140000,22.260000,421.920000,18.530000,91.930000,0.000000,62.900000,0.000000,42.570000,6.060000,193.540000,63.140000,0.580000,21.290000,36.510000,4.840000,23.160000,86.030000,95.800000,0.910000,108.870000,0,1607.74

