Block,Time,BRBCL,RAPPB,RIHAND2,SALAL,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR4,ANTA_GF,DADRI_LF,CHAMERA3,DULHASTI,KHSTPP-II,KISHANGANGA,SASAN,SEWA2,SINGRAULI,TALA,URI,URI2,ANTA_CRF,AURY_GF,AURY_LF,DADRI_GF,CHAMERA1,KOLDAM,NLCIIST1,NLCIIST2,NNTPP,RIHAND3,ANTA_LF,AURY_RF,DHAULIGNGA,KKNP,NTPL,PARBATI3,RIHAND1,UNCHAHAR2,DADRI_CRF,JHAJJAR,KUDGI,NJPC,NLCEXP,RAMPUR,SIMHST2,KHSTPP-I,KKNPPU2,RSTPSU7,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,DADRI_RF,CHAMERA2,MAPS,NLCTS2EXP,RSTPSU1TO6,SIMHST1,TALST2,UNCHAHAR3,ANTA_RF,AURY_CRF,BSIUL,DADRT2,FSTPP I & II,KGSU1AND2,KGSU3AND4,KOTESHWR,NAPP,RAPPC,VALLURNTECL
65,16:00-16:15,20,0,118.75,55.77,0,14.05,20.56,0,0,23.57,0,16.48,148.3,0,326.25,0,125.96,0,1.11,4.31,0,0,0,0,0,0,0,0,0,124.32,0,70.59,0,0,0,0,45,42.39,0,470.77,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,42.94,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

66,16:15-16:30,20,0,118.75,55.77,0,28.98,20.56,0,0,23.57,0,16.48,148.3,0,326.25,0,125.96,0,1.11,4.31,0,0,0,0,0,0,0,0,0,124.32,0,70.59,0,0,0,0,45,42.39,0,470.77,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,42.94,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

67,16:30-16:45,20,0,118.75,41.83,0,46.68,20.56,0,0,23.57,0,16.48,148.3,0,326.25,0,125.96,0,1.11,4.31,0,0,0,0,0,0,0,0,0,124.32,0,70.59,0,0,0,0,45,42.39,0,482.33,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,42.94,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

68,16:45-17:00,20,0,118.75,41.83,0,46.68,20.56,0,0,23.57,0,16.48,148.3,0,326.25,0,125.96,0,1.11,4.31,0,0,0,0,0,0,0,0,0,124.32,0,70.59,0,0,0,0,45,42.39,0,482.33,0,23.39,0,0,0,45.22,0,0,0,3.85,0,47.12,3.33,0,0,0,0,0,26.39,42.94,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

69,17:00-17:15,20,0,118.75,41.83,0,62.24,20.56,0,0,23.57,0,16.48,148.3,0,326.25,0,125.96,0,1.11,4.31,0,0,0,0,0,0,0,0,0,124.32,0,70.59,0,0,0,0,45,42.39,0,493.88,0,46.79,0,0,0,45.22,0,0,0,3.85,0,47.12,13.17,0,0,0,0,0,26.39,43.26,0,1.1,683.14,14.6,0,0,17.75,44.21,53.81,0

70,17:15-17:30,20,0,118.75,9.29,0,62.24,20.56,0,0,23.57,9.67,32.95,148.3,0,326.25,5.27,125.96,0,1.11,4.31,0,0,0,0,12.16,0,0,0,0,124.32,0,70.59,0,0,0,0,45,42.39,0,493.88,0,70.17,0,0,0,45.22,0,0,0,3.85,0,47.12,13.17,0,0,0,0,0,26.39,43.57,0,6.52,683.14,14.6,0,0,26.63,44.21,53.81,0

71,17:30-17:45,20,0,118.75,1.4,0,62.24,20.56,0,0,23.57,19.38,32.95,148.3,0,326.25,10.53,125.96,0,1.11,4.31,0,0,0,0,14.05,0,0,0,0,124.32,0,70.59,7.92,0,0,0,45,42.39,0,505.42,0,93.56,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.1,0,13.04,683.14,14.6,0,0,39.83,44.21,53.81,0

72,17:45-18:00,20,0,118.75,1.4,0,62.24,20.56,0,0,23.57,19.38,32.95,148.3,0,326.25,15.06,125.96,0,1.11,4.31,0,0,0,0,28.05,0,0,0,0,124.32,0,70.59,15.98,0,0,0,45,42.39,0,505.42,0,116.96,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,13.04,683.14,14.6,0,0,39.83,44.21,53.81,0

73,18:00-18:15,20,0,118.75,1.4,0,62.24,20.56,0,0,23.57,19.38,32.95,148.3,0,326.25,15.06,125.96,0,1.11,4.31,0,0,0,0,28.05,0,0,0,0,124.32,0,70.59,27.41,0,0,0,45,42.39,0,528.53,0,116.96,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,13.04,683.14,14.6,0,0,39.83,44.21,53.81,0

74,18:15-18:30,20,0,118.75,1.4,0,62.24,20.56,0,0,23.57,19.38,32.95,148.3,0,326.25,15.06,125.96,0,1.11,4.31,0,0,0,0,28.05,0,0,0,0,124.32,0,70.59,27.41,0,0,0,45,42.39,0,528.53,0,116.96,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,13.04,683.14,14.6,0,0,39.83,44.21,53.81,0

75,18:30-18:45,20,0,118.75,2.33,0,62.24,20.56,0,0,23.57,19.38,32.95,148.3,0,331.88,15.06,125.96,0,1.11,4.31,0,0,0,0,28.05,0,0,0,0,124.32,0,71.46,27.41,0,0,0,45,42.39,0,551.63,0,116.96,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,13.04,683.14,14.6,0,0,39.83,44.21,53.81,0

76,18:45-19:00,20,0,118.75,2.33,0,62.24,20.56,0,0,23.57,9.67,32.95,148.3,0,337.5,10.53,125.96,0,1.11,4.31,0,0,0,0,28.05,0,0,0,0,124.32,0,71.46,27.41,0,0,0,45,42.39,0,551.63,0,116.96,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,6.52,683.14,14.6,0,0,19.92,44.21,53.81,0

77,19:00-19:15,20,0,118.75,2.33,0,62.24,20.56,0,0,23.57,9.67,32.95,148.3,0,343.12,5.27,125.96,0,26.49,4.31,0,0,0,0,24.49,0,0,0,0,124.32,0,71.46,27.41,0,0,3.82,45,42.39,0,574.72,0,93.56,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,1.1,683.14,14.6,0,0,17.75,44.21,53.81,0

78,19:15-19:30,20,0,118.75,2.33,0,62.24,20.56,0,0,23.57,9.67,32.95,148.3,0,348.75,5.27,125.96,0,26.49,4.31,0,0,0,0,12.01,0,0,0,0,124.32,0,71.46,15.98,0,0,16.55,45,42.39,0,574.72,0,93.56,0,0,0,45.22,0,0,0,3.85,0,47.12,26.34,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,17.75,44.21,53.81,0

79,19:30-19:45,20,0,118.75,2.33,0,62.24,20.56,0,0,23.57,9.67,32.95,148.3,0,354.38,0,125.96,0,26.49,8.07,0,0,0,0,12.01,0,0,0,0,124.32,0,71.46,7.92,0,0,16.55,45,42.39,0,597.83,0,70.17,0,0,0,45.22,0,0,0,3.85,0,47.12,22.66,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,17.75,44.21,53.81,0

80,19:45-20:00,20,0,118.75,2.33,0,62.24,20.56,0,0,23.57,9.67,32.95,148.3,0,360,0,125.96,0,26.49,8.07,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,16.55,45,42.39,0,597.83,0,46.79,0,0,0,45.22,0,0,0,3.85,0,47.12,13.17,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,17.75,44.21,53.81,0

81,20:00-20:15,20,0,118.75,2.33,0,46.68,20.56,0,0,23.57,9.67,32.95,148.3,0,365.62,0,125.96,0,26.49,8.07,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,16.55,45,42.39,0,620.93,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,13.17,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,17.75,44.21,53.81,0

82,20:15-20:30,20,0,118.75,2.33,0,46.68,20.56,0,0,23.57,9.67,32.95,148.3,0,371.25,0,125.96,0,26.49,8.07,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,16.55,45,42.39,0,620.93,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

83,20:30-20:45,20,0,118.75,2.33,0,31.12,20.56,0,0,23.57,9.67,32.95,148.3,0,376.88,0,125.96,0,4.41,8.07,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,16.55,45,42.39,0,644.02,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

84,20:45-21:00,20,0,118.75,2.33,0,31.12,20.56,0,0,23.57,9.67,32.95,148.3,0,382.5,0,125.96,0,4.41,8.07,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,3.56,45,42.39,0,644.02,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

85,21:00-21:15,20,0,118.75,2.33,0,31.12,20.56,0,0,23.57,9.67,16.48,148.3,0,388.12,0,125.96,0,15.45,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

86,21:15-21:30,20,0,118.75,2.33,0,31.12,20.56,0,0,23.57,9.67,16.48,148.3,0,393.75,0,125.96,0,15.45,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

87,21:30-21:45,20,0,118.75,2.33,0,15.56,20.56,0,0,23.57,9.67,16.48,148.3,0,399.38,0,125.96,0,15.45,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

88,21:45-22:00,20,0,118.75,2.33,0,15.56,20.56,0,0,23.57,9.67,16.48,148.3,0,405,0,125.96,0,15.45,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,3.85,0,47.12,0,0,0,0,0,0,26.39,44.41,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

89,22:00-22:15,20,0,118.75,2.33,0,15.56,20.56,0,0,23.57,9.67,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,44.63,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

90,22:15-22:30,20,0,118.75,2.33,0,15.56,20.56,0,0,23.57,9.67,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,44.83,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

91,22:30-22:45,20,0,118.75,2.33,0,15.56,20.56,0,0,23.57,0,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,44.83,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

92,22:45-23:00,20,0,118.75,2.33,0,15.56,20.56,0,0,23.57,0,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,44.83,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

93,23:00-23:15,20,0,118.75,2.33,0,0,20.56,0,0,23.57,0,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,44.83,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

94,23:15-23:30,20,0,118.75,2.33,0,0,20.56,0,0,23.57,0,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,45.05,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

95,23:30-23:45,20,0,118.75,2.33,0,0,20.56,0,0,23.57,0,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,45.05,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

96,23:45-24:00,20,0,118.75,2.33,0,0,20.56,0,0,23.57,0,16.48,148.3,0,405,0,125.96,0,4.41,4.31,0,0,0,0,0,0,0,0,0,124.32,0,71.46,0,0,0,0,45,42.39,0,654.3,0,0,0,0,0,45.22,0,0,0,2.56,0,47.12,0,0,0,0,0,0,26.39,45.05,0,0,683.14,14.6,0,0,8.88,44.21,53.81,0

