Column1,Time,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/6891,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/8036,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16
77,19:00-19:15,19.71,1.49,0,0,86.71,0,19.71,114.97,5.43,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,15.67,10.83,27,0,7,0,0,0,10.83,27,32.51,0,0,0,0,0,0,0,0

78,19:15-19:30,19.71,1.49,0,0,86.71,0,19.71,114.97,5.43,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,15.33,10.83,28.33,0,7,0,0,0,10.83,28.34,32.51,0,0,0,0,0,0,0,0

79,19:30-19:45,19.71,1.49,0,0,86.71,0,19.71,65.96,5.43,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,15,10.83,28.33,0,7,0,0,0,10.83,28.34,32.51,0,0,0,0,0,0,0,0

80,19:45-20:00,19.71,1.49,0,0,86.71,0,19.71,65.96,5.43,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,14.67,10.83,28.67,0,7,0,0,0,10.83,28.66,32.51,0,0,0,0,0,0,0,0

81,20:00-20:15,25.87,1.39,0,0,86.71,0,32,65.96,5.52,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,16.67,15,41.67,0,7,0,0,0,15,41.66,45,0,0,0,0,0,0,0,0

82,20:15-20:30,25.87,1.39,0,0,86.71,0,32,65.96,5.52,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,16.33,15.83,41,0,7,0,0,0,15.83,41,47.51,0,0,0,0,0,0,0,0

83,20:30-20:45,25.87,1.39,0,0,86.71,0,32,70.11,5.52,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,16,16.67,40.67,0,7,0,0,0,16.67,40.66,49.99,0,0,0,0,0,0,0,0

84,20:45-21:00,25.87,1.39,0,0,86.71,0,32,70.11,5.52,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.09,100,271.81,0,15.33,17,40,0,7,0,0,0,17,40,51,0,0,0,0,0,0,0,0

85,21:00-21:15,26.99,1.39,0,0,86.71,0,26.99,70.11,5.61,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,0.62,100,271.81,0,14.67,14.17,39.33,0,7,0,0,0,14.17,39.34,42.49,0,0,0,0,0,0,0,0

86,21:15-21:30,26.99,1.39,0,0,86.71,0,26.99,70.11,5.61,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,0.62,100,271.81,0,13.67,14.17,38.33,0,7,0,0,0,14.17,38.34,42.49,0,0,0,0,0,0,0,0

87,21:30-21:45,26.99,1.39,0,0,86.71,0,26.99,70.11,5.61,50,0,27.75,23.07,23.07,260.13,1.23,8.65,23.07,17.3,5.77,100.15,0,0,100,0.62,100,271.81,0,12.67,19.17,46.67,0,7,0,0,0,19.17,46.66,57.49,0,0,0,0,0,0,0,0

88,21:45-22:00,26.99,1.39,0,0,86.71,0,26.99,70.11,5.61,50,0,27.75,23.07,23.07,260.13,1.23,8.65,23.07,17.3,5.77,100.15,0,0,100,0.62,100,271.81,0,12,18.83,46,0,7,0,0,0,18.83,46,56.51,0,0,0,0,0,0,0,0

89,22:00-22:15,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.15,8.65,23.07,17.3,5.77,100.15,0,190.26,100,0.62,100,271.81,0,15.67,18.67,45,0,7,0,0,0,18.67,45,55.99,0,0,0,0,0,0,0,0

90,22:15-22:30,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.15,8.65,23.07,17.3,5.77,100.15,0,190.26,100,0.62,100,271.81,0,15.33,18.33,44.33,0,7,0,0,0,18.33,44.34,55.01,0,0,0,0,0,0,0,0

91,22:30-22:45,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.15,8.65,23.07,17.3,5.77,100.15,0,190.26,100,0.62,100,271.81,0,15,18.17,42.67,0,7,0,0,0,18.17,42.66,54.49,0,0,0,0,0,0,0,0

92,22:45-23:00,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.15,8.65,23.07,17.3,5.77,100.15,0,190.26,100,0.62,100,271.81,0,14.67,18,41.67,0,7,0,0,0,18,41.66,54,0,0,0,0,0,0,0,0

93,23:00-23:15,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.08,8.65,23.07,17.3,5.77,100.15,0,190.26,0,0.62,100,271.81,0,14.33,17.5,40.67,0,7,0,0,0,17.5,40.66,52.5,0,0,0,0,0,0,0,0

94,23:15-23:30,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.08,8.65,23.07,17.3,5.77,100.15,0,190.26,0,0.62,100,271.81,0,14,17.17,39.67,0,7,0,0,0,17.17,39.66,51.49,0,0,0,0,0,0,0,0

95,23:30-23:45,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.08,8.65,23.07,17.3,5.77,100.15,0,190.26,0,0.62,100,271.81,0,13.67,16.83,39,0,7,0,0,0,16.83,39,50.51,0,0,0,0,0,0,0,0

96,23:45-24:00,26.99,1.39,0,0,74.53,0,26.99,70.11,5.43,50,63.42,27.75,23.07,23.07,229.66,1.08,8.65,23.07,17.3,5.77,100.15,0,190.26,0,0.62,100,271.81,0,13.33,16.67,36.33,0,7,0,0,0,16.67,36.34,49.99,0,0,0,0,0,0,0,0

