Column1,Time,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1475,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1766,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/7739,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1599,GNA/SR/2024/12/01/6968,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1899,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,GNA/WR/2024/11/01/4200,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09
83,20:30-20:45,0,43.22,0,100.05,0,14.41,0,1.37,0,76.38,130.37,26.24,1.16,0,2.2,0,0,75,1.66,14.41,0,250,0,0,0,50,0,0,27.01,9.67,28.99,0,14.66,9.67,0,6.67,0,0,0,0,0,0,0,14.67

84,20:45-21:00,0,43.22,0,100.05,0,14.41,0,1.37,0,76.38,130.37,26.24,1.16,0,2.2,0,0,75,1.66,14.41,0,250,0,0,0,50,0,0,27.21,9.33,28.01,0,14.66,9.33,0,6.67,0,0,0,0,0,0,0,14.67

85,21:00-21:15,0,43.22,0,100.05,0,14.41,0,1.37,0,76.38,130.37,25.74,1.16,0,2.11,0,0,75,1.66,14.41,0,250,0,0,0,50,0,0,22.41,9.33,28.01,0,14.66,9.33,0,6.67,0,0,0,0,0,0,0,14.67

86,21:15-21:30,0,43.22,0,100.05,0,14.41,0,1.37,0,76.38,130.37,25.74,1.16,0,2.11,0,0,75,1.66,14.41,0,250,0,0,0,50,0,0,22.61,9,27,0,14.66,9,0,6.67,0,0,0,0,0,0,0,14.67

87,21:30-21:45,0,43.22,0,100.05,0,14.41,0,1.37,0,76.38,130.37,25.23,1.16,0,2.11,0,0,75,1.66,14.41,0,250,0,0,0,50,0,0,22.81,9,27,0,14.66,9,0,6.67,0,0,0,0,0,0,0,14.67

88,21:45-22:00,0,43.22,0,100.05,0,14.41,0,1.37,0,76.38,130.37,25.23,1.16,0,2.11,0,0,75,1.66,14.41,0,250,0,0,0,50,0,0,23.01,8.67,25.99,0,14.66,8.67,0,6.67,0,0,0,0,0,0,0,14.67

89,22:00-22:15,0,43.22,0,100.05,0,14.41,0,1.3,31.71,76.38,130.37,25.23,1.16,0,2.11,0,95.13,75,1.66,14.41,0,250,0,0,0,50,0,0,23.41,8.33,25.01,0,14.66,8.33,0,6.67,0,0,0,0,0,0,0,14.67

90,22:15-22:30,0,43.22,0,100.05,0,14.41,0,1.3,31.71,76.38,130.37,25.23,1.16,0,2.11,0,95.13,75,1.66,14.41,0,250,0,0,0,50,0,0,23.61,8,24,0,14.66,8,0,6.67,0,0,0,0,0,0,0,14.67

91,22:30-22:45,0,43.22,0,100.05,0,14.41,0,1.3,31.71,76.38,130.37,25.23,1.16,0,2.11,0,95.13,75,1.66,14.41,0,250,0,0,0,50,0,0,12.21,8,24,0,14.66,8,0,6.67,0,0,0,0,0,0,0,14.67

92,22:45-23:00,0,43.22,0,100.05,0,14.41,0,1.3,31.71,76.38,130.37,25.23,1.16,0,2.11,0,95.13,75,1.66,14.41,0,250,0,0,0,50,0,0,12.41,7.5,22.5,0,14.66,7.5,0,6.67,0,0,0,0,0,0,0,14.67

93,23:00-23:15,0,43.22,0,100.05,0,14.41,0,1.3,31.71,76.38,130.37,25.23,0.77,0,2.11,0,95.13,75,1.66,14.41,0,250,0,0,0,50,0,0,12.41,7.17,21.49,0,14.66,7.17,0,6.67,0,0,0,0,0,0,0,14.67

94,23:15-23:30,0,43.22,0,100.05,0,14.41,0,1.3,31.71,76.38,130.37,25.23,0.77,0,2.11,0,95.13,75,1.66,14.41,0,250,0,0,0,50,0,0,12.41,6.67,19.99,0,17,6.67,0,6.67,0,0,0,0,0,0,0,17

95,23:30-23:45,25.93,31.69,0,100.05,0,8.64,25.93,1.3,31.71,65.44,130.37,25.23,0.77,0,2.11,0,95.13,75,1.66,8.64,0,250,0,0,0,50,0,0,9,6.67,19.99,0,18.34,6.67,0,6.67,0,0,0,0,0,0,0,18.33

96,23:45-24:00,25.93,31.69,0,100.05,0,8.64,25.93,1.3,31.71,65.44,130.37,25.23,0.77,0,2.11,0,95.13,75,1.66,8.64,0,250,0,0,0,50,0,0,9,6.67,19.99,0,19.66,6.67,0,6.67,0,0,0,0,0,0,0,19.67

