Block,Time,DADRT2,KGSU1AND2,KOLDAM,NLCTS2EXP,NNTPP,RSTPSU7,SASAN,URI,BRBCL,KKNPPU2,RIHAND1,RIHAND3,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,NJPC,CHAMERA2,KISHANGANGA,KUDGI,MAPS,PARBATI3,SALAL,SEWA2,TANAKPUR,UNCHAHAR2,ANTA_RF,AURY_GF,DADRI_GF,CHAMERA1,CHAMERA3,DHAULIGNGA,DULHASTI,KGSU3AND4,RAPPC,TALST2,UNCHAHAR1,ANTA_CRF,AURY_CRF,AURY_LF,DADRI_LF,KHSTPP-I,KKNP,NAPP,NLCIIST2,RAMPUR,SINGRAULI,BSIUL,FSTPP I & II,KHSTPP-II,RAPPB,SIMHST1,SIMHST2,TEHRI,URI2,DADRI_RF,JHAJJAR,KOTESHWR,NLCEXP,NLCIIST1,NTPL,RIHAND2,RSTPSU1TO6,TALA,TANDA2,UNCHAHAR3,VALLURNTECL,ANTA_GF,ANTA_LF,AURY_RF
64,15:45-16:00,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,0,0,0,0,0,0,13.36,9.86,1.54,42.39,40.95,0,0,0,0,0,0,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,18.2,148.3,0,0,0,21.8,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

65,16:00-16:15,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,0,0,0,0,0,0,2.33,9.86,1.54,42.39,40.95,0,0,0,0,0,0,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,0,15.84,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

66,16:15-16:30,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,0,0,0,0,0,0,2.33,9.86,1.54,42.39,40.95,0,0,0,0,0,0,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,0,15.84,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

67,16:30-16:45,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,0,0,0,0,0,3.57,2.33,9.86,1.54,42.39,40.74,0,0,0,0,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,15.84,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

68,16:45-17:00,683.14,0,0,0,0,0,418.77,35.33,20,0,83.8,124.33,0.71,0,0,0,0,3.34,0,0,0,3.57,2.33,9.86,1.54,42.39,40.74,0,0,0,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,15.84,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

69,17:00-17:15,683.14,0,0,0,0,0,418.77,35.33,20,0,87.8,124.33,0.71,0,0,0,0,13.17,0,0,0,16.3,2.33,15.81,1.54,42.39,40.74,0,0,0,9.68,0,16.48,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,15.84,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

70,17:15-17:30,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,23.39,13.17,0,0,0,16.3,2.33,15.81,1.54,42.39,40.74,0,0,0,9.68,0,16.48,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,15.84,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

71,17:30-17:45,678.81,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,46.78,26.34,0,0,0,3.57,2.33,15.81,1.54,42.39,41.48,0,0,0,9.68,0,16.48,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,15.84,148.3,0,0,0,32.7,31.61,59.73,482.17,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

72,17:45-18:00,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,70.17,26.34,0,0,0,3.57,2.33,15.81,1.54,42.39,41.37,0,0,13.2,9.68,7.92,16.48,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,15.84,148.3,0,0,0,32.7,31.61,59.73,482.17,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

73,18:00-18:15,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,93.56,39.51,0,0,0,3.57,2.33,15.81,1.54,42.39,41.79,0,0,24.57,19.35,15.85,32.96,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,15.84,148.3,0,0,0,32.7,31.61,59.73,482.17,17.75,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

74,18:15-18:30,683.14,0,0,0,0,0,418.77,39.75,20,0,92,124.33,0.71,0,0,0,116.95,39.51,0,0,0,3.57,2.33,15.81,1.54,42.39,41.79,0,0,42.15,29.06,18.27,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,15.84,148.3,0,0,0,42.71,31.61,59.73,482.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

75,18:30-18:45,683.14,0,0,0,0,0,418.77,39.75,20,0,92,124.33,0.71,0,0,0,140.35,39.51,0,0,0,3.57,2.33,15.81,1.54,42.39,41.79,0,0,42.15,29.06,36.55,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,15.84,148.3,0,0,0,42.71,31.61,59.73,482.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

76,18:45-19:00,683.14,0,0,0,0,0,418.77,39.75,20,0,92,124.33,0.71,0,0,0,140.35,39.51,0,0,0,3.57,2.33,15.81,1.54,42.39,41.79,0,0,42.15,29.06,36.55,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,15.84,148.3,0,0,0,42.71,31.61,59.73,482.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

77,19:00-19:15,683.14,0,0,0,0,0,418.77,39.75,20,0,92,124.33,0.71,0,0,0,140.35,39.51,0,0,0,3.82,2.33,15.81,1.54,42.39,41.79,0,0,42.15,29.06,36.55,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,15.84,148.3,0,0,0,42.71,31.61,59.73,482.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

78,19:15-19:30,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,140.35,39.51,0,0,0,16.54,2.33,15.81,1.54,42.39,41.79,0,0,42.15,29.06,36.55,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,15.84,148.3,0,0,0,42.71,31.61,59.73,482.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

79,19:30-19:45,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,116.95,39.51,0,0,0,16.54,15.11,15.81,1.54,42.39,41.79,0,0,42.15,29.06,27.41,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,14.6,148.3,0,0,0,42.71,31.61,59.73,532.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

80,19:45-20:00,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,93.56,39.51,0,0,0,16.54,70.88,15.81,1.54,42.39,41.79,0,0,42.15,29.06,18.27,49.43,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,19.56,14.6,148.3,0,0,0,42.71,31.61,59.73,532.17,39.05,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

81,20:00-20:15,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,70.17,39.51,0,0,0,16.54,70.88,15.81,1.54,42.39,41.79,0,0,42.15,19.35,18.27,32.96,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,14.6,148.3,0,0,0,42.71,31.61,59.73,532.17,18.24,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

82,20:15-20:30,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,70.17,39.51,0,0,0,16.54,70.88,15.81,1.54,42.39,41.79,0,0,42.15,9.68,15.85,32.96,0,51.01,0,19.42,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,14.6,148.3,0,0,0,42.71,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

83,20:30-20:45,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,46.78,13.17,0,0,0,16.54,15.11,15.81,1.54,42.39,41.79,0,0,42.15,9.68,7.92,32.96,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,42.71,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

84,20:45-21:00,683.14,0,0,0,0,0,418.77,35.33,20,0,92,124.33,0.71,0,0,0,46.78,13.17,0,0,0,3.57,12.78,15.81,1.54,42.39,41.79,0,0,42.15,9.68,0,32.96,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

85,21:00-21:15,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,38.36,13.17,0,0,0,3.57,12.78,15.81,1.54,42.39,42.52,0,0,42.15,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,32.7,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

86,21:15-21:30,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,18.94,13.17,0,0,0,3.57,12.78,15.81,1.54,42.39,42.52,0,0,42.15,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,31.37,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

87,21:30-21:45,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,18.94,13.17,0,0,0,16.3,12.78,10.53,1.54,42.39,42.52,0,0,42.15,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,31.37,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

88,21:45-22:00,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,16.3,12.78,10.53,1.54,42.39,42.52,0,0,28.1,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

89,22:00-22:15,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,16.3,12.78,10.53,1.54,42.39,42.73,0,0,28.1,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

90,22:15-22:30,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,16.3,26.73,5.27,1.54,42.39,42.73,0,0,28.1,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

91,22:30-22:45,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,16.3,26.73,5.27,1.54,42.39,42.73,0,0,28.1,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

92,22:45-23:00,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,16.3,26.73,5.27,1.54,42.39,42.73,0,0,28.1,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,6.52,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

93,23:00-23:15,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,0,26.73,0,1.54,42.39,42.73,0,0,11.85,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

94,23:15-23:30,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,0,26.73,0,1.54,42.39,42.73,0,0,11.85,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,14.6,148.3,0,0,0,20.91,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

95,23:30-23:45,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,0,26.73,0,1.54,42.39,42.73,0,0,11.85,9.68,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,14.6,148.3,0,0,0,10.46,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

96,23:45-24:00,683.14,0,0,0,0,0,418.77,34.78,20,0,92,124.33,0.71,0,0,0,0,13.17,0,0,0,0,26.73,0,1.54,42.39,42.73,0,0,0,0,0,16.48,0,51.01,0,20.85,0,0,0,0,45.83,0,41.86,0,0,104.15,13.04,14.6,148.3,0,0,0,10.46,31.61,59.73,559.57,8.87,0,0,0,118.76,0,0,0,26.4,0,0,0,68.96

