Column1,Time,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/7762,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7663,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/9719,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19
67,16:30-16:45,7.34,20.51,5.67,53.09,7.34,25.23,2.43,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.88,9.07,4.48,4.16,26.96,4.3,4.2,33,33,112.5,41.67,37.5,41.67,44.02,38.33,20,43,22,48.19,22.76,0,113.79,39,43,37.5,15,54.61

68,16:45-17:00,6.1,20.51,4.72,53.09,6.1,25.23,2.43,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.88,9.07,4.48,4.16,26.96,4.3,4.2,33,33,112.5,41.67,37.5,41.67,44.02,38.33,18,38,18,41.81,19.98,0,99.88,33,37,37.5,12,44.61

69,17:00-17:15,4.82,20.51,3.72,53.09,4.82,25.23,2.62,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,10.35,9.07,4.48,4.24,26.96,4.3,4.2,33,33,112.5,41.67,37.5,41.67,44.02,38.33,14,33,15,35.55,17.2,0,85.97,27,30,37.5,10,38.02

70,17:15-17:30,3.56,20.51,2.76,53.09,3.56,25.23,2.62,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,10.35,9.07,4.48,4.24,26.96,4.3,4.2,33,33,112.5,41.67,37.5,41.67,44.02,38.33,10,30,12,28.64,14.54,0,72.7,18,23,37.5,8,30.4

71,17:30-17:45,2.47,20.51,1.91,53.09,2.47,22.71,2.62,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,10.35,9.07,4.48,4.24,26.96,4.3,2.34,25.52,25.23,112.5,41.67,37.5,41.67,40.02,36.67,8,20,8,22.53,11.95,0,59.74,13,17,37.5,1,16.61

72,17:45-18:00,1.9,20.51,1.47,53.09,1.9,23.21,2.62,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,10.35,9.07,4.48,4.24,26.96,4.3,3.97,16.94,16.75,112.5,41.67,37.5,41.67,40.02,35,7,13,4,16.71,9.48,0,47.42,7,9,37.5,0,14.02

73,18:00-18:15,1.39,20.51,1.08,53.09,1.39,23.71,2.62,26.8,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,10.71,9.07,4.48,4.38,26.8,4.3,3.97,0,0,112.5,41.67,37.5,41.67,40.02,33.33,5,8,2,12.04,7.27,0,36.35,3,3,37.5,0,12.83

74,18:15-18:30,0.96,20.51,0.74,100.55,0.96,23.71,2.62,26.8,11.9,20.51,41.02,70.37,53.33,41.02,210.95,11.89,17.37,58.56,165.72,164.08,41.02,20.51,10.71,9.07,4.48,4.38,26.8,4.3,3.97,0,0,112.5,41.67,37.5,41.67,40.02,31.67,3,5,1,8.32,5.31,0,26.55,1,2,37.5,0,11.25

75,18:30-18:45,0,20.51,0,100.55,0,23.71,2.62,26.8,11.9,20.51,41.02,70.37,53.33,41.02,249.56,11.89,17.37,58.56,201.12,164.08,41.02,20.51,10.71,9.07,4.48,4.61,26.8,4.3,3.89,0,0,112.5,41.67,37.5,41.67,40.02,35,1,2,0,0.71,3.67,0,18.33,0,1,37.5,0,9.99

76,18:45-19:00,0,20.51,0,100.55,0,23.71,2.62,26.8,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,69.09,201.12,164.08,41.02,20.51,10.71,9.07,4.48,4.61,26.8,4.3,3.89,0,0,112.5,41.67,37.5,41.67,40.02,35,1,1,0,0.27,2.28,0,11.38,0,0,37.5,0,8.59

77,19:00-19:15,0,20.51,0,100.55,0,24.23,2.81,26.8,11.9,20.51,41.02,63.47,53.33,41.02,272.91,11.89,17.37,69.09,201.12,164.08,41.02,20.51,11.46,9.07,0,4.61,26.8,1.19,3.89,0,0,112.5,41.67,37.5,41.67,43.02,35,0,0,0,0.18,1.2,0,6.01,0,0,37.5,0,6.76

78,19:15-19:30,0,20.51,0,100.55,0,24.73,2.81,26.8,11.9,20.51,41.02,71.98,53.33,41.02,272.91,11.89,17.37,69.09,201.12,164.08,41.02,20.51,11.46,9.07,0,4.61,26.8,1.19,3.89,0,0,112.5,41.67,37.5,41.67,43.02,35,0,0,0,0,0.32,0,1.58,0,0,37.5,0,3.13

79,19:30-19:45,0,20.51,0,100.55,0,25.73,2.81,26.8,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,69.09,201.12,164.08,41.02,20.51,11.46,9.07,0,4.61,26.8,1.19,3.89,0,0,100.01,41.67,33.33,41.67,43.02,30,0,0,0,0,0,0,0,0,0,33.33,0,0

80,19:45-20:00,0,20.51,0,100.55,0,25.73,2.81,26.8,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,69.09,201.12,164.08,41.02,20.51,11.46,9.07,0,4.61,26.8,1.19,3.89,0,0,100.01,41.67,33.33,41.67,43.02,30,0,0,0,0,0,0,0,0,0,33.33,0,0

81,20:00-20:15,0,20.51,0,100.55,0,25.23,2.81,26.75,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,69.09,201.12,0,41.02,20.51,11.36,1.19,5.97,4.46,26.75,1.19,1.95,0,0,100.01,41.67,33.33,41.67,43.02,30,0,0,0,0,0,0,0,0,0,33.33,0,0

82,20:15-20:30,0,20.51,0,100.55,0,24.73,2.81,26.75,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,69.09,201.12,0,41.02,20.51,11.36,1.19,5.97,4.46,26.75,1.19,3.58,0,0,100.01,41.67,33.33,41.67,43.02,30,0,0,0,0,0,0,0,0,0,33.33,0,0

83,20:30-20:45,0,20.51,0,100.55,0,24.23,2.34,24.47,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.36,4.14,5.97,4.46,24.47,1.19,3.58,0,0,100.01,41.67,33.33,41.67,43.02,30,0,0,0,0,0,0,0,0,0,33.33,0,0

84,20:45-21:00,0,20.51,0,100.55,0,24.23,2.34,24.47,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.36,4.14,5.97,4.46,24.47,1.19,3.58,0,0,100.01,41.67,33.33,41.67,43.02,30,0,0,0,0,0,0,0,0,0,33.33,0,0

85,21:00-21:15,0,20.51,0,100.55,0,25.24,2.34,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.27,4.14,5.97,4.46,17,1.19,3.58,0,0,92.51,41.67,30.83,41.67,43.02,30,0,0,0,0,0,0,0,0,0,30.83,0,0

86,21:15-21:30,0,20.51,0,100.55,0,25.24,2.34,19.55,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.27,4.14,5.97,4.46,19.55,1.19,3.58,0,0,92.51,41.67,30.83,41.67,43.02,30,0,0,0,0,0,0,0,0,0,30.83,0,0

87,21:30-21:45,0,20.51,0,100.55,0,25.24,2.34,19.55,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.27,4.14,5.97,4.16,19.55,1.19,3.58,0,0,92.51,41.67,30.83,41.67,43.02,25,0,0,0,0,0,0,0,0,0,30.83,0,0

88,21:45-22:00,0,20.51,0,100.55,0,25.24,2.34,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.27,4.14,5.97,4.16,17,1.19,3.58,0,0,92.51,41.67,30.83,41.67,43.02,25,0,0,0,0,0,0,0,0,0,30.83,0,0

89,22:00-22:15,0,20.51,0,100.55,0,25.73,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.18,4.14,5.97,4.01,17,1.19,3.43,0,0,67.5,41.67,22.5,41.67,43.02,23.33,0,0,0,0,0,0,0,0,0,22.5,0,0

90,22:15-22:30,0,20.51,0,100.55,0,25.73,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.18,4.14,5.97,4.01,17,1.19,3.43,0,0,70.01,41.67,23.33,41.67,43.02,23.67,0,0,0,0,0,0,0,0,0,23.33,0,0

91,22:30-22:45,0,20.51,0,100.55,0,25.73,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.18,4.14,5.97,4.01,17,1.19,3.43,0,0,71.51,41.67,23.83,41.67,43.02,23.33,0,0,0,0,0,0,0,0,0,23.83,0,0

92,22:45-23:00,0,20.51,0,100.55,0,25.73,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.18,4.14,5.97,4.01,17,1.19,3.43,0,0,73.01,41.67,24.33,41.67,43.02,23.33,0,0,0,0,0,0,0,0,0,24.33,0,0

93,23:00-23:15,0,20.51,0,100.55,0,26.24,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.08,4.14,5.97,4.01,17,1.19,3.43,0,0,74.51,41.67,24.83,41.67,43.02,23.67,0,0,0,0,0,0,0,0,0,24.83,0,0

94,23:15-23:30,0,20.51,0,100.55,0,26.24,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.08,4.14,5.97,4.01,17,1.19,3.43,0,0,76.01,41.67,25.33,41.67,43.02,23.67,0,0,0,0,0,0,0,0,0,25.33,0,0

95,23:30-23:45,0,20.51,0,100.55,0,26.24,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,11.89,17.37,87.06,261.18,0,41.02,20.51,11.08,4.14,5.97,4.01,17,1.19,3.43,0,0,77.51,41.67,25.83,41.67,37.02,23.67,0,0,0,0,0,0,0,0,0,25.83,0,0

96,23:45-24:00,0,20.51,0,100.55,0,26.24,1.87,17,11.9,20.51,41.02,115.4,53.33,41.02,272.91,12.16,17.37,87.06,261.18,0,41.02,20.51,11.08,4.14,5.97,4.01,17,1.19,3.43,0,0,79.01,41.67,26.33,41.67,36.01,24,0,0,0,0,0,0,0,0,0,26.33,0,0

