Column1,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/SKS-Raigarh,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/26122029/SH-06,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/jitpl,NR/30092023/31122025/SH-07,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16
79,19:30-19:45,273.96,0,5.87,75.9,0,0,0,0,0,29.17,0,23.34,0,0,0,0,87.5,29.16,44.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,30.28,0,100.94,70.6,0,0,0,0,0,0,0

80,19:45-20:00,273.96,0,5.87,75.9,0,0,0,0,0,29.5,0,24,0,0,0,0,88.5,29.5,44.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,30.28,0,100.94,70.6,0,0,0,0,0,0,0

81,20:00-20:15,273.96,0,5.59,75.9,0,0,0,0,0,19.17,0,16.66,0,0,0,0,57.5,19.16,44.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,30.28,0,100.94,70.6,0,0,0,0,0,0,0

82,20:15-20:30,273.96,0,5.59,75.9,0,0,0,0,0,19.67,0,17.34,0,0,0,0,59,19.66,44.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,30.28,0,100.94,70.6,0,0,0,0,0,0,0

83,20:30-20:45,273.96,0,5.59,75.9,0,0,0,0,0,20.83,0,20.66,0,0,0,0,62.5,20.84,44.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

84,20:45-21:00,273.96,0,5.59,86.47,0,0,0,0,0,21.67,0,21.34,0,0,0,0,65,21.66,44.02,260.47,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

85,21:00-21:15,273.96,0,6.24,86.47,0,0,0,0,0,22.5,0,22,0,0,0,0,67.5,22.5,43.42,260.47,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

86,21:15-21:30,273.96,0,6.24,86.47,0,0,0,0,0,23.33,0,22.66,0,0,0,0,70,23.34,42.62,260.47,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

87,21:30-21:45,273.96,0,6.24,86.47,0,0,0,0,0,24.17,0,23.34,0,0,0,0,72.5,24.16,41.02,260.47,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.27,0,100.94,70.6,0,0,0,0,0,0,0

88,21:45-22:00,273.96,0,6.24,86.47,0,0,0,0,0,25,0,25,0,0,0,0,75,25,39.42,260.47,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.27,0,100.94,70.6,0,0,0,0,0,0,0

89,22:00-22:15,273.96,0,5.96,86.47,0,0,0,0,0,25,0,25,0,0,0,0,75,25,38.02,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.27,0,100.94,70.6,0,0,0,0,0,0,0

90,22:15-22:30,273.96,0,5.96,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,36.42,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.27,0,100.94,70.6,0,0,0,0,0,0,0

91,22:30-22:45,273.96,0,5.96,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,34.61,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

92,22:45-23:00,273.96,0,5.96,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,32.61,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

93,23:00-23:15,273.96,0,5.69,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,30.61,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

94,23:15-23:30,273.96,0,5.69,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,28.61,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

95,23:30-23:45,273.96,0,5.69,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,28.21,242.15,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

96,23:45-24:00,273.96,0,5.69,75.9,0,0,0,0,0,25,0,25,0,0,0,0,75,25,27.41,226.65,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0,29.77,0,100.94,70.6,0,0,0,0,0,0,0

