Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/1831,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/8964,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/6216,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/4565,GNA/SR/2025/04/01/2597,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/8510,NR/30092023/31122025/SH-07,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/6639,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/01/6490,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/04/01/4420
61,15:00-15:15,225.61,87,93,47,92.17,45.12,41,84,196,32.83,15.01,35,80,2.89,1.92,52.93,72.17,28.87,2.89,3.96,26.95,2.89,9.62,192.46,5.43,133.76,28.26,9.62,48.12,0,70.17,12.55,26.24,4.01,26.95,8.75,72.17,4.97,12.55,6.29,19.25,96.23,9.62,46.9,80,35,32.84,105,43.33,32.83,106.79,12.55,0,11.51,0

62,15:15-15:30,214.83,83,89,44,87.46,42.97,39,79,186,32.83,17.01,35,80,2.89,1.92,52.93,72.17,28.87,2.89,3.96,26.95,2.89,9.62,230.95,5.43,133.76,29.27,9.62,48.12,0,70.17,10.85,26.24,4.01,26.95,8.75,72.17,4.97,10.85,6.29,19.25,96.23,9.62,46.9,80,35,32.84,105,43,32.83,100.07,10.85,0,11.51,0

63,15:30-15:45,201.29,77,85,43,82.08,40.26,36,76,179,32.83,18.01,35,80,2.89,1.92,60.62,72.17,28.87,2.89,3.96,26.95,2.89,9.62,230.95,5.43,133.76,30.28,9.62,48.12,0,70.17,9.57,26.24,4.12,26.95,8.75,72.17,4.97,9.57,6.29,19.25,96.23,9.62,46.9,80,35,32.84,105,43,32.83,92.87,9.57,0,11.51,0

64,15:45-16:00,187.31,70,78,39,76.25,37.46,33,70,165,32.83,19.41,35,80,2.89,1.92,60.62,72.17,28.87,2.89,3.96,26.95,2.89,9.62,272.09,5.42,133.76,31.29,9.62,48.12,0,70.17,8.72,26.24,4.12,26.95,8.75,72.17,4.97,8.72,6.29,19.25,96.23,9.62,46.9,80,35,32.84,105,43.33,32.83,85.25,8.72,0,11.51,0

65,16:00-16:15,171.85,64,70,35,70.03,34.37,31,61,144,32.83,20.6,35,80,2.89,1.92,89.49,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,182.84,30.78,9.62,48.12,0,70.17,7.35,26.24,2.21,26.95,8.75,72.17,4.97,7.35,6.29,19.25,96.23,9.62,46.11,80,35,32.84,105,43.33,32.83,76.87,7.35,0,11.69,50

66,16:15-16:30,155.52,57,62,31,63.26,31.1,27,54,126,32.83,21.01,35,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,207.55,30.78,9.62,48.12,0,70.17,5.86,26.24,2.21,26.95,8.75,72.17,4.97,5.86,6.29,19.25,96.23,9.62,46.11,80,35,32.84,105,43,32.83,67.87,5.86,0,11.69,50

67,16:30-16:45,130.95,49,50,25,56.16,26.19,21,48,112,32.83,21.01,35,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,207.55,30.78,9.62,48.12,0,70.17,4.33,26.24,4.12,26.95,8.75,72.17,4.97,4.33,6.29,19.25,96.23,9.62,46.11,80,35,32.84,105,42.67,32.83,58.51,4.33,0,11.69,50

68,16:45-17:00,113.74,42,43,22,48.86,22.75,18,42,98,32.83,21.01,35,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,207.55,31.29,9.62,48.12,0,70.17,3.66,26.24,4.12,26.95,8.75,72.17,4.97,3.66,6.29,19.25,96.23,9.62,56.61,80,35,32.84,105,42,32.83,49.17,3.66,0,11.69,50

69,17:00-17:15,92.52,36,37,18,39.34,18.51,14,34,81,32,20.61,35,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,228.94,31.29,9.62,48.12,0,70.17,3.06,26.24,5.35,26.95,8.75,72.17,5.12,3.06,6.6,19.25,96.23,9.62,74.61,80,35,33,105,42,33,39.89,3.06,0,11.88,50

70,17:15-17:30,74.59,29,30,15,32.3,14.92,10,28,67,16,20.41,35,79,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,228.94,31.29,9.62,48.12,0,66.02,2.53,26.24,5.77,26.95,8.75,72.17,5.12,2.53,6.6,19.25,96.23,9.62,74.61,79,35,33,105,41.33,25.09,31,2.53,0,11.88,50

71,17:30-17:45,57.45,20,20,10,25.49,11.49,7,16,39,7,20.01,35,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,260.4,31.29,9.62,48.12,0,66.02,2.11,26.24,5.77,26.95,8.75,72.17,5.12,2.11,6.6,19.25,96.23,9.62,74.61,80,35,21.33,105,41,16.5,22.92,2.11,0,11.88,50

72,17:45-18:00,41.42,13,15,7,18.98,8.29,5,13,32,1,18.61,35,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.95,2.89,9.62,272.09,5.42,260.4,31.29,9.62,48.12,0,66.02,1.55,26.24,5.77,26.95,8.75,72.17,5.12,1.55,6.6,19.25,96.23,9.62,86.8,80,35,11.64,105,40.33,9.45,16.07,1.55,0,11.88,50

73,18:00-18:15,27.72,8,10,5,12.86,5.54,5,9,21,0,16.61,34.17,79.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.94,2.89,9.62,272.09,5.42,260.4,31.29,9.62,48.12,0,74.51,1.14,26.24,5.77,26.94,8.75,72.17,5.12,1.14,6.45,19.25,96.23,9.62,86.8,79.67,34.17,0,102.49,39.33,0,6.07,1.14,0,12.15,50

74,18:15-18:30,16.81,5,7,3,8.07,3.36,3,6,14,0,15.01,33.33,79.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.94,2.89,9.62,272.09,5.42,260.4,31.29,9.62,48.12,0,83,0.69,26.24,5.77,26.94,8.75,72.17,5.12,0.69,6.45,19.25,96.23,9.62,86.8,79.67,33.33,0,100.01,38.33,0,2.65,0.69,0,12.15,50

75,18:30-18:45,9.22,2,5,3,2.97,1.85,1,4,11,0,15.21,32.5,78.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26.94,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0.11,26.24,5.77,26.94,8.75,72.17,5.12,0.11,6.45,19.25,96.23,9.62,86.8,78.67,32.5,0,97.5,36.67,0,0,0.11,0,12.15,50

76,18:45-19:00,2.81,1,2,1,1.29,0.56,1,3,7,0,15.41,31.67,78.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,26,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0.03,26.24,5.77,26,8.75,72.17,5.12,0.03,6.45,19.25,96.23,9.62,86.8,78.33,31.67,0,94.99,35,0,0,0.03,0,12.15,50

77,19:00-19:15,0.08,0,0,0,0.16,0.02,0,1,4,0,15.21,30.83,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,17.41,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,17.41,8.75,72.17,5.27,0,6.45,19.25,96.23,9.62,86.8,80,30.83,0,92.51,33.33,0,0,0,0,12.53,50

78,19:15-19:30,0,0,0,0,0.03,0,0,0,0,0,15.01,30,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,10.41,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,5.27,0,6.45,19.25,96.23,9.62,86.8,80,30,0,90,31.67,0,0,0,0,12.53,50

79,19:30-19:45,0,0,0,0,0.01,0,0,0,0,0,7.4,29.17,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,5.27,0,6.45,19.25,96.23,9.62,86.8,80,29.17,0,87.49,33,0,0,0,0,12.53,50

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,7.4,27.5,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,5.27,0,6.45,19.25,96.23,9.62,86.8,80,27.5,0,82.5,32.27,0,0,0,0,12.53,50

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,7.4,26.67,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,4.5,0,6.29,19.25,96.23,9.62,86.8,80,26.67,0,79.99,31.9,0,0,0,0,12.89,50

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,7.4,27,80,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,4.5,0,6.29,19.25,96.23,9.62,86.8,80,27,0,81,31.53,0,0,0,0,12.89,50

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,7.4,27.67,68.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,4.5,0,6.29,19.25,96.23,9.62,86.8,68.33,27.67,0,82.99,31.17,0,0,0,0,12.89,50

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,7.4,28,67.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,4.5,0,6.29,19.25,96.23,9.62,86.8,67.67,28,0,84,31.53,0,0,0,0,12.89,50

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,7.4,28.33,67,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,4.5,0,6.14,19.25,96.23,9.62,86.8,67,28.33,0,85.01,30.8,0,0,0,0,13.17,50

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,7.4,28.67,66.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.29,9.62,48.12,0,115.06,0,26.24,5.77,29.5,8.75,72.17,4.5,0,6.14,19.25,96.23,9.62,86.8,66.67,28.67,0,85.99,30.07,0,0,0,0,13.17,50

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,7.4,29.17,66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,30.78,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,6.14,19.25,96.23,9.62,86.8,66,29.17,0,87.49,29.33,0,0,0,0,13.17,50

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,7.4,29.67,65.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,30.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,6.14,19.25,96.23,9.62,86.8,65.33,29.67,0,88.99,28.6,0,0,0,0,13.17,50

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,7.4,25.83,64.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,30.78,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,64.67,25.83,0,77.51,28.23,0,0,0,0,13.17,50

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,7.4,25.83,65.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,30.78,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,65.33,25.83,0,77.51,28.23,0,0,0,0,13.17,50

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,7.4,25.83,66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,30.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,66,25.83,0,77.51,29.33,0,0,0,0,13.17,50

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,7.4,25.83,66.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,30.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,66.33,25.83,0,77.51,30.07,0,0,0,0,13.17,50

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,7.4,25.83,66.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,66.67,25.83,0,77.51,29,0,0,0,0,13.17,50

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,7.4,25.83,71.66,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,71.67,25.83,0,77.51,29.67,0,0,0,0,13.17,50

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,7.4,25.83,72.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,72.33,25.83,0,77.51,30.33,0,0,0,0,13.17,50

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,7.4,25.83,73.34,2.89,1.92,100.25,72.17,28.87,2.89,3.85,29.5,2.89,9.62,272.09,4.81,260.4,31.28,9.62,48.12,0,115.06,0,43.3,5.77,29.5,14.43,72.17,4.5,0,5.99,19.25,96.23,9.62,86.8,73.33,25.83,0,77.51,31,0,0,0,0,13.17,50

