Column1,Time,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/16/4393,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/01/9072,NR/01102023/15082037/GNA_NR_2012_01,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2024/10/01/3642,NR/01102023/31052040/LT-31,GNA/NR/2024/10/16/2350,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/9582,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/8106
88,21:45-22:00,121.65,0,2.64,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.33,9.16,21.33,9.17,27.5,0,26.33,0,0,87.09,0,0,26.33,2.68,0,273,12.42,30.78,4.15,12.42

89,22:00-22:15,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.33,9.16,21.33,9.17,27.5,0,26.33,0,47.56,87.09,0,0,26.33,2.68,0,273,12.42,30.28,4.15,12.42

90,22:15-22:30,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.33,9.16,21.33,9.17,27.5,0,26.33,0,47.56,87.09,0,0,26.33,2.68,0,273,12.42,30.28,4.15,12.42

91,22:30-22:45,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.67,9.16,21.67,9.17,27.5,0,26.33,0,47.56,87.09,0,0,26.33,2.68,0,273,12.42,30.28,4.15,12.42

92,22:45-23:00,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,22,9.16,22,9.17,27.5,0,26.33,0,47.56,87.09,0,0,26.33,2.68,0,273,12.42,29.77,4.15,12.42

93,23:00-23:15,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,22,9,22,9,27,0,26.33,0,47.56,87.09,0,0,26.33,2.53,0,273,12.42,29.77,4.15,12.42

94,23:15-23:30,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.67,8.84,21.67,8.83,26.5,0,26.33,0,47.56,87.09,0,0,26.33,2.53,0,273,12.42,29.77,4.15,12.42

95,23:30-23:45,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.67,8.34,21.67,8.33,25,0,26.33,0,47.56,87.09,0,0,26.33,2.53,0,273,12.42,29.77,4.15,12.42

96,23:45-24:00,121.65,142.69,2.48,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.67,8,21.67,8,24,0,26.33,0,47.56,87.09,0,0,26.33,2.53,0,273,12.42,29.77,4.15,12.42

