Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/2197,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/1475,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1899,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/11/01/4200,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/3428,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61
84,20:45-21:00,0,0,135.27,0.77,34.62,250,1.92,34.62,0,8.66,1.71,130.56,0,0,81.07,0,50,0,34.62,150,1.3,0,8.66,0,94.05,0,15.83,61.67,0,0,0,0,15.83,61.66,11.67,47.51,0,0,0,0,0,25.23,0,7.2

85,21:00-21:15,0,0,135.27,0.77,31.74,250,1.84,31.74,0,8.66,1.71,111.36,0,0,72.59,0,50,0,31.74,150,1.22,0,8.66,0,94.05,0,18.33,63,0,0,0,0,18.33,63,17.67,55.01,0,0,0,0,0,24.73,0,7.2

86,21:15-21:30,0,0,135.27,0.77,31.74,250,1.84,31.74,0,8.66,1.71,121.94,0,0,70.13,0,50,0,31.74,150,1.22,0,8.66,0,94.05,0,18.83,64,0,0,0,0,18.83,64,18,56.51,0,0,0,0,0,24.22,0,7.2

87,21:30-21:45,0,0,135.27,0.77,31.74,250,1.84,31.74,0,8.66,1.71,130.56,0,0,70.13,0,50,0,31.74,150,1.22,0,8.66,0,94.05,0,25,65,0,0,0,0,25,65,26.67,75,0,0,0,0,0,24.22,0,7.2

88,21:45-22:00,0,0,135.27,0.77,31.74,250,1.84,31.74,0,8.66,1.71,130.56,0,0,70.13,0,50,0,31.74,150,1.22,0,8.66,0,94.05,0,25.5,63,0,0,0,0,25.5,63,27,76.5,0,0,0,0,0,24.22,0,7.2

89,22:00-22:15,0,0,135.27,0.77,25.97,250,1.84,25.97,0,8.66,1.66,111.36,95.13,31.71,70.13,0,50,0,25.97,150,1.22,0,8.66,0,100.2,0,30.5,62.33,0,0,0,0,30.5,62.34,27.33,91.5,0,0,0,0,0,24.22,0,7.2

90,22:15-22:30,0,0,135.27,0.77,25.97,250,1.84,25.97,0,8.66,1.66,111.36,95.13,31.71,70.13,0,50,0,25.97,150,1.22,0,8.66,0,100.2,0,30.17,60.33,0,0,0,0,30.17,60.34,27.33,90.49,0,0,0,0,0,24.22,0,7.2

91,22:30-22:45,0,0,115.42,0.77,25.97,250,1.84,25.97,0,8.66,1.66,111.36,95.13,31.71,70.13,0,50,0,25.97,150,1.38,0,8.66,0,100.2,0,29.67,58.33,0,0,0,0,29.67,58.34,23.33,88.99,0,0,0,0,0,24.22,0,7.2

92,22:45-23:00,0,0,96.18,0.77,25.97,250,1.84,25.97,0,8.66,1.66,111.36,95.13,31.71,70.13,0,50,0,25.97,150,1.38,0,8.66,0,100.2,0,29.5,56.33,0,0,0,0,29.5,56.34,23,88.5,0,0,0,0,0,24.22,0,7.2

93,23:00-23:15,0,0,115.42,0.77,25.97,250,1.84,25.97,0,8.66,1.66,111.36,95.13,31.71,70.13,0,50,0,25.97,150,1.3,0,8.66,0,100.2,0,26.67,61,0,0,0,0,26.67,61,18.33,79.99,0,0,0,0,0,24.22,0,7.2

94,23:15-23:30,0,0,135.27,0.77,25.97,250,1.84,25.97,0,8.66,1.66,130.56,95.13,31.71,70.13,0,50,0,25.97,150,1.3,0,8.66,0,100.2,0,25.67,59.33,0,0,0,0,25.67,59.34,18,76.99,0,0,0,0,0,24.22,0,7.2

95,23:30-23:45,0,0,135.27,0.77,25.97,250,1.84,25.97,0,8.66,1.66,130.56,95.13,31.71,70.13,0,50,0,25.97,150,1.3,0,8.66,0,100.2,0,24.67,57.33,0,0,0,0,24.67,57.34,17.33,73.99,0,0,0,0,0,24.22,0,7.2

96,23:45-24:00,0,0,135.27,0.77,25.97,250,1.84,25.97,0,8.66,1.66,130.56,95.13,31.71,70.13,0,50,0,25.97,150,1.3,0,8.66,0,100.2,0,23.67,54.67,0,0,0,0,23.67,54.66,16.33,70.99,0,0,0,0,0,24.22,0,7.2

