Column1,Time,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/08/21/5232,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/30092023/26122029/SH-06,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2024/08/21/1351,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/jitpl,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023
75,18:30-18:45,0,3,1,4.2,7,0,20.98,3,18.17,54.5,6,0,1,20,18.16,43.67,0,16,43.67,1.19,0,0,6.39,262.19,66.22,0.56,96.57,23.1255,48.28,0.56,23.1255,0,21.25,87.11,91.22,0.57,0,17.33,24.68,30.79,12.44,96.57,0,5.57,0,273.05,24.14,0

76,18:45-19:00,0,2,0,2.5,4,0,12.49,1,18,54,4,0,0,18,18,43.67,0,16,43.67,0.03,0,0,6.39,262.19,66.22,0.33,96.57,23.1255,48.28,0.33,23.1255,0,21.25,87.11,91.22,0.34,0,17.33,24.68,31.29,12.44,96.57,0,5.57,0,273.05,24.14,0

77,19:00-19:15,0,1,0,1.31,1,0,6.53,0,17.67,53,2,0,0,16,17.66,43.67,0,16,43.67,0,0,144.86,6.39,262.19,83.24,0.06,96.57,32,48.28,0.06,32,0,21.25,87.11,91.22,0.07,0,17.33,24.68,31.29,12.44,96.57,0,5.76,0,273.05,24.14,0

78,19:15-19:30,0,0,0,0,1,0,0,0,17.5,52.5,1,0,0,14,17.5,43.33,0,16,43.33,0,0,144.86,6.39,262.19,115.4,0.01,96.57,32,48.28,0.01,32,0,21.25,87.11,91.22,0.01,0,17.33,24.68,31.29,12.44,96.57,0,5.76,0,273.05,24.14,0

79,19:30-19:45,0,0,0,0,0,0,0,0,17.17,51.5,0,0,0,39.21,17.16,42.67,0,15.66,42.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,0,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.76,0,273.05,24.14,0

80,19:45-20:00,0,0,0,0,0,0,0,0,17,51,0,0,0,38.21,17,42.67,0,15.34,42.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,0,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.76,0,273.05,24.14,0

81,20:00-20:15,0,0,0,0,0,0,0,0,13.33,40,0,0,0,37.22,13.34,31.67,0,12,31.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.57,0,273.05,24.14,0

82,20:15-20:30,0,0,0,0,0,0,0,0,13,39,0,0,0,36.22,13,30.67,0,11.66,30.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.57,0,273.05,24.14,0

83,20:30-20:45,0,0,0,0,0,0,0,0,12.67,38,0,0,0,28.01,12.66,30,0,11.66,30,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.57,0,273.05,24.14,0

84,20:45-21:00,0,0,0,0,0,0,0,0,12.5,37.5,0,0,0,26.01,12.5,29.33,0,11,29.33,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.57,0,273.05,24.14,0

85,21:00-21:15,0,0,0,0,0,0,0,0,12.33,37,0,0,0,14,12.34,29.33,0,10.66,29.33,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.44,0,273.05,24.14,0

86,21:15-21:30,0,0,0,0,0,0,0,0,12,36,0,0,0,13,12,28.67,0,10.34,28.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.44,0,273.05,24.14,0

87,21:30-21:45,0,0,0,0,0,0,0,0,11.83,35.5,0,0,0,12.01,11.84,28.33,0,10,28.33,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,30.28,12.44,96.57,0,5.44,0,273.05,24.14,0

88,21:45-22:00,0,0,0,0,0,0,0,0,11.67,35,0,0,0,11.01,11.66,28,0,9.34,28,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,30.28,12.44,96.57,0,5.44,0,273.05,24.14,0

89,22:00-22:15,0,0,0,0,0,0,0,0,11.5,34.5,0,0,0,19,11.5,27.33,0,9,27.33,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.29,0,273.05,24.14,0

90,22:15-22:30,0,0,0,0,0,0,0,0,11.33,34,0,0,0,18,11.34,26.67,0,9,26.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.29,0,273.05,24.14,0

91,22:30-22:45,0,0,0,0,0,0,0,0,12.5,37.5,0,0,0,17,12.5,27,0,9,27,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.29,0,273.05,24.14,0

92,22:45-23:00,0,0,0,0,0,0,0,0,12.67,38,0,0,0,16,12.66,27.33,0,9,27.33,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.29,0,273.05,24.14,0

93,23:00-23:15,0,0,0,0,0,0,0,0,12.83,38.5,0,0,0,22.61,12.84,28,0,9,28,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,31.29,12.44,96.57,0,5.16,0,273.05,24.14,0

94,23:15-23:30,0,0,0,0,0,0,0,0,12.83,38.5,0,0,0,21.81,12.84,28.67,0,9,28.67,0,0,144.86,6.39,262.19,115.4,0,96.57,30.5,48.28,0,30.5,48.28,21.25,87.11,91.22,0,0,17.33,24.68,30.28,12.44,96.57,0,5.16,0,273.05,24.14,0

95,23:30-23:45,0,0,0,0,0,0,0,0,13,39,0,0,0,21.41,13,29.33,0,9,29.33,0,0,144.86,6.39,262.19,115.4,0,96.57,0,48.28,0,0,48.28,21.25,87.11,91.22,0,0,17.33,24.68,30.28,12.44,96.57,0,5.16,0,273.05,24.14,0

96,23:45-24:00,0,0,0,0,0,0,0,0,14.17,42.5,0,0,0,21.01,14.16,30,0,9,30,0,0,144.86,6.39,262.19,115.4,0,96.57,0,48.28,0,0,48.28,21.25,87.11,91.22,0,0,17.33,24.68,30.28,12.44,96.57,0,5.16,0,273.05,24.14,0

