Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/08/01/6475,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/6209,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/2952,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/4125,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/1196,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6187,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
66,16:15-16:30,16,2.5,2.5,1.66,1.67,7.5,1.33,33,33,64.1,120.29,48,44.82,21,28,24,0,24.06,50.48,37,20.79,0,1.47,-0,8.41,48.18,6.47,8.37,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,8.37,15.27,17.38,35.14,23.71,0,26.95,26.95,9.9,149.83

67,16:30-16:45,8,2.5,2.5,1.66,1.67,7.5,1.33,33,33,55.28,82.09,43,44.66,13,22,22,0,16.42,31.41,33,20.79,0,1.47,-0,8.41,48.18,3.96,5.12,8.76,12.04,48.18,24.09,4.01,54.92,8.76,52.99,18.72,38.54,12.04,19.27,5.12,15.27,17.38,35.14,23.71,0,26.95,26.95,12.67,149.83

68,16:45-17:00,5,2.5,2.5,1.66,1.67,7.5,1.33,31.62,33,46.08,69.61,40,44.27,12,20,20,0,13.92,30.49,28,20.79,0,1.47,-0,8.41,48.18,3.37,4.37,8.76,12.04,48.18,24.09,4.01,54.92,8.76,52.99,18.72,38.54,12.04,19.27,4.37,15.27,17.38,35.14,24.22,0,26.95,26.95,12.67,149.83

69,17:00-17:15,2,2.5,2.5,1.66,1.67,7.5,1.33,21.41,33,38.87,45.83,35,44.33,9,17,17,0,9.17,22.82,25,20.79,0,1.47,-0,8.41,48.18,2.81,3.64,8.76,12.04,48.18,24.09,4.01,54.92,8.76,52.99,18.72,38.54,12.04,19.27,3.64,15.27,17.38,35.14,24.22,0,26.95,26.95,12.67,171.5

70,17:15-17:30,0,2.5,2.5,1.66,1.67,7.5,1.33,13.23,33,31.77,41.67,28,44.74,8,15,14,0,8.33,20.34,19,20.79,0,1.47,-0,8.41,48.18,2.3,2.98,8.76,12.04,48.18,24.09,4.01,54.92,8.76,52.99,18.72,38.54,12.04,19.27,2.98,15.27,17.38,35.14,24.22,0,26.95,26.95,12.67,171.5

71,17:30-17:45,0,2.5,2.5,17,17,7.5,1.89,7.38,33,24.33,40,23,44.91,7,15,11,0,8,17.85,16,20.79,0,1.47,-0,0,48.18,1.82,2.35,8.76,12.04,48.18,24.09,4.01,102.57,8.76,81.9,18.72,56.48,12.04,19.27,2.35,15.27,17.38,35.14,24.22,0,26.95,26.95,12.67,171.5

72,17:45-18:00,0,2.5,2.5,18.34,18.33,7.5,2.19,3.68,27.56,14.73,38.31,17,44.84,7,13,9,0,7.66,15.37,13,20.79,0,1.47,-0,0,48.18,1.44,1.85,8.76,12.04,48.18,24.09,4.01,102.57,8.76,100.38,18.72,56.48,12.04,19.27,1.85,15.27,17.38,35.14,24.22,0,26.95,26.95,12.67,183.98

73,18:00-18:15,0,7.97,7.97,19,19,23.89,8,0,0,8.98,21.37,13,44.66,5,10,7,0,4.27,12.21,10,20.79,0,4.61,-0,0,0,1.04,1.36,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,76.4,12.04,0,1.36,0,17.38,35.14,24.22,0,26.94,26.94,12.67,222.52

74,18:15-18:30,0,7.95,7.95,20,20,23.86,8.33,0,0,4.44,15.92,9,44.72,3,7,5,0,3.19,9.04,7,20.79,0,4.61,-0,0,0,0.78,1.01,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,76.4,12.04,0,1.01,0,17.38,35.14,24.22,0,26.94,26.94,12.67,261.06

75,18:30-18:45,0,10.75,10.75,20.66,20.67,32.22,8.67,0,0,1.18,10.47,6,44.49,1,3,3,0,2.1,5.88,4,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,86.91,12.04,0,0,0,17.38,35.14,25.22,0,26.94,26.94,12.67,270.98

76,18:45-19:00,0,10.33,10.33,21.66,21.67,30.99,9,0,0,0,5.02,3,44.81,1,2,2,0,1.01,2.72,3,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,86.91,12.04,0,0,0,17.38,35.14,26.24,0,26.94,26.94,12.67,270.98

77,19:00-19:15,0,15.83,15.83,21,21,47.51,9.33,0,0,0,2.82,1,44.54,0,1,1,0,0.57,1.53,1,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,86.91,12.04,0,0,0,17.38,35.14,27.25,0,26.94,26.94,12.67,270.98

78,19:15-19:30,0,16,16,20.34,20.33,48,9.33,0,0,0,1.26,0,44.08,0,0,0,0,0.25,0.68,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,86.91,12.04,0,0,0,17.38,35.14,27.25,0,26.94,26.94,12.67,270.98

79,19:30-19:45,0,16,16,20.34,20.33,48,8.67,0,0,0,0.32,0,44.21,0,0,0,0,0.06,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,12.67,270.98

80,19:45-20:00,0,15.5,15.5,20.34,20.33,46.5,8.33,0,0,0,0,0,44.24,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,8.53,130.36,8.76,100.38,18.72,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,12.67,270.98

81,20:00-20:15,0,11.38,11.38,20.66,20.67,34.16,8,0,0,0,0,0,44.64,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,9.9,270.98

82,20:15-20:30,0,10.75,10.75,21,21,32.25,7.67,0,0,0,0,0,44.66,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,9.9,270.98

83,20:30-20:45,0,10.15,10.15,20.66,20.67,30.45,7.67,0,0,0,0,0,44.83,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,9.9,270.98

84,20:45-21:00,0,9.47,9.47,20.34,20.33,28.39,7.67,0,0,0,0,0,44.25,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,9.9,270.98

85,21:00-21:15,0,8.72,8.72,20.34,20.33,26.14,8,0,0,0,0,0,44.71,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,27.25,0,23.31,23.31,9.9,270.98

86,21:15-21:30,0,7.9,7.9,20,20,23.7,8.33,0,0,0,0,0,44.35,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,26.24,0,23.31,23.31,9.9,270.98

87,21:30-21:45,0,11.17,11.17,15,15,33.49,8.67,0,0,0,0,0,44.47,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,23.31,23.31,9.9,270.98

88,21:45-22:00,0,10.83,10.83,15,15,32.51,8.67,0,0,0,0,0,44.78,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,23.31,23.31,9.9,270.98

89,22:00-22:15,0,10.24,10.24,15,15,30.69,9.33,0,0,0,0,0,44.97,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,23.31,23.31,9.9,270.98

90,22:15-22:30,0,9.95,9.95,15,15,29.87,9.67,0,0,0,0,0,44.02,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,23.31,23.31,9.9,270.98

91,22:30-22:45,0,9.58,9.58,15,15,28.71,3.33,0,0,0,0,0,44.76,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,26.94,26.94,9.9,270.98

92,22:45-23:00,0,9.26,9.26,15,15,27.76,3.33,0,0,0,0,0,44.57,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,26.94,26.94,9.9,270.98

93,23:00-23:15,0,6.67,6.67,15,15,19.99,3.33,0,0,0,0,0,44.19,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,26.94,26.94,9.9,270.98

94,23:15-23:30,0,6.67,6.67,15,15,19.99,3.33,0,0,0,0,0,44.16,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,26.94,26.94,9.9,270.98

95,23:30-23:45,0,6.67,6.67,15,15,19.99,3.33,0,0,0,0,0,44.4,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,26.94,26.94,9.9,270.98

96,23:45-24:00,0,6.67,6.67,15,15,19.99,3.33,0,0,0,0,0,44.63,0,0,0,0,0,0,0,20.79,0,4.61,-0,0,0,0,0,8.76,12.04,48.18,24.09,6.65,130.36,8.76,100.38,14.6,86.91,12.04,0,0,0,17.38,35.14,0,0,26.94,26.94,9.9,270.98

