Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNA/NR/2025/05/01/6160,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/5800,NR/01102023/19072037/LT-05,GNA/NR/2025/05/16/9317,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/6363,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/4138,GNA/NR/2025/04/01/8510,NR/30092023/31122025/SH-07,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/9395,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/22/8667,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/7791,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/2474,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9252,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/8068,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/8954,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6957,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/2069
65,16:00-16:15,32,51,0,33,23.87,36.42,63.67,33,23.87,33,63.67,22.33,71.59,55,65.24,33.9,61,169.48,28,71.72,0,0,0,70.45,96.6,150.22,0,45.97,0,0,4.35,26.7,24.15,0,3.21,0,11.35,0,133.15,16.19,8.32,13.52,26.7,10.63,6.08,0,6.84,8.77,11.09,193.2,24.22,53.13,11.35,28.98,0

66,16:15-16:30,27,46,0,33,24.51,36.01,64.33,33,24.51,33,64.33,22.33,73.51,50,58.65,30.72,55,153.61,25,63.12,0,0,0,70.45,96.6,150.22,0,45.97,0,0,4.35,26.7,24.15,0,3.21,0,10.28,0,133.15,16.19,8.32,13.52,26.7,10.63,6.08,0,6.84,7.95,11.09,193.2,24.73,53.13,10.28,28.98,0

67,16:30-16:45,23,40,0,33,30,35.61,70,33,30,33,70,22.33,90,43,52.1,27.52,49,137.59,22,54.51,0,0,0,70.45,96.6,193.2,0,45.97,0,0,4.35,26.7,24.15,0,3.21,0,9.22,0,133.15,16.19,8.32,13.52,26.7,10.63,7.01,0,6.84,7.12,11.09,193.2,24.73,53.13,9.22,28.98,0

68,16:45-17:00,21,34,0,33,29.67,35.21,69.33,33,29.67,33,69.33,22,88.99,37,44.99,24.05,43,120.23,18,46.6,0,0,0,70.45,96.6,231.84,0,45.97,0,0,4.35,26.7,24.15,0,3.21,0,8.16,0,133.15,16.19,8.32,13.52,26.7,10.63,7.01,0,6.84,6.3,11.09,193.2,24.73,53.13,8.16,28.98,0

69,17:00-17:15,17,28,0,26,29,34.01,68.67,33,29,33,68.67,22,87,30,37.46,20.39,38,101.96,15,38.72,0,0,0,70.45,96.6,273.14,0,45.6,0,0,4.35,26.7,24.15,0,3.21,0,7.03,0,169.71,14.23,8.86,13.52,26.7,10.63,7.01,0,7.3,5.43,11.37,193.2,24.73,100.64,7.03,28.98,0

70,17:15-17:30,12,24,0,9,27.5,33.61,67.67,33,27.5,29.22,67.67,21.67,82.5,23,29.99,16.97,29,84.82,12,30.79,0,0,0,70.45,96.6,273.14,0,45.6,0,0,4.35,26.7,24.15,0,3.21,0,5.86,0,169.71,14.23,8.86,13.52,26.7,10.63,7.01,0,7.3,4.54,11.37,193.2,24.73,100.64,5.86,28.98,0

71,17:30-17:45,10,16,0,5,26.33,33.01,66.67,22.82,26.33,17.23,66.67,21.67,79.01,17,22.7,13.54,22,67.72,8,23.31,0,0,0,70.45,96.6,273.14,0,56.91,0,0,4.35,26.7,24.15,0,3.21,0,4.76,0,169.71,13.54,10.39,13.52,26.7,10.63,7.01,0,7.3,3.68,11.37,193.2,24.73,100.64,4.76,28.98,0

72,17:45-18:00,7,9,0,1,25.17,32.61,65.67,14.41,25.17,11.03,65.67,21.33,75.49,9,16.71,10.28,13,51.41,4,15.1,0,0,0,70.45,96.6,273.14,0,56.91,0,0,4.35,26.7,24.15,0,3.21,0,3.67,0,169.71,13.54,10.39,13.52,26.7,10.63,7.01,0,7.3,2.83,11.37,193.2,24.73,100.64,3.67,28.98,0

73,18:00-18:15,5,4,0,0,24.5,35.61,66.67,0,24.5,0,66.67,21,73.5,3,12.04,7.39,8,36.95,2,10.23,0,0,67.62,70.45,96.6,273.14,14.49,56.91,28.98,0,7.77,26.7,24.15,5.8,3.21,0,2.63,19.32,169.71,13.54,10.39,13.52,26.7,10.63,7.4,5.8,7.68,2.03,13.22,193.2,24.73,100.64,2.63,28.98,0

74,18:15-18:30,3,3,0,0,24,35.01,65.67,0,24,0,65.67,20.33,72,2,8.32,4.95,5,24.74,1,4.58,0,0,67.62,70.45,96.6,273.14,14.49,56.91,28.98,0,7.77,26.7,24.15,5.8,3.21,0,1.7,19.32,169.71,13.54,10.39,13.52,26.7,10.63,7.4,5.8,7.68,1.31,13.22,193.2,24.73,100.64,1.7,28.98,0

75,18:30-18:45,1,1,0,0,23.33,34.41,64.33,0,23.33,0,64.33,20,70.01,1,0.71,3.1,2,15.48,0,2.44,0,0,67.62,78.97,96.6,273.14,14.49,56.91,28.98,0,11.01,26.7,24.15,5.8,7.58,0,0.74,19.32,169.71,13.54,10.39,13.52,26.7,10.63,9.35,5.8,7.68,0.57,13.22,193.2,24.73,100.64,0.74,28.98,0

76,18:45-19:00,1,0,0,0,23,33.01,63,0,23,0,63,19.33,69,0,0.27,1.71,1,8.54,0,1.46,0,0,67.62,87.49,96.6,273.14,14.49,69.15,28.98,0,11.01,26.7,24.15,5.8,7.58,0,0,19.32,170.67,13.54,10.39,13.52,26.7,10.63,9.35,5.8,7.68,0,13.22,193.2,25.23,100.64,0,28.98,0

77,19:00-19:15,0,0,0,0,22.83,32.61,60.33,0,22.83,0,60.33,19.33,68.51,0,0,0.64,0,3.21,0,0,0,0.58,67.62,96.01,96.6,273.14,14.49,57.64,28.98,0,11.01,25.71,24.15,5.8,7.58,0,0,19.32,132.34,13.54,10.39,13.52,25.71,10.63,9.35,5.8,7.96,0,13.68,193.2,25.23,80.18,0,28.98,0

78,19:15-19:30,0,0,0,0,22.83,32.01,58.67,0,22.83,0,58.67,19.33,68.51,0,0,0.08,0,0.37,0,0,0,1.16,67.62,104.53,96.6,273.14,14.49,57.64,28.98,0,11.01,25.71,24.15,5.8,7.58,0,0,19.32,132.34,13.54,10.39,13.52,25.71,10.63,9.35,5.8,7.96,0,13.68,193.2,25.23,51.2,0,28.98,0

79,19:30-19:45,0,0,0,0,24.5,30.81,56.33,0,24.5,0,56.33,19.33,73.5,0,0,0.01,0,0.05,0,0,0,1.39,67.62,113.06,96.6,273.14,14.49,69.15,28.98,0,11.01,25.71,24.15,5.8,7.58,0,0,19.32,170.67,13.54,10.39,13.52,25.71,10.63,9.35,5.8,7.96,0,13.68,193.2,25.73,100.64,0,28.98,0

80,19:45-20:00,0,0,0,0,24.33,29.41,54,0,24.33,0,54,19.67,73.01,0,0,0,0,0,0,0,0,1.91,67.62,115.51,96.6,273.14,14.49,69.15,28.98,0,11.01,25.71,24.15,5.8,7.58,0,0,19.32,170.67,13.54,10.39,13.52,25.71,10.63,9.35,5.8,7.96,0,13.68,193.2,25.73,100.64,0,28.98,0

81,20:00-20:15,0,0,0,0,20.67,35.81,54,0,20.67,0,54,19.67,61.99,0,0,0,0,0,0,0,0,1.91,67.62,115.51,96.6,273.14,14.49,69.15,28.98,0,15.36,25.39,24.15,5.8,10.2,0,0,19.32,170.67,13.54,10.02,13.52,25.39,10.63,9.35,5.8,8.24,0,14.14,193.2,27.25,100.64,0,28.98,0

82,20:15-20:30,0,0,0,0,20.5,35.41,54.33,0,20.5,0,54.33,19.33,61.5,0,0,0,0,0,0,0,0,1.91,67.62,115.51,96.6,273.14,14.49,69.15,28.98,0,15.36,25.39,24.15,5.8,10.2,0,0,19.32,170.67,13.54,10.02,13.52,25.39,10.63,9.35,5.8,8.24,0,14.14,193.2,27.25,100.64,0,28.98,0

83,20:30-20:45,0,0,0,0,20.33,35.21,55,0,20.33,0,55,20.9,61.01,0,0,0,0,0,0,0,0,2.32,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,24.09,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,29.5,10.63,9.35,5.8,8.24,0,14.14,193.2,26.75,100.64,0,28.98,0

84,20:45-21:00,0,0,0,0,20.17,35.01,55.33,0,20.17,0,55.33,20.53,60.49,0,0,0,0,0,0,0,0,2.9,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,24.09,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,29.5,10.63,9.35,5.8,8.24,0,14.14,193.2,26.75,100.64,0,28.98,0

85,21:00-21:15,0,0,0,0,20.17,34.21,53.67,0,20.17,0,53.67,20.17,60.49,0,0,0,0,0,0,0,0,3.48,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,29.5,10.63,8.95,5.8,7.96,0,15.53,193.2,26.24,100.64,0,28.98,0

86,21:15-21:30,0,0,0,0,20.67,32.41,53,0,20.67,0,53,19.8,61.99,0,0,0,0,0,0,0,0,4.06,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,29.5,10.63,8.95,5.8,7.96,0,15.53,193.2,25.73,100.64,0,28.98,0

87,21:30-21:45,0,0,0,0,25,32.01,60,0,25,0,60,25,75,0,0,0,0,0,0,0,0,4.64,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,29.5,10.63,9.97,5.8,7.96,0,15.53,193.2,25.23,100.64,0,28.98,0

88,21:45-22:00,0,0,0,0,24.67,31.61,59.33,0,24.67,0,59.33,24,73.99,0,0,0,0,0,0,0,0,5.22,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,29.5,10.63,9.97,5.8,7.96,0,15.53,193.2,25.23,100.64,0,28.98,0

89,22:00-22:15,0,0,0,0,24.17,31.01,58.33,0,24.17,0,58.33,23.33,72.49,0,0,0,0,0,0,0,0,1.39,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,9.79,13.52,29.5,10.63,9.97,5.8,9.37,0,15.72,193.2,26.25,100.64,0,28.98,0

90,22:15-22:30,0,0,0,0,23.67,30.01,56.67,0,23.67,0,56.67,22.67,70.99,0,0,0,0,0,0,0,0,1.91,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,9.79,13.52,29.5,10.63,9.97,5.8,9.37,0,15.72,193.2,25.74,100.64,0,28.98,0

91,22:30-22:45,0,0,0,0,20,29.61,55,0,20,0,55,16.67,60,0,0,0,0,0,0,0,0,1.91,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,9.79,13.52,24.09,10.63,9.97,5.8,9.37,0,15.72,193.2,25.74,100.64,0,28.98,0

92,22:45-23:00,0,0,0,0,19.67,28.21,53.33,0,19.67,0,53.33,16.67,58.99,0,0,0,0,0,0,0,0,1.91,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,9.79,13.52,24.09,10.63,9.97,5.8,9.37,0,15.72,193.2,25.74,100.64,0,28.98,0

93,23:00-23:15,0,0,0,0,19.5,28.41,49,0,19.5,0,49,16.67,58.5,0,0,0,0,0,0,0,0,2.32,67.62,66.28,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,9.63,13.52,12.33,10.63,9.97,5.8,9.37,0,16,193.2,27.25,100.64,0,28.98,0

94,23:15-23:30,0,0,0,0,18.83,28.41,48.33,0,18.83,0,48.33,16.67,56.51,0,0,0,0,0,0,0,0,2.9,67.62,66.28,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,9.63,13.52,12.33,10.63,9.97,5.8,9.37,0,16,193.2,27.25,100.64,0,28.98,0

95,23:30-23:45,0,0,0,0,18,28.01,48.33,0,18,0,48.33,16.67,54,0,0,0,0,0,0,0,0,3.48,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,12.33,10.63,9.97,5.8,9.37,0,16,193.2,27.25,100.64,0,28.98,0

96,23:45-24:00,0,0,0,0,17.33,28.61,47.67,0,17.33,0,47.67,16.67,52.01,0,0,0,0,0,0,0,0,4.06,67.62,115.51,96.6,273.14,14.49,87.13,28.98,0,15.36,29.5,24.15,5.8,10.2,0,0,19.32,230.79,17.56,10.02,13.52,12.33,10.63,9.97,5.8,9.37,0,16,193.2,27.25,100.64,0,28.98,0

