Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNA/NR/2025/07/01/2786,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2236,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/1192,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07
73,18:00-18:15,8.33,9,3,53.82,0,8.34,36.45,2,8,20.26,10.77,5,18.43,0,12.15,12.15,0,0,10.78,39.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.32,12.71,2.17,100.2,0,10.73,10.47,2.82,2.82,130.13,8.51,12.65,85.78,86.75,27,26.24,133.46,26.73

74,18:15-18:30,8.33,6,2,41.74,0,8.34,36.45,1,5,15.92,8.35,3,18.12,0,12.15,12.15,0,0,7.5,39.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.32,12.71,1.65,100.2,0,10.73,10.47,2.13,2.13,130.13,8.51,12.65,115.38,86.75,27,26.24,133.46,26.73

75,18:30-18:45,8.33,4,1,28.82,0,8.34,36.45,0,2,11.58,5.77,1,17.77,0,12.15,12.15,0,0,4.03,39.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.32,12.71,0,100.2,0,10.73,10.47,0,0,130.13,8.51,12.65,115.38,86.75,29,26.24,133.46,26.73

76,18:45-19:00,8.33,2,0,12.97,0,8.34,36.45,0,1,7.25,2.59,1,17.38,0,12.15,12.15,0,0,1.38,39.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.32,12.71,0,100.2,0,10.73,10.47,0,0,130.13,8.51,12.65,115.38,86.75,29,27.25,133.46,26.12

77,19:00-19:15,8.33,1,0,0.83,0,8.34,36.45,0,0,5.47,0.17,0,12.45,0,12.15,12.15,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,130.13,6.53,12.65,115.38,86.75,29,28.26,133.46,29

78,19:15-19:30,8.33,0,0,0.01,0,8.34,36.45,0,0,3.71,0,0,12.27,0,12.15,12.15,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,130.13,6.53,12.65,115.38,86.75,29,28.26,133.46,29

79,19:30-19:45,8.33,0,0,0,0,8.34,26.44,0,0,1.94,0,0,12.17,0,8.82,8.82,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,130.13,6.53,12.65,115.38,86.75,29,28.26,133.46,29

80,19:45-20:00,8.33,0,0,0,0,8.34,26.44,0,0,0,0,0,12.06,0,8.82,8.82,0,0,0,41.82,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,130.13,6.53,12.65,115.38,86.75,29,28.26,133.46,29

81,20:00-20:15,8,0,0,0,0,8,26.44,0,0,0,0,0,11.83,0,8.82,8.82,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,130.13,8.51,12.65,115.38,86.75,29,28.26,133.46,29

82,20:15-20:30,7.67,0,0,0,0,7.66,26.44,0,0,0,0,0,11.62,0,8.82,8.82,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,130.13,8.51,12.65,115.38,86.75,29,28.26,133.46,29

83,20:30-20:45,7.33,0,0,0,0,7.34,26.44,0,0,0,0,0,11.47,0,8.82,8.82,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,29,28.26,133.46,29

84,20:45-21:00,7,0,0,0,0,7,26.44,0,0,0,0,0,11.43,0,8.82,8.82,0,0,0,42.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,29,27.25,133.46,29

85,21:00-21:15,11.67,0,0,0,0,11.66,33.07,0,0,0,0,0,13.84,0,11.02,11.02,0,0,0,41.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,4.47,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,29,27.25,133.46,29

86,21:15-21:30,12,0,0,0,0,12,33.07,0,0,0,0,0,13.58,0,11.02,11.02,0,0,0,39.02,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,4.47,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,29,27.25,133.46,29

87,21:30-21:45,12.33,0,0,0,0,12.34,33.07,0,0,0,0,0,13.34,0,11.02,11.02,0,0,0,34.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.48,26.24,133.46,28.48

88,21:45-22:00,13,0,0,0,0,13,33.07,0,0,0,0,0,13.42,0,11.02,11.02,0,0,0,33.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.78,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.48,26.24,133.46,28.48

89,22:00-22:15,20.08,0,0,0,0,20.07,33.07,0,0,0,0,0,16.64,0,11.02,11.02,0,0,0,31.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.6,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.48,26.24,133.46,28.48

90,22:15-22:30,20.74,0,0,0,0,20.75,33.07,0,0,0,0,0,16.23,0,11.02,11.02,0,0,0,29.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.6,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.48,26.24,133.46,28.48

91,22:30-22:45,21.41,0,0,0,0,21.41,33.07,0,0,0,0,0,15.97,0,11.02,11.02,0,0,0,33.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.6,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.31,27.25,133.46,28.31

92,22:45-23:00,21.52,0,0,0,0,21.52,33.07,0,0,0,0,0,15.71,0,11.02,11.02,0,0,0,33.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.6,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.31,26.25,133.46,28.31

93,23:00-23:15,21.65,0,0,0,0,21.66,33.07,0,0,0,0,0,15.35,0,11.02,11.02,0,0,0,32.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.5,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.31,26.25,133.46,28.31

94,23:15-23:30,21.74,0,0,0,0,21.75,33.07,0,0,0,0,0,15.2,0,11.02,11.02,0,0,0,31.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.5,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.31,26.25,133.46,28.31

95,23:30-23:45,22.08,0,0,0,0,22.07,33.07,0,0,0,0,0,13.58,0,11.02,11.02,0,0,0,30.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.5,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.31,26.25,133.46,28.31

96,23:45-24:00,22.41,0,0,0,0,22.41,33.07,0,0,0,0,0,13.58,0,11.02,11.02,0,0,0,30.01,43.71,-0,20.75,3.24,134.89,0,0,224.82,81.75,5.5,12.71,0,100.2,0,10.73,10.47,0,0,115.7,8.51,12.65,115.38,86.75,28.31,25.74,133.46,28.31

