Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09
73,18:00-18:15,87.110000,262.190000,24.460000,100.610000,1.400000,1.440000,30.790000,1.400000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.570000,3.460000,8.660000,273.050000,0.000000,0,0,4.12,0,13,8.06,12,15.6,0,0,27.33,7,8,13,4,5.309935,39,3,20.62,0,4,27.33

74,18:15-18:30,87.110000,262.190000,24.460000,100.610000,0.960000,0.980000,30.790000,0.960000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.570000,3.460000,8.660000,273.050000,0.000000,0,0,2.69,0,13.16,4.03,12.66,15.69,0,0,28,2,4,13.17,2,2.377292,39.5,1,13.47,0,2,28

75,18:30-18:45,87.110000,262.190000,24.460000,100.610000,0.220000,0.230000,30.790000,0.220000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.570000,3.460000,8.660000,273.050000,0.000000,0,0,1.51,0,13.34,1.22,13.34,16.01,0,0,33.67,0,1,13.33,1,0.448178,40,0,7.54,0,0,33.67

76,18:45-19:00,87.110000,262.190000,24.460000,100.610000,0.000000,0.000000,30.790000,0.000000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.570000,3.460000,8.660000,273.050000,0.000000,0,0,0.32,0,13.16,0.61,14,16.04,0,0,34.33,0,0,13.17,0.5,0,39.5,0,1.58,0,0,34.33

77,19:00-19:15,87.110000,262.190000,24.460000,100.610000,0.000000,0.000000,30.790000,0.000000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.650000,3.610000,8.760000,273.050000,0.000000,0,0,0.06,0,15.34,0,15,19,0,0,35,0,0,15.33,0,0,46,0,0.33,0,0,35

78,19:15-19:30,87.110000,262.190000,24.460000,100.610000,0.000000,0.000000,30.790000,0.000000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.650000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,15,0,15,19.4,0,0,35,0,0,15,0,0,45,0,0,0,0,35

79,19:30-19:45,87.110000,262.190000,24.460000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.650000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,14.5,0,15,15.48,0,0,31.67,0,0,14.5,0,0,43.5,0,0,0,0,31.67

80,19:45-20:00,87.110000,262.190000,24.460000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,30.900000,3.060000,0.000000,41.040000,3.650000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,14.16,0,14,15.1,0,0,31,0,0,14.17,0,0,42.5,0,0,0,0,31

81,20:00-20:15,76.170000,262.190000,24.460000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,30.900000,2.970000,0.000000,41.040000,3.650000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,11,0,13.34,14.84,0,0,23.33,0,0,11,0,0,33,0,0,0,0,23.33

82,20:15-20:30,76.170000,262.190000,14.860000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,30.900000,2.970000,0.000000,41.040000,3.650000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,10.84,0,12.66,14.39,0,0,22.67,0,0,10.83,0,0,32.5,0,0,0,0,22.67

83,20:30-20:45,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,24.450000,2.970000,0.000000,41.040000,3.880000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,11,0,11.66,14.08,0,0,21.67,0,0,11,0,0,33,0,0,0,0,21.67

84,20:45-21:00,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,30.270000,0.000000,33.120000,16.110000,24.450000,2.970000,0.000000,41.040000,3.880000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,11.5,0,10.66,13.97,0,0,20,0,0,11.5,0,0,34.5,0,0,0,0,20

85,21:00-21:15,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,30.270000,0.000000,33.120000,16.110000,14.860000,2.970000,0.000000,41.040000,3.880000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,11.66,0,9.66,13.55,0,0,18.33,0,0,11.67,0,0,35,0,0,0,0,18.33

86,21:15-21:30,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,14.860000,2.880000,0.000000,41.040000,3.880000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,11.5,0,9.66,13.86,0,0,16.67,0,0,11.5,0,0,34.5,0,0,0,0,16.67

87,21:30-21:45,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,30.270000,0.000000,57.910000,16.110000,14.860000,2.880000,0.000000,41.040000,3.880000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,8.34,0,9.66,22.06,0,0,16.67,0,0,8.33,0,0,25,0,0,0,0,16.67

88,21:45-22:00,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,30.270000,0.000000,33.120000,16.110000,14.860000,2.880000,0.000000,41.040000,3.880000,3.610000,8.760000,273.050000,0.000000,0,0,0,0,8.5,0,9.66,21.94,0,0,16.67,0,0,8.5,0,0,25.5,0,0,0,0,16.67

89,22:00-22:15,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.880000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,8.5,0,9.66,18,0,0,16.67,0,0,8.5,0,0,25.5,0,0,0,0,16.67

90,22:15-22:30,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.880000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9,0,9.66,17.4,0,0,16.67,0,0,9,0,0,27,0,0,0,0,16.67

91,22:30-22:45,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.880000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9.5,0,9.66,9.61,0,0,16.67,0,0,9.5,0,0,28.5,0,0,0,0,16.67

92,22:45-23:00,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.880000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9.5,0,9.66,9.01,0,0,16.67,0,0,9.5,0,0,28.5,0,0,0,0,16.67

93,23:00-23:15,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.730000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9.5,0,9.66,8.61,0,0,16.67,0,0,9.5,0,0,28.5,0,0,0,0,16.67

94,23:15-23:30,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.730000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9.5,0,9.66,8.21,0,0,16.67,0,0,9.5,0,0,28.5,0,0,0,0,16.67

95,23:30-23:45,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.730000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9.5,0,9.66,8.01,0,0,16.67,0,0,9.5,0,0,28.5,0,0,0,0,16.67

96,23:45-24:00,87.110000,262.190000,30.900000,100.610000,0.000000,0.000000,29.270000,0.000000,57.910000,16.110000,14.860000,2.780000,0.000000,41.040000,3.730000,3.530000,9.510000,273.050000,0.000000,0,0,0,0,9.5,0,9.66,8.01,0,0,16.67,0,0,9.5,0,0,28.5,0,0,0,0,16.67

