Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/03/01/1906,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,GNA/SR/2025/03/01/7500,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/8036,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/2563,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNARE/SR/2025/01/13/4532
75,18:30-18:45,0,1,0,0,0,0,60,30,1.76,20,53.66,0.95,4.76,1,2,0,0,53.67,20,36.48,1.39,0,0,100,0,259.78,132.48,0,100,32,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.68,17.28,5.76,0,1.15,36.48,1.32,32,8

76,18:45-19:00,0,0,0,0,0,0,60,29.67,0.02,20,54,0.05,0.26,0,0,0,0,54,20,36.48,1.39,0,0,100,0,259.78,132.48,0,100,32,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.68,17.28,5.76,0,1.15,36.48,1.32,32,7.8

77,19:00-19:15,0,0,0,0,0,0,60,28.67,0,20,53.34,0,0,0,0,0,0,53.33,20,36.48,1.39,0,0,100,0,259.78,132.48,0,100,32,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.15,36.48,1.32,32,7.6

78,19:15-19:30,0,0,0,0,0,0,60,28,0,20,53.66,0,0,0,0,0,0,53.67,20,36.48,1.39,0,0,100,0,259.78,132.48,0,100,32,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.15,36.48,1.32,32,7.6

79,19:30-19:45,0,0,0,0,0,0,60,23.67,0,20,54,0,0,0,0,0,0,54,20,36.48,1.39,0,0,100,0,259.78,132.48,0,100,32,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.15,36.48,1.32,32,7.6

80,19:45-20:00,0,0,0,0,0,0,60.49,23,0,20.17,54.66,0,0,0,0,0,0,54.67,20.17,36.48,1.39,0,0,100,0,259.78,132.48,0,100,32,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.15,36.48,1.32,32,7.6

81,20:00-20:15,0,0,0,0,0,0,64.5,18.67,0,21.5,55,0,0,0,0,0,0,55,21.5,36.48,1.39,0,0,100,0,259.78,132.48,0,100,17.54,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.11,36.48,1.32,17.54,7.6

82,20:15-20:30,0,0,0,0,0,0,67.5,18.33,0,22.5,55.34,0,0,0,0,0,0,55.33,22.5,36.48,1.39,0,0,100,0,259.78,132.48,0,100,17.54,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.11,36.48,1.32,17.54,7.6

83,20:30-20:45,0,0,0,0,0,0,49.5,16.33,0,16.5,55.66,0,0,0,0,0,0,55.67,16.5,36.48,1.39,0,0,100,0,259.78,132.48,0,100,22.34,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.11,36.48,1.32,22.34,7.4

84,20:45-21:00,0,0,0,0,0,0,49.99,15.33,0,16.67,55.34,0,0,0,0,0,0,55.33,16.67,36.48,1.39,0,0,100,0,259.78,132.48,0,100,26.99,50,100.01,6.72,86.59,36.48,0,31.29,57.59,4.78,17.28,5.76,0,1.11,36.48,1.32,26.99,7.4

85,21:00-21:15,0,0,0,0,0,0,49.5,14.67,0,16.5,59.33,0,0,0,0,0,0,59.32,16.5,36.48,1.35,0,0,100,0,259.78,132.48,0,100,26.99,50,100.01,6.72,86.59,36.48,0,31.29,57.59,5.42,17.28,5.76,0,1.31,36.48,1.32,26.99,7.4

86,21:15-21:30,0,0,0,0,0,0,48.49,14,0,16.17,61.59,0,0,0,0,0,0,61.59,16.17,36.48,1.35,0,0,100,0,259.78,132.48,0,100,26.99,50,100.01,6.72,86.59,36.48,0,31.29,57.59,5.42,17.28,5.76,0,1.31,36.48,1.32,26.99,7.4

87,21:30-21:45,0,0,0,0,0,0,47.51,15.33,0,15.83,63.6,0,0,0,0,0,0,63.59,15.83,36.48,1.35,0,0,100,0,259.78,132.48,0,100,26.99,50,100.01,6.72,86.59,36.48,0,30.28,57.59,5.42,17.28,5.76,0,1.31,36.48,1.32,26.99,7.4

88,21:45-22:00,0,0,0,0,0,0,46.99,18,0,15.67,65.54,0,0,0,0,0,0,65.55,15.67,36.48,1.35,0,0,100,0,259.78,132.48,0,100,26.99,50,100.01,6.72,86.59,36.48,0,30.28,57.59,5.42,17.28,5.76,0,1.31,36.48,1.32,26.99,7.4

89,22:00-22:15,0,0,0,0,0,0,67.5,18.67,0,22.5,65.38,0,0,0,0,0,0,65.37,22.5,23.04,1.35,0,55.49,100,0,259.78,132.48,166.48,100,0,50,100.01,6.72,86.59,23.04,0,30.28,57.59,5.51,17.28,5.76,0,1.23,23.04,1.16,0,7.4

90,22:15-22:30,0,0,0,0,0,0,67.99,18.67,0,22.67,64.28,0,0,0,0,0,0,64.27,22.67,23.04,1.35,0,55.49,100,0,259.78,132.48,166.48,100,0,50,100.01,6.72,86.59,23.04,0,30.28,57.59,5.51,17.28,5.76,0,1.23,23.04,1.16,0,7.4

91,22:30-22:45,0,0,0,0,0,0,69,18.67,0,23,63.74,0,0,0,0,0,0,63.73,23,23.04,1.35,0,55.49,100,0,237.04,132.48,166.48,100,0,50,100.01,6.72,86.59,23.04,0,30.28,57.59,5.51,17.28,5.76,0,1.23,23.04,1.16,0,7.4

92,22:45-23:00,0,0,0,0,0,0,70.01,18.67,0,23.33,62.31,0,0,0,0,0,0,62.32,23.33,23.04,1.35,0,55.49,100,0,224.56,132.48,166.48,100,0,50,100.01,6.72,86.59,23.04,0,30.28,57.59,5.51,17.28,5.76,0,1.23,23.04,1.16,0,7.4

93,23:00-23:15,0,0,0,0,0,0,77.51,20.33,0,25.83,63.74,0,0,0,0,0,0,63.73,25.83,23.04,1.31,0,55.49,100,0,224.56,132.48,166.48,0,0,50,100.01,6.72,76.12,23.04,0,30.28,35.01,5.61,17.28,5.76,0,1.15,23.04,1.16,0,7.4

94,23:15-23:30,0,0,0,0,0,0,78.49,20.33,0,26.17,64.63,0,0,0,0,0,0,64.64,26.17,23.04,1.31,0,55.49,100,0,224.56,132.48,166.48,0,0,50,100.01,6.72,76.12,23.04,0,30.28,35.01,5.61,17.28,5.76,0,1.15,23.04,1.16,0,7.4

95,23:30-23:45,0,0,0,0,0,0,79.99,21,0,26.67,65.37,0,0,0,0,0,0,65.38,26.67,23.04,1.31,0,55.49,100,0,224.56,132.48,166.48,0,0,50,100.01,6.72,76.12,23.04,0,29.27,35.01,5.61,17.28,5.76,0,1.15,23.04,1.16,0,7.4

96,23:45-24:00,0,0,0,0,0,0,79.99,21.67,0,26.67,65.64,0,0,0,0,0,0,65.65,26.67,23.04,1.31,0,55.49,100,0,224.56,132.48,166.48,0,0,50,100.01,6.72,76.12,23.04,0,29.27,35.01,5.61,17.28,5.76,0,1.15,23.04,1.16,0,7.4

