Time,Block,NR/2023/16630/C,NR/2023/16437/F,NR/2023/13636/A,NR/2023/13387/A,NR/2023/16185/A,NR/2023/13148/A,NR/2023/16291/F,NR/2023/16291/F/II,NR/2023/16612/D,NR/2023/13150/A,NR/2023/13376/A,NR/2023/16635/C,NR/2023/16191/A,NR/2023/16073/A,ER/2023/10403/C,NR/2023/13519/A,NR/2023/13383/A,NR/2023/13254/A,ER/2023/10409/C,NR/2023/13385/A,NR/2023/16617/D,NR/2023/13253/A,NR/2023/13165/A,SR/2023/9341/C,NR/2023/16620/C,NR/2023/16615/D,NR/2023/15770/A,WR/2023/18625/C,NR/2023/16614/D,NR/2023/16616/D,NR/2023/13908/A,NR/2023/13242/A,NR/2023/16077/A,NR/2023/16520/F,Total
66,16:15-16:30,12.370000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,4.61,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1379.4

67,16:30-16:45,12.370000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,4.03,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1378.82

68,16:45-17:00,12.370000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,3.16,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1377.95

69,17:00-17:15,12.560000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,2.57,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1319.09

70,17:15-17:30,12.560000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,1.78,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1318.3

71,17:30-17:45,12.560000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,1.07,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1317.59

72,17:45-18:00,12.560000,174.470000,22.580000,100.120000,62.870000,0.000000,0.820000,0.000000,0.72,63.070000,20.310000,145.100000,216.190000,24.180000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1317.24

73,18:00-18:15,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0.39,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1329.41

74,18:15-18:30,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0.16,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1329.18

75,18:30-18:45,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1329.02

76,18:45-19:00,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,0.000000,1329.02

77,19:00-19:15,12.840000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,48.360000,1377.48

78,19:15-19:30,12.840000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,48.360000,1377.48

79,19:30-19:45,12.840000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,48.360000,1377.48

80,19:45-20:00,12.840000,174.470000,22.580000,100.120000,62.870000,36.500000,0.820000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,0.000000,0.000000,48.360000,1377.48

81,20:00-20:15,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1407.12

82,20:15-20:30,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1407.12

83,20:30-20:45,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1407.12

84,20:45-21:00,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,0.000000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1407.12

85,21:00-21:15,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1465.58

86,21:15-21:30,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1465.58

87,21:30-21:45,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1465.58

88,21:45-22:00,12.930000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,0.000000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,10.090000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,0.000000,48.360000,1465.58

89,22:00-22:15,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

90,22:15-22:30,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

91,22:30-22:45,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

92,22:45-23:00,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

93,23:00-23:15,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

94,23:15-23:30,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

95,23:30-23:45,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

96,23:45-24:00,12.740000,174.470000,22.580000,100.120000,62.870000,36.500000,0.770000,0.000000,0,63.070000,20.310000,145.100000,216.190000,0.000000,0.000000,58.460000,33.370000,19.630000,0.000000,50.060000,2.460000,48.360000,22.250000,0.00,8.070000,4.840000,53.200000,1.500000,18.990000,67.710000,175.160000,29.600000,77.870000,48.360000,1574.61

