Column1,Time,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/5143,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/3469,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/6891,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/4651,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/WR/2025/03/01/6406,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/1906,GNA/WR/2025/01/01/8625,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/8036
78,19:15-19:30,0.3,8,18,0,0,0,0,18,0,0,9.5,0,0,28.5,0,0,9.67,0,9.5,0,17.28,0,32.94,1.49,1.39,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

79,19:30-19:45,0,8,19,0,0,0,0,19,0,0,10,0,0,30,0,0,10,0,10,0,17.28,0,32.94,1.49,1.39,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

80,19:45-20:00,0,8,21.34,0,0,0,0,21.33,0,0,10,0,0,30,0,0,10.33,0,10,0,17.28,0,32.94,1.49,1.39,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

81,20:00-20:15,0,8,16.66,0,0,0,0,16.67,0,0,11.67,0,0,34.99,0,0,8.33,0,11.67,0,17.28,0,32.94,1.44,1.55,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

82,20:15-20:30,0,8,16.66,0,0,0,0,16.67,0,0,12,0,0,36,0,0,8.67,0,12,0,17.28,0,32.94,1.44,1.55,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

83,20:30-20:45,0,8,18.34,0,0,0,0,18.33,0,0,7.83,0,0,23.51,0,0,9.33,0,7.83,0,17.28,0,32.94,1.44,1.55,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

84,20:45-21:00,0,8,20,0,0,0,0,20,0,0,8.5,0,0,25.5,0,0,9.67,0,8.5,0,17.28,0,32.94,1.44,1.55,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

85,21:00-21:15,0,8,23.34,0,0,0,0,23.33,0,0,9,0,0,27,0,0,7.33,0,9,0,17.28,0,32.94,1.44,1.55,6.72,50,0,271.44,28.8,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,25.92,100,0,28.8

86,21:15-21:30,0,8,26.66,0,0,0,0,26.67,0,0,9.67,0,0,28.99,0,0,7.67,0,9.67,0,17.28,0,32.94,1.44,1.55,6.72,50,0,271.44,28.8,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,25.92,100,0,28.8

87,21:30-21:45,0,8,30,0,0,0,0,30,0,0,10.33,0,0,31.01,0,0,7.67,0,10.33,0,17.28,0,35.01,1.44,1.55,6.72,50,0,271.44,28.8,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,25.92,100,0,28.8

88,21:45-22:00,0,8,33.34,0,0,0,0,33.33,0,0,10.83,0,0,32.51,0,0,7.67,0,10.83,0,17.28,0,35.01,1.44,1.55,6.72,50,0,271.44,28.8,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,25.92,100,0,28.8

89,22:00-22:15,0,8,21,0,0,0,0,21,0,0,9.17,0,0,27.49,0,0,7.67,0,9.17,0,17.28,166.48,35.01,1.39,1.39,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,25.92,100,0,25.92

90,22:15-22:30,0,8,22.66,0,0,0,0,22.67,0,0,9.5,0,0,28.5,0,0,7.67,0,9.5,0,17.28,166.48,35.01,1.39,1.39,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,30.28,0,0,0,4.22,0,25.92,100,0,25.92

91,22:30-22:45,0,8,24.66,0,0,0,0,24.67,0,0,10.17,0,0,30.49,0,0,7.67,0,10.17,0,17.28,166.48,35.01,1.39,1.01,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,30.28,0,0,0,4.22,0,25.92,100,0,25.92

92,22:45-23:00,0,8,26.66,0,0,0,0,26.67,0,0,10.33,0,0,31.01,0,0,7.67,0,10.33,0,17.28,166.48,35.01,1.39,1.01,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,30.28,0,0,0,4.22,0,25.92,100,0,25.92

93,23:00-23:15,0,8,27,0,0,0,0,27,0,0,10.17,0,0,30.49,0,0,7.33,0,10.17,0,17.28,166.48,35.01,1.39,1.01,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,29.77,0,0,0,4.22,0,23.04,0,0,25.92

94,23:15-23:30,0,8,27.34,0,0,0,0,27.33,0,0,10,0,0,30,0,0,7,0,10,0,17.28,166.48,35.01,1.39,1.01,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,29.77,0,0,0,4.22,0,23.04,0,0,25.92

95,23:30-23:45,0,8,27.66,0,0,0,0,27.67,0,0,9.83,0,0,29.51,0,0,6.67,0,9.83,0,17.28,166.48,35.01,1.39,1.01,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,29.77,0,0,0,4.22,0,23.04,0,0,25.92

96,23:45-24:00,0,8,27.66,0,0,0,0,27.67,0,0,9.5,0,0,28.5,0,0,6.67,0,9.5,0,17.28,166.48,35.01,1.39,1.01,6.72,50,55.49,271.44,25.92,259.78,100,5.76,100.01,0,1.15,86.59,29.77,0,0,0,4.22,0,23.04,0,0,25.92

