Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01042024/30042024/PTC/OA/32001,NR/01102023/31102037/L_NR_2019_11,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14
74,18:15-18:30,272.660000,26.030000,40.980000,3.300000,16.080000,30.280000,0.000000,0.330000,7.270000,0.330000,228.130000,3.520000,76.460000,54.000000,0.330000,3.570000,0.000000,57.830000,26.030000,21.21,2,2.512662,1,0,0,4,58.67,10.2,58.67,31.66,31.66,2.04,95,31.67,0,2,0,2,3.17

75,18:30-18:45,272.660000,25.500000,40.980000,3.300000,16.080000,30.280000,0.000000,0.120000,7.270000,0.120000,172.260000,3.520000,57.490000,54.000000,0.120000,3.570000,0.000000,35.150000,25.500000,27,1,0.652513,0,0,0,1,57,4.53,57,16,30,0.91,90,30,0,0,0,0,0.96

76,18:45-19:00,272.660000,25.500000,40.980000,3.300000,16.080000,31.290000,0.000000,0.060000,7.270000,0.060000,172.260000,3.520000,57.490000,54.000000,0.070000,3.570000,0.000000,35.150000,25.500000,26.03,0.5,0,0,0,0,0,55,1.13,55,15,28.34,0.23,85,28.33,0,0,0,0,0.47

77,19:00-19:15,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,7.450000,0.000000,180.940000,3.520000,57.490000,54.000000,0.000000,3.570000,0.000000,35.150000,25.500000,25.28,0,0,0,0,0,0,53,0,53,13.34,25,0,75,25,0,0,0,0,0

78,19:15-19:30,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,7.450000,0.000000,185.760000,3.520000,57.490000,54.000000,0.000000,3.570000,0.000000,35.150000,25.500000,24.5,0,0,0,0,0,0,50,0,50,11.66,21.66,0,65,21.67,0,0,0,0,0

79,19:30-19:45,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,7.450000,0.000000,205.930000,3.060000,57.490000,54.000000,0.000000,1.710000,0.000000,35.150000,25.500000,27.81,0,0,0,0,0,0,26.67,0,26.67,11.66,16.66,0,50,16.67,0,0,0,0,0

80,19:45-20:00,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,7.450000,0.000000,205.930000,3.060000,57.490000,54.000000,0.000000,3.260000,0.000000,35.150000,25.500000,27.61,0,0,0,0,0,0,23.33,0,23.33,11.66,15,0,45,15,0,0,0,0,0

81,20:00-20:15,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,3.060000,57.490000,53.040000,0.000000,3.260000,0.000000,35.150000,25.500000,27.01,0,0,0,0,0,0,21.67,0,21.67,11.66,13.34,0,40,13.33,0,0,0,0,0

82,20:15-20:30,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,3.060000,57.490000,53.040000,0.000000,3.260000,0.000000,35.150000,25.500000,25.61,0,0,0,0,0,0,20,0,20,10,12.34,0,37,12.33,0,0,0,0,0

83,20:30-20:45,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,3.060000,57.490000,81.970000,0.000000,3.260000,0.000000,35.150000,25.500000,31.02,0,0,0,0,0,0,18.33,0,18.33,8.34,11.84,0,35.5,11.83,0,0,0,0,0

84,20:45-21:00,272.660000,25.500000,40.980000,3.070000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,3.060000,57.490000,81.970000,0.000000,3.260000,0.000000,35.150000,25.500000,30.62,0,0,0,0,0,0,16.67,0,16.67,7.66,11,0,33,11,0,0,0,0,0

85,21:00-21:15,272.660000,25.500000,40.980000,2.910000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,2.970000,57.490000,81.970000,0.000000,3.260000,0.000000,35.150000,25.500000,29.62,0,0,0,0,0,0,15,0,15,8.34,7.5,0,22.5,7.5,0,0,0,0,0

86,21:15-21:30,272.660000,25.500000,40.980000,2.910000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,2.970000,57.490000,81.970000,0.000000,3.260000,0.000000,35.150000,25.500000,29.01,0,0,0,0,0,0,15,0,15,8.66,7.5,0,22.5,7.5,0,0,0,0,0

87,21:30-21:45,272.660000,25.500000,40.980000,2.910000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,205.930000,2.970000,57.490000,77.140000,0.000000,3.260000,0.000000,35.150000,25.500000,29.01,0,0,0,0,0,0,15,0,15,9,7.66,0,23,7.67,0,0,0,0,0

88,21:45-22:00,272.660000,25.500000,40.980000,2.910000,16.080000,31.490000,0.000000,0.000000,8.470000,0.000000,261.810000,2.970000,76.460000,86.790000,0.000000,3.260000,0.000000,35.150000,25.500000,28.61,0,0,0,0,0,0,15,0,15,9,7.66,0,23,7.67,0,0,0,0,0

89,22:00-22:15,272.660000,25.500000,40.980000,2.840000,16.080000,31.490000,0.000000,0.000000,8.560000,0.000000,261.810000,2.870000,76.460000,65.570000,0.000000,3.110000,0.000000,35.150000,25.500000,22.01,0,0,0,0,0,0,13.33,0,13.33,7.34,7.84,0,23.5,7.83,0,0,0,0,0

90,22:15-22:30,272.660000,25.500000,40.980000,2.840000,16.080000,31.490000,0.000000,0.000000,8.560000,0.000000,261.810000,2.870000,76.460000,67.500000,0.000000,3.110000,0.000000,35.150000,25.500000,21.61,0,0,0,0,0,0,13.33,0,13.33,7.34,7.84,0,23.5,7.83,0,0,0,0,0

91,22:30-22:45,272.660000,25.500000,40.980000,2.840000,16.080000,30.780000,0.000000,0.000000,8.560000,0.000000,261.810000,2.870000,76.460000,57.860000,0.000000,1.940000,0.000000,35.150000,25.500000,21.01,0,0,0,0,0,0,13.33,0,13.33,7.34,7.84,0,23.5,7.83,0,0,0,0,0

92,22:45-23:00,272.660000,25.500000,40.980000,2.840000,16.080000,30.780000,0.000000,0.000000,8.560000,0.000000,261.810000,2.870000,76.460000,77.140000,0.000000,2.720000,0.000000,35.150000,25.500000,19.6,0,0,0,0,0,0,13.33,0,13.33,7.34,8,0,24,8,0,0,0,0,0

93,23:00-23:15,272.660000,25.500000,40.980000,2.840000,16.080000,30.280000,0.000000,0.000000,8.560000,0.000000,261.810000,2.780000,57.490000,100.460000,0.000000,2.720000,0.000000,35.150000,25.500000,18.2,0,0,0,0,0,0,13.33,0,13.33,7.34,8.16,0,24.5,8.17,0,0,0,0,0

94,23:15-23:30,272.660000,25.500000,40.980000,2.840000,16.080000,30.280000,0.000000,0.000000,8.560000,0.000000,261.810000,2.780000,57.490000,100.460000,0.000000,2.720000,0.000000,35.150000,25.500000,17,0,0,0,0,0,0,13.33,0,13.33,7.34,8.34,0,25,8.33,0,0,0,0,0

95,23:30-23:45,272.660000,22.500000,40.980000,2.840000,16.080000,30.280000,0.000000,0.000000,8.560000,0.000000,261.810000,2.780000,57.490000,100.460000,0.000000,2.720000,0.000000,35.150000,22.500000,16.6,0,0,0,0,0,0,13.33,0,13.33,7.34,8.5,0,25.5,8.5,0,0,0,0,0

96,23:45-24:00,272.660000,22.500000,40.980000,2.840000,16.080000,30.280000,0.000000,0.000000,8.560000,0.000000,261.810000,2.780000,57.490000,100.460000,0.000000,2.720000,0.000000,35.150000,22.500000,16,0,0,0,0,0,0,13.33,0,13.33,7.34,8.5,0,25.5,8.5,0,0,0,0,0

