Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/1044,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/1192,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/8139,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8128,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,L_NR_2019_19,GNA/NR/2025/07/01/8154,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/2997,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/07/25/1179,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/3109,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2952
70,17:15-17:30,0,83.33,30,16.67,24,28,15,9,42.02,22,33,0,55.01,18.33,33,46.02,46.03,18.33,33.57,26.8,-0,134.79,3.24,270.31,128.97,81.69,0,29.28,0,6.01,4.64,100.13,12.64,7.92,6.01,28.66,20.73,86.69,163.39,15.23,26.8,115.29,0,10.47,18.21,43.68,19.22,10.73,8.51

71,17:30-17:45,0,56.67,23,11.33,19,20,12,8,42.02,22.33,32.09,0,55.01,18.33,27.86,46.02,46.03,18.33,24.16,26.8,-0,134.79,3.24,270.31,128.97,81.69,0,29.28,0,5.01,3.87,100.13,12.64,7.92,5.01,22.3,20.73,86.69,163.39,15.23,26.8,115.29,0,10.47,18.21,43.68,19.22,10.73,8.51

72,17:45-18:00,0,43.33,17,8.67,16,14,8,7,42.02,22.33,22.21,0,55.01,18.33,19.12,46.63,46.63,18.33,20.35,26.8,-0,134.79,3.24,270.31,128.97,81.69,0,29.28,0,4.08,3.15,100.13,12.64,7.92,4.08,16.66,20.73,86.69,163.39,15.23,26.8,115.29,0,10.47,18.21,43.68,19.22,10.73,8.51

73,18:00-18:15,0,33.33,13,6.67,12,8,7,5,42.02,21.67,0,0,55.01,18.33,0,45.12,45.13,18.33,16.27,26.33,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,3.18,2.45,100.13,12.64,8.39,3.18,14.93,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

74,18:15-18:30,0,25.33,10,5.07,9,5,5,3,42.02,21,0,0,55.01,18.33,0,44.83,44.82,18.33,12.46,26.33,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,2.27,1.75,100.13,12.64,8.39,2.27,9.35,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

75,18:30-18:45,0,16.67,5,3.33,6,2,3,1,42.02,20,0,0,55.01,18.33,0,48.34,48.33,18.33,7.71,19.43,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,0,0,90.79,12.64,8.39,0,4.2,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

76,18:45-19:00,0,6.67,3,1.33,4,1,1,1,40.02,19.33,0,0,54,18,0,47.34,47.33,18,4.4,19.43,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,0,0,90.79,12.64,8.39,0,1.01,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

77,19:00-19:15,0,2,1,0.4,2,0,0,0,38.02,19,0,0,52.01,17.33,0,46.66,46.67,17.33,2.49,29.5,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,0,0,90.79,12.64,6.53,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

78,19:15-19:30,0,0.67,0,0.13,1,0,0,0,36.01,18.33,0,0,50.51,16.83,0,46,46,16.83,1.09,29.5,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,0,0,90.79,12.64,6.53,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

79,19:30-19:45,0,0,0,0,0,0,0,0,35.41,19.33,0,0,49.01,16.33,0,49.34,49.33,16.33,0.27,29.5,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,0,0,90.79,12.64,6.53,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

80,19:45-20:00,0,0,0,0,0,0,0,0,34.81,18.67,0,0,47.51,15.83,0,48.34,48.33,15.83,0,29.5,-0,134.79,3.24,270.31,128.97,81.69,0,30.28,0,0,0,90.79,12.64,6.53,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,8.51

81,20:00-20:15,0,0,0,0,0,0,0,0,40.02,18.33,0,0,41.51,13.83,0,47.34,47.33,13.83,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,6.15,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,6.72

82,20:15-20:30,0,0,0,0,0,0,0,0,40.02,17.33,0,0,39,13,0,46.66,46.67,13,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,6.15,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,6.72

83,20:30-20:45,0,0,0,0,0,0,0,0,38.82,20.67,0,0,60,20,0,57,57,20,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,6.15,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,6.72

84,20:45-21:00,0,0,0,0,0,0,0,0,38.02,20.67,0,0,58.99,19.67,0,56.66,56.67,19.67,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,6.15,0,0,20.73,86.69,163.39,0,29.5,115.29,0,10.47,18.67,43.68,0,10.73,6.72

85,21:00-21:15,0,0,0,0,0,0,0,0,37.82,20.33,0,0,57.49,19.17,0,56.34,56.33,19.17,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,5.87,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.67,43.68,0,10.73,6.72

86,21:15-21:30,0,0,0,0,0,0,0,0,37.42,20,0,0,55.99,18.67,0,56,56,18.67,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,5.87,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.67,43.68,0,10.73,6.72

87,21:30-21:45,0,0,0,0,0,0,0,0,37.02,21.67,0,0,55.01,18.33,0,58.34,58.33,18.33,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.77,0,0,0,90.79,9.96,5.87,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.67,43.68,0,10.73,6.72

88,21:45-22:00,0,0,0,0,0,0,0,0,36.82,21.33,0,0,54,18,0,58.34,58.33,18,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.77,0,0,0,90.79,9.96,5.87,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.67,43.68,0,10.73,6.72

89,22:00-22:15,0,0,0,0,0,0,0,0,43.01,16.67,0,0,42,14,0,48.34,48.33,14,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.28,0,0,0,90.79,9.96,5.87,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.49,43.68,0,10.73,6.72

90,22:15-22:30,0,0,0,0,0,0,0,0,43.01,16.67,0,0,40.01,13.33,0,48,48,13.33,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.28,0,0,0,90.79,9.96,5.87,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.49,43.68,0,10.73,6.72

91,22:30-22:45,0,0,0,0,0,0,0,0,43.01,16,0,0,38.92,12.97,0,47.66,47.67,12.97,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,6.29,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.49,43.68,0,10.73,6.72

92,22:45-23:00,0,0,0,0,0,0,0,0,43.01,16,0,0,39.33,13.11,0,47.34,47.33,13.11,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,30.28,0,0,0,90.79,9.96,6.29,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.49,43.68,0,10.73,6.72

93,23:00-23:15,0,0,0,0,0,0,0,0,43.01,13.33,0,0,39.15,13.06,0,46.66,46.67,13.06,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.28,0,0,0,90.79,9.96,6.29,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.21,43.68,0,10.73,6.72

94,23:15-23:30,0,0,0,0,0,0,0,0,43.01,13.33,0,0,39.15,13.06,0,46,46,13.06,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.28,0,0,0,90.79,9.96,6.29,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.21,43.68,0,10.73,6.72

95,23:30-23:45,0,0,0,0,0,0,0,0,43.01,11.67,0,0,39.08,13.02,0,40,40,13.02,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,29.28,0,0,0,90.79,9.96,6.29,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.21,43.68,0,10.73,6.72

96,23:45-24:00,0,0,0,0,0,0,0,0,43.01,11.67,0,0,38.97,12.99,0,40,40,12.99,0,29.5,-0,134.79,3.24,270.31,130.04,81.69,0,28.27,0,0,0,90.79,9.96,6.29,0,0,20.73,86.69,163.39,0,29.5,115.29,72.08,10.47,18.21,43.68,0,10.73,6.72

