Block,Time Block,ANTA_RF,ANTA_LF,AURY_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,SALAL,RIHAND3,RAPPB,NLCIIST2,RIHAND2,NLCTS2EXP,NNTPP,RAMPUR,RIHAND1,NTPL,RSTPSU1TO6,PARBATI3,RAPPC,RSTPSU7,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,SASAN,TALST2,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR2,SIMHST2,TALA,ANTA_CRF,VALLURNTECL,UNCHAHAR4,ANTA_GF,URI2,UNCHAHAR3,URI,KOLDAM,KISHANGANGA,MAPS,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,NLCEXP,NLCIIST1,NJPC,NAPP,KGSU1AND2,BSIUL,CHAMERA3,KGSU3AND4,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.86,8.51,142.31,0,0,0,0,0,39.99,40.38,0,0,0,0,2.3,0,19.96,14.39,31.63,288.66,0,234.56,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,39.99,40.38,0,0,0,0,2.3,0,19.96,14.39,31.63,288.66,0,234.56,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,39.99,40.38,0,0,0,0,2.3,8.74,19.96,14.39,31.63,288.66,0,234.2,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,39.99,40.38,0,0,0,0,2.3,8.74,19.96,14.39,31.63,288.66,0,234.2,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,14.33,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,39.99,40.38,0,0,0,0,2.3,8.74,19.96,14.39,31.63,298.25,0,254.35,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,28.66,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,0,0,0,2.3,8.74,19.96,14.39,31.63,293.46,0,348.39,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,28.66,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,0,0,0,2.3,8.74,19.96,14.39,31.63,295.07,0,348.39,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,44.8,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,0,0,0,2.3,8.74,19.96,14.39,31.63,291.23,0,399.78,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,44.8,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,1.06,0,0,3.84,8.74,19.96,14.39,47.43,316.86,11.37,444.72,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,59.73,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,89.78,40.38,0,1.06,9.29,0,7.68,17.49,19.96,14.39,47.43,327.77,26.07,410.97,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,59.73,5.06,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,110.87,40.38,0,6.26,18.58,0,15.34,26.37,19.96,16.47,47.43,327.77,40.45,441.23,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,11.44,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,19.08,47.43,327.77,40.45,441.23,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,12.26,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,11.44,40.69,0,0,0,0,0,0,4.39,25.32,2.65,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,19.19,47.43,327.77,40.45,441.23,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,13.39,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,37.61,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,19.19,47.43,327.77,40.45,441.23,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,76.17,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,37.61,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,19.19,47.43,327.77,40.45,418.04,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,76.17,119.3,0,0,113.96,0,0,0,88.28,0,0,2.45,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,3.18,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,18.71,47.43,327.77,40.45,418.04,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,76.17,119.3,0,0,113.96,0,0,0,88.28,0,0,6.1,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,19.19,47.43,326.16,40.45,374.86,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,76.17,119.3,0,0,113.96,0,0,0,88.28,0,0,31.76,49.93,0,59.73,10.11,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,9.46,142.31,0,0,0,0,0,134.67,40.38,0,18.77,27.89,0,37.91,36.13,19.96,19.19,47.43,326.16,40.45,374.86,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,13.39,119.3,0,0,113.96,0,0,0,88.28,0,0,31.76,49.93,0,59.73,5.06,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,112.23,40.38,0,1.06,18.58,0,25.28,26.37,19.96,16.38,47.43,326.16,40.45,355.67,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,31.76,49.93,0,59.73,0,99.73,19.73,0,401.85,0,0,0,0,7.37,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,89.78,40.38,0,0,9.29,0,11.52,17.49,19.96,14.39,47.43,326.16,26.07,355.67,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,31.76,49.93,0,59.73,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,89.78,40.38,0,0,9.29,0,2.05,8.74,19.96,14.39,31.63,326.16,11.37,490.13,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,31.76,49.93,0,44.8,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,0,9.29,0,2.05,8.74,19.96,14.39,31.63,326.16,0,382.69,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,31.76,49.93,0,44.8,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,2.65,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,0,9.29,0,2.05,8.74,19.96,14.39,31.63,326.16,0,339.16,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,4.88,49.93,0,44.8,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,37.61,0,0,0,31.95,8.51,142.31,0,0,0,0,0,67.34,40.38,0,0,9.29,0,2.05,8.74,19.96,14.39,31.63,326.16,0,329.57,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,2.45,49.93,0,28.66,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,37.61,0,0,0,31.95,8.51,142.31,0,0,0,0,0,44.89,40.38,0,0,9.29,0,2.05,8.74,19.96,14.39,31.63,326.16,0,300.78,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,28.66,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,3.18,0,0,0,31.95,8.51,142.31,0,0,0,0,0,44.89,40.38,0,0,9.29,0,2.05,8.74,19.96,14.39,31.63,326.16,0,310.37,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,28.66,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,22.45,40.38,0,0,0,0,2.05,8.74,19.96,14.39,15.81,326.16,0,339.16,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,28.66,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,22.35,40.38,0,0,0,0,2.05,8.74,19.96,14.39,15.81,326.16,0,339.16,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,14.93,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,4.39,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,20.9,40.38,0,0,0,0,2.05,8.74,19.96,15.35,15.81,326.16,0,324.77,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,14.93,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,18.07,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,20.9,40.38,0,0,0,0,2.05,8.74,19.96,15.35,15.81,326.16,0,310.37,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,18.07,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,0,40.38,0,0,0,0,2.05,8.74,19.96,15.35,15.81,326.16,0,283.5,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,18.07,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,0,40.38,0,0,0,0,2.05,8.74,19.96,15.35,15.81,326.16,0,283.5,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,18.07,25.32,1.59,0,0,0,31.95,8.51,142.31,0,0,0,0,0,0,40.38,0,0,0,0,2.05,8.74,19.96,14.39,15.81,326.16,0,283.5,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,6.14,40.69,0,0,0,0,0,0,18.07,25.32,2.65,0,0,0,31.95,8.51,142.31,0,0,0,0,0,0,40.38,0,0,0,0,2.05,8.74,19.96,14.39,15.81,326.16,0,283.5,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,5.53,40.69,0,0,0,0,0,0,18.07,25.32,37.61,0,0,0,31.95,8.51,142.31,0,0,0,0,0,0,40.38,0,0,0,0,2.05,8.74,19.96,15.35,15.81,326.16,0,283.5,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,2.24,119.3,0,0,113.96,0,0,0,88.28,0,0,0,49.93,0,0,0,99.73,19.73,0,401.85,0,0,0,0,5.53,40.69,0,0,0,0,0,0,4.39,25.32,37.61,0,0,0,31.95,8.51,142.31,0,0,0,0,0,0,40.38,0,0,0,0,2.05,8.74,19.96,15.35,15.81,326.16,0,283.5,0,0,0,0,0

