Time,Block,NR/2024/18977/A/16417,NR/2024/19723/C,NR/2024/19694/C,NR/2024/19609/A/16976,NR/2024/19024/A/16522,NR/2024/19121/A/16530,NR/2024/19043/A/16699,NR/2024/19143/A/16472,NR/2024/19749/C,NR/2024/18986/A/16380,NR/2024/18976/A/16416,NR/2024/19115/A/16474,NR/2024/19712/C,NR/2024/19484/A/17023,NR/2024/19485/A/17020,NR/2024/19483/A/17025,NR/2024/18919/A/17008,NR/2024/18855/A/16531,NR/2024/19693/C,NR/2024/19075/A/16476,NR/2024/19030/A/16693,NR/2024/19688/C,NR/2024/19622/A/16943,NR/2024/18936/A/16405,NR/2024/19245/A/16520,NR/2024/18978/A/16418,NR/2024/18934/A/16403,NR/2024/19721/C,NR/2024/19337/A/16518,NR/2024/19172/A/17122,NR/2024/19691/C,NR/2024/19290/A/17123,NR/2024/19572/A/16731,NR/2024/19469/A/16515,NR/2024/19689/C,NR/2024/19655/C,NR/2024/18935/A/16404,NR/2024/19716/C,NR/2024/18996/A/17113,Total
56,13:45-14:00,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.970000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,5.52,67.570000,0.000000,1.930000,0.000000,1.930000,5.790000,0.000000,48.260000,864.38

57,14:00-14:15,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.970000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,7.34,67.570000,0.000000,1.930000,0.000000,1.930000,5.790000,0.000000,48.260000,866.2

58,14:15-14:30,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.970000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,3.32,67.570000,0.000000,1.930000,0.000000,1.930000,5.790000,0.000000,48.260000,862.18

59,14:30-14:45,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.970000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,6.07,67.570000,0.000000,1.930000,0.000000,1.930000,5.790000,0.000000,48.260000,864.93

60,14:45-15:00,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.970000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,4.13,67.570000,0.000000,1.930000,0.000000,1.930000,5.790000,0.000000,48.260000,862.99

61,15:00-15:15,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,5.19,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,864.77

62,15:15-15:30,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,4.33,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,863.91

63,15:30-15:45,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,3.52,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,863.1

64,15:45-16:00,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,39.580000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,19.310000,19.310000,0.000000,0.000000,6.760000,1.930000,14.480000,4.830000,0.000000,1.930000,115.840000,3.89,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,863.47

65,16:00-16:15,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,0.000000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,0.000000,0.000000,0.000000,0.000000,6.760000,1.930000,0.000000,4.830000,0.000000,1.930000,115.840000,3.84,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,770.74

66,16:15-16:30,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,0.000000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,0.000000,0.000000,0.000000,0.000000,6.760000,1.930000,0.000000,4.830000,0.000000,1.930000,115.840000,2.9,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,769.8

67,16:30-16:45,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,0.000000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,0.000000,0.000000,0.000000,0.000000,6.760000,1.930000,0.000000,4.830000,0.000000,1.930000,115.840000,2.98,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,769.88

68,16:45-17:00,57.920000,96.530000,48.260000,0.000000,4.830000,0.000000,46.330000,0.000000,0.000000,0.720000,0.000000,48.260000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,52.510000,0.000000,0.000000,0.000000,0.000000,6.760000,1.930000,0.000000,4.830000,0.000000,1.930000,115.840000,1.81,67.570000,0.000000,1.930000,0.000000,2.900000,5.790000,0.000000,48.260000,768.71

69,17:00-17:15,0.000000,96.530000,48.260000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,109.080000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0.88,67.570000,0.000000,1.930000,0.000000,2.900000,0.000000,0.000000,48.260000,654.42

70,17:15-17:30,0.000000,96.530000,48.260000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,109.080000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0.59,67.570000,0.000000,1.930000,0.000000,2.900000,0.000000,0.000000,48.260000,654.13

71,17:30-17:45,0.000000,96.530000,48.260000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,109.080000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0.22,67.570000,0.000000,1.930000,0.000000,2.900000,0.000000,0.000000,48.260000,653.76

72,17:45-18:00,0.000000,96.530000,48.260000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,109.080000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,2.900000,0.000000,0.000000,48.260000,653.54

73,18:00-18:15,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,0.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,667.44

74,18:15-18:30,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,0.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,667.44

75,18:30-18:45,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,0.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,667.44

76,18:45-19:00,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,0.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,667.44

77,19:00-19:15,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,669.44

78,19:15-19:30,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,669.44

79,19:30-19:45,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,669.44

80,19:45-20:00,0.000000,96.530000,26.060000,0.000000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,0.000000,1.930000,0.000000,1.930000,0.000000,0.000000,0.000000,669.44

81,20:00-20:15,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,1.930000,0.000000,0.000000,0.000000,1345.15

82,20:15-20:30,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,1.930000,0.000000,0.000000,0.000000,1345.15

83,20:30-20:45,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,1.930000,0.000000,0.000000,0.000000,1345.15

84,20:45-21:00,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,0.000000,37.290000,37.290000,12.430000,0.000000,66.790000,167.000000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,0.000000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,1.930000,0.000000,0.000000,0.000000,1345.15

85,21:00-21:15,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,0.000000,66.790000,149.910000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1631.16

86,21:15-21:30,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,0.000000,66.790000,149.910000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1631.16

87,21:30-21:45,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,0.000000,66.790000,149.910000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1631.16

88,21:45-22:00,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,0.000000,66.790000,149.910000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1631.16

89,22:00-22:15,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,108.690000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1599.59

90,22:15-22:30,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,108.690000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1599.59

91,22:30-22:45,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,108.690000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1599.59

92,22:45-23:00,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.680000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,52.510000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1543.41

93,23:00-23:15,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.630000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,52.510000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1543.36

94,23:15-23:30,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.630000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,52.510000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1543.36

95,23:30-23:45,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.630000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,52.510000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1543.36

96,23:45-24:00,0.000000,193.060000,26.060000,96.530000,4.830000,0.000000,0.000000,2.000000,27.410000,0.630000,0.000000,0.000000,96.530000,37.290000,37.290000,12.430000,9.650000,66.790000,52.510000,0.000000,0.000000,96.530000,96.530000,0.000000,1.930000,0.000000,0.000000,15.440000,1.930000,115.840000,0,67.570000,193.060000,1.930000,96.530000,0.000000,0.000000,193.060000,0.000000,1543.36

