Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/2594,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/02/01/7432,NR/01102023/22052037/LT-59,GNA/NR/2025/02/01/5886,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/NR/2025/02/01/4863,NR/30092023/26122029/SH-06,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,GNA/SR/2025/02/01/6460,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
81,20:00-20:15,100.2,34.62,34.62,261.13,34.62,0,32,57.71,50,0.63,8.66,0,1.19,106.57,8.66,25.61,12.01,0,0,0,0,0,0,0,0,0,0,16,7.33,0,7.33,8,16,22.01,0,0,26.22,0.96,50,150,1.3,0,75,0,132.73

82,20:15-20:30,100.2,34.62,34.62,261.13,34.62,0,32,57.71,50,0.63,8.66,0,1.19,98.07,8.66,25.61,11.61,0,0,0,0,0,0,0,0,0,0,16,7.5,0,7.5,8,16,22.5,0,0,26.22,0.96,50,150,1.3,0,75,0,132.73

83,20:30-20:45,100.2,34.62,34.62,261.13,34.62,0,32,57.71,50,0.63,8.66,0,1.19,89.59,8.66,25.61,14.81,0,0,0,0,0,0,0,0,0,0,14.66,7.67,0,7.67,8,14.67,22.99,0,0,25.72,0.96,50,150,1.3,0,75,0,132.73

84,20:45-21:00,100.2,34.62,34.62,261.13,34.62,0,32,57.71,50,0.63,8.66,0,1.19,81.1,8.66,25.61,14.41,0,0,0,0,0,0,0,0,0,0,14.66,7.67,0,7.67,8,14.67,22.99,0,0,25.72,0.96,50,150,1.3,0,75,0,132.73

85,21:00-21:15,100.2,31.74,31.74,261.13,31.74,0,32,57.71,50,0.63,8.66,0,1.19,72.62,8.66,25.61,14.01,0,0,0,0,0,0,0,0,0,0,14.66,10.67,0,10.67,8.33,14.67,31.99,0,0,25.72,0.96,50,150,1.3,0,75,0,132.73

86,21:15-21:30,100.2,31.74,31.74,261.13,31.74,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,13.61,0,0,0,0,0,0,0,0,0,0,21.66,11.5,0,11.5,8.67,21.67,34.5,0,0,25.72,0.96,50,150,1.3,0,75,0,132.73

87,21:30-21:45,100.2,31.74,31.74,261.13,31.74,0,32,57.71,50,0,8.66,0,1.19,70.16,8.66,25.61,16.61,0,0,0,0,0,0,0,0,0,0,23.34,9.17,0,9.17,9,23.33,27.49,0,0,25.72,0.96,50,150,1.3,0,75,0,132.73

88,21:45-22:00,100.2,31.74,31.74,261.13,31.74,0,32,57.71,50,0,8.66,0,1.19,70.16,8.66,25.61,16.01,0,0,0,0,0,0,0,0,0,0,24,9.67,0,9.67,9.33,24,28.99,0,0,25.72,0.96,50,150,1.3,0,75,0,132.73

89,22:00-22:15,100.2,28.85,28.85,226.58,28.85,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,15.61,0,0,0,0,0,0,0,0,0,0,27.34,12.5,0,12.5,6.67,27.33,37.5,0,0,25.72,0.92,50,150,1.3,0,75,0,132.73

90,22:15-22:30,100.2,28.85,28.85,226.58,28.85,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,14.61,0,0,0,0,0,0,0,0,0,0,31.66,13.5,0,13.5,6.67,31.67,40.5,0,0,25.72,0.92,50,150,1.3,0,75,0,132.73

91,22:30-22:45,100.2,28.85,28.85,226.58,28.85,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,13.21,0,0,0,0,0,0,0,0,0,0,20,8.33,0,8.33,6.67,20,25.01,0,0,25.22,0.92,50,150,1.3,0,75,0,132.73

92,22:45-23:00,100.2,28.85,28.85,226.58,28.85,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,11.61,0,0,0,0,0,0,0,0,0,0,23.34,8.67,0,8.67,6.67,23.33,25.99,0,0,25.22,0.92,50,150,1.3,0,75,0,132.73

93,23:00-23:15,71.35,23.08,23.08,226.58,23.08,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,10.8,0,0,0,0,0,0,0,0,0,0,26.66,10,0,10,7.33,26.67,30,0,0,25.22,0.92,50,150,1.3,0,75,0,132.73

94,23:15-23:30,52.9,23.08,23.08,226.58,23.08,0,32,57.71,50,0.63,8.66,0,1.19,70.16,8.66,25.61,10.2,0,0,0,0,0,0,0,0,0,0,30,10.83,0,10.83,8.33,30,32.51,0,0,25.22,0.92,50,150,1.3,0,75,0,132.73

95,23:30-23:45,52.9,23.08,23.08,226.58,23.08,0,32,57.71,50,0,8.66,0,1.19,70.16,8.66,25.61,9.6,0,0,0,0,0,0,0,0,0,0,49.66,15,0,15,9.67,49.67,45,0,0,25.22,0.92,50,150,1.3,0,75,0,132.73

96,23:45-24:00,52.9,23.08,23.08,226.58,23.08,0,32,57.71,50,0,8.66,0,1.19,70.16,8.66,25.61,9.6,0,0,0,0,0,0,0,0,0,0,48.66,15.67,0,15.67,10.33,48.67,46.99,0,0,25.22,0.92,50,150,1.3,0,75,0,132.73

